"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bronisław DUTKA";"Jan Wincenty HAMERSKI";"Bogusław WAKSMUNDZKI"
"5574-8171-8fb5-30b1-8383-3ffd-9ef3-6df5";"121109";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Gronków 210, 34-400 Nowy Targ";"gm. Nowy Targ";"nowotarski";"małopolskie";"1296";"1394";"607";"689";"2";"1";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"6";"0";"6";"0";"683";"102";"469";"112"
"8425-345b-1a64-2778-e61c-4a97-ff6f-4ffe";"121109";"36";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Główna 13, 34-433 Nowa Biała";"gm. Nowy Targ";"nowotarski";"małopolskie";"1048";"1130";"472";"576";"0";"1";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"21";"3";"18";"0";"555";"79";"358";"118"
"1154-01a1-931b-a19d-b5a9-34f5-299b-4cc6";"121109";"36";"8";"wieś";"stały";"Szkoła Podstawowa, Krempachy ul. Długa 17, 34-433 Nowa Biała";"gm. Nowy Targ";"nowotarski";"małopolskie";"996";"1077";"425";"571";"0";"4";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"14";"2";"12";"0";"557";"137";"242";"178"
"efba-cb3c-08e3-302b-9da6-8509-6337-971b";"121109";"36";"9";"wieś";"stały";"Szkoła Podstawowa, Dursztyn ul. Pienińska 1, 34-433 Nowa Biała";"gm. Nowy Targ";"nowotarski";"małopolskie";"388";"426";"132";"256";"0";"1";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"4";"0";"4";"0";"252";"26";"200";"26"
"72d2-48cb-7014-0f87-6442-f91e-f3be-46dc";"121109";"36";"10";"wieś";"stały";"Szkoła Podstawowa, Klikuszowa 240, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"1072";"1173";"425";"647";"0";"2";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"10";"3";"7";"0";"637";"75";"445";"117"
"201b-0337-8965-7215-5fa7-8907-245a-7476";"121109";"36";"11";"wieś";"stały";"Szkoła Podstawowa, Lasek 69, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"812";"876";"374";"438";"0";"1";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"8";"1";"7";"0";"430";"64";"299";"67"
"33ad-fefb-de9d-1c49-266b-7300-9348-5d1d";"121109";"36";"12";"wieś";"stały";"Szkoła Podstawowa, Morawczyna 66, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"514";"559";"283";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"0";"0";"0";"0";"231";"32";"172";"27"
"88a0-33dd-b4d3-7b09-c087-8412-4c86-b82e";"121109";"36";"13";"wieś";"stały";"Szkoła Podstawowa, Pyzówka ul. Władysława Orkana 4, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"692";"761";"296";"396";"0";"8";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"6";"0";"6";"0";"390";"56";"279";"55"
"38c6-da87-55df-5d51-0445-2e1b-c791-b85e";"121109";"36";"14";"wieś";"stały";"Szkoła Podstawowa, Krauszów 55, 34-471 Ludźmierz";"gm. Nowy Targ";"nowotarski";"małopolskie";"522";"568";"240";"282";"0";"1";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"3";"1";"2";"0";"279";"17";"221";"41"
"16ad-1131-9c2a-5bf8-9e01-3a3d-f165-d9ad";"121109";"36";"15";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Długopole 86, 34-471 Ludźmierz";"gm. Nowy Targ";"nowotarski";"małopolskie";"370";"394";"193";"177";"0";"0";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"5";"1";"4";"0";"172";"17";"130";"25"
"643c-536b-0caf-1274-e5ac-356d-c7ce-506b";"121109";"36";"16";"wieś";"stały";"Szkoła Podstawowa, ul. Kazimierza Przerwy-Tetmajera 56, 34-471 Ludźmierz";"gm. Nowy Targ";"nowotarski";"małopolskie";"1832";"1974";"791";"1041";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"16";"3";"13";"0";"1025";"156";"702";"167"
"5b52-8e0d-a0d8-cfc0-5821-502f-7bc8-5ef0";"121109";"36";"17";"wieś";"stały";"Szkoła Podstawowa, Rogoźnik 69, 34-471 Ludźmierz";"gm. Nowy Targ";"nowotarski";"małopolskie";"704";"755";"371";"333";"0";"0";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"5";"2";"3";"0";"328";"41";"245";"42"
"7dc2-6590-8131-a912-ac69-6aa3-0905-87e0";"121109";"36";"18";"wieś";"stały";"Szkoła Podstawowa, Obidowa 37, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"557";"617";"265";"292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"12";"2";"10";"0";"280";"35";"184";"61"
"7eff-0ccf-a43a-b0c6-a764-1e3a-5682-a79f";"121109";"36";"19";"wieś";"stały";"Szkoła Podstawowa, Knurów 46, 34-434 Dębno";"gm. Nowy Targ";"nowotarski";"małopolskie";"350";"388";"130";"220";"0";"4";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"5";"4";"1";"0";"215";"38";"153";"24"
"adaf-5aa1-04f5-f4dd-5314-eb06-4ae0-9352";"121109";"36";"20";"wieś";"stały";"Szkoła Podstawowa, Szlembark ul. ks. Kardynała Karola Wojtyły 44, 34-434 Dębno";"gm. Nowy Targ";"nowotarski";"małopolskie";"430";"482";"165";"265";"0";"6";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"14";"3";"11";"0";"251";"12";"184";"55"
"ebb0-1f09-4062-fcfa-96cc-fc1d-be7d-2bbc";"121109";"36";"21";"wieś";"stały";"Remiza OSP w Trutem, Lasek Trute 71A, 34-404 Klikuszowa";"gm. Nowy Targ";"nowotarski";"małopolskie";"441";"476";"193";"248";"0";"1";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"2";"0";"2";"0";"246";"29";"190";"27"
"273a-721a-72b9-9e2e-8b60-0adf-18b4-54b8";"121110";"36";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej, Ochotnica Górna 207, 34-453 Ochotnica Górna";"gm. Ochotnica Dolna";"nowotarski";"małopolskie";"1536";"1705";"565";"971";"0";"28";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"18";"4";"14";"0";"953";"99";"736";"118"
"f2f2-4f78-6640-fc78-c8fb-93ff-8895-5606";"121110";"36";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Ochotnicy Dolnej – Centrum, Ochotnica Dolna 105, 34-452 Ochotnica Dolna";"gm. Ochotnica Dolna";"nowotarski";"małopolskie";"1638";"1786";"569";"1069";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"22";"2";"20";"0";"1047";"109";"804";"134"
"6947-9634-80d2-8b4a-e8f1-e049-d8ab-6dac";"121110";"36";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Ochotnicy Dolnej – Młynne, Ochotnica Dolna 85, 34-452 Ochotnica Dolna";"gm. Ochotnica Dolna";"nowotarski";"małopolskie";"590";"638";"208";"382";"0";"1";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"8";"3";"5";"0";"373";"17";"312";"44"
"e11f-40ab-9a1e-1d87-face-38c1-ed92-1d50";"121110";"36";"4";"wieś";"stały";"Budynek Wiejskiego Ośrodka Kultury, os. Kozielce 297, 34-451 Tylmanowa";"gm. Ochotnica Dolna";"nowotarski";"małopolskie";"2172";"2389";"795";"1377";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1377";"0";"0";"1377";"15";"3";"12";"0";"1362";"159";"1030";"173"
"7cbf-826e-53d4-1601-9bb4-7d41-3b86-c08b";"121111";"36";"1";"wieś";"stały";"Przedszkole Gminne, Raba Wyżna 29, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1163";"1263";"478";"685";"0";"0";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"21";"3";"18";"0";"664";"114";"428";"122"
"cfd5-599d-1b42-c705-f5fb-70d8-bd54-03a0";"121111";"36";"2";"wieś";"stały";"Urząd Gminy, Raba Wyżna 41, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1935";"2095";"761";"1174";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"22";"4";"18";"0";"1152";"182";"767";"203"
"bdae-8377-6b51-3245-2923-c5b7-dc8c-5a08";"121111";"36";"3";"wieś";"stały";"Szkoła Podstawowa, Bielanka 29, 34-723 Sieniawa";"gm. Raba Wyżna";"nowotarski";"małopolskie";"310";"335";"99";"211";"1";"2";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"5";"1";"4";"0";"206";"40";"140";"26"
"df42-1c2f-b7b8-2fec-6682-8920-0d04-be30";"121111";"36";"4";"wieś";"stały";"Remiza OSP, Rokiciny Podhalańskie 159, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1178";"1255";"511";"667";"0";"3";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"12";"1";"11";"0";"655";"150";"408";"97"
"d1bc-c238-74e3-bc4a-0a9b-a658-6131-4808";"121111";"36";"5";"wieś";"stały";"Szkoła Podstawowa, Podsarnie 59, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"585";"634";"224";"361";"2";"1";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"11";"1";"10";"0";"350";"41";"257";"52"
"705c-a8db-94d3-0cca-0ae7-ec33-beca-d2fa";"121111";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Harkabuz 47, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"400";"429";"135";"265";"2";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"5";"2";"3";"0";"260";"24";"200";"36"
"0e9f-5e90-49d7-2bf6-3f9f-d217-4eb6-875c";"121111";"36";"7";"wieś";"stały";"Remiza OSP, Bukowina-Osiedle 28C, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"170";"186";"57";"113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"1";"1";"0";"0";"112";"4";"100";"8"
"7d34-d0fe-1501-65b2-6b61-c74c-e5a4-23e9";"121111";"36";"8";"wieś";"stały";"Szkoła Podstawowa Nr 1, Skawa 584a, 34-713 Skawa";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1990";"2122";"859";"1131";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"24";"4";"20";"0";"1107";"161";"771";"175"
"fea6-dbe5-715f-633f-bcec-f827-32e8-8241";"121111";"36";"9";"wieś";"stały";"Szkoła Podstawowa Nr 3, Skawa 278, 34-713 Skawa";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1248";"1358";"515";"733";"0";"2";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"9";"1";"8";"0";"724";"92";"530";"102"
"8471-6e1f-95dd-1c97-1fd4-272e-d06d-93de";"121111";"36";"10";"wieś";"stały";"Szkoła Podstawowa, Sieniawa 92, 34-723 Sieniawa";"gm. Raba Wyżna";"nowotarski";"małopolskie";"1383";"1474";"629";"754";"1";"2";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"11";"2";"9";"0";"743";"98";"546";"99"
"f121-5acb-6ed1-7dad-6a9c-c513-7e6f-d651";"121111";"36";"11";"wieś";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy im. św. Siostry Faustyny Kowalskiej, Raba Wyżna 435a, 34-721 Raba Wyżna";"gm. Raba Wyżna";"nowotarski";"małopolskie";"35";"30";"15";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"3";"12";"4"
"7b8b-6bc3-10ad-8fc4-55c7-d907-283e-c4fc";"121112";"36";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Zaryte 78, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"770";"867";"275";"495";"2";"9";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"8";"2";"6";"0";"487";"120";"290";"77"
"7574-2cb6-0961-4880-4e8b-c724-b525-e9d5";"121112";"36";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Poniatowskiego 186, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1253";"1374";"415";"838";"2";"13";"2";"2";"0";"0";"0";"0";"2";"840";"2";"0";"840";"27";"4";"23";"0";"813";"134";"560";"119"
"6639-cbdb-e56e-5747-aa44-2f3b-f50a-072f";"121112";"36";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Sądecka 2, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"862";"935";"342";"520";"0";"9";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"6";"0";"6";"0";"514";"88";"347";"79"
"58f9-f62a-39f9-2430-71eb-1f50-f6d8-4eff";"121112";"36";"4";"miasto";"stały";"Świetlica Związku Podhalan, ul. Podhalańska 6, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1173";"1270";"362";"811";"1";"8";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"11";"0";"11";"0";"800";"197";"451";"152"
"8ce1-06fd-53d4-e9f4-e854-b296-3114-0a57";"121112";"36";"5";"miasto";"stały";"Przedszkole Nr 1, ul. Orkana 18, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1225";"1375";"404";"821";"5";"56";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"24";"14";"10";"0";"797";"242";"399";"156"
"d93d-632a-4673-389a-230d-8c76-8128-233e";"121112";"36";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Jana Pawła II 40, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1197";"1347";"345";"852";"4";"54";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"13";"6";"7";"0";"839";"245";"430";"164"
"3a09-17d4-6ddc-0f36-788e-ed39-ef34-563b";"121112";"36";"7";"miasto";"stały";"Sala Obrad Urzędu Miejskiego, ul. Parkowa 2, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1437";"1693";"308";"1128";"2";"130";"0";"0";"0";"0";"0";"0";"0";"1130";"0";"0";"1130";"29";"9";"20";"0";"1101";"312";"603";"186"
"79f0-75d5-2ee5-bc69-bcda-64ce-c176-c6f1";"121112";"36";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Sądecka 2, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1435";"1611";"389";"1046";"5";"57";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"16";"6";"10";"0";"1030";"267";"572";"191"
"bd88-0e8d-77e4-74ff-ad1c-d234-7105-382a";"121112";"36";"9";"wieś";"stały";"Szkoła Podstawowa, Chabówka 232, 34-720 Chabówka";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1112";"1218";"466";"646";"0";"2";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"15";"0";"15";"0";"631";"85";"455";"91"
"3887-efcb-632e-2167-73ad-36c7-1f5e-7e3b";"121112";"36";"10";"wieś";"stały";"Szkoła Podstawowa, Ponice 105, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"850";"919";"375";"475";"0";"1";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"7";"1";"6";"0";"468";"79";"337";"52"
"8894-1b89-d581-0ca3-a03b-2d1f-1598-dc84";"121112";"36";"11";"wieś";"stały";"Szkoła Podstawowa, Rdzawka 60, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"1065";"1168";"396";"669";"0";"6";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"12";"5";"7";"0";"657";"78";"508";"71"
"97be-92e1-659d-0dc9-f1e8-7dc5-6930-0365";"121112";"36";"12";"miasto";"zakład leczniczy";"Szpital Miejski, ul. Słoneczna 3, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"50";"47";"39";"11";"0";"1";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"1";"7";"3"
"655e-9780-81b4-1ad2-a87e-c575-9f5b-c4be";"121112";"36";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Parkowa 4, 34-700 Rabka-Zdrój";"gm. Rabka-Zdrój";"nowotarski";"małopolskie";"50";"46";"26";"24";"0";"2";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"0";"0";"0";"0";"24";"5";"13";"6"
"4bb1-9e9d-2a17-ff7c-e9ab-b845-5f42-1470";"121113";"36";"1";"wieś";"stały";"Szkoła Podstawowa Nr 3 im. Ojca Św. Jana Pawła II, Spytkowice 153, 34-745 Spytkowice";"gm. Spytkowice";"nowotarski";"małopolskie";"670";"736";"271";"399";"3";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"4";"2";"2";"0";"395";"30";"317";"48"
"3d67-e50d-5bbe-990f-0049-2070-1987-0e69";"121113";"36";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Por. Tadeusza Stefaniszyna, Spytkowice 12, 34-745 Spytkowice";"gm. Spytkowice";"nowotarski";"małopolskie";"639";"714";"253";"386";"4";"9";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"6";"1";"5";"0";"380";"64";"260";"56"
"cf28-5f1c-cb36-b84c-9c19-cacf-6800-338b";"121113";"36";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Por. Tadeusza Stefaniszyna, Spytkowice 12, 34-745 Spytkowice";"gm. Spytkowice";"nowotarski";"małopolskie";"650";"703";"266";"384";"0";"3";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"11";"2";"9";"0";"373";"43";"253";"77"
"d429-49e3-424d-52e5-f4a5-bc04-c4de-1084";"121113";"36";"4";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Por. Tadeusza Stefaniszyna, Spytkowice 12, 34-745 Spytkowice";"gm. Spytkowice";"nowotarski";"małopolskie";"630";"685";"266";"364";"1";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"8";"1";"7";"0";"356";"52";"255";"49"
"72b3-012d-8912-e3d4-b882-3e74-8f85-bb24";"121113";"36";"5";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. 12 Pułku Piechoty, Spytkowice 566, 34-745 Spytkowice";"gm. Spytkowice";"nowotarski";"małopolskie";"616";"651";"234";"382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"9";"1";"8";"0";"373";"39";"285";"49"
"5b14-bc53-595b-e9d0-6ea9-8e83-7d0b-6b8a";"121114";"36";"1";"wieś";"stały";"Szkoła Podstawowa, Bańska Niżna ul. Papieska 141, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"853";"952";"448";"405";"0";"15";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"11";"0";"11";"0";"394";"53";"286";"55"
"23fc-f311-7273-f2f5-0ddb-c12d-fb94-5401";"121114";"36";"2";"wieś";"stały";"Szkoła Podstawowa, Bańska Wyżna ul. Szlak Papieski 64, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"759";"830";"358";"401";"2";"14";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"4";"0";"4";"0";"397";"33";"329";"35"
"821d-fdfb-7765-0be2-6129-b13c-60e8-be7c";"121114";"36";"3";"wieś";"stały";"Szkoła Podstawowa, Bór ul. Jana Pawła II 44, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"373";"417";"184";"189";"0";"7";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"4";"0";"4";"0";"185";"30";"128";"27"
"33fc-7306-adad-1296-bd39-1521-8797-c160";"121114";"36";"4";"wieś";"stały";"Szkoła Podstawowa w Maruszynie Górnej, Maruszyna ul. Jana Pawła II 29, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"734";"795";"366";"368";"0";"2";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"3";"1";"2";"0";"365";"32";"276";"57"
"1dfa-8d08-370a-fa26-9505-ce31-5fcb-79f2";"121114";"36";"5";"wieś";"stały";"Szkoła Podstawowa w Maruszynie Dolnej, Maruszyna ul. Jana Pawła II 83, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"668";"708";"334";"334";"0";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"6";"1";"5";"0";"328";"18";"264";"46"
"9ed1-317f-bdf1-6e41-95d7-1121-9b6f-f35a";"121114";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Skrzypne ul. św. Jadwigi Królowej 128, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"783";"860";"359";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"4";"0";"4";"0";"420";"22";"378";"20"
"fafe-ac96-ec78-a107-8718-a1a8-915a-dfc9";"121114";"36";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 6, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"1234";"1353";"597";"637";"0";"18";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"13";"3";"10";"0";"623";"112";"408";"103"
"beb3-93f7-0546-e311-6340-6c19-8d62-8726";"121114";"36";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 6, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"1225";"1324";"683";"542";"0";"7";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"7";"1";"6";"0";"534";"79";"378";"77"
"a929-dd22-87b0-39b8-34e0-4d04-a1cc-bccb";"121114";"36";"9";"wieś";"stały";"Szkoła Podstawowa, Zaskale ul. Kardynała Karola Wojtyły 51, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"1028";"1127";"444";"584";"0";"7";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"8";"0";"8";"0";"576";"81";"378";"117"
"9ca8-66dc-b50c-2b75-66cd-22b2-3e41-7b00";"121114";"36";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Smrek"", Zaskale ul. Kardynała Karola Wojtyły 136, 34-424 Szaflary";"gm. Szaflary";"nowotarski";"małopolskie";"70";"69";"31";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"3";"0";"3";"0";"36";"7";"19";"10"
"129a-0992-f214-c826-e89d-eb4f-2cba-d787";"121701";"36";"1";"miasto";"stały";"Zakopiańskie Centrum Edukacji im. H. Modrzejewskiej, ul. Kasprusie 35a, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1184";"1364";"265";"919";"4";"140";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"11";"0";"11";"0";"908";"339";"360";"209"
"4262-ca80-dcfe-5b06-499e-5a30-dfa9-c43c";"121701";"36";"2";"miasto";"stały";"Zakopańskie Centrum Kultury, ul. Kościeliska 7, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1044";"1411";"37";"1007";"7";"343";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"13";"3";"10";"0";"994";"340";"415";"239"
"88c7-be7f-557c-b1f6-da84-96d4-7dc5-efff";"121701";"36";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Skibówki 2d, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"941";"1047";"298";"643";"1";"34";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"8";"3";"5";"0";"635";"217";"292";"126"
"5029-9fbc-e134-b555-5c1d-8e76-2ca3-8cd7";"121701";"36";"4";"miasto";"stały";"D. W. ""APENA"", os. Krzeptówki 87, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1082";"1177";"217";"865";"3";"195";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"18";"4";"14";"0";"847";"222";"483";"142"
"0cef-cfe6-3a1b-d4c3-ecd8-022b-e485-4073";"121701";"36";"5";"miasto";"stały";"Czytelnia Miejskiej Biblioteki Publicznej im. Stefana Żeromskiego, ul. Łukaszówki 4a, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"975";"1189";"168";"807";"0";"179";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"16";"4";"12";"0";"791";"288";"355";"148"
"faee-4a86-8239-bca9-38fd-7bf7-77da-9616";"121701";"36";"6";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Słoneczna 1, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"785";"1047";"65";"720";"0";"212";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"16";"12";"4";"0";"703";"258";"288";"157"
"7370-5e55-27d2-1b53-9967-00aa-c8c4-17f2";"121701";"36";"7";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Chramcówki 27, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1553";"1617";"378";"1175";"3";"189";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"20";"5";"15";"0";"1155";"381";"541";"233"
