"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy CZERWIŃSKI";"Adam Józef MAZGUŁA";"Janusz Antoni SANOCKI";"Jan Franciszek WOŹNIAK"
"2ceb-9d1d-2e36-0172-c8e8-6692-0b9f-34bf";"160105";"51";"6";"wieś";"stały";"Świetlica Wiejska, Szydłowice 92, 49-312 Szydłowice";"gm. Lubsza";"brzeski";"opolskie";"450";"481";"155";"295";"0";"1";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"5";"2";"3";"0";"290";"178";"11";"29";"72"
"e956-dc09-f769-99b1-7c16-12b1-95b3-3b55";"160105";"51";"7";"wieś";"stały";"Świetlica Wiejska, Błota 85, 49-312 Szydłowice";"gm. Lubsza";"brzeski";"opolskie";"270";"294";"117";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"0";"0";"0";"0";"153";"82";"10";"17";"44"
"ee25-938f-c84f-73bb-5c05-3bbd-2897-1ae3";"160105";"51";"8";"wieś";"stały";"Filialna Szkoła Podstawowa im. Marii Skłodowskiej Curie w Dobrzyniu, Dobrzyń 35, 49-312 Szydłowice";"gm. Lubsza";"brzeski";"opolskie";"430";"470";"121";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"5";"0";"5";"0";"304";"187";"16";"25";"76"
"0b4d-4cce-e14f-091c-9cc7-4633-7c06-4e2a";"160105";"51";"9";"wieś";"stały";"Świetlica Wiejska, Rogalice 48a, 49-315 Mąkoszyce";"gm. Lubsza";"brzeski";"opolskie";"440";"477";"208";"232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"2";"0";"2";"0";"230";"135";"12";"22";"61"
"b85f-2bd0-533c-0525-b754-8f48-a806-b334";"160105";"51";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Pawła II w Mąkoszycach, Pocztowa 4, 49-315 Mąkoszyce";"gm. Lubsza";"brzeski";"opolskie";"540";"593";"234";"306";"0";"0";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"9";"0";"9";"0";"297";"150";"21";"37";"89"
"901f-91f6-e4bc-692c-28c6-7c1d-e19d-2b42";"160105";"51";"11";"wieś";"stały";"Świetlica Wiejska, Tarnowiec 37, 49-315 Mąkoszyce";"gm. Lubsza";"brzeski";"opolskie";"500";"540";"223";"277";"0";"1";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"12";"2";"10";"0";"265";"160";"15";"30";"60"
"052e-2ef9-f20c-33b0-f89d-8ebe-b714-34f0";"160106";"51";"1";"wieś";"stały";"Świetlica wiejska w Pogorzeli, Pogorzela 35a, 49-332 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"600";"645";"201";"399";"0";"1";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"4";"0";"4";"0";"395";"211";"29";"41";"114"
"3aa7-b4b7-e208-b259-4c85-8f8b-3550-61da";"160106";"51";"2";"wieś";"stały";"Świetlica wiejska w Michałowie, Michałów 112, 49-332 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"640";"698";"246";"394";"7";"0";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"4";"0";"4";"0";"390";"242";"19";"40";"89"
"6047-ddab-5ea9-6627-18dc-edb0-e492-12e3";"160106";"51";"3";"wieś";"stały";"Świetlica wiejska w Przylesiu, Przylesie 122, 49-351 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"780";"845";"276";"504";"0";"3";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"9";"3";"6";"0";"495";"261";"21";"63";"150"
"0922-00de-1d7b-826e-4e72-bb94-2360-9db3";"160106";"51";"4";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Krzyżowice 73, 49-332 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"428";"463";"175";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"6";"1";"5";"0";"247";"153";"19";"25";"50"
"8b7e-c4da-c61f-986a-a5a3-ca01-edd1-99e1";"160106";"51";"5";"wieś";"stały";"Remiza OSP Olszanka, Olszanka 36a, 49-332 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"580";"634";"188";"392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"6";"0";"6";"0";"386";"223";"21";"40";"102"
"bcf4-dba0-be0a-2837-4e9b-81cc-8681-e268";"160106";"51";"6";"wieś";"stały";"Szkoła Podstawowa w Jankowicach Wielkich, Jankowice Wielkie 15, 49-332 Olszanka";"gm. Olszanka";"brzeski";"opolskie";"538";"576";"235";"303";"0";"1";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"9";"1";"8";"0";"294";"161";"23";"31";"79"
"ddce-44eb-ea64-ba3c-c543-2cf9-f8b4-0ff1";"160401";"51";"1";"miasto";"stały";"Ośrodek Kultury, ul. Borkowska 1, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"1090";"1173";"461";"629";"1";"4";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"13";"2";"11";"0";"616";"289";"28";"61";"238"
"c031-8215-8b51-b05a-b7f2-a1bf-6c2a-5e39";"160401";"51";"2";"miasto";"stały";"Ratusz, ul. Rynek 1, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"580";"624";"266";"314";"1";"2";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"11";"1";"10";"0";"303";"131";"22";"33";"117"
"3b04-4b23-d676-aa46-1f3d-720c-f73a-c753";"160401";"51";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Poznańska 6, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"1469";"1576";"613";"856";"0";"3";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"20";"5";"15";"0";"836";"368";"64";"76";"328"
"bf95-1a79-7e77-0295-169e-4d4b-05ff-f7b8";"160401";"51";"4";"wieś";"stały";"Publiczne Przedszkole w Byczynie-Oddział w Dobiercicach, Dobiercice ul. Sienkiewicza 3A, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"430";"463";"220";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"5";"2";"3";"0";"205";"112";"15";"16";"62"
"5d53-2d13-fab1-9b49-4412-d98b-05c4-a14b";"160401";"51";"5";"wieś";"stały";"Publiczne Przedszkole w Byczynie-Oddział w Nasalach, Nasale 47, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"470";"504";"284";"186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"2";"0";"2";"0";"184";"115";"17";"17";"35"
"6cf0-e24f-205a-46e7-8e5f-da48-a5fe-e560";"160401";"51";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Roszkowicach, Roszkowice 88, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"510";"559";"289";"221";"0";"2";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"1";"0";"1";"0";"220";"114";"15";"24";"67"
"5eb8-b437-c681-1d50-7166-9a8e-ceae-21f4";"160401";"51";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kostowie, Kostów ul. Główna 26, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"630";"686";"272";"358";"0";"2";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"4";"0";"4";"0";"354";"195";"30";"31";"98"
"f9dd-c0b0-09f0-79af-f8ad-832d-f1c1-6fd9";"160401";"51";"8";"wieś";"stały";"Świetlica Wiejska w Polanowicach, Polanowice 33, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"850";"924";"387";"463";"0";"2";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"8";"2";"6";"0";"455";"241";"39";"29";"146"
"6742-2548-ff27-a147-2dd7-57e7-0594-8a1a";"160401";"51";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Biskupicach, Biskupice 22, 46-220 Byczyna";"gm. Byczyna";"kluczborski";"opolskie";"760";"827";"373";"387";"0";"2";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"7";"2";"5";"0";"380";"202";"19";"40";"119"
"fdca-84e2-8b3c-29e8-7021-bee1-cb88-8433";"160402";"51";"1";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Mickiewicza 10, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"810";"878";"382";"428";"1";"2";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"13";"2";"11";"0";"415";"188";"26";"44";"157"
"b2ce-f994-1819-2f1d-74c0-c9b2-2f23-ab43";"160402";"51";"2";"miasto";"stały";"Ratusz, Rynek 1, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1250";"1364";"653";"597";"0";"3";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"18";"3";"15";"0";"579";"247";"41";"69";"222"
"a623-0959-1790-6fd1-ff69-65d1-fccb-a93c";"160402";"51";"3";"miasto";"stały";"Zespół Szkół Licealno-Technicznych, ul. Sienkiewicza 20, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1610";"1745";"540";"1070";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1070";"0";"0";"1070";"28";"5";"23";"0";"1042";"448";"62";"113";"419"
"5b2a-57b3-541b-6f63-ff65-b5ce-8d0b-6d9a";"160402";"51";"4";"miasto";"stały";"Kluczborski Dom Kultury, ul. Mickiewicza 5, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"860";"935";"370";"490";"2";"1";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"13";"3";"10";"0";"477";"197";"48";"48";"184"
"aab9-1f43-5eed-4574-3e3d-4600-9646-847a";"160402";"51";"5";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 2 CKU, ul. Byczyńska 7, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1430";"1562";"538";"892";"3";"3";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"16";"5";"11";"0";"876";"351";"53";"101";"371"
"f52c-f248-0e32-68fb-d7a0-facf-8b52-4fff";"160402";"51";"6";"miasto";"stały";"Publiczne Przedszkole Nr 8, ul. Ossowskiego 3, 46-203 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1190";"1295";"386";"804";"1";"3";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"16";"4";"12";"0";"788";"328";"62";"71";"327"
"8cf8-47de-580a-a676-7661-ba24-6c31-943f";"160402";"51";"7";"miasto";"stały";"Budynek Szkolny, ul. Ligonia 12, 46-203 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1500";"1612";"475";"1025";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"19";"1";"18";"0";"1006";"382";"113";"77";"434"
"7780-a37d-552a-994a-fdde-83f0-22c3-270a";"160402";"51";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Wolności 17, 46-203 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1628";"1777";"517";"1111";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"28";"1";"27";"0";"1083";"417";"107";"104";"455"
"5bf8-17a3-d22e-d38b-dca5-8738-cf36-1241";"160402";"51";"9";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Wolności 19, 46-203 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"2010";"2202";"598";"1408";"6";"1";"0";"0";"0";"0";"0";"0";"0";"1408";"0";"0";"1408";"35";"9";"26";"0";"1373";"529";"75";"153";"616"
"1b05-0669-21d4-de86-2584-edf4-fee5-941f";"160402";"51";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Wolności 18, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1530";"1684";"549";"979";"1";"6";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"32";"7";"25";"0";"949";"334";"66";"109";"440"
"2468-fdd6-af2e-174b-b4eb-5d06-6eee-443a";"160402";"51";"11";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 1, ul. Skłodowskiej-Curie 13, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1860";"2016";"733";"1127";"5";"10";"0";"0";"0";"0";"0";"0";"0";"1127";"0";"0";"1127";"23";"4";"19";"0";"1104";"430";"98";"109";"467"
"0574-d498-ee1a-4ddb-1760-2cb4-7edd-6015";"160402";"51";"12";"miasto";"stały";"Publiczne Przedszkole Nr 5, ul. Dąbrowskiego 10, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"1240";"1349";"443";"797";"2";"1";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"8";"0";"8";"0";"789";"292";"61";"101";"335"
"52dc-8bac-7617-8290-1518-945f-79d2-f8b6";"160402";"51";"13";"wieś";"stały";"Publiczna Szkoła Podstawowa z Oddziałem Przedszkolnym w Bąkowie i Przedszkolnym Oddziałem Zamiejscowym w Biadaczu, ul. Kasztanowa 1, 46-233 Bąków";"gm. Kluczbork";"kluczborski";"opolskie";"680";"752";"320";"360";"0";"5";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"7";"1";"6";"0";"353";"128";"35";"42";"148"
"90f2-2fc5-1197-7b6e-2367-39ca-7424-192e";"160402";"51";"14";"wieś";"stały";"Publiczna Szkoła Podstawowa z Oddziałem Przedszkolnym, Biadacz 103, 46-233 Bąków";"gm. Kluczbork";"kluczborski";"opolskie";"490";"529";"257";"233";"1";"3";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"5";"1";"4";"0";"228";"112";"16";"33";"67"
"6dbf-fd43-5477-605a-c2d8-804d-6445-2d14";"160402";"51";"15";"wieś";"stały";"Publiczne Przedszkole Nr 8, Ligota Górna ul. Gorzowska 4, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"720";"778";"231";"489";"1";"4";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"20";"3";"17";"0";"469";"175";"35";"56";"203"
"421c-a933-45e2-9301-d8a4-197c-3e2d-5567";"160402";"51";"16";"wieś";"stały";"Publiczna Szkoła Podstawowa z Oddziałem Przedszkolnym, Łowkowice Rigola 33, 46-211 Kujakowice Górne";"gm. Kluczbork";"kluczborski";"opolskie";"820";"903";"465";"355";"0";"2";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"22";"0";"22";"0";"333";"147";"37";"31";"118"
"ceb2-0cd5-2306-d4b4-7c84-9b74-41a9-ce19";"160402";"51";"17";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Klonowa 37, 46-211 Kujakowice Górne";"gm. Kluczbork";"kluczborski";"opolskie";"860";"928";"430";"430";"0";"2";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"25";"3";"22";"0";"405";"117";"45";"63";"180"
"ecd2-7460-91ea-7603-0e71-8718-2776-2fe7";"160402";"51";"18";"wieś";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Przedszkolnymi, Kuniów 74, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"760";"830";"373";"387";"0";"0";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"7";"2";"5";"0";"380";"144";"50";"55";"131"
"3519-88ae-5b73-745e-ccaa-4920-a582-6375";"160402";"51";"19";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szkolna 10, 46-243 Bogacica";"gm. Kluczbork";"kluczborski";"opolskie";"1490";"1645";"804";"686";"0";"2";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"37";"10";"27";"0";"649";"224";"60";"96";"269"
"a2b0-455f-ddcf-712d-f0a4-cb0b-8139-a6bb";"160402";"51";"20";"wieś";"stały";"Świetlica Wiejska, Borkowice Wiejska 48, 46-243 Bogacica";"gm. Kluczbork";"kluczborski";"opolskie";"630";"704";"369";"261";"0";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"12";"3";"9";"0";"249";"60";"27";"38";"124"
"13e9-8345-fe75-9fe3-dc7d-05d3-7a1e-797b";"160402";"51";"21";"wieś";"stały";"Publiczne Przedszkole, Bażany Wiejska 19, 46-243 Bogacica";"gm. Kluczbork";"kluczborski";"opolskie";"530";"581";"345";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"5";"2";"3";"0";"180";"63";"20";"28";"69"
"3948-2f74-f86f-1970-96e8-48e8-80b3-7283";"160402";"51";"22";"wieś";"stały";"Publiczne Przedszkole Nr 5 z Oddziałami Zamiejscowymi, Krasków 59, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"450";"476";"220";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"6";"1";"5";"0";"224";"97";"24";"34";"69"
"0848-f9b3-c046-ec20-0bb6-b274-d4b8-7051";"160402";"51";"23";"wieś";"stały";"Świetlica Wiejska, Ligota Dolna Wołczyńska 73, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"470";"505";"199";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"12";"1";"11";"0";"259";"136";"22";"26";"75"
"8628-2413-e99c-075c-aeca-f621-c4d3-c752";"160402";"51";"24";"wieś";"stały";"Publiczne Przedszkole Nr 8, Smardy Górne Kościelna 10, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"769";"829";"373";"396";"0";"2";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"7";"7";"0";"0";"389";"219";"21";"47";"102"
"dea9-8f41-de40-bef8-3183-f363-c8d5-6ec3";"160402";"51";"25";"wieś";"stały";"Świetlica Wiejska, Gotartów 67C, 46-211 Kujakowice Górne";"gm. Kluczbork";"kluczborski";"opolskie";"430";"477";"173";"257";"0";"1";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"6";"2";"4";"0";"251";"107";"21";"26";"97"
"727d-d277-bbb4-706d-c736-a2ac-245f-3325";"160402";"51";"26";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Kluczborku, ul. Wołczyńska 25, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"120";"114";"86";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"5";"1";"4";"0";"29";"19";"2";"2";"6"
"a857-ee52-12bb-fa76-38ff-2af3-9667-69e2";"160402";"51";"27";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia S. A. w Kluczborku, ul. Skłodowskiej-Curie 23, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"80";"31";"61";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"0";"0";"0";"0";"19";"9";"2";"2";"6"
"6e41-6d2a-04a0-bb4d-d12d-44ed-d0f1-01db";"160402";"51";"28";"miasto";"zakład karny";"Zakład Karny w Kluczborku, ul. Katowicka 4, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"395";"400";"190";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"10";"1";"9";"0";"195";"62";"21";"27";"85"
"28f7-6838-ed3e-8dac-8a4f-3689-bfc4-eb4e";"160402";"51";"29";"miasto";"dom pomocy społecznej";"Stobrawskie Centrum Seniora Sp. z o. o., ul. Strzelecka 51, 46-200 Kluczbork";"gm. Kluczbork";"kluczborski";"opolskie";"50";"52";"24";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"11";"4";"1";"9"
"3a02-4d65-bbd3-9779-d50f-b6a3-934e-82c0";"160403";"51";"1";"wieś";"stały";"Zespół Gimnazjalno-Szkolno-Przedszkolny, Szkoła Podstawowa, Chocianowice 78, 46-280 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"828";"898";"490";"338";"0";"1";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"23";"1";"22";"0";"315";"123";"41";"38";"113"
"8afb-fe05-7a12-4366-d2d6-c941-583c-c341";"160403";"51";"2";"wieś";"stały";"Sala OSP, Ciarka 28 C, 46-280 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"190";"195";"121";"69";"0";"1";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"69";"3";"1";"2";"0";"66";"25";"10";"10";"21"
"d946-350b-cdcc-fb8c-c1d2-f1a1-8d1c-ccb3";"160403";"51";"3";"wieś";"stały";"Zespół Gimnazjalno-Szkolno-Przedszkolny, Szkoła Podstawowa, Gronowice 58, 46-280 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"490";"534";"295";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"8";"0";"8";"0";"187";"82";"13";"23";"69"
"c7f3-c17c-ff58-9377-6c81-48c9-30fe-a2f3";"160403";"51";"4";"wieś";"stały";"Sala Wiejska, Lasowice Małe ul. Odrodzenia 33, 46-280 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"390";"428";"175";"215";"0";"5";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"8";"0";"8";"0";"207";"87";"15";"17";"88"
"f358-e125-a559-a5a6-df5e-c667-bb25-689d";"160403";"51";"5";"wieś";"stały";"Zespół Gimnazjalno-Szkolno-Przedszkolny, Szkoła Podstawowa, Jasienie Zwycięstwa 15, 46-280 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"630";"681";"368";"262";"0";"0";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"19";"1";"18";"0";"243";"102";"32";"28";"81"
"b9d5-a149-926c-83e0-248b-4a5d-8d6b-53f9";"160403";"51";"6";"wieś";"stały";"Sala Wiejska, Tuły 39a, 46-282 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"220";"239";"121";"99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99";"0";"0";"99";"3";"0";"3";"0";"96";"37";"9";"11";"39"
"2a36-fb79-7a2b-712a-1ae9-3360-c121-841a";"160403";"51";"7";"wieś";"stały";"Świetlica Wiejska, Laskowice ul. Wiejska 70, 46-282 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"670";"727";"478";"192";"0";"1";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"15";"1";"14";"0";"177";"70";"21";"27";"59"
"b16e-3a79-89f1-be85-cea1-0edd-4866-1ea5";"160403";"51";"8";"wieś";"stały";"Świetlica Wiejska, Lasowice Wielkie 81, 46-282 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"830";"885";"443";"387";"0";"0";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"11";"2";"9";"0";"376";"153";"27";"47";"149"
"00b6-b2f1-3246-733b-5df3-6785-7eb4-05f9";"160403";"51";"9";"wieś";"stały";"Zespół Gimnazjalno-Szkolno-Przedszkolny, Szkoła Podstawowa, Chudoba 142, 46-275 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"560";"612";"307";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"12";"2";"10";"0";"241";"90";"29";"35";"87"
"c4a1-edbb-b2cf-0136-4d3b-e27c-ec5d-9350";"160403";"51";"10";"wieś";"stały";"Sala Wiejska, Wędrynia 66, 46-275 Lasowice Wielkie";"gm. Lasowice Wielkie";"kluczborski";"opolskie";"320";"356";"178";"142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142";"0";"0";"142";"9";"0";"9";"0";"133";"48";"23";"15";"47"
"404c-0d87-28c7-f7ab-8300-c6de-1002-18de";"160404";"51";"1";"miasto";"stały";"Wołczyński Ośrodek Kultury, ul. Opolska 2, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"1260";"1356";"504";"756";"3";"1";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"13";"3";"10";"0";"743";"374";"42";"68";"259"
"7fe9-6264-a580-834b-b889-bbb9-4e3c-e1a9";"160404";"51";"2";"miasto";"stały";"Wołczyński Ośrodek Kultury, ul. Opolska 2, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"700";"738";"282";"418";"1";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"6";"2";"4";"0";"412";"212";"25";"44";"131"
"9fba-eda5-eed7-561e-97ae-4afd-b243-51a1";"160404";"51";"3";"miasto";"stały";"Świetlica przy Szkole Podstawowej Nr 1, ul. Rzeczna 7, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"1526";"1648";"659";"867";"4";"6";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"23";"5";"18";"0";"844";"398";"62";"85";"299"
"40a5-17c0-3a1e-1405-9a21-e07c-05f4-e6ad";"160404";"51";"4";"miasto i wieś";"stały";"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej Sp. z o. o., ul. Rzeczna 3, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"970";"1056";"404";"566";"2";"1";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"11";"1";"10";"0";"555";"294";"33";"52";"176"
"3a33-f270-9a3a-c74c-89d4-7123-61bb-676b";"160404";"51";"5";"wieś";"stały";"Szkoła Podstawowa, Wierzbica Górna 39 a, 46-255 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"860";"937";"446";"414";"1";"3";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"9";"3";"6";"0";"405";"193";"37";"45";"130"
