"Kod TERYT";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"260700";"ostrowiecki";"świętokrzyskie";"54,42";"1,31";"57,12";"42,88";"0,00";"98,69";"19,36";"";"6,00";"8,00";"";"49,49";"1,48";"14,54";"1,14";""
"260800";"pińczowski";"świętokrzyskie";"52,85";"1,05";"67,57";"32,43";"0,00";"98,95";"12,53";"";"5,03";"12,46";"";"60,14";"1,08";"7,89";"0,86";""
"260900";"sandomierski";"świętokrzyskie";"53,41";"1,28";"66,74";"33,26";"0,00";"98,72";"13,09";"";"5,94";"17,43";"";"53,66";"0,85";"8,25";"0,78";""
"261000";"skarżyski";"świętokrzyskie";"57,86";"1,00";"68,86";"31,14";"0,00";"99,00";"25,68";"";"6,09";"5,36";"";"48,23";"1,55";"11,99";"1,10";""
"261100";"starachowicki";"świętokrzyskie";"58,25";"1,07";"66,29";"33,71";"0,00";"98,93";"20,95";"";"6,90";"5,80";"";"53,78";"1,57";"9,74";"1,26";""
"261200";"staszowski";"świętokrzyskie";"55,19";"1,18";"72,89";"27,11";"0,00";"98,82";"8,60";"";"5,28";"11,84";"";"65,25";"0,84";"7,33";"0,87";""
"261300";"włoszczowski";"świętokrzyskie";"57,56";"1,20";"66,02";"33,98";"0,00";"98,80";"6,30";"";"5,41";"16,55";"";"63,74";"0,81";"6,68";"0,51";""
"266100";"Kielce";"świętokrzyskie";"66,75";"0,66";"51,28";"48,72";"0,00";"99,34";"29,83";"";"6,63";"5,74";"";"39,94";"2,37";"14,45";"1,04";""
"280100";"bartoszycki";"warmińsko-mazurskie";"48,68";"2,10";"78,39";"21,61";"0,00";"97,90";"32,16";"";"4,94";"7,84";"";"41,54";"";"11,26";"2,27";""
"280200";"braniewski";"warmińsko-mazurskie";"48,73";"1,91";"78,43";"21,57";"0,00";"98,09";"27,72";"";"5,49";"12,27";"";"38,03";"";"10,56";"5,92";""
"280300";"działdowski";"warmińsko-mazurskie";"51,41";"2,27";"72,86";"27,14";"0,00";"97,73";"20,02";"";"5,37";"15,20";"";"48,22";"";"8,98";"2,21";""
"280400";"elbląski";"warmińsko-mazurskie";"47,83";"1,96";"71,12";"28,88";"0,00";"98,04";"27,07";"";"5,61";"11,19";"";"41,56";"";"11,59";"2,98";""
"280500";"ełcki";"warmińsko-mazurskie";"49,78";"1,32";"56,43";"43,57";"0,00";"98,68";"24,22";"";"8,93";"9,17";"";"43,34";"0,78";"13,55";"";""
"280600";"giżycki";"warmińsko-mazurskie";"53,24";"1,75";"69,01";"30,99";"0,00";"98,25";"28,79";"";"6,86";"14,18";"";"37,01";"0,70";"12,46";"";""
"280700";"iławski";"warmińsko-mazurskie";"53,46";"1,82";"69,66";"30,34";"0,00";"98,18";"24,76";"";"6,68";"13,03";"";"43,91";"";"9,41";"2,21";""
"280800";"kętrzyński";"warmińsko-mazurskie";"48,77";"1,83";"71,11";"28,89";"0,00";"98,17";"20,86";"";"6,30";"17,31";"";"39,47";"0,60";"15,46";"";""
"280900";"lidzbarski";"warmińsko-mazurskie";"50,96";"1,92";"74,13";"25,87";"0,00";"98,08";"36,72";"";"6,02";"6,68";"";"39,13";"";"9,18";"2,27";""
"281000";"mrągowski";"warmińsko-mazurskie";"52,69";"1,68";"69,14";"30,86";"0,00";"98,32";"29,78";"";"6,48";"12,82";"";"38,56";"0,60";"11,77";"";""
"281100";"nidzicki";"warmińsko-mazurskie";"49,10";"1,73";"65,90";"34,10";"0,00";"98,27";"20,47";"";"6,26";"9,75";"";"51,74";"0,68";"11,09";"";""
"281200";"nowomiejski";"warmińsko-mazurskie";"53,86";"2,26";"76,64";"23,36";"0,00";"97,74";"14,78";"";"4,22";"21,32";"";"49,08";"";"9,09";"1,51";""
"281300";"olecki";"warmińsko-mazurskie";"47,36";"1,72";"66,98";"33,02";"0,00";"98,28";"18,86";"";"6,53";"15,43";"";"47,28";"0,71";"11,19";"";""
"281400";"olsztyński";"warmińsko-mazurskie";"54,01";"1,69";"61,55";"38,45";"0,00";"98,31";"26,88";"";"7,61";"16,36";"";"35,01";"0,71";"13,43";"";""
"281500";"ostródzki";"warmińsko-mazurskie";"51,49";"2,01";"72,55";"27,45";"0,00";"97,99";"30,35";"";"6,09";"10,39";"";"37,64";"";"12,89";"2,64";""
"281600";"piski";"warmińsko-mazurskie";"49,33";"1,74";"73,67";"26,33";"0,00";"98,26";"17,30";"";"6,38";"14,88";"";"51,97";"0,50";"8,97";"";""
"281700";"szczycieński";"warmińsko-mazurskie";"51,47";"1,93";"68,73";"31,27";"0,00";"98,07";"20,05";"";"6,45";"16,39";"";"45,33";"0,83";"10,96";"";""
"281800";"gołdapski";"warmińsko-mazurskie";"46,42";"1,81";"57,87";"42,13";"0,00";"98,19";"27,21";"";"5,10";"12,62";"";"40,73";"0,67";"13,66";"";""
"281900";"węgorzewski";"warmińsko-mazurskie";"50,04";"1,33";"60,50";"39,50";"0,00";"98,67";"23,22";"";"5,69";"18,53";"";"39,59";"0,59";"12,39";"";""
"286100";"Elbląg";"warmińsko-mazurskie";"60,04";"0,88";"57,11";"42,89";"0,00";"99,12";"34,81";"";"5,47";"6,27";"";"35,72";"";"15,61";"2,13";""
"286200";"Olsztyn";"warmińsko-mazurskie";"67,12";"0,85";"44,56";"55,44";"0,00";"99,15";"33,70";"";"6,99";"9,76";"";"31,11";"0,76";"17,68";"";""
"300100";"chodzieski";"wielkopolskie";"60,62";"1,60";"66,95";"33,05";"0,00";"98,40";"30,34";"";"6,98";"16,69";"";"31,20";"";"14,78";"";""
"300200";"czarnkowsko-trzcianecki";"wielkopolskie";"57,09";"1,94";"70,64";"29,36";"0,00";"98,06";"27,80";"";"6,23";"16,54";"";"37,88";"";"11,55";"";""
"300300";"gnieźnieński";"wielkopolskie";"61,39";"1,48";"70,71";"29,29";"0,00";"98,52";"25,20";"0,67";"6,41";"7,37";"";"38,24";"";"22,11";"";""
"300400";"gostyński";"wielkopolskie";"55,49";"1,96";"70,08";"29,92";"0,00";"98,04";"21,34";"";"9,96";"10,83";"";"45,16";"";"12,72";"";""
"300500";"grodziski";"wielkopolskie";"58,65";"2,01";"66,59";"33,41";"0,00";"97,99";"28,80";"";"7,31";"11,49";"";"41,20";"";"11,20";"";""
"300600";"jarociński";"wielkopolskie";"58,43";"1,64";"76,08";"23,92";"0,00";"98,36";"17,98";"";"5,58";"16,69";"";"47,92";"";"11,84";"";""
"300700";"kaliski";"wielkopolskie";"57,21";"1,61";"66,07";"33,93";"0,00";"98,39";"13,57";"";"5,62";"15,03";"";"55,25";"";"10,53";"";""
"300800";"kępiński";"wielkopolskie";"60,96";"1,54";"68,67";"31,33";"0,00";"98,46";"33,41";"";"5,50";"9,61";"";"43,26";"";"8,22";"";""
"300900";"kolski";"wielkopolskie";"55,89";"1,69";"66,67";"33,33";"0,00";"98,31";"15,12";"0,42";"5,77";"9,43";"";"58,17";"";"11,09";"";""
"301000";"koniński";"wielkopolskie";"55,75";"1,78";"70,08";"29,92";"0,00";"98,22";"14,25";"0,51";"5,40";"10,02";"";"59,12";"";"10,69";"";""
"301100";"kościański";"wielkopolskie";"59,86";"2,17";"61,77";"38,23";"0,00";"97,83";"26,25";"";"6,30";"15,91";"";"38,63";"";"12,91";"";""
"301200";"krotoszyński";"wielkopolskie";"57,38";"1,70";"61,26";"38,74";"0,00";"98,30";"19,46";"";"6,40";"18,43";"";"44,94";"";"10,76";"";""
"301300";"leszczyński";"wielkopolskie";"59,38";"2,13";"65,70";"34,30";"0,00";"97,87";"24,20";"";"7,36";"12,93";"";"40,82";"";"14,69";"";""
"301400";"międzychodzki";"wielkopolskie";"56,95";"1,94";"72,78";"27,22";"0,00";"98,06";"31,31";"";"5,93";"9,45";"";"32,49";"";"20,81";"";""
"301500";"nowotomyski";"wielkopolskie";"61,34";"1,69";"70,62";"29,38";"0,00";"98,31";"39,59";"";"6,64";"10,66";"";"33,81";"";"9,29";"";""
"301600";"obornicki";"wielkopolskie";"59,80";"1,58";"75,06";"24,94";"0,00";"98,42";"27,34";"";"6,51";"20,12";"";"32,98";"";"13,05";"";""
"301700";"ostrowski";"wielkopolskie";"61,28";"1,52";"69,81";"30,19";"0,00";"98,48";"28,82";"";"6,65";"10,23";"";"43,23";"";"11,07";"";""
"301800";"ostrzeszowski";"wielkopolskie";"58,08";"1,63";"71,43";"28,57";"0,00";"98,37";"19,75";"";"6,18";"20,41";"";"44,45";"";"9,22";"";""
"301900";"pilski";"wielkopolskie";"60,73";"1,37";"66,55";"33,45";"0,00";"98,63";"29,40";"";"6,66";"12,44";"";"36,26";"";"15,24";"";""
"302000";"pleszewski";"wielkopolskie";"57,99";"1,88";"68,47";"31,53";"0,00";"98,12";"20,46";"";"5,57";"17,66";"";"46,70";"";"9,62";"";""
"302100";"poznański";"wielkopolskie";"71,98";"1,04";"61,86";"38,14";"0,00";"98,96";"43,99";"";"6,64";"7,90";"";"27,09";"";"14,38";"";""
"302200";"rawicki";"wielkopolskie";"55,48";"2,03";"70,49";"29,51";"0,00";"97,97";"22,73";"";"6,32";"12,38";"";"40,71";"";"17,86";"";""
"302300";"słupecki";"wielkopolskie";"56,13";"1,68";"69,66";"30,34";"0,00";"98,32";"16,28";"0,58";"5,93";"13,69";"";"50,24";"";"13,27";"";""
"302400";"szamotulski";"wielkopolskie";"61,09";"1,87";"71,24";"28,76";"0,00";"98,13";"35,20";"";"6,04";"11,92";"";"33,14";"";"13,70";"";""
"302500";"średzki";"wielkopolskie";"61,09";"1,78";"71,31";"28,69";"0,00";"98,22";"21,11";"0,83";"14,20";"11,44";"";"38,02";"";"14,40";"";""
"302600";"śremski";"wielkopolskie";"59,75";"1,73";"72,37";"27,63";"0,00";"98,27";"23,91";"0,97";"8,30";"10,86";"";"38,56";"";"17,40";"";""
"302700";"turecki";"wielkopolskie";"58,31";"1,29";"72,40";"27,60";"0,00";"98,71";"13,17";"0,60";"5,48";"14,30";"";"56,65";"";"9,79";"";""
"302800";"wągrowiecki";"wielkopolskie";"57,37";"1,74";"75,75";"24,25";"0,00";"98,26";"24,73";"";"7,19";"17,86";"";"36,66";"";"13,57";"";""
"302900";"wolsztyński";"wielkopolskie";"60,76";"2,11";"73,23";"26,77";"0,00";"97,89";"31,89";"";"6,98";"12,68";"";"37,31";"";"11,14";"";""
"303000";"wrzesiński";"wielkopolskie";"61,26";"1,18";"69,84";"30,16";"0,00";"98,82";"27,25";"0,70";"6,98";"8,61";"";"41,28";"";"15,18";"";""
"303100";"złotowski";"wielkopolskie";"53,72";"2,04";"71,09";"28,91";"0,00";"97,96";"28,32";"";"6,67";"13,41";"";"37,90";"";"13,71";"";""
"306100";"Kalisz";"wielkopolskie";"65,20";"0,79";"54,89";"45,11";"0,00";"99,21";"30,11";"";"6,46";"7,04";"";"34,68";"";"21,70";"";""
"306200";"Konin";"wielkopolskie";"63,21";"0,92";"68,93";"31,07";"0,00";"99,08";"27,68";"0,64";"5,42";"6,09";"";"42,22";"";"17,95";"";""
"306300";"Leszno";"wielkopolskie";"65,45";"0,98";"53,40";"46,60";"0,00";"99,02";"36,14";"";"7,41";"6,46";"";"28,11";"";"21,87";"";""
"306400";"Poznań";"wielkopolskie";"73,95";"0,63";"50,13";"49,87";"0,00";"99,37";"46,34";"";"6,59";"5,02";"";"24,11";"";"17,94";"";""
"320100";"białogardzki";"zachodniopomorskie";"50,72";"2,25";"69,71";"30,29";"0,00";"97,75";"33,53";"";"5,05";"9,45";"";"37,11";"";"14,86";"";""
"320200";"choszczeński";"zachodniopomorskie";"48,13";"2,45";"78,03";"21,97";"0,00";"97,55";"29,48";"";"5,57";"10,36";"";"40,94";"";"13,64";"";""
"320300";"drawski";"zachodniopomorskie";"50,54";"1,96";"73,99";"26,01";"0,00";"98,04";"29,36";"";"6,01";"10,97";"";"38,38";"";"15,28";"";""
"320400";"goleniowski";"zachodniopomorskie";"54,16";"1,73";"66,83";"33,17";"0,00";"98,27";"29,62";"";"6,44";"12,55";"";"36,61";"";"14,80";"";""
"320500";"gryficki";"zachodniopomorskie";"51,31";"1,80";"71,88";"28,12";"0,00";"98,20";"31,91";"";"5,50";"13,49";"";"37,61";"";"11,49";"";""
"320600";"gryfiński";"zachodniopomorskie";"52,00";"1,73";"67,89";"32,11";"0,00";"98,27";"27,18";"";"6,46";"8,64";"";"42,54";"";"15,18";"";""
"320700";"kamieński";"zachodniopomorskie";"53,58";"1,62";"69,58";"30,42";"0,00";"98,38";"33,22";"";"5,11";"11,98";"";"36,18";"";"13,52";"";""
"320800";"kołobrzeski";"zachodniopomorskie";"61,32";"1,57";"63,52";"36,48";"0,00";"98,43";"33,71";"";"5,41";"7,29";"";"36,34";"";"17,26";"";""
"320900";"koszaliński";"zachodniopomorskie";"55,05";"2,15";"70,92";"29,08";"0,00";"97,85";"28,28";"";"7,08";"11,86";"";"37,18";"";"15,59";"";""
"321000";"myśliborski";"zachodniopomorskie";"51,32";"1,57";"71,25";"28,75";"0,00";"98,43";"35,87";"";"6,72";"7,65";"";"38,44";"";"11,33";"";""
"321100";"policki";"zachodniopomorskie";"65,42";"0,97";"59,35";"40,65";"0,00";"99,03";"41,64";"";"7,33";"5,04";"";"29,90";"";"16,08";"";""
"321200";"pyrzycki";"zachodniopomorskie";"51,56";"2,23";"73,86";"26,14";"0,00";"97,77";"21,23";"";"5,69";"12,24";"";"48,46";"";"12,38";"";""
"321300";"sławieński";"zachodniopomorskie";"53,54";"2,13";"75,45";"24,55";"0,00";"97,87";"27,67";"";"5,85";"10,72";"";"39,80";"";"15,95";"";""
"321400";"stargardzki";"zachodniopomorskie";"57,11";"1,50";"69,20";"30,80";"0,00";"98,50";"32,55";"";"7,05";"8,53";"";"37,84";"";"14,02";"";""
"321500";"szczecinecki";"zachodniopomorskie";"52,63";"1,91";"69,95";"30,05";"0,00";"98,09";"32,52";"";"6,79";"8,37";"";"41,49";"";"10,82";"";""
"321600";"świdwiński";"zachodniopomorskie";"50,34";"2,00";"73,05";"26,95";"0,00";"98,00";"25,94";"";"5,45";"12,17";"";"41,58";"";"14,86";"";""
"321700";"wałecki";"zachodniopomorskie";"54,43";"1,58";"72,78";"27,22";"0,00";"98,42";"34,67";"";"6,20";"9,70";"";"35,86";"";"13,57";"";""
"321800";"łobeski";"zachodniopomorskie";"48,24";"2,30";"75,16";"24,84";"0,00";"97,70";"28,01";"";"5,31";"14,53";"";"40,57";"";"11,58";"";""
"326100";"Koszalin";"zachodniopomorskie";"65,27";"1,01";"63,38";"36,62";"0,00";"98,99";"38,39";"";"5,96";"7,75";"";"29,59";"";"18,32";"";""
"326200";"Szczecin";"zachodniopomorskie";"66,56";"0,74";"50,85";"49,15";"0,00";"99,26";"40,47";"";"6,79";"4,64";"";"32,13";"";"15,97";"";""
"326300";"Świnoujście";"zachodniopomorskie";"61,97";"0,70";"43,57";"56,43";"0,00";"99,30";"33,44";"";"5,32";"4,36";"";"30,18";"";"26,70";"";""
