"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Małgorzata KOPICZKO";"Jolanta PIOTROWSKA";"Stanisław TOŁWIŃSKI"
"a5c0-05be-9f0f-c09f-4d0b-8614-f1e3-5ec9";"281003";"87";"4";"wieś";"stały";"Świetlica wiejska w Zalcu, Zalec 17, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"801";"875";"416";"385";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"3";"1";"2";"0";"382";"178";"131";"73"
"b238-65b2-fc92-b143-c7ba-6c6f-c5b8-7cf6";"281003";"87";"5";"wieś";"stały";"Szkoła Podstawowa w Bożem, Boże 18, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"899";"988";"542";"357";"0";"1";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"6";"0";"6";"0";"351";"159";"110";"82"
"6541-4057-150b-583e-e6ad-590e-1aae-b03f";"281003";"87";"6";"wieś";"stały";"Szkoła Podstawowa w Szestnie, Szestno 18, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"779";"874";"389";"390";"0";"3";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"16";"3";"13";"0";"374";"155";"148";"71"
"8117-daa6-15c7-fd3f-b1cc-b86f-c65b-4fca";"281003";"87";"7";"wieś";"stały";"Świetlica wiejska w Polskiej Wsi, Polska Wieś 17, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"431";"466";"151";"280";"0";"6";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"8";"1";"7";"0";"272";"84";"125";"63"
"0a32-262e-85c7-4923-7f90-3218-de6a-b8d1";"281003";"87";"8";"wieś";"stały";"Szkoła Podstawowa w Marcinkowie, Marcinkowo 27, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1049";"1136";"392";"657";"0";"7";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"16";"6";"10";"0";"641";"219";"300";"122"
"002a-d278-88f2-1b56-2064-7e2e-e901-2986";"281004";"87";"1";"wieś";"stały";"Szkoła Podstawowa w Nawiadach-sala gimnastyczna, Nawiady 31, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"570";"623";"344";"226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"4";"2";"2";"0";"222";"115";"67";"40"
"a996-65dd-d199-4912-b383-77a7-df31-9a6b";"281004";"87";"2";"wieś";"stały";"Szkoła Podstawowa w Nawiadach-parter, Nawiady 31, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"510";"569";"264";"246";"0";"5";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"9";"3";"6";"0";"237";"114";"77";"46"
"7048-fa17-a636-97d9-ac10-c2aa-4b62-0de1";"281004";"87";"3";"wieś";"stały";"Szkoła Podstawowa w Krutyni, Krutyń 23, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"378";"404";"195";"183";"0";"5";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"5";"1";"4";"0";"178";"76";"76";"26"
"1472-0a16-97df-65a3-1c7b-d975-b98e-adce";"281004";"87";"4";"wieś";"stały";"Świetlica wiejska w Dłużcu, Dłużec 55, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"349";"396";"145";"204";"2";"6";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"1";"1";"0";"202";"121";"44";"37"
"e060-a1e0-8e87-bfa2-5c80-31c5-0465-a603";"281004";"87";"5";"wieś";"stały";"Świetlica wiejska w Starych Kiełbonkach, Stare Kiełbonki 29, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"381";"419";"185";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"3";"0";"3";"0";"193";"108";"49";"36"
"6f6d-574a-0525-3b16-9609-3228-12e4-86ff";"281004";"87";"6";"wieś";"stały";"Świetlica wiejska w Lipowie, Lipowo 18/2, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"359";"392";"198";"161";"0";"3";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"5";"0";"5";"0";"156";"64";"63";"29"
"f9c5-e5df-b349-1393-fd86-c3f5-6418-8878";"281004";"87";"7";"wieś";"stały";"Szkoła Podstawowa im. Karola Wojtyły w Pieckach, ul. Zwycięstwa 23, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"690";"738";"395";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"7";"2";"5";"0";"288";"161";"74";"53"
"a5be-ecaf-d137-6021-cd4b-a8c1-2c19-222b";"281004";"87";"8";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Rekreacji „Pegaz” w Pieckach, ul. Zwycięstwa 6, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"1500";"1613";"618";"882";"0";"3";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"14";"2";"12";"0";"868";"355";"321";"192"
"d77b-226b-98be-b9db-6df3-f60e-7566-abd5";"281004";"87";"9";"wieś";"stały";"Samorządowe Przedszkole „Słoneczny Zakątek"" w Pieckach, Osiedle Lawendowe 18, 11-710 Piecki";"gm. Piecki";"mrągowski";"warmińsko-mazurskie";"759";"823";"318";"441";"1";"5";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"13";"2";"11";"0";"428";"211";"142";"75"
"c1ff-79cb-5f4b-7e23-e20f-1865-f3c1-71fa";"281005";"87";"1";"wieś";"stały";"Szkoła Podstawowa w Sorkwitach, sala 124 parter, ul. Szkolna 17b, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"690";"750";"329";"361";"0";"4";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"15";"0";"15";"0";"346";"116";"154";"76"
"e60c-779d-45a0-c188-7c4a-7755-6635-04b9";"281005";"87";"2";"wieś";"stały";"Szkoła Podstawowa w Sorkwitach, sala 126 parter, ul. Szkolna 17b, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"530";"564";"275";"255";"1";"0";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"6";"1";"5";"0";"249";"104";"108";"37"
"3941-a321-6c82-cdcb-4b91-8797-5ae8-a6ad";"281005";"87";"3";"wieś";"stały";"Świetlica Wiejska w Warpunach, Warpuny ul. Wolności 12A, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"1110";"1205";"474";"636";"0";"2";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"6";"0";"6";"0";"630";"301";"222";"107"
"3c03-eb7b-746c-e439-35d7-fe54-3734-3bfd";"281005";"87";"4";"wieś";"stały";"Biblioteka w Rybnie, Rybno ul. Długa 20, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"759";"825";"377";"382";"0";"1";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"15";"1";"14";"0";"366";"155";"135";"76"
"070b-68d8-5bf3-559a-bab9-8024-c25c-3df0";"281005";"87";"5";"wieś";"stały";"Świetlica Wiejska w Choszczewie, Choszczewo 49a, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"300";"316";"154";"146";"0";"0";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"146";"3";"0";"3";"0";"143";"57";"61";"25"
"9c6f-b2a2-8ca3-77ab-e88f-c9cb-6bf9-34a1";"281005";"87";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej dla osób w podeszłym wieku w Kozarku Małym-„Mazurska Zagroda”, Kozarek Mały 3, 11-731 Sorkwity";"gm. Sorkwity";"mrągowski";"warmińsko-mazurskie";"38";"35";"3";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"0";"0";"0";"0";"35";"7";"18";"10"
"d65d-f74b-bc69-8c61-4aed-d705-acda-a471";"281303";"87";"1";"wieś";"stały";"Świetlica Wiejska w Lakielach, Lakiele 16, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"449";"481";"316";"133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"0";"0";"0";"0";"133";"82";"33";"18"
"d8b2-ce78-23f5-bffb-507c-d759-68fe-3683";"281303";"87";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Kowalach Oleckich, ul. Witosa 6, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"948";"1039";"541";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"4";"0";"4";"0";"403";"206";"142";"55"
"a840-fe04-2ba8-97dc-278b-c5e5-4ed5-548b";"281303";"87";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Kowalach Oleckich, ul. Kościuszki 88, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"610";"660";"334";"276";"0";"1";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"8";"2";"6";"0";"268";"113";"109";"46"
"4553-d456-3342-fcc2-6eb8-cb81-2c32-fee0";"281303";"87";"4";"wieś";"stały";"Szkoła Podstawowa w Stożnem, Stożne 6, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"667";"733";"384";"283";"0";"2";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"8";"3";"5";"0";"275";"173";"61";"41"
"d347-d1e9-cbe7-0314-9b5a-4b45-1570-f85e";"281303";"87";"5";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Sokółkach, Sokółki 47, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"837";"916";"487";"350";"0";"6";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"13";"1";"12";"0";"337";"187";"97";"53"
"4068-f962-403f-611e-b416-5905-3b38-80a9";"281303";"87";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej „Zacisze” w Kowalach Oleckich, ul. Witosa 8, 19-420 Kowale Oleckie";"gm. Kowale Oleckie";"olecki";"warmińsko-mazurskie";"41";"41";"11";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"3";"0";"3";"0";"27";"15";"10";"2"
"0786-73d2-9f95-623b-d92a-e0a3-912c-d015";"281304";"87";"1";"miasto";"stały";"Zespół Szkół Licealnych i Zawodowych, sala nr 8, parter, ul. Gołdapska 29, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1371";"1495";"510";"861";"2";"37";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"20";"4";"16";"0";"841";"355";"343";"143"
"173b-a000-150f-d121-2ab3-7d71-6774-5162";"281304";"87";"2";"miasto";"stały";"Miejsko-Powiatowa Biblioteka Publiczna w Olecku, czytelnia, parter, ul. Kopernika 6, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1429";"1531";"560";"869";"0";"9";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"17";"1";"16";"0";"852";"332";"374";"146"
"e6a8-834d-da18-bedb-7997-4532-96ce-9885";"281304";"87";"3";"miasto";"stały";"Regionalny Ośrodek Kultury w Olecku „Mazury Garbate”, hol kina, parter, Plac Wolności 22, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1495";"1608";"628";"867";"3";"14";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"28";"8";"20";"0";"839";"362";"341";"136"
"1dd6-2e61-c370-6f6f-9018-e243-02a7-f499";"281304";"87";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Jana Pawła II, sala gimnastyczna, parter, ul. Kolejowa 33, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1484";"1614";"632";"853";"0";"7";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"7";"0";"7";"0";"846";"377";"317";"152"
"4ca9-c120-537c-287f-3d67-d75f-f709-2a0a";"281304";"87";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Henryka Sienkiewicza, świetlica, parter, ul. Kościuszki 20, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1009";"1094";"391";"618";"2";"1";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"14";"3";"11";"0";"604";"261";"230";"113"
"d0a6-0396-a131-6efa-18e5-5b38-2e98-fd7a";"281304";"87";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Henryka Sienkiewicza, sala nr 8, parter, Kościuszki 20, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1210";"1294";"452";"758";"2";"4";"2";"2";"0";"0";"0";"0";"2";"760";"2";"0";"760";"14";"7";"7";"0";"746";"336";"300";"110"
"65e8-3fd7-e9fb-0d32-49b8-3afc-97e4-e9ed";"281304";"87";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Jana Pawła II, sala Nr 8, parter, ul. Kolejowa 33, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1492";"1605";"560";"932";"0";"1";"0";"0";"0";"0";"0";"0";"0";"932";"0";"0";"932";"12";"0";"12";"0";"920";"432";"346";"142"
"4e64-ef3a-438a-9594-57e5-5c1b-4e41-221a";"281304";"87";"8";"miasto";"stały";"I Liceum Ogólnokształcące im. Jana Kochanowskiego, aula, parter, ul. Kościuszki 29, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"520";"560";"279";"241";"0";"2";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"1";"3";"0";"237";"104";"93";"40"
"8a46-35a3-0391-ad0e-359a-03a3-84e7-812c";"281304";"87";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. ks. Jana Twardowskiego, sala nr 7, parter, Osiedle Siejnik I 14, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1438";"1547";"661";"777";"0";"3";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"12";"5";"7";"0";"765";"376";"256";"133"
"017c-984c-2bed-c461-5f7e-a4f4-3f30-d0a8";"281304";"87";"10";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Mikołaja Kopernika, sala gimnastyczna, parter, ul. Słowiańska 1, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"1209";"1317";"620";"589";"0";"8";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"12";"3";"9";"0";"575";"287";"183";"105"
"186a-a27f-d93c-3f3f-5ea7-11b7-5dad-9182";"281304";"87";"11";"wieś";"stały";"Świetlica w Olszewie, sala nr 7, parter, Olszewo 9, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"538";"588";"339";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"3";"0";"3";"0";"196";"102";"66";"28"
"d6cd-b25d-393d-96bd-9bca-8095-2781-bdf7";"281304";"87";"12";"wieś";"stały";"Szkoła Podstawowa w Judzikach, sala nr 6, parter, Judziki 5, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"479";"527";"281";"198";"1";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"9";"1";"8";"0";"189";"89";"57";"43"
"813c-22e1-43b0-ce96-1b58-91cd-53ab-74ad";"281304";"87";"13";"wieś";"stały";"Świetlica w Szczecinkach, sala nr 1 - u, parter, Szczecinki 9, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"618";"682";"338";"280";"0";"5";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"4";"1";"3";"0";"276";"173";"67";"36"
"e8b6-43fb-6781-62e3-286e-7473-e7ab-3686";"281304";"87";"14";"wieś";"stały";"Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Gąskach, sala gimnastyczna, parter, Gąski 14, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"845";"939";"467";"378";"0";"2";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"9";"3";"6";"0";"369";"202";"115";"52"
"b3bb-74a7-317d-5806-b46b-8904-7f86-d394";"281304";"87";"15";"miasto";"zakład leczniczy";"""OLMEDICA"" w Olecku Sp. z o. o., ul. Gołdapska 1, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"71";"65";"60";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"1";"0";"1";"0";"10";"6";"2";"2"
"9262-be36-6c9b-7403-b888-d3a4-34ea-2e75";"281304";"87";"16";"wieś";"dom pomocy społecznej";"Samodzielny Publiczny Zespół Zakładów Opieki Długoterminowej w Olecku-Kolonii, Olecko-Kolonia 4, 19-400 Olecko";"gm. Olecko";"olecki";"warmińsko-mazurskie";"95";"78";"85";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"0";"10";"4";"5";"1"
"7c63-cc38-397a-f4a7-3afb-646c-798f-cb49";"281305";"87";"1";"wieś";"stały";"Urząd Gminy, Świętajno 104, 19-411 Świętajno";"gm. Świętajno";"olecki";"warmińsko-mazurskie";"1018";"1101";"534";"484";"0";"14";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"9";"5";"4";"0";"475";"229";"162";"84"
"9897-c0bd-94f4-d7e1-0fa6-b01f-6d91-d0e4";"281305";"87";"2";"wieś";"stały";"Środowiskowy Dom Samopomocy, Wronki 36, 19-411 Świętajno";"gm. Świętajno";"olecki";"warmińsko-mazurskie";"516";"571";"288";"228";"1";"7";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"5";"0";"5";"0";"223";"114";"71";"38"
"3d65-98ed-d7d4-9564-a310-fe54-c41c-59c1";"281305";"87";"3";"wieś";"stały";"Szkoła Podstawowa, Mazury 6, 19-411 Świętajno";"gm. Świętajno";"olecki";"warmińsko-mazurskie";"420";"457";"238";"182";"0";"2";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"3";"1";"2";"0";"179";"96";"63";"20"
"3aad-2d49-65ac-0bda-da96-5c6d-cbc0-8b09";"281305";"87";"4";"wieś";"stały";"Szkoła Podstawowa, Cichy 3, 19-411 Świętajno";"gm. Świętajno";"olecki";"warmińsko-mazurskie";"460";"497";"260";"200";"1";"4";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"3";"0";"3";"0";"197";"121";"57";"19"
"2be8-6482-75d4-5b92-fb1c-76d4-3869-2934";"281305";"87";"5";"wieś";"stały";"Wiejskie Centrum Inicjatyw, Giże 7, 19-411 Świętajno";"gm. Świętajno";"olecki";"warmińsko-mazurskie";"419";"455";"257";"162";"2";"2";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"1";"0";"1";"0";"161";"71";"48";"42"
"bff8-c00a-0c84-0fbe-7f5d-6066-8d8a-5fa5";"281306";"87";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wieliczkach, Świetlica szkolna, ul. Lipowa 10, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"500";"546";"199";"301";"0";"5";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"6";"5";"1";"0";"295";"156";"96";"43"
"fbc8-6cc9-c2f5-2aad-d1c9-8d4e-0c7d-f901";"281306";"87";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wieliczkach, Parter, sala nr 17, ul. Lipowa 10, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"498";"533";"260";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"4";"1";"3";"0";"234";"143";"51";"40"
"21d4-909b-6724-b9ee-2311-4a40-ddf8-ffeb";"281306";"87";"3";"wieś";"stały";"Świetlica wiejska w Krupinie, Krupin 45A, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"348";"389";"185";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"3";"1";"2";"0";"160";"98";"30";"32"
"0dd4-aa8a-755c-2b6a-0854-81de-73d2-ad7e";"281306";"87";"4";"wieś";"stały";"Szkoła Podstawowa w Cimochach, Cimochy ul. Szkolna 15, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"558";"615";"281";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"6";"0";"6";"0";"271";"190";"41";"40"
"868d-09d3-b36e-685b-7195-c93a-70f5-63e3";"281306";"87";"5";"wieś";"stały";"Świetlica wiejska w Kleszczewie, Kleszczewo 10, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"442";"489";"254";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"5";"3";"2";"0";"183";"115";"38";"30"
"88eb-a08d-ae62-65f2-318d-e6f0-22e5-48d3";"281306";"87";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Jawor"" Indywidualna Praktyka Pielęgniarska Aneta Anna Jaworowska, Markowskie 15, 19-404 Wieliczki";"gm. Wieliczki";"olecki";"warmińsko-mazurskie";"29";"31";"10";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"1";"1";"0";"0";"18";"15";"3";"0"
"b11e-406e-54e0-9e56-29e1-38a4-eae1-af3d";"281601";"87";"1";"miasto";"stały";"Urząd Miejski w Białej Piskiej, ul. Sikorskiego 21A, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"1208";"1303";"588";"620";"2";"2";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"12";"1";"11";"0";"608";"354";"174";"80"
"5ebe-e25b-e348-b698-ba67-6efd-2219-ae8b";"281601";"87";"2";"miasto";"stały";"Szkoła Podstawowa w Białej Piskiej, ul. Moniuszki 7, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"1668";"1795";"686";"982";"0";"6";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"24";"7";"17";"0";"958";"454";"343";"161"
"4f20-0831-1de3-819b-22a8-c089-af9d-9a9b";"281601";"87";"3";"wieś";"stały";"Świetlica w Pogorzeli Wielkiej, Pogorzel Wielka 13C, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"410";"454";"284";"126";"0";"1";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"3";"0";"3";"0";"123";"70";"33";"20"
"d751-fafd-b166-b9f0-813b-9103-a7c4-975f";"281601";"87";"4";"wieś";"stały";"Sołeckie Centrum Kultury w Drygałach, Drygały ul. Kościuszki 4, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"1556";"1694";"794";"762";"0";"3";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"11";"4";"7";"0";"751";"441";"201";"109"
"bacb-1e6c-4562-f307-5a27-dc1c-b6d8-2fef";"281601";"87";"5";"wieś";"stały";"Szkoła Podstawowa w Skarżynie, Skarżyn 19, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"450";"492";"266";"184";"0";"5";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"11";"0";"11";"0";"173";"106";"37";"30"
"c456-e7bd-6729-5c79-786a-5b63-ff56-ba4f";"281601";"87";"6";"wieś";"stały";"Świetlica wiejska w Świdrach Kościelnych, Świdry Kościelne 9, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"460";"503";"258";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"6";"2";"4";"0";"196";"122";"54";"20"
"069b-5d29-8545-4267-92e8-bee0-e5c8-8a37";"281601";"87";"7";"wieś";"stały";"Szkoła Podstawowa w Kumielsku, Kumielsk 2, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"741";"803";"395";"346";"0";"0";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"8";"0";"8";"0";"338";"256";"43";"39"
"e021-2e2f-8183-a2fe-e29e-13d3-1891-cbbf";"281601";"87";"8";"wieś";"stały";"Zespół Szkół Nr 1 w Białej Piskiej, ul. Sienkiewicza 16, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"1028";"1131";"588";"440";"2";"4";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"6";"0";"6";"0";"434";"259";"118";"57"
"f89c-4afe-eaf6-1284-64c4-b3e4-f7a1-ac0f";"281601";"87";"9";"wieś";"stały";"Szkoła Podstawowa w Bemowie Piskim, Bemowo Piskie ul. Generała Bema 1A, 12-230 Biała Piska";"gm. Biała Piska";"piski";"warmińsko-mazurskie";"800";"875";"408";"392";"0";"8";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"8";"1";"7";"0";"384";"185";"137";"62"
"b1c3-2841-fe9b-3d5e-82bb-fbeb-7255-51fa";"281602";"87";"1";"miasto";"stały";"Zespół szkolno-przedszkolny w Orzyszu (mały budynek), ul. Wojska Polskiego 12, 12-250 Orzysz";"gm. Orzysz";"piski";"warmińsko-mazurskie";"1267";"1379";"623";"644";"3";"3";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"10";"0";"10";"0";"634";"347";"169";"118"
"1282-5864-7110-3a55-53f2-fa4c-2a45-e0aa";"281602";"87";"2";"miasto";"stały";"Zespół szkolno-przedszkolny w Orzyszu (duży budynek), ul. Wojska Polskiego 12, 12-250 Orzysz";"gm. Orzysz";"piski";"warmińsko-mazurskie";"1420";"1549";"595";"825";"2";"4";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"23";"6";"17";"0";"802";"370";"305";"127"
