"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"e7d2-05f7-5f25-8375-bf37-a4db-0d10-5658";"240704";"28";"4";"wieś";"stały";"Szkoła Podstawowa, Hadra ul. Szkolna 29, 42-714 Lisów";"gm. Herby";"lubliniecki";"śląskie";"512";"538";"213";"299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"9";"6";"3";"0";"290";"26";"8";"2";"0";"0";"1";"0";"9";"0";"0";"0";"5";"1";"0";"0";"148";"13";"8";"1";"104";"3";"3";"1";"3";"0";"3";"0";"0";"9";"0";"24";"7";"1";"3";"0";"2";"2";"0";"3";"4";"0";"0";"0";"1";"1";"19";"8";"3";"3";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"64";"27";"8";"3";"2";"11";"2";"0";"0";"0";"2";"0";"2";"0";"7";"9";"1";"1";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"3";"0"
"4403-bae9-43fd-58c2-1d4f-9eed-c6cd-99f7";"240704";"28";"5";"wieś";"zakład karny";"Zakład Karny, ul. Krótka 28, 42-284 Herby";"gm. Herby";"lubliniecki";"śląskie";"416";"364";"199";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"20";"13";"7";"0";"197";"31";"11";"2";"7";"0";"2";"2";"2";"0";"1";"0";"1";"0";"1";"2";"25";"8";"4";"0";"4";"0";"0";"2";"3";"1";"0";"2";"1";"0";"0";"17";"5";"0";"1";"3";"0";"1";"0";"2";"2";"2";"1";"0";"0";"0";"34";"15";"1";"2";"1";"2";"0";"2";"5";"2";"4";"0";"0";"0";"81";"50";"10";"2";"4";"3";"5";"1";"2";"0";"1";"0";"0";"1";"2";"9";"6";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0"
"b046-3aff-9cea-d838-7e2a-2965-382e-f654";"240705";"28";"1";"wieś";"stały";"Wiejski Dom Spotkań w Droniowicach, Droniowice ul. Ogrodowa 7, 42-700 Lubliniec";"gm. Kochanowice";"lubliniecki";"śląskie";"471";"525";"215";"256";"0";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"6";"5";"1";"0";"250";"28";"7";"0";"4";"0";"4";"2";"8";"0";"0";"0";"3";"0";"0";"0";"151";"8";"6";"1";"120";"2";"2";"0";"2";"1";"3";"1";"0";"4";"1";"7";"1";"0";"0";"0";"0";"1";"0";"1";"3";"0";"0";"0";"1";"0";"7";"3";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"52";"14";"4";"0";"3";"18";"2";"1";"1";"0";"2";"0";"2";"0";"5";"5";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"83df-3a8a-7fc0-0b23-54ba-680d-3a63-b219";"240705";"28";"2";"wieś";"stały";"budynek byłej szkoły, Jawornica ul. Szkolna 3, 42-700 Lubliniec";"gm. Kochanowice";"lubliniecki";"śląskie";"410";"452";"165";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"3";"3";"0";"0";"242";"17";"6";"0";"1";"0";"3";"0";"6";"1";"0";"0";"0";"0";"0";"0";"146";"4";"3";"0";"128";"6";"1";"0";"0";"0";"2";"1";"0";"0";"1";"13";"9";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"15";"8";"2";"2";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"47";"14";"3";"2";"5";"20";"1";"0";"0";"0";"0";"1";"0";"0";"1";"4";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"98f0-28e7-5a60-3c44-08e4-f588-44e2-ee3b";"240705";"28";"3";"wieś";"stały";"Gminne Centrum Kultury i Informacji w Kochanowicach, ul. Lubliniecka 5, 42-713 Kochanowice";"gm. Kochanowice";"lubliniecki";"śląskie";"1530";"1676";"676";"854";"1";"3";"0";"0";"0";"0";"0";"0";"0";"854";"0";"0";"854";"20";"13";"7";"0";"834";"71";"12";"3";"2";"0";"4";"1";"45";"0";"0";"0";"0";"0";"2";"2";"512";"10";"1";"1";"474";"13";"1";"2";"3";"0";"0";"1";"1";"3";"2";"45";"18";"2";"1";"1";"1";"1";"2";"10";"4";"1";"1";"0";"0";"3";"49";"20";"8";"2";"2";"0";"6";"1";"1";"3";"2";"2";"0";"2";"141";"45";"10";"6";"11";"41";"1";"0";"3";"1";"2";"0";"3";"1";"17";"16";"3";"0";"0";"2";"3";"1";"2";"0";"2";"0";"2";"0";"0";"1"
"fd03-7c07-69a6-d19f-ebde-9dec-5ce9-239a";"240705";"28";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Kochcice ul. Parkowa 45, 42-713 Kochanowice";"gm. Kochanowice";"lubliniecki";"śląskie";"1590";"1739";"778";"812";"0";"5";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"16";"7";"9";"0";"796";"66";"19";"2";"6";"0";"5";"1";"21";"2";"0";"0";"4";"3";"0";"3";"482";"30";"8";"0";"418";"6";"2";"0";"4";"0";"5";"0";"1";"4";"4";"51";"20";"3";"4";"1";"4";"3";"3";"4";"5";"1";"0";"1";"1";"1";"56";"23";"6";"5";"4";"3";"2";"1";"1";"9";"0";"0";"0";"2";"121";"55";"3";"4";"6";"34";"2";"2";"1";"0";"3";"2";"0";"0";"9";"20";"4";"0";"0";"0";"2";"7";"0";"0";"0";"1";"0";"0";"2";"4"
"c38d-09db-a6f1-241d-3d8d-1a66-720d-96ad";"240705";"28";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Lubecku, Lubecko ul. Lipska 21, 42-700 Lubliniec";"gm. Kochanowice";"lubliniecki";"śląskie";"580";"644";"253";"327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"3";"3";"0";"0";"324";"30";"12";"0";"2";"0";"3";"0";"10";"0";"0";"0";"1";"2";"0";"0";"175";"9";"7";"0";"142";"2";"2";"1";"0";"2";"6";"0";"1";"2";"1";"23";"9";"0";"1";"2";"0";"1";"4";"3";"0";"0";"1";"0";"1";"1";"24";"10";"2";"2";"1";"3";"1";"2";"1";"0";"0";"1";"0";"1";"65";"28";"3";"2";"3";"23";"2";"1";"1";"0";"0";"0";"2";"0";"0";"7";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0"
"1a22-4250-dc36-8d0c-92c4-e1df-ed1a-3a23";"240705";"28";"6";"wieś";"stały";"Dom Spotkań, Lubockie ul. Szkolna 13, 42-713 Kochanowice";"gm. Kochanowice";"lubliniecki";"śląskie";"430";"477";"207";"223";"0";"2";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"5";"4";"1";"0";"218";"17";"3";"0";"0";"1";"0";"1";"10";"1";"1";"0";"0";"0";"0";"0";"150";"3";"1";"0";"142";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"8";"3";"1";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"8";"5";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"29";"8";"2";"1";"1";"11";"0";"2";"0";"0";"1";"0";"1";"0";"2";"6";"2";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0"
"f543-ba42-af9e-2dc3-9845-aafa-d7cf-70d6";"240705";"28";"7";"wieś";"zakład leczniczy";"Oddział Rehabilitacyjny Samodzielnego Publicznego Wojewódzkiego Szpitala Chirurgii Urazowej im. dr. Janusza Daaba w Piekarach Śląskich, Kochcice ul. Zamkowa 1, 42-713 Kochanowice";"gm. Kochanowice";"lubliniecki";"śląskie";"100";"86";"33";"67";"0";"11";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"2";"2";"0";"0";"65";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"29";"6";"3";"0";"13";"2";"0";"2";"2";"0";"0";"0";"1";"0";"0";"15";"10";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"7";"4";"0";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"0595-925d-6c1f-1133-aa09-5a2d-7a42-886b";"240706";"28";"1";"wieś";"stały";"Urząd Gminy w Koszęcinie, ul. Powstańców Śląskich 10, 42-286 Koszęcin";"gm. Koszęcin";"lubliniecki";"śląskie";"1720";"1894";"591";"1129";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"19";"14";"5";"0";"1110";"78";"17";"6";"7";"0";"13";"2";"14";"1";"3";"2";"2";"2";"6";"3";"618";"97";"43";"7";"357";"61";"2";"5";"8";"5";"12";"2";"0";"8";"11";"80";"39";"5";"3";"6";"4";"3";"1";"1";"2";"2";"7";"0";"1";"6";"68";"31";"4";"4";"3";"5";"3";"1";"8";"3";"1";"1";"0";"4";"218";"101";"26";"2";"13";"21";"2";"5";"0";"3";"4";"0";"4";"0";"37";"48";"8";"0";"1";"12";"4";"9";"1";"2";"4";"0";"1";"0";"1";"5"
"b596-cd58-288f-ba50-cbc4-6366-ad94-35f8";"240706";"28";"2";"wieś";"stały";"Szkoła Podstawowa w Koszęcinie, ul. Sobieskiego 7, 42-286 Koszęcin";"gm. Koszęcin";"lubliniecki";"śląskie";"1834";"2015";"565";"1269";"7";"17";"0";"0";"0";"0";"0";"0";"0";"1269";"0";"0";"1269";"15";"11";"4";"0";"1254";"86";"45";"2";"6";"1";"11";"5";"4";"2";"1";"0";"0";"4";"4";"1";"611";"105";"48";"5";"333";"59";"4";"4";"9";"2";"12";"5";"0";"15";"10";"141";"67";"8";"10";"9";"6";"10";"7";"2";"5";"1";"1";"3";"5";"7";"56";"32";"7";"5";"0";"5";"2";"0";"2";"2";"0";"0";"0";"1";"320";"186";"35";"5";"13";"22";"3";"1";"2";"1";"5";"2";"2";"0";"43";"40";"8";"0";"1";"8";"1";"3";"2";"0";"0";"3";"3";"1";"1";"9"
"4a0b-54b1-0ff8-54ef-f2fc-4a39-6de4-2418";"240706";"28";"3";"wieś";"stały";"Szkoła Podstawowa w Strzebiniu, Strzebiń ul. Lompy 9, 42-288 Koszęcin";"gm. Koszęcin";"lubliniecki";"śląskie";"1460";"1590";"556";"904";"0";"2";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"14";"6";"8";"0";"889";"57";"17";"7";"1";"3";"4";"4";"9";"2";"0";"1";"5";"1";"2";"1";"491";"85";"33";"10";"253";"48";"5";"8";"7";"3";"8";"1";"2";"14";"14";"53";"30";"2";"2";"4";"3";"4";"1";"4";"1";"0";"0";"0";"0";"2";"64";"24";"8";"3";"2";"5";"3";"1";"8";"4";"0";"0";"1";"5";"189";"100";"10";"3";"9";"21";"3";"1";"3";"2";"3";"3";"6";"2";"23";"35";"5";"2";"1";"18";"2";"4";"0";"0";"0";"1";"0";"0";"0";"2"
"77e5-b2b4-f3c8-4707-ae03-fe8b-9c2b-b9fa";"240706";"28";"4";"wieś";"stały";"Dom Strażaka w Strzebiniu, Strzebiń ul. 1 Maja 23a, 42-288 Koszęcin";"gm. Koszęcin";"lubliniecki";"śląskie";"1070";"1172";"483";"587";"0";"0";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"12";"8";"4";"0";"575";"38";"13";"2";"4";"1";"5";"0";"3";"2";"1";"0";"2";"2";"3";"0";"330";"58";"15";"5";"191";"21";"3";"6";"0";"2";"11";"1";"0";"8";"9";"25";"13";"1";"2";"0";"2";"0";"1";"3";"0";"0";"2";"0";"0";"1";"45";"13";"21";"2";"1";"2";"1";"0";"2";"1";"1";"1";"0";"0";"110";"52";"17";"3";"15";"6";"5";"3";"1";"2";"2";"0";"1";"0";"3";"27";"3";"0";"19";"1";"0";"0";"0";"1";"0";"0";"2";"0";"1";"0"
"da51-493f-6669-c207-9d30-57f9-86c0-1755";"240706";"28";"5";"wieś";"stały";"Szkoła Podstawowa, Sadów ul. Powstańców Śląskich 72, 42-700 Lubliniec";"gm. Koszęcin";"lubliniecki";"śląskie";"1319";"1458";"538";"781";"0";"2";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"16";"12";"4";"0";"765";"55";"17";"3";"6";"1";"5";"1";"18";"0";"1";"1";"0";"1";"0";"1";"429";"48";"21";"3";"305";"16";"4";"4";"2";"4";"4";"1";"3";"9";"5";"35";"15";"1";"3";"5";"3";"1";"1";"0";"2";"0";"2";"1";"0";"1";"62";"31";"2";"4";"4";"1";"2";"5";"2";"5";"1";"1";"0";"4";"167";"61";"3";"1";"7";"70";"2";"2";"3";"0";"2";"2";"0";"0";"14";"17";"4";"0";"0";"3";"1";"3";"1";"1";"0";"0";"0";"0";"1";"3"
"dec9-6194-e6c1-559b-8fcc-73f9-1280-5aba";"240706";"28";"6";"wieś";"stały";"Szkoła Podstawowa, Rusinowice ul. 1 Maja 29, 42-700 Lubliniec";"gm. Koszęcin";"lubliniecki";"śląskie";"1110";"1259";"357";"753";"2";"22";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"17";"9";"8";"0";"736";"53";"18";"2";"4";"8";"3";"1";"10";"1";"2";"0";"0";"0";"4";"0";"508";"90";"41";"8";"269";"23";"2";"11";"8";"0";"19";"6";"0";"11";"20";"23";"12";"0";"1";"0";"0";"0";"0";"4";"3";"0";"0";"0";"3";"0";"33";"13";"1";"1";"3";"4";"2";"0";"5";"0";"0";"1";"1";"2";"95";"40";"8";"5";"9";"12";"1";"4";"1";"3";"2";"2";"5";"0";"3";"24";"5";"2";"0";"5";"2";"1";"2";"0";"0";"2";"1";"0";"1";"3"
"82a0-d0d9-a550-a2a9-3fff-1eb6-0d26-f2bf";"240707";"28";"1";"wieś";"stały";"Świetlica dla dzieci i młodzieży, ul. Zawadzkiego 6, 42-772 Pawonków";"gm. Pawonków";"lubliniecki";"śląskie";"1100";"1194";"551";"549";"0";"0";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"9";"9";"0";"0";"540";"69";"22";"6";"3";"1";"5";"0";"15";"5";"2";"0";"7";"1";"1";"1";"284";"36";"11";"3";"196";"5";"3";"8";"2";"0";"6";"1";"0";"6";"7";"43";"13";"2";"4";"2";"3";"2";"3";"5";"2";"0";"0";"0";"2";"5";"35";"15";"5";"4";"2";"3";"0";"0";"1";"1";"1";"0";"1";"2";"102";"43";"15";"4";"4";"26";"4";"1";"0";"0";"0";"1";"2";"0";"2";"7";"3";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"9767-3b55-d02b-7d5b-aad7-cde7-cdfd-cc27";"240707";"28";"2";"wieś";"stały";"Świetlica, Łagiewniki Wielkie ul. Strażacka 2, 42-772 Pawonków";"gm. Pawonków";"lubliniecki";"śląskie";"460";"501";"240";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"6";"5";"1";"0";"214";"28";"9";"2";"4";"0";"5";"0";"7";"0";"0";"0";"0";"0";"1";"0";"109";"6";"4";"0";"92";"0";"0";"1";"0";"1";"0";"0";"0";"2";"3";"17";"8";"1";"0";"1";"0";"0";"0";"2";"0";"1";"1";"3";"0";"0";"10";"4";"0";"0";"1";"0";"0";"1";"2";"0";"0";"1";"0";"1";"41";"20";"1";"2";"3";"7";"0";"1";"0";"0";"0";"0";"1";"2";"4";"9";"2";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"2"
"71c1-93a8-07ba-d072-1d10-7c68-4e8b-df42";"240707";"28";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Lisowice ul. Mickiewicza 22, 42-700 Lubliniec";"gm. Pawonków";"lubliniecki";"śląskie";"1190";"1323";"518";"672";"0";"6";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"12";"3";"9";"0";"660";"57";"17";"4";"4";"2";"3";"1";"18";"4";"0";"0";"1";"0";"3";"0";"409";"25";"21";"2";"326";"6";"2";"1";"2";"0";"8";"2";"0";"6";"8";"31";"9";"0";"2";"2";"4";"1";"1";"8";"2";"0";"0";"0";"0";"2";"33";"14";"4";"5";"1";"2";"1";"1";"0";"1";"0";"1";"0";"3";"117";"43";"6";"0";"11";"30";"1";"3";"6";"2";"0";"2";"3";"0";"10";"13";"3";"2";"2";"1";"1";"2";"0";"2";"0";"0";"0";"0";"0";"0"
"9b0f-1d2d-4920-4755-73d7-d56a-bbcb-a42d";"240707";"28";"4";"wieś";"stały";"Szkoła Podstawowa, Kośmidry ul. Szkolna 3, 42-772 Pawonków";"gm. Pawonków";"lubliniecki";"śląskie";"690";"767";"279";"411";"0";"2";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"15";"10";"5";"0";"396";"37";"7";"2";"4";"1";"4";"0";"11";"1";"1";"0";"2";"2";"2";"0";"208";"27";"17";"1";"134";"4";"4";"2";"3";"2";"3";"1";"1";"3";"6";"23";"12";"0";"0";"0";"1";"1";"0";"5";"2";"1";"0";"0";"0";"1";"43";"17";"5";"5";"5";"0";"1";"0";"3";"2";"0";"2";"0";"3";"72";"29";"3";"6";"4";"17";"1";"1";"1";"1";"0";"0";"2";"0";"7";"13";"1";"0";"0";"4";"0";"1";"1";"1";"2";"0";"0";"0";"0";"3"
"4602-ae75-788e-4cb6-1858-2609-5359-dedd";"240707";"28";"5";"wieś";"stały";"Szkoła Podstawowa, Łagiewniki Małe ul. Lubliniecka 30, 42-772 Pawonków";"gm. Pawonków";"lubliniecki";"śląskie";"846";"909";"468";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"5";"0";"5";"0";"373";"41";"14";"8";"4";"0";"3";"2";"6";"0";"1";"1";"0";"1";"1";"0";"202";"27";"18";"6";"111";"6";"2";"4";"7";"2";"2";"0";"0";"7";"10";"17";"7";"0";"0";"0";"0";"2";"1";"0";"1";"0";"3";"0";"1";"2";"34";"13";"5";"3";"4";"1";"0";"0";"3";"0";"1";"0";"0";"4";"71";"44";"6";"0";"2";"10";"4";"1";"2";"0";"0";"0";"0";"0";"2";"8";"0";"1";"1";"0";"2";"0";"1";"0";"0";"1";"0";"1";"1";"0"
"1d3a-c4a1-c866-76f4-b257-606f-c3a1-4c1f";"240707";"28";"6";"wieś";"stały";"Szkoła Podstawowa, Gwoździany ul. Lubliniecka 5, 42-772 Pawonków";"gm. Pawonków";"lubliniecki";"śląskie";"516";"551";"294";"222";"1";"1";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"5";"2";"3";"0";"217";"26";"9";"1";"2";"0";"1";"2";"3";"0";"1";"1";"0";"4";"1";"1";"86";"13";"11";"1";"57";"0";"0";"0";"1";"1";"0";"0";"0";"2";"0";"14";"9";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"30";"10";"3";"2";"3";"4";"1";"0";"0";"3";"1";"0";"0";"3";"53";"22";"4";"1";"7";"9";"2";"1";"0";"0";"1";"0";"2";"0";"4";"8";"3";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1"
"2fe9-c456-3cc6-757e-6d6a-cf28-6d98-40cf";"240708";"28";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Górna 5, 42-289 Woźniki";"gm. Woźniki";"lubliniecki";"śląskie";"1107";"1216";"381";"726";"0";"2";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"7";"1";"6";"0";"719";"40";"19";"2";"1";"0";"2";"1";"2";"5";"1";"0";"2";"1";"4";"0";"381";"51";"32";"18";"207";"38";"1";"4";"8";"3";"1";"2";"3";"7";"6";"36";"15";"3";"1";"7";"3";"0";"0";"1";"2";"1";"1";"1";"0";"1";"45";"22";"6";"7";"1";"4";"0";"1";"1";"1";"0";"0";"0";"2";"134";"75";"8";"4";"16";"4";"4";"6";"2";"3";"3";"1";"0";"0";"8";"83";"6";"1";"0";"71";"2";"0";"2";"0";"0";"0";"0";"0";"0";"1"
"c66c-168e-c2fa-f4ec-c2a5-a01a-21fc-0b7c";"240708";"28";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Górna 5, 42-289 Woźniki";"gm. Woźniki";"lubliniecki";"śląskie";"1130";"1242";"429";"701";"0";"5";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"9";"7";"2";"0";"692";"35";"10";"3";"3";"1";"7";"2";"2";"4";"1";"0";"0";"1";"0";"1";"357";"46";"21";"15";"202";"41";"1";"4";"6";"3";"1";"6";"0";"3";"8";"43";"24";"1";"2";"2";"1";"4";"2";"0";"2";"0";"1";"1";"0";"3";"43";"27";"1";"1";"1";"6";"3";"0";"2";"1";"0";"1";"0";"0";"129";"65";"6";"4";"15";"16";"2";"2";"2";"1";"1";"0";"1";"0";"14";"85";"4";"1";"1";"71";"0";"2";"0";"1";"0";"0";"1";"1";"0";"3"
