"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"1e07-2236-a34d-00fe-438f-6d41-daab-5267";"246401";"28";"18";"miasto";"stały";"Oddział Eksploatacji ZGM TBS sp. z o. o., ul. Nowowiejskiego 26, 42-217 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"865";"1011";"208";"657";"1";"1";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"0";"0";"0";"0";"655";"23";"8";"5";"3";"0";"2";"1";"0";"0";"2";"0";"0";"0";"2";"0";"234";"123";"31";"7";"3";"36";"2";"3";"3";"2";"4";"3";"2";"4";"11";"151";"73";"14";"0";"3";"21";"8";"3";"3";"8";"0";"5";"5";"3";"5";"37";"26";"4";"0";"1";"1";"0";"0";"1";"2";"0";"0";"0";"2";"195";"125";"39";"8";"3";"1";"0";"1";"1";"1";"3";"0";"1";"2";"10";"15";"11";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0"
"033f-f010-e9d2-8ae5-22a6-976a-1563-49c8";"246401";"28";"19";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Jana III Sobieskiego 15, 42-217 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1330";"1435";"399";"931";"2";"7";"1";"1";"0";"0";"0";"0";"1";"932";"1";"0";"932";"11";"5";"6";"0";"921";"30";"11";"4";"3";"3";"1";"0";"2";"1";"1";"0";"0";"0";"1";"3";"308";"153";"36";"8";"4";"41";"3";"16";"5";"2";"18";"2";"0";"4";"16";"220";"98";"21";"6";"2";"25";"20";"4";"2";"14";"1";"7";"14";"1";"5";"50";"29";"6";"3";"3";"1";"0";"0";"5";"1";"0";"0";"1";"1";"260";"169";"42";"16";"7";"0";"3";"1";"3";"2";"0";"3";"2";"0";"12";"53";"41";"2";"1";"0";"0";"0";"0";"6";"0";"1";"0";"0";"2";"0"
"bed1-99dd-fe3f-fc9b-098e-00fc-bdb2-fd6c";"246401";"28";"20";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Jana III Sobieskiego 15, 42-217 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1623";"1857";"420";"1202";"4";"2";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"5";"2";"3";"0";"1198";"51";"10";"4";"15";"4";"4";"0";"1";"0";"1";"0";"0";"1";"5";"6";"427";"179";"85";"10";"8";"70";"2";"18";"8";"10";"10";"1";"3";"8";"15";"269";"112";"26";"1";"5";"33";"40";"1";"0";"15";"2";"8";"13";"1";"12";"76";"51";"6";"2";"2";"4";"3";"0";"3";"2";"2";"0";"0";"1";"319";"197";"48";"35";"16";"0";"3";"0";"0";"4";"5";"2";"0";"1";"8";"56";"42";"2";"1";"0";"1";"2";"0";"2";"0";"1";"0";"0";"2";"3"
"0b95-0b2f-6cd0-4883-1dfb-6927-d3a1-b650";"246401";"28";"21";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Goszczyńskiego 9/11, 42-217 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1293";"1413";"379";"914";"0";"4";"1";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"8";"3";"5";"0";"905";"33";"6";"6";"8";"1";"4";"1";"1";"0";"0";"1";"1";"0";"2";"2";"345";"180";"65";"13";"2";"41";"1";"4";"4";"1";"11";"3";"1";"4";"15";"183";"85";"27";"2";"3";"13";"24";"2";"0";"6";"0";"3";"5";"2";"11";"56";"40";"2";"3";"2";"3";"0";"1";"2";"0";"0";"2";"1";"0";"251";"157";"47";"9";"14";"0";"6";"2";"1";"2";"0";"0";"1";"1";"11";"37";"28";"3";"0";"0";"1";"2";"1";"1";"0";"0";"0";"0";"0";"1"
"5def-bd3c-76e6-dc82-96ae-f949-fb37-8a37";"246401";"28";"22";"miasto";"stały";"Szkoła Podstawowa nr 33, ul. Goszczyńskiego 9/11, 42-217 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1371";"1467";"456";"915";"2";"2";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"12";"8";"4";"0";"901";"46";"13";"10";"6";"1";"3";"1";"1";"4";"0";"1";"1";"2";"1";"2";"373";"180";"60";"18";"8";"59";"1";"10";"4";"1";"12";"2";"0";"9";"9";"179";"76";"22";"5";"3";"22";"26";"2";"0";"11";"1";"2";"2";"3";"4";"47";"36";"0";"5";"0";"0";"2";"0";"2";"1";"0";"0";"0";"1";"228";"146";"39";"12";"10";"0";"6";"2";"2";"2";"0";"2";"1";"0";"6";"28";"20";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"3"
"ff52-da8d-6c13-4ac6-3f48-1531-8e62-c13f";"246401";"28";"23";"miasto";"stały";"Miejskie Przedszkole nr 35, ul. 1 Maja 5/7, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1671";"1764";"485";"1186";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"6";"0";"6";"0";"1180";"60";"19";"8";"4";"1";"12";"0";"1";"0";"3";"3";"0";"1";"2";"6";"409";"224";"54";"13";"8";"55";"2";"12";"0";"3";"11";"1";"3";"10";"13";"267";"117";"39";"4";"6";"27";"36";"2";"1";"6";"1";"7";"6";"5";"10";"68";"41";"5";"4";"3";"4";"2";"0";"4";"0";"1";"0";"1";"3";"318";"193";"49";"26";"14";"1";"6";"1";"1";"3";"5";"5";"0";"1";"13";"58";"50";"0";"2";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"6bc1-c507-049b-8786-a08c-32f8-91f3-b449";"246401";"28";"24";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Św. Augustyna 28/30, 42-226 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"710";"774";"247";"463";"4";"7";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"2";"2";"0";"0";"461";"13";"1";"1";"2";"1";"0";"0";"0";"0";"2";"0";"0";"2";"1";"3";"196";"92";"34";"9";"3";"29";"0";"10";"3";"1";"2";"1";"2";"1";"9";"74";"30";"5";"0";"0";"10";"12";"0";"0";"7";"1";"2";"3";"2";"2";"19";"13";"1";"0";"2";"0";"0";"1";"2";"0";"0";"0";"0";"0";"143";"102";"17";"11";"4";"0";"0";"1";"0";"3";"1";"1";"0";"0";"3";"16";"11";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1"
"fff8-d57e-a174-9e6b-93e0-3b9c-fcd0-0b04";"246401";"28";"25";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 5, ul. Św. Barbary 32, 42-226 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1716";"2029";"300";"1416";"3";"174";"0";"0";"0";"0";"0";"0";"0";"1416";"0";"0";"1416";"6";"2";"4";"0";"1410";"40";"14";"6";"5";"0";"2";"4";"1";"0";"1";"1";"0";"0";"3";"3";"772";"405";"122";"21";"3";"116";"4";"27";"3";"7";"33";"5";"0";"3";"23";"177";"80";"22";"2";"5";"23";"20";"1";"1";"3";"1";"6";"1";"2";"10";"78";"54";"9";"5";"1";"0";"0";"2";"2";"1";"2";"0";"0";"2";"297";"189";"47";"11";"9";"4";"5";"1";"3";"0";"6";"2";"0";"1";"19";"46";"28";"2";"2";"1";"4";"4";"0";"4";"0";"1";"0";"0";"0";"0"
"68d5-439c-4c56-7ce2-702d-575b-7590-b74e";"246401";"28";"26";"miasto";"stały";"Zespół Szkół Gastronomicznych, ul. Worcella 1, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"623";"673";"145";"478";"0";"3";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"3";"3";"0";"0";"475";"30";"8";"7";"7";"3";"0";"0";"0";"2";"0";"0";"0";"0";"1";"2";"165";"84";"29";"6";"2";"25";"1";"3";"0";"1";"8";"0";"0";"1";"5";"121";"78";"5";"2";"0";"18";"4";"2";"0";"1";"0";"5";"6";"0";"0";"20";"18";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"120";"88";"17";"3";"0";"1";"2";"2";"0";"0";"0";"0";"0";"1";"6";"19";"12";"0";"1";"0";"0";"1";"0";"0";"2";"0";"1";"0";"2";"0"
"cf59-58e6-32b2-a964-1ace-cbb1-c55c-a162";"246401";"28";"27";"miasto";"stały";"Zespół Szkół Gastronomicznych, ul. Worcella 1, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1190";"1283";"307";"883";"2";"3";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"8";"5";"3";"0";"875";"17";"2";"3";"3";"2";"2";"1";"2";"0";"1";"0";"0";"0";"0";"1";"316";"166";"59";"6";"8";"41";"0";"8";"5";"1";"9";"4";"3";"1";"5";"253";"169";"6";"0";"3";"22";"23";"0";"0";"5";"0";"4";"6";"2";"13";"48";"33";"5";"2";"0";"1";"1";"1";"1";"2";"1";"0";"0";"1";"226";"145";"41";"10";"6";"0";"7";"0";"0";"4";"2";"1";"0";"1";"9";"15";"7";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3"
"08cd-d8f7-2ac3-27da-04b2-39c0-fb72-a407";"246401";"28";"28";"miasto";"stały";"VIII LO Samorządowe, ul. Worcella 22, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1006";"1092";"236";"770";"1";"8";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"4";"2";"2";"0";"763";"25";"11";"3";"2";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"2";"255";"121";"52";"6";"4";"29";"2";"6";"2";"2";"17";"1";"1";"3";"9";"204";"129";"8";"1";"1";"18";"17";"0";"0";"3";"0";"9";"9";"4";"5";"42";"33";"3";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"223";"122";"57";"8";"11";"0";"6";"1";"1";"3";"1";"3";"1";"0";"9";"14";"10";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0"
"c199-f528-6763-2d02-b2b6-ff2c-bf00-0337";"246401";"28";"29";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Księżycowa 6, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"976";"1056";"299";"677";"0";"8";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"5";"5";"0";"0";"672";"21";"7";"4";"6";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"262";"143";"49";"4";"4";"29";"1";"9";"2";"2";"12";"1";"1";"1";"4";"168";"129";"9";"0";"0";"10";"4";"1";"0";"2";"1";"2";"2";"0";"8";"39";"30";"5";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"172";"122";"27";"10";"0";"1";"3";"0";"1";"0";"0";"2";"0";"1";"5";"10";"7";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"ac51-0fd8-7a42-3f15-13c2-30ad-3756-0b70";"246401";"28";"30";"miasto";"stały";"Miejskie Przedszkole nr 11, ul. Kurpińskiego-Ponurego 6, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1330";"1462";"356";"974";"2";"6";"1";"1";"0";"0";"0";"0";"1";"974";"1";"0";"974";"7";"6";"1";"0";"967";"50";"19";"11";"7";"1";"1";"1";"0";"2";"0";"2";"0";"2";"0";"4";"381";"189";"65";"10";"5";"42";"3";"10";"3";"2";"34";"3";"1";"5";"9";"182";"100";"10";"3";"4";"26";"21";"2";"0";"3";"2";"4";"3";"0";"4";"57";"34";"6";"2";"2";"3";"2";"0";"5";"0";"0";"2";"0";"1";"267";"194";"38";"11";"5";"0";"4";"0";"1";"2";"1";"0";"0";"2";"9";"30";"17";"1";"1";"1";"0";"2";"0";"1";"1";"1";"1";"1";"1";"2"
"f742-81db-2700-f8ea-9cf3-6824-4df3-6518";"246401";"28";"31";"miasto";"stały";"Szkoła Podstawowa nr 42, Aleja Armii Krajowej 68a, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1019";"1105";"343";"676";"1";"2";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"1";"0";"1";"0";"675";"29";"8";"5";"5";"0";"4";"1";"0";"0";"2";"0";"0";"2";"1";"1";"267";"140";"48";"12";"8";"21";"1";"8";"4";"4";"10";"2";"1";"1";"7";"149";"75";"7";"0";"2";"21";"25";"1";"0";"5";"0";"3";"6";"1";"3";"40";"25";"5";"1";"0";"3";"1";"0";"2";"0";"0";"0";"3";"0";"177";"117";"31";"6";"9";"0";"4";"0";"0";"1";"0";"0";"0";"0";"9";"13";"8";"0";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0"
"f123-045b-5f04-1dc7-1037-7678-2466-f944";"246401";"28";"32";"miasto";"stały";"Szkoła Podstawowa nr 42, Aleja Armii Krajowej 68a, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"860";"934";"261";"599";"1";"2";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"7";"4";"3";"0";"592";"28";"9";"4";"7";"0";"0";"1";"0";"2";"1";"0";"0";"0";"1";"3";"256";"160";"30";"5";"5";"25";"2";"8";"4";"0";"6";"0";"0";"3";"8";"130";"87";"12";"0";"0";"14";"5";"2";"0";"3";"0";"2";"1";"0";"4";"35";"23";"5";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"129";"91";"24";"9";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"2";"14";"11";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0"
"890e-e015-b37c-513b-4a92-d752-693d-0c04";"246401";"28";"33";"miasto";"stały";"Szkoła Podstawowa nr 42, Aleja Armii Krajowej 68a, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1182";"1277";"347";"835";"0";"2";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"9";"4";"5";"0";"826";"27";"7";"6";"5";"0";"1";"0";"0";"1";"3";"1";"0";"0";"0";"3";"333";"206";"52";"4";"5";"34";"2";"5";"3";"0";"11";"1";"0";"1";"9";"162";"94";"9";"6";"1";"22";"13";"1";"1";"4";"0";"5";"2";"1";"3";"44";"28";"8";"0";"0";"0";"1";"0";"3";"1";"0";"0";"0";"3";"247";"150";"50";"20";"6";"1";"6";"2";"0";"1";"5";"0";"0";"0";"6";"13";"8";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"0de1-796f-4c78-0061-5d05-e29a-f30b-db92";"246401";"28";"34";"miasto";"stały";"Klub Uczelniany AZS Politechniki Częstochowskiej, Aleja Armii Krajowej 66b, 42-215 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1190";"1309";"284";"906";"1";"4";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"5";"1";"4";"0";"901";"42";"14";"8";"9";"0";"2";"0";"1";"0";"0";"0";"0";"1";"1";"6";"346";"192";"76";"3";"5";"30";"1";"6";"0";"6";"11";"2";"0";"8";"6";"211";"121";"8";"3";"7";"19";"34";"0";"0";"7";"2";"1";"3";"1";"5";"66";"42";"9";"7";"0";"4";"1";"1";"0";"1";"0";"1";"0";"0";"212";"136";"39";"13";"6";"2";"3";"0";"2";"1";"0";"2";"0";"5";"3";"24";"17";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"3";"0"
"19b1-9f78-f3b3-2584-bcdc-c888-7d45-8971";"246401";"28";"35";"miasto";"stały";"II LO im. R. Traugutta, ul. Kilińskiego 62, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"553";"610";"137";"416";"1";"4";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"0";"0";"0";"0";"416";"16";"5";"0";"3";"0";"2";"2";"0";"0";"2";"0";"0";"2";"0";"0";"157";"84";"24";"4";"2";"19";"1";"5";"1";"2";"9";"1";"0";"1";"4";"86";"35";"6";"1";"2";"14";"13";"2";"0";"3";"0";"2";"3";"1";"4";"23";"15";"1";"3";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"126";"78";"22";"6";"2";"1";"2";"5";"2";"2";"0";"0";"0";"0";"6";"8";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1"
"e22d-dde2-ffe9-1232-75f6-b527-9598-5088";"246401";"28";"36";"miasto";"stały";"Szkoła Podstawowa nr 41, ul. Okólna 31/39, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1583";"1686";"347";"1236";"3";"11";"1";"1";"0";"0";"0";"0";"1";"1232";"1";"1";"1231";"6";"4";"2";"0";"1225";"49";"18";"15";"3";"1";"3";"2";"1";"1";"0";"1";"0";"0";"0";"4";"433";"220";"53";"13";"5";"66";"4";"16";"2";"3";"36";"1";"3";"4";"7";"248";"115";"18";"1";"6";"39";"26";"2";"1";"9";"0";"12";"5";"4";"10";"52";"41";"4";"3";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"418";"267";"72";"19";"11";"0";"4";"17";"0";"2";"1";"1";"3";"0";"21";"25";"13";"2";"0";"0";"1";"1";"0";"4";"0";"0";"0";"0";"4";"0"
"5548-13e9-698c-ee58-825c-d733-040b-faf8";"246401";"28";"37";"miasto";"stały";"Szkoła Podstawowa nr 41, ul. Okólna 31/39, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1530";"1647";"308";"1222";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1223";"0";"0";"1223";"5";"1";"4";"0";"1218";"54";"17";"12";"11";"0";"0";"1";"1";"1";"0";"0";"0";"2";"0";"9";"311";"159";"44";"8";"3";"45";"8";"7";"3";"0";"25";"1";"1";"0";"7";"335";"153";"36";"1";"8";"50";"43";"0";"0";"11";"1";"3";"14";"2";"13";"65";"55";"2";"1";"0";"2";"0";"1";"1";"1";"1";"0";"0";"1";"439";"301";"65";"24";"7";"0";"14";"2";"0";"1";"2";"1";"2";"1";"19";"14";"11";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0"
"47ad-e444-71fe-35bd-f644-dba6-49de-40ec";"246401";"28";"38";"miasto";"stały";"Miejskie Przedszkole nr 12, ul. Broniewskiego 18, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1416";"1544";"418";"998";"3";"9";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"4";"3";"1";"0";"994";"37";"9";"4";"5";"2";"2";"3";"3";"2";"0";"0";"1";"2";"3";"1";"399";"208";"69";"17";"7";"43";"3";"14";"3";"6";"11";"4";"1";"5";"8";"189";"99";"13";"3";"1";"27";"18";"3";"1";"6";"1";"8";"3";"0";"6";"49";"27";"5";"5";"1";"0";"1";"0";"7";"0";"0";"0";"1";"2";"283";"187";"53";"14";"13";"0";"4";"0";"1";"0";"1";"0";"1";"1";"8";"37";"18";"2";"4";"1";"1";"4";"0";"1";"1";"0";"2";"0";"1";"2"
"6691-c369-2a20-a91c-9cfc-063f-2def-c353";"246401";"28";"39";"miasto";"stały";"Miejskie Przedszkole nr 42, ul. Polskiego Czerwonego Krzyża 16, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1550";"1665";"369";"1178";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1179";"0";"0";"1179";"9";"6";"3";"0";"1170";"52";"10";"18";"3";"1";"9";"1";"0";"2";"0";"0";"1";"2";"2";"3";"427";"241";"80";"10";"1";"41";"4";"9";"4";"1";"19";"1";"0";"3";"13";"248";"137";"17";"1";"8";"35";"23";"2";"1";"6";"1";"3";"8";"4";"2";"60";"42";"4";"7";"1";"0";"0";"0";"5";"1";"0";"0";"0";"0";"349";"254";"44";"16";"5";"1";"1";"0";"0";"3";"3";"2";"1";"0";"19";"34";"20";"0";"1";"3";"0";"3";"1";"0";"0";"0";"0";"0";"6";"0"
"79b9-83ea-e2fc-7f9e-2aa4-7a73-5547-9913";"246401";"28";"40";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Polskiego Czerwonego Krzyża 18, 42-218 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1723";"1890";"359";"1364";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1362";"0";"0";"1362";"14";"4";"10";"0";"1348";"53";"15";"16";"6";"2";"3";"2";"2";"1";"0";"1";"0";"0";"1";"4";"523";"273";"98";"19";"9";"51";"8";"14";"2";"6";"21";"2";"2";"5";"13";"271";"144";"10";"2";"10";"33";"34";"5";"1";"5";"2";"5";"5";"1";"14";"81";"57";"2";"5";"2";"3";"1";"0";"2";"5";"1";"1";"2";"0";"380";"246";"52";"44";"5";"1";"7";"3";"0";"1";"4";"1";"4";"0";"12";"40";"20";"1";"1";"1";"5";"1";"2";"0";"0";"1";"0";"1";"4";"3"
