"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz Michał BIERECKI";"Sławomir Antoni SOSNOWSKI"
"4454-df11-0732-2eef-011d-43ca-6af1-9c10";"061304";"17";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Parczewie, ul. Spółdzielcza 7, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"1491";"1610";"514";"977";"2";"5";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"32";"8";"24";"0";"945";"460";"485"
"1c6e-ac32-c5e5-1e94-02c8-817e-4676-6a9d";"061304";"17";"3";"wieś";"stały";"Publiczne Przedszkole Nr 2 w Parczewie, ul. Spółdzielcza 5, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"680";"747";"299";"381";"0";"3";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"11";"2";"9";"0";"369";"204";"165"
"bc78-dfe5-24c7-3d60-ce5a-a8e5-5e6b-b8b7";"061304";"17";"4";"miasto";"stały";"Urząd Miejski w Parczewie, ul. Warszawska 24, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"632";"685";"276";"356";"0";"8";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"10";"2";"8";"0";"346";"195";"151"
"c5c9-311a-1d7a-5907-05b9-3852-1732-b4fc";"061304";"17";"5";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Parczewie, ul. Wojska Polskiego 1, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"1541";"1660";"586";"955";"1";"7";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"33";"15";"18";"0";"921";"417";"504"
"7bb2-e2c2-9249-ef3d-24cb-3b8e-5eea-8a9f";"061304";"17";"6";"wieś";"stały";"Publiczne Przedszkole Nr 1 w Parczewie, ul. Wojska Polskiego 8a, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"542";"579";"234";"308";"0";"4";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"6";"2";"4";"0";"301";"195";"106"
"353b-93a0-a009-b81a-6519-2603-be74-f991";"061304";"17";"7";"miasto";"stały";"Zakład Doskonalenia Zawodowego w Parczewie, ul. Harcerska 8, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"1532";"1644";"572";"960";"0";"7";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"31";"6";"25";"0";"927";"482";"445"
"6878-e5fb-8a2c-7985-326a-518d-5399-428e";"061304";"17";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Parczewie, ul. Polna 34, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"912";"983";"347";"565";"1";"5";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"6";"4";"2";"0";"559";"265";"294"
"8c31-0f6d-338f-63b4-9f5a-a9cc-dff8-b417";"061304";"17";"9";"wieś";"stały";"Remiza Strażacka w Koczergach, Koczergi 97, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"622";"674";"281";"341";"0";"2";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"13";"3";"10";"0";"328";"184";"144"
"219b-9250-f2ae-442e-08fd-3ee9-5049-4b7c";"061304";"17";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa w Tyśmienicy, Tyśmienica 115, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"520";"570";"252";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"6";"0";"6";"0";"262";"181";"81"
"614d-c9df-6274-8eed-46ca-b765-4cc6-2a07";"061304";"17";"11";"wieś";"stały";"Zespół Placówek Szkolnych w Przewłoce, Przewłoka 98, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"540";"594";"230";"310";"0";"2";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"5";"1";"4";"0";"305";"189";"116"
"23df-0364-d25e-fc4a-8d75-61dc-3747-5eff";"061304";"17";"12";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Parczewie, KOŚCIELNA 136, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"100";"148";"38";"62";"0";"2";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"7";"1";"6";"0";"55";"33";"22"
"fdf6-6155-df35-2fa9-f3df-dc7b-6e3b-adbf";"061305";"17";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Podedwórzu, Podedwórze 96, 21-222 Podedwórze";"gm. Podedwórze";"parczewski";"lubelskie";"471";"499";"193";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"4";"0";"4";"0";"274";"176";"98"
"e869-5728-eea5-c0b1-1d12-25e5-44e8-f33d";"061305";"17";"2";"wieś";"stały";"Świetlica wiejska w Podedwórzu, Podedwórze 46A, 21-222 Podedwórze";"gm. Podedwórze";"parczewski";"lubelskie";"400";"438";"139";"261";"1";"3";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"2";"0";"2";"0";"259";"165";"94"
"af80-4528-e7b9-a2b4-65a5-7c58-9f5d-718e";"061305";"17";"3";"wieś";"stały";"Zespół Placówek Oświatowych w Podedwórzu, Podedwórze 96, 21-222 Podedwórze";"gm. Podedwórze";"parczewski";"lubelskie";"420";"447";"219";"201";"1";"1";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"5";"3";"2";"0";"196";"116";"80"
"f099-2f67-0665-bb0d-85cd-3626-6385-adc7";"061306";"17";"1";"wieś";"stały";"Sala Gimnastyczna w Siemieniu, ul. Kościelna 1, 21-220 Siemień";"gm. Siemień";"parczewski";"lubelskie";"1200";"1307";"467";"733";"2";"13";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"19";"3";"16";"0";"714";"447";"267"
"9cf7-fee4-d8bc-8702-a691-dab3-d9b9-d3b2";"061306";"17";"2";"wieś";"stały";"Świetlica Wiejska w Żminnem, Żminne 30, 21-220 Siemień";"gm. Siemień";"parczewski";"lubelskie";"840";"918";"394";"446";"0";"5";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"12";"1";"11";"0";"434";"284";"150"
"d5cd-31f5-9a4b-ab9d-9984-2536-1dde-2825";"061306";"17";"3";"wieś";"stały";"Remiza OSP w Działyniu, Działyń 4, 21-220 Siemień";"gm. Siemień";"parczewski";"lubelskie";"740";"812";"289";"451";"1";"3";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"12";"1";"11";"0";"439";"310";"129"
"5cfe-6429-b5c2-2062-0a45-7610-b4f7-e820";"061306";"17";"4";"wieś";"stały";"Szkoła Podstawowa w Gródku Szlacheckim, Gródek Szlachecki 140, 21-220 Siemień";"gm. Siemień";"parczewski";"lubelskie";"640";"695";"280";"360";"0";"3";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"19";"2";"17";"0";"341";"255";"86"
"4ed1-d97b-2497-36f1-6eae-ea36-de4c-c9f2";"061307";"17";"1";"wieś";"stały";"Świetlica w Nowym Orzechowie, Nowy Orzechów 42, 21-230 Sosnowica";"gm. Sosnowica";"parczewski";"lubelskie";"510";"562";"188";"322";"3";"2";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"18";"2";"16";"0";"304";"209";"95"
"f83f-b944-7eac-268f-350a-b5fa-f722-bd8e";"061307";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Sosnowicy, ul. Wojska Polskiego 27, 21-230 Sosnowica";"gm. Sosnowica";"parczewski";"lubelskie";"601";"662";"221";"380";"4";"5";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"22";"6";"16";"0";"358";"182";"176"
"805a-71b1-eac8-2fab-4de0-fca5-92de-c760";"061307";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Sosnowicy, ul. Wojska Polskiego 27, 21-230 Sosnowica";"gm. Sosnowica";"parczewski";"lubelskie";"471";"517";"272";"199";"1";"1";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"10";"4";"6";"0";"189";"122";"67"
"d60d-8256-fe7e-f5f0-186e-4504-c314-ff60";"061307";"17";"4";"wieś";"stały";"Budynek gminny w Zienkach, Zienki 11, 21-230 Sosnowica";"gm. Sosnowica";"parczewski";"lubelskie";"460";"394";"305";"155";"1";"0";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"155";"3";"1";"2";"0";"152";"87";"65"
"9a71-0968-9270-ce56-939c-4c78-acf2-4c54";"061501";"17";"1";"miasto";"stały";"Przedszkole Miejskie Nr 2 Radzyń Podlaski, ul. Brata Alberta Chmielowskiego 8, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1639";"1793";"454";"1185";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1185";"0";"0";"1185";"37";"17";"20";"0";"1148";"607";"541"
"8d87-3da9-a122-b5ff-e2e0-37c4-9187-cdda";"061501";"17";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2 Radzyń Podlaski, ul. Sitkowskiego 3, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1609";"1789";"541";"1068";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"2";"1066";"32";"11";"21";"0";"1034";"594";"440"
"d940-2842-07a0-c2cb-c9d2-c9ed-5e6e-fb61";"061501";"17";"3";"miasto";"stały";"Dawna siedziba Gimnazjum Nr 2 w Radzyniu Podlaskim, ul. Sitkowskiego 3, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"870";"948";"292";"578";"0";"2";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"18";"10";"8";"0";"560";"316";"244"
"f8c8-08d5-15d5-5259-4a3c-2d39-565d-ef18";"061501";"17";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2 Radzyń Podlaski (sala gimnastyczna), ul. Chmielowskiego 5, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1480";"1590";"563";"917";"3";"3";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"28";"9";"19";"0";"889";"497";"392"
"78a7-8ba8-2b63-572d-9667-63cb-f922-b1b2";"061501";"17";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 Radzyń Podlaski, ul. Chmielowskiego 5, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1349";"1540";"434";"915";"1";"6";"0";"0";"0";"0";"0";"0";"0";"914";"0";"2";"912";"25";"9";"16";"0";"887";"498";"389"
"5406-0419-43e6-d1d7-eb30-d4ff-f53b-9df2";"061501";"17";"6";"miasto";"stały";"Urząd Miasta Radzyń Podlaski, ul. Warszawska 32, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1398";"1576";"456";"942";"3";"12";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"41";"10";"31";"0";"900";"481";"419"
"e10f-4679-db5d-af81-c07e-6cc0-c342-8e83";"061501";"17";"7";"miasto";"stały";"Dzienny Środowiskowy Dom Samopomocy Radzyń Podlaski, ul. Bulwary 12, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"780";"843";"299";"481";"1";"6";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"17";"3";"14";"0";"464";"249";"215"
"ce63-c60d-252a-45f0-0d7c-2fef-8672-0a8c";"061501";"17";"8";"miasto";"stały";"Klub Seniora w Radzyniu Podlaskim, ul. Armii Krajowej 2, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"650";"691";"230";"420";"3";"2";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"17";"6";"11";"0";"403";"216";"187"
"8969-64e7-21bc-3326-6fce-012f-db9a-cade";"061501";"17";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1 Radzyń Podlaski, ul. Jana Pawła II 25, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"1259";"1414";"441";"818";"3";"1";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"20";"4";"16";"0";"797";"511";"286"
"0c17-b290-9e48-40c5-9a0d-41ee-d441-9fb0";"061501";"17";"10";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Radzyń Podlaski, ul. Wisznicka 111, 21-300 Radzyń Podlaski";"m. Radzyń Podlaski";"radzyński";"lubelskie";"250";"200";"154";"96";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96";"0";"0";"96";"5";"0";"5";"0";"91";"57";"34"
"a702-fc9a-3a50-5412-1976-2b5b-9f97-d2ff";"061502";"17";"1";"wieś";"stały";"Szkoła Podstawowa w Borkach, ul. Wojska Polskiego 26, 21-345 Borki";"gm. Borki";"radzyński";"lubelskie";"1137";"1257";"453";"684";"4";"1";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"26";"6";"20";"0";"658";"353";"305"
"bae2-8613-163d-8a44-936f-49e7-f23b-13ca";"061502";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Krasewie, Krasew 84, 21-345 Borki";"gm. Borki";"radzyński";"lubelskie";"878";"976";"352";"526";"3";"5";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"18";"5";"13";"0";"508";"295";"213"
"1ac0-2143-a3f6-261c-f5c0-5f7e-2ece-cba9";"061502";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Tchórzewie-Kolonii, Tchórzew-Kolonia 186, 21-345 Borki";"gm. Borki";"radzyński";"lubelskie";"370";"394";"178";"192";"0";"1";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"2";"0";"2";"0";"190";"133";"57"
"3fd5-69ba-53f9-c23d-b014-c7f9-7b7c-7d71";"061502";"17";"4";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Woli Osowińskiej, Wola Osowińska ul. Wesoła 29, 21-345 Borki";"gm. Borki";"radzyński";"lubelskie";"1192";"1321";"548";"644";"4";"2";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"28";"6";"22";"0";"616";"300";"316"
"eeb4-b975-abe4-a581-67ed-48f7-647c-0219";"061502";"17";"5";"wieś";"stały";"Remiza OSP w Starej Wsi, Stara Wieś 33A, 21-345 Borki";"gm. Borki";"radzyński";"lubelskie";"880";"979";"393";"487";"4";"0";"1";"1";"0";"0";"0";"0";"1";"488";"1";"0";"488";"7";"1";"6";"0";"481";"325";"156"
"b97c-4737-0898-9aae-9d5d-f18d-8f90-ac4c";"061503";"17";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Czemiernikach, ul. Zamkowa 11, 21-306 Czemierniki";"gm. Czemierniki";"radzyński";"lubelskie";"1250";"1379";"407";"843";"3";"8";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"40";"9";"31";"0";"803";"487";"316"
"5b76-eb5c-6e9a-257d-07ba-e94b-7c11-f00b";"061503";"17";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Bełczącu, Bełcząc 187, 21-306 Czemierniki";"gm. Czemierniki";"radzyński";"lubelskie";"520";"573";"159";"361";"0";"2";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"5";"2";"3";"0";"354";"231";"123"
"235a-9d56-547c-5b22-1331-af2a-4dce-0c41";"061503";"17";"3";"wieś";"stały";"Świetlica wiejska w Niewęgłoszu, Niewęgłosz 44, 21-306 Czemierniki";"gm. Czemierniki";"radzyński";"lubelskie";"530";"576";"187";"343";"2";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"13";"5";"8";"0";"330";"235";"95"
"6179-f089-5999-776b-cb15-d5cd-7a40-ba3f";"061503";"17";"4";"wieś";"stały";"Budynek po byłym sklepie, Stoczek 47, 21-306 Czemierniki";"gm. Czemierniki";"radzyński";"lubelskie";"320";"351";"104";"216";"0";"1";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"9";"2";"7";"0";"207";"150";"57"
"f815-14ab-d0ee-5ebc-0498-bf4c-3b49-f2ac";"061503";"17";"5";"wieś";"stały";"Świetlica wiejska w Wygnanowie, Wygnanów 92, 21-306 Czemierniki";"gm. Czemierniki";"radzyński";"lubelskie";"580";"629";"228";"352";"1";"3";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"16";"5";"11";"0";"336";"176";"160"
"c8fe-1304-7a26-338b-b296-48d2-8da9-9327";"061504";"17";"1";"wieś";"stały";"Zespół Oświatowy w Brzozowicy Dużej, Brzozowica Duża 83, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"1090";"1174";"442";"648";"0";"2";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"23";"2";"21";"0";"625";"500";"125"
"7108-78fa-9394-8377-4e4d-cd6e-ec4f-a748";"061504";"17";"2";"wieś";"stały";"Zespół Oświatowy w Kąkolewnicy, Szkolna 4, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"860";"942";"297";"563";"0";"10";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"9";"1";"8";"0";"554";"417";"137"
"a318-5140-43d1-11bb-f4df-3b3b-a884-aaa7";"061504";"17";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Kąkolewnicy, Lubelska 16, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"1270";"1387";"440";"830";"2";"13";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"15";"11";"4";"0";"815";"565";"250"
"9a35-b927-7085-2b2b-a3ff-57f2-ab17-d8c0";"061504";"17";"4";"wieś";"stały";"Zespół Oświatowy w Polskowoli, Polskowola 131, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"550";"598";"212";"338";"1";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"14";"2";"12";"0";"324";"250";"74"
"641c-6f6e-40aa-e667-18e6-e01f-8340-1014";"061504";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Olszewnicy, Olszewnica 170, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"550";"585";"243";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"13";"0";"13";"0";"294";"248";"46"
"a18a-3df6-ab67-0c5f-5657-0308-24a7-3101";"061504";"17";"6";"wieś";"stały";"Szkoła Podstawowa w Turowie, Turów 76, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"810";"872";"373";"437";"1";"0";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"16";"7";"9";"0";"421";"268";"153"
"8e1d-c9f1-cf01-781c-7c73-406d-814f-6bb5";"061504";"17";"7";"wieś";"stały";"Szkoła Podstawowa w Żakowoli Poprzecznej, Żakowola Poprzeczna 43, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"450";"488";"188";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"4";"1";"3";"0";"258";"190";"68"
"9a26-5c1b-8807-63f3-05dc-7eb5-aba1-daa2";"061504";"17";"8";"wieś";"stały";"Szkoła Podstawowa w Grabowcu, Grabowiec 35, 21-302 Kąkolewnica";"gm. Kąkolewnica";"radzyński";"lubelskie";"380";"406";"150";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"4";"2";"2";"0";"226";"181";"45"
"9e27-f689-3ba5-e4a7-dadc-c538-df4f-a2ea";"061505";"17";"1";"wieś";"stały";"Szkoła Podstawowa w Komarówce Podlaskiej, ul. Wojska Polskiego 7, 21-311 Komarówka Podlaska";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"1091";"1177";"404";"687";"2";"2";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"20";"8";"12";"0";"667";"385";"282"
"b357-6bf8-83ab-d35f-726c-840d-7791-cb1e";"061505";"17";"2";"wieś";"stały";"Budynek Szkoły w Derewicznie, Derewiczna 88, 21-311 Komarówka Podlaska";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"360";"389";"167";"193";"0";"1";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"5";"1";"4";"0";"188";"140";"48"
"05fa-835f-ffcc-542d-27b8-92ce-3810-3e21";"061505";"17";"3";"wieś";"stały";"Warsztat Terapii Zajęciowej w Kolembrodach, Kolembrody 60A, 21-311 Komarówka Podlaska";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"550";"594";"289";"261";"0";"2";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"8";"1";"7";"0";"253";"148";"105"
"3e8c-d2ef-0248-5f7c-458b-a9c7-3f74-20ec";"061505";"17";"4";"wieś";"stały";"Remiza OSP w Przegalinach Dużych, Przegaliny Duże 125, 21-311 Komarówka Podlaska";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"500";"539";"205";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"8";"3";"5";"0";"287";"180";"107"
"d7c6-1697-37e3-30ff-3b59-a429-67d3-2291";"061505";"17";"5";"wieś";"stały";"Remiza OSP w Wiskach, Wiski 15, 21-311 Komarówka Podlaska";"gm. Komarówka Podlaska";"radzyński";"lubelskie";"780";"840";"277";"503";"1";"2";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"14";"4";"10";"0";"488";"323";"165"
"c297-4d24-817a-4a01-9f5b-c30d-a129-5041";"061506";"17";"1";"wieś";"stały";"Remiza OSP w Branicy Radzyńskiej-Kolonii, Branica Radzyńska-Kolonia 49A, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"680";"745";"306";"374";"2";"0";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"6";"1";"5";"0";"368";"234";"134"
"6f0a-b66e-67b0-e366-002b-dac7-1ab7-cae3";"061506";"17";"2";"wieś";"stały";"Dom Ludowy w Ustrzeszy, Ustrzesz 34A, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"760";"827";"307";"453";"0";"0";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"9";"4";"5";"0";"444";"298";"146"
"8eed-9e2e-a4e6-bc2d-d92f-a363-b4bb-5385";"061506";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Białce, Białka 49A, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"1050";"1131";"382";"668";"0";"4";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"16";"3";"13";"0";"652";"452";"200"
"c587-d5ec-bb70-42ec-5fa4-1a60-07c2-6aa1";"061506";"17";"4";"wieś";"stały";"Remiza OSP w Płudach, Płudy 16, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"400";"446";"146";"254";"1";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"11";"1";"10";"0";"243";"193";"50"
"9777-fca3-7069-4cf3-e056-3de2-1a29-0acd";"061506";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Brzostówcu, Brzostówiec 72, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"580";"627";"260";"320";"0";"2";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"12";"4";"8";"0";"308";"211";"97"
"cc49-5b34-2d0b-68a0-5b41-6513-220c-5efd";"061506";"17";"6";"wieś";"stały";"Sala gimnastyczna przy Szkole Podstawowej w Żabikowie, Żabików 65A, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"580";"645";"210";"370";"1";"2";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"13";"6";"7";"0";"357";"251";"106"
"4399-fa8e-adf7-5261-4f90-6683-9cb3-d9b3";"061506";"17";"7";"wieś";"stały";"Szkoła Podstawowa w Białej, Biała 30, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"950";"1051";"394";"556";"0";"0";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"16";"7";"9";"0";"540";"377";"163"
"8dc9-6ad2-c703-b5dc-dbe5-61c8-9073-42be";"061506";"17";"8";"wieś";"stały";"Zespół Szkół w Zabielu, Zabiele 8B, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"410";"450";"120";"290";"0";"1";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"4";"2";"2";"0";"286";"210";"76"
"c7c3-f214-5142-39db-ab7e-00c9-2ad5-07ac";"061506";"17";"9";"wieś";"stały";"Remiza OSP w Paszkach Dużych, Paszki Duże 64, 21-300 Radzyń Podlaski";"gm. Radzyń Podlaski";"radzyński";"lubelskie";"490";"534";"182";"308";"4";"4";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"9";"3";"6";"0";"299";"247";"52"
"017f-fbff-55ea-c194-7a6d-0d2f-b73a-cf23";"061507";"17";"1";"wieś";"stały";"Szkoła Podstawowa w Domaszewnicy, Kolonia Domaszewska 8, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"711";"783";"282";"429";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"11";"3";"8";"0";"418";"261";"157"
"fab5-acfb-4deb-c1ee-75d7-8355-feae-7bf9";"061507";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Sobolach, Sobole 69c, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"480";"519";"209";"271";"2";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"6";"2";"4";"0";"265";"140";"125"
"5930-e001-9366-f78b-a5de-b9f3-ff8f-2fdb";"061507";"17";"3";"wieś";"stały";"Zespół Szkół im. Jana Pawła II w Ulanie-Majoracie, Ulan-Majorat 53, 21-307 Ulan-Majorat";"gm. Ulan-Majorat";"radzyński";"lubelskie";"1510";"1643";"520";"990";"0";"6";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"21";"3";"18";"0";"969";"613";"356"
