"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Lucjan BARGIEŁ";"Marek PĘK"
"f34f-7f6f-7317-0482-4946-d121-3fe6-5457";"120612";"31";"2";"miasto";"stały";"Zespół Szkoł Ogólnokształcących w Słomnikach, ul. Św. Jana Pawła II 2, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"1251";"1379";"413";"838";"0";"5";"0";"0";"0";"0";"0";"0";"0";"838";"0";"1";"837";"17";"4";"13";"0";"820";"282";"538"
"6a73-c440-39dd-8b07-5f0c-4690-015b-b0c5";"120612";"31";"3";"miasto";"stały";"Sala widowiskowa Miejsko-Gminnego Centrum Kultury w Słomnikach, ul. Wolności 4, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"1301";"1420";"354";"947";"3";"2";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"22";"9";"13";"0";"925";"291";"634"
"36f3-3606-92db-5908-aaef-8d95-1ca5-2299";"120612";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Niedźwiedziu, Niedźwiedź 21a, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"1218";"1344";"407";"811";"1";"2";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"30";"6";"24";"0";"781";"276";"505"
"2495-e280-8215-cc35-e6d3-4dfa-ea3a-f6de";"120612";"31";"5";"wieś";"stały";"Budynek Świetlicy Wiejskiej w Szczepanowicach, Szczepanowice 17, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"340";"374";"157";"183";"0";"3";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"6";"0";"6";"0";"177";"45";"132"
"1dd6-f844-d608-b869-25f5-cd13-162e-8128";"120612";"31";"6";"wieś";"stały";"Szkoła Podstawowa w Kacicach, Kacice 80, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"864";"952";"359";"505";"0";"3";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"13";"3";"10";"0";"492";"144";"348"
"b128-f433-6027-ece0-71f2-2036-d25c-3de0";"120612";"31";"7";"wieś";"stały";"Szkoła Podstawowa w Prandocinie, Prandocin 64a, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"1250";"1353";"495";"755";"0";"2";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"30";"6";"24";"0";"725";"213";"512"
"d5b0-cf6e-2a56-f1dc-ae33-e620-be95-35be";"120612";"31";"8";"wieś";"stały";"Budynek OSP w Wężerowie, Wężerów 60a, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"380";"417";"151";"229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"6";"1";"5";"0";"223";"87";"136"
"3b36-8443-e353-f07f-bf96-1607-f990-6c26";"120612";"31";"9";"wieś";"stały";"Budynek Świetlicy Wiejskiej w Muniakowicach, Muniakowice 29, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"323";"345";"136";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"2";"2";"0";"0";"185";"34";"151"
"cfe8-3ef6-ec9e-4e34-f053-2b7c-f638-11e6";"120612";"31";"10";"wieś";"stały";"Budynek Świetlicy Wiejskiej w Polanowicach, Polanowice 31, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"524";"574";"197";"326";"0";"1";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"9";"1";"8";"0";"318";"115";"203"
"120f-ab15-55f4-d8dc-e723-0aa3-5d66-9254";"120612";"31";"11";"wieś";"stały";"Zespół Szkół z Oddziałami Integracyjnymi i Specjalnymi im. Stanisława Wyspiańskiego w Waganowicach, Waganowice 19, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"725";"794";"317";"408";"0";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"14";"5";"9";"0";"394";"102";"292"
"9621-2a55-4f9b-1576-bd09-9c2d-1f3b-710f";"120612";"31";"12";"wieś";"stały";"Zespół Szkół w Smrokowie, Smroków 44a, 32-090 Słomniki";"gm. Słomniki";"krakowski";"małopolskie";"400";"441";"154";"246";"0";"1";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"7";"0";"7";"0";"239";"65";"174"
"e98b-dd1d-1fd4-acca-ad93-2be0-ba17-cd64";"120613";"31";"1";"wieś";"stały";"Urząd Gminy w Sułoszowej, ul. Krakowska 139, 32-045 Sułoszowa";"gm. Sułoszowa";"krakowski";"małopolskie";"941";"1023";"242";"699";"0";"5";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"34";"11";"23";"0";"664";"193";"471"
"4c41-96b3-e76f-5a4d-a8d9-292e-9d19-c542";"120613";"31";"2";"wieś";"stały";"Centrum Kultury w Sułoszowej, ul. Szkolna 5, 32-045 Sułoszowa";"gm. Sułoszowa";"krakowski";"małopolskie";"871";"953";"209";"662";"0";"2";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"23";"4";"19";"0";"639";"84";"555"
"4cbc-e39c-d379-49e7-c881-b201-efc6-3c31";"120613";"31";"3";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Batalionów Chłopskich w Sułoszowej, ul. Olkuska 316, 32-045 Sułoszowa";"gm. Sułoszowa";"krakowski";"małopolskie";"740";"823";"159";"581";"1";"1";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"11";"1";"10";"0";"570";"87";"483"
"f31b-0715-f7db-182c-ecce-a314-200e-4743";"120613";"31";"4";"wieś";"stały";"Zespół Placówek Oświatowych w Woli Kalinowskiej, Wola Kalinowska ul. Szkolna 12, 32-045 Sułoszowa";"gm. Sułoszowa";"krakowski";"małopolskie";"472";"525";"144";"328";"0";"7";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"15";"2";"13";"0";"313";"89";"224"
"b6d9-4db1-2d0e-d8b4-f3db-4cba-951a-208f";"120613";"31";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wielmoży, Wielmoża ul. Szkolna 55, 32-045 Sułoszowa";"gm. Sułoszowa";"krakowski";"małopolskie";"1161";"1281";"393";"768";"0";"1";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"22";"5";"17";"0";"746";"195";"551"
"5f70-b159-177f-79c5-72e4-1d2a-7108-47fd";"120614";"31";"1";"miasto";"stały";"Szkoła Podstawowa w Świątnikach Górnych, ul. Bruchnalskiego 35, 32-040 Świątniki Górne";"gm. Świątniki Górne";"krakowski";"małopolskie";"1764";"1951";"372";"1392";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1392";"0";"0";"1392";"49";"20";"29";"0";"1343";"557";"786"
"8481-6919-9468-1f78-a4ba-2824-252c-6f18";"120614";"31";"2";"wieś";"stały";"Szkoła Podstawowa we Wrząsowicach, Wrząsowice ul. Szkolna 5, 32-040 Świątniki Górne";"gm. Świątniki Górne";"krakowski";"małopolskie";"1592";"1762";"431";"1161";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"46";"14";"32";"0";"1115";"510";"605"
"4821-c431-5e22-faab-9f54-3d07-7268-008a";"120614";"31";"3";"wieś";"stały";"Szkoła Podstawowa w Ochojnie, Ochojno ul. Podhalańska 27, 32-040 Świątniki Górne";"gm. Świątniki Górne";"krakowski";"małopolskie";"1218";"1360";"416";"802";"0";"0";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"28";"9";"19";"0";"774";"259";"515"
"3a5e-8251-5c50-f2bc-43cb-dd6f-bd08-0dfd";"120614";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Rzeszotarach, Rzeszotary ul. Pod Dębiną 45, 32-040 Świątniki Górne";"gm. Świątniki Górne";"krakowski";"małopolskie";"2108";"2325";"709";"1399";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1399";"0";"0";"1399";"43";"6";"37";"0";"1356";"480";"876"
"f2e0-0441-9d77-68a5-1110-65fa-74ad-2a93";"120614";"31";"5";"wieś";"stały";"Szkoła Podstawowa w Olszowicach, Olszowice ul. Św. Floriana 18, 32-040 Świątniki Górne";"gm. Świątniki Górne";"krakowski";"małopolskie";"520";"588";"159";"361";"0";"3";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"11";"5";"6";"0";"350";"131";"219"
"02d1-d6a1-7c96-849c-5a14-5001-0382-f6b8";"120615";"31";"1";"wieś";"stały";"Szkoła Podstawowa w Będkowicach, Będkowice ul. Brzozowa 16, 32-089 Wielka Wieś";"gm. Wielka Wieś";"krakowski";"małopolskie";"410";"456";"108";"302";"0";"1";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"8";"0";"8";"0";"294";"119";"175"
"1b6b-371b-da3e-18a9-1d46-28f0-5858-0ca2";"120615";"31";"2";"wieś";"stały";"Szkoła Podstawowa w Bęble, Bębło ul. Krakowska 76, 32-089 Wielka Wieś";"gm. Wielka Wieś";"krakowski";"małopolskie";"1411";"1564";"366";"1045";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1045";"0";"0";"1045";"21";"7";"14";"0";"1024";"425";"599"
"3066-834b-6178-8461-769c-fad5-d004-9833";"120615";"31";"3";"wieś";"stały";"budynek dotychczasowej Szkoły Podstawowej w Białym Kościele, Biały Kościół ul. Królowej Jadwigi 4, 32-089 Wielka Wieś";"gm. Wielka Wieś";"krakowski";"małopolskie";"1090";"1218";"226";"864";"1";"6";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"20";"6";"14";"0";"844";"267";"577"
"baa9-d090-b48e-821e-96aa-65c0-add3-95f7";"120615";"31";"4";"wieś";"stały";"budynek dotychczasowej Szkoły Podstawowej w Białym Kościele, Biały Kościół ul. Królowej Jadwigi 4, 32-089 Wielka Wieś";"gm. Wielka Wieś";"krakowski";"małopolskie";"1159";"1288";"260";"899";"4";"3";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"27";"13";"14";"0";"872";"328";"544"
"cdbb-f0dc-06d3-008c-6933-6d36-0a23-d53a";"120615";"31";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Modlnicy, ul. Sportowa 2, 32-085 Modlnica";"gm. Wielka Wieś";"krakowski";"małopolskie";"1321";"1475";"197";"1124";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"38";"18";"20";"0";"1086";"632";"454"
"5985-85bc-42f3-7251-8ddc-bff3-91da-3bdc";"120615";"31";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Modlnicy, ul. Sportowa 2, 32-085 Modlnica";"gm. Wielka Wieś";"krakowski";"małopolskie";"1070";"1190";"228";"842";"0";"12";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"41";"18";"23";"0";"801";"441";"360"
"fecc-5d85-8923-aeca-1830-6019-f552-b7eb";"120615";"31";"7";"wieś";"stały";"Budynek Komunalny w Giebułtowie, Giebułtów ul. Orlich Gniazd 30, 32-085 Modlnica";"gm. Wielka Wieś";"krakowski";"małopolskie";"1070";"1177";"201";"869";"1";"5";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"36";"10";"26";"0";"833";"516";"317"
"7ba9-ab9f-251e-7c76-c661-717a-32a8-dbaa";"120615";"31";"8";"wieś";"stały";"Szkoła Filialna w Modlniczce, Modlniczka ul. Św. Faustyny 8, 32-085 Modlnica";"gm. Wielka Wieś";"krakowski";"małopolskie";"1190";"1327";"200";"990";"1";"14";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"45";"12";"33";"0";"945";"536";"409"
"cdec-5a10-d42d-e0ab-4ab1-3cce-38cb-6a0b";"120615";"31";"9";"wieś";"dom pomocy społecznej";"Niepubliczny Zakład Opieki Zdrowotnej ""Pasternik"" MALUTY Sp. J., os. Krakowskie Przedmieście 28, 32-085 Modlniczka";"gm. Wielka Wieś";"krakowski";"małopolskie";"100";"61";"66";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"2";"0";"2";"0";"32";"14";"18"
"f4f0-45ce-f87f-74b7-832c-b61a-796d-bbef";"120616";"31";"1";"wieś";"stały";"świetlica w Aleksandrowicach, Aleksandrowice 133, 32-084 Morawica";"gm. Zabierzów";"krakowski";"małopolskie";"512";"574";"115";"397";"0";"3";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"10";"2";"8";"0";"387";"176";"211"
"4d24-5984-34b7-d95b-7eaa-8c14-e13f-06ef";"120616";"31";"2";"wieś";"stały";"Szkoła Podstawowa w Balicach, ul. Szkolna 66, 32-083 Balice";"gm. Zabierzów";"krakowski";"małopolskie";"948";"1058";"222";"726";"4";"13";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"29";"6";"23";"0";"697";"320";"377"
"1bea-f7d1-4b03-7725-3388-49d5-080c-49fa";"120616";"31";"3";"wieś";"stały";"Szkoła Podstawowa w Brzeziu, Brzezie ul. Szkolna 1, 32-080 Zabierzów";"gm. Zabierzów";"krakowski";"małopolskie";"1180";"1326";"226";"954";"1";"10";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"44";"9";"35";"0";"909";"468";"441"
"f917-f6a1-639d-92e3-d6d8-fd98-65c8-7990";"120616";"31";"4";"wieś";"stały";"Świetlica Wiejska w Brzezince, Brzezinka ul. Krakowska 26, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"500";"546";"95";"405";"0";"2";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"17";"2";"15";"0";"388";"146";"242"
"a2ac-b404-9212-1286-b9ad-f60e-d394-e48b";"120616";"31";"5";"wieś";"stały";"Szkoła Podstawowa w Bolechowicach, ul. Szkolna 7, 32-082 Bolechowice";"gm. Zabierzów";"krakowski";"małopolskie";"1590";"1784";"220";"1370";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"58";"12";"46";"0";"1310";"773";"537"
"df9c-c887-f251-3735-4235-ed8f-05d2-561b";"120616";"31";"6";"wieś";"stały";"Szkoła Podstawowa w Zelkowie, Zelków Jana Pawła II 22, 32-082 Bolechowice";"gm. Zabierzów";"krakowski";"małopolskie";"662";"727";"122";"540";"1";"2";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"30";"11";"19";"0";"510";"225";"285"
"277e-cd8c-7390-37c8-3a3a-07d2-08d7-84c5";"120616";"31";"7";"wieś";"stały";"Remiza OSP w Brzoskwini, Brzoskwinia 42, 32-084 Morawica";"gm. Zabierzów";"krakowski";"małopolskie";"739";"834";"163";"576";"1";"5";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"19";"4";"15";"0";"557";"213";"344"
"ccbc-59ee-a327-2d11-9221-a6ed-8f5c-d571";"120616";"31";"8";"wieś";"stały";"Dom Pomocy Społecznej w Karniowicach, Karniowice ul. Osiedlowa 10, 32-082 Bolechowice";"gm. Zabierzów";"krakowski";"małopolskie";"679";"775";"157";"522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"36";"4";"32";"0";"485";"240";"245"
"cc63-1090-bc30-ac7d-70cb-e1ec-9dab-f325";"120616";"31";"9";"wieś";"stały";"Świetlica Wiejska w Kleszczowie, Kleszczów 110, 32-084 Morawica";"gm. Zabierzów";"krakowski";"małopolskie";"301";"340";"76";"225";"1";"4";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"4";"2";"2";"0";"221";"79";"142"
"16b0-a1f1-8bc1-c58e-fd38-c62b-ade2-987e";"120616";"31";"10";"wieś";"stały";"Świetlica Wiejska w Burowie, Burów 115, 32-083 Balice";"gm. Zabierzów";"krakowski";"małopolskie";"330";"362";"53";"277";"0";"1";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"13";"4";"9";"0";"264";"121";"143"
"5b5a-4893-c318-b838-a2c8-2a00-ae5f-6496";"120616";"31";"11";"wieś";"stały";"Szkoła Podstawowa w Kobylanach, Kobylany ul. Jana Pawła II 61, 32-082 Bolechowice";"gm. Zabierzów";"krakowski";"małopolskie";"631";"715";"114";"517";"0";"8";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"10";"2";"8";"0";"507";"206";"301"
"287b-49de-b1b8-9265-eee1-2702-4b53-e6d0";"120616";"31";"12";"wieś";"stały";"Świetlica Wiejska w Niegoszowicach, Niegoszowice ul. Rostworowskich 23, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"640";"714";"139";"501";"0";"1";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"12";"0";"12";"0";"489";"257";"232"
"c30c-f555-7341-17d4-cbe2-8c1e-4339-30cd";"120616";"31";"13";"wieś";"stały";"Szkoła Podstawowa w Nielepicach, Nielepice ul. Długa 17, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"610";"675";"118";"492";"0";"2";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"18";"7";"11";"0";"474";"224";"250"
"0657-6aa1-19a7-e086-3247-8b55-461a-1e02";"120616";"31";"14";"wieś";"stały";"Świetlica OSP w Radwanowicach, Radwanowice ul. 21 Lipca 56, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"480";"537";"125";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"23";"5";"18";"0";"331";"127";"204"
"d8fe-184e-b54f-3b8c-fc43-fe2e-9ea0-52cd";"120616";"31";"15";"wieś";"stały";"Szkoła Podstawowa w Rudawie, ul. Stanisława Polaczka 25, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"1579";"1797";"359";"1219";"3";"18";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"1";"1219";"56";"27";"29";"0";"1163";"561";"602"
"274d-4761-4ab8-2401-edd4-2cf2-9e0a-ebe2";"120616";"31";"16";"wieś";"stały";"Świetlica wiejska w Pisarach, Pisary ul. Płk. Pisarskiego 132, 32-064 Rudawa";"gm. Zabierzów";"krakowski";"małopolskie";"568";"635";"132";"436";"0";"2";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"9";"4";"5";"0";"427";"211";"216"
"972c-83b0-1689-0d5d-a12e-f36d-fbcd-8133";"120616";"31";"17";"wieś";"stały";"Szkoła Podstawowa w Rząsce, Rząska ul. Krakowska 122, 30-199 Kraków";"gm. Zabierzów";"krakowski";"małopolskie";"1841";"2018";"387";"1454";"5";"20";"0";"0";"0";"0";"0";"0";"0";"1454";"0";"0";"1454";"61";"16";"45";"0";"1393";"791";"602"
"fb9e-cb16-31b7-18eb-510d-6e20-d082-db38";"120616";"31";"18";"wieś";"stały";"Świetlica Wiejska w Szczyglicach, Szczyglice ul. Sportowa 38, 32-083 Balice";"gm. Zabierzów";"krakowski";"małopolskie";"530";"589";"93";"437";"5";"3";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"21";"5";"16";"0";"416";"195";"221"
"1d8d-497d-1151-7fbc-da51-a3ae-085c-9814";"120616";"31";"19";"wieś";"stały";"Dom Pomocy Społecznej w Więckowicach, Więckowice ul. Słoneczna 3, 32-082 Bolechowice";"gm. Zabierzów";"krakowski";"małopolskie";"470";"544";"114";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"14";"5";"9";"0";"342";"164";"178"
"8dea-3a1a-05e1-49ac-9b61-32ae-c2f5-77bf";"120616";"31";"20";"wieś";"stały";"SCKiP w Zabierzowie, ul. Szkolna 2, 32-080 Zabierzów";"gm. Zabierzów";"krakowski";"małopolskie";"1738";"1942";"371";"1367";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1367";"0";"0";"1367";"81";"20";"61";"0";"1286";"785";"501"
"ca10-7d94-dc96-dd31-0b2d-c5de-9cc6-64b2";"120616";"31";"21";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zabierzowie, ul. Kolejowa 15, 32-080 Zabierzów";"gm. Zabierzów";"krakowski";"małopolskie";"871";"962";"154";"717";"0";"0";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"30";"11";"19";"0";"686";"445";"241"
"6542-3751-7545-0673-baab-f166-1c34-8625";"120616";"31";"22";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zabierzowie, ul. Kolejowa 15, 32-080 Zabierzów";"gm. Zabierzów";"krakowski";"małopolskie";"1439";"1601";"314";"1125";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"41";"21";"20";"0";"1083";"673";"410"
"267a-ea07-20db-c14d-f199-d5af-0150-923c";"120617";"31";"1";"wieś";"stały";"Budynek Wielofunkcyjny w Batowicach, Batowice ul. Matejki 20, 32-086 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"791";"870";"213";"578";"0";"6";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"20";"5";"15";"0";"556";"257";"299"
"4830-e292-a795-f2ee-3b9c-4922-f000-6f56";"120617";"31";"2";"wieś";"stały";"Przedszkole Samorządowe w Węgrzcach z siedzibą w Bibicach, Bibice ul. Tadeusza Kościuszki 56, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1691";"1841";"276";"1415";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1412";"0";"0";"1412";"30";"10";"20";"0";"1382";"853";"529"
"b2be-5a47-742b-ac85-3563-9afb-f69c-ed9b";"120617";"31";"3";"wieś";"stały";"Przedszkole Samorządowe w Węgrzcach z siedzibą w Bibicach, Bibice ul. Tadeusza Kościuszki 56, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1191";"1307";"269";"922";"2";"6";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"30";"10";"20";"0";"892";"503";"389"
"b45b-2628-32da-f28a-c302-3c65-f01d-e157";"120617";"31";"4";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Wyspiańskiego w Bibicach, Bibice ul. Tadeusza Kościuszki 56 A, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1232";"1383";"151";"1081";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"38";"14";"24";"0";"1042";"665";"377"
"c38d-04a6-9248-73c3-7e7a-b9bb-b4ba-6ac5";"120617";"31";"5";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Wyspiańskiego w Bibicach, Bibice ul. Tadeusza Kościuszki 56A, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1240";"1363";"241";"999";"4";"8";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"48";"17";"31";"0";"950";"563";"387"
"3d0a-529b-8aba-93e2-75c0-aa5f-2190-602c";"120617";"31";"6";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Zielonkach, ul. Księdza Michalika 2, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1389";"1562";"130";"1259";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"56";"13";"43";"0";"1203";"843";"360"
"f81c-744f-a19d-7448-90a7-ac22-ca1d-8f37";"120617";"31";"7";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Zielonkach, ul. Księdza Michalika 2, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1462";"1634";"290";"1172";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"35";"16";"19";"0";"1135";"546";"589"
"4a1a-765f-c390-6c26-b9ed-0eec-be6a-61ce";"120617";"31";"8";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Zielonkach, ul. Księdza Michalika 2, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1360";"1479";"228";"1132";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1132";"0";"0";"1132";"43";"8";"35";"0";"1089";"678";"411"
"5d23-1ee6-9cc0-c4fe-d8b9-3725-dfc0-8cc6";"120617";"31";"9";"wieś";"stały";"Urząd Gminy Zielonki-Sala Konferencyjna, ul. Krakowskie Przedmieście 116, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1330";"1465";"330";"1000";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"31";"13";"18";"0";"969";"512";"457"
"ff6c-6d87-6ee8-2d99-0979-cb2c-7001-18bd";"120617";"31";"10";"wieś";"stały";"Szkoła Podstawowa im. Jerzego Kukuczki w Korzkwi, Korzkiew ul. Podzamcze 11, 32-088 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"1610";"1760";"336";"1274";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"0";"1274";"64";"18";"46";"0";"1210";"630";"580"
"1da0-1862-3cfa-3977-cd20-e762-ffb0-7ee1";"120617";"31";"11";"wieś";"stały";"Szkoła Podstawowa im. Józefa Piłsudskiego w Woli Zachariaszowskiej, Wola Zachariaszowska ul. Św. Floriana 1, 32-087 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"950";"1036";"210";"740";"0";"4";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"25";"7";"18";"0";"715";"353";"362"
"c584-7821-f080-640f-11a0-110b-9498-7265";"120617";"31";"12";"wieś";"stały";"Szkoła Podstawowa im. Eugeniusza Kwiatkowskiego w Owczarach, Owczary ul. Długa 72, 32-088 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"680";"748";"229";"451";"0";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"20";"5";"15";"0";"431";"229";"202"
"68ab-3eab-e454-94df-2b25-a4b5-243d-17ad";"120617";"31";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Owczarach, Owczary ul. Kasztanowa 20, 32-088 Zielonki";"gm. Zielonki";"krakowski";"małopolskie";"65";"75";"34";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"0";"1";"0";"30";"13";"17"
