"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Radosław LUBCZYK - nr na liście 1";"Stefan Józef ROMECKI - nr na liście 2";"Elżbieta Henryka GUMIŃSKA-WASIAK - nr na liście 3";"Lech BANY - nr na liście 4";"Jerzy HARŁACZ - nr na liście 5";"Agnieszka Alicja BRODOWSKA - nr na liście 6";"Stanisław KUCZYŃSKI - nr na liście 7";"Aldona Teresa PIASKOWSKA - nr na liście 8";"Adam DRAPAŁA - nr na liście 9";"Roman WIŚNIEWSKI - nr na liście 10";"Sylwia HALAMA - nr na liście 11";"Agata Anna SŁODKOWSKA - nr na liście 12";"Piotr IWAT - nr na liście 13";"Halina SAMEK - nr na liście 14";"Marcin MAJCZYNA - nr na liście 15";"Ryszard Józef MIĆKO - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Czesław HOC - nr na liście 1";"Paweł Maciej SZEFERNAKER - nr na liście 2";"Małgorzata Joanna GOLIŃSKA - nr na liście 3";"Stefan Zdzisław STRZAŁKOWSKI - nr na liście 4";"Marek Andrzej SUBOCZ - nr na liście 5";"Artur WIŚNIEWSKI - nr na liście 6";"Jan Andrzej OWSIAK - nr na liście 7";"Izabella Marzena SOZAŃSKA-MAJCHRZAK - nr na liście 8";"Jakub Mikołaj PYŻANOWSKI - nr na liście 9";"Ryszard Ambroży CHRUŚCIEL - nr na liście 10";"Barbara NAGÓRSKA - nr na liście 11";"Grzegorz BŁASZCZYK - nr na liście 12";"Barbara KĘDZIOR - nr na liście 13";"Halina Zofia SZTREJA - nr na liście 14";"Jacek Piotr SZADZEWICZ - nr na liście 15";"Emilia Kazimiera NIEMYT - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Barbara PROKOP-PACZKOWSKA - nr na liście 1";"Jerzy Waldemar KOTLĘGA - nr na liście 2";"Jacek Artur WEZGRAJ - nr na liście 3";"Andrzej LEWANDOWSKI - nr na liście 4";"Agnieszka SZUBA - nr na liście 5";"Lech Antoni FABIAŃCZYK - nr na liście 6";"Agnieszka Katarzyna MASTALERZ - nr na liście 7";"Józef Romuald SZKANDERA - nr na liście 8";"Ewa Bożena KOKOT - nr na liście 9";"Katarzyna Petronela PAPROCKA - nr na liście 10";"Magdalena Teresa KUSIAKIEWICZ - nr na liście 11";"Hanna KUJATH - nr na liście 12";"Marcin Dominik ADAMCZYK - nr na liście 13";"Łukasz Patryk OLSZEWSKI - nr na liście 14";"Maciej Walenty BOCK - nr na liście 15";"Małgorzata Genowefa CHYŁA - nr na liście 16";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof Robert CHMIELEWSKI - nr na liście 1";"Aleksandra Urszula ZADENCKA - nr na liście 2";"Monika TKACZYK - nr na liście 3";"Edyta BELKA - nr na liście 4";"Piotr KARPIŃSKI - nr na liście 5";"Mieczysław Eugeniusz ARCIUSZKIEWICZ - nr na liście 6";"Małgorzata Dorota KOTWICKA - nr na liście 7";"Mateusz Jacek WOJTASZEWSKI - nr na liście 8";"Agata Anna RADEK - nr na liście 9";"Kamil WĄWOŹNY - nr na liście 10";"Kamilla Maria CZERWIŃSKA - nr na liście 11";"Łukasz KUREK - nr na liście 12";"Artur Jan SZULGANIUK - nr na liście 13";"Michał RAWDANOWICZ - nr na liście 14";"Artur GŁOWACKI - nr na liście 15";"Dariusz Tadeusz KOT - nr na liście 16";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr Benedykt ZIENTARSKI - nr na liście 1";"Tomasz CZUCZAK - nr na liście 2";"Marek Tomasz HOK - nr na liście 3";"Barbara Anna GRYGORCEWICZ - nr na liście 4";"Paweł SUSKI - nr na liście 5";"Adam OSTASZEWSKI - nr na liście 6";"Elżbieta Wiesława KARLIŃSKA - nr na liście 7";"Tomasz STRZĄBAŁA - nr na liście 8";"Wioletta KASZAK - nr na liście 9";"Jacek Jerzy KOZŁOWSKI - nr na liście 10";"Marek Tomasz FIRKOWSKI - nr na liście 11";"Marcin Sylwester URBANIAK - nr na liście 12";"Danuta Zofia BUTRYM - nr na liście 13";"Małgorzata LEŚNIEWSKA - nr na liście 14";"Anna BAŃKOWSKA - nr na liście 15";"Jerzy HARDIE-DOUGLAS - nr na liście 16"
"75c9-415b-1334-3aa2-07b6-febc-07a2-e801";"320908";"40";"6";"wieś";"stały";"Świetlica wiejska, Niedalino 29A, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"700";"760";"338";"362";"1";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"12";"9";"3";"0";"350";"47";"12";"12";"7";"0";"2";"3";"2";"1";"0";"0";"4";"2";"1";"0";"0";"1";"121";"36";"49";"12";"4";"3";"4";"3";"1";"2";"1";"0";"2";"2";"0";"0";"2";"61";"20";"11";"16";"3";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"6";"17";"10";"3";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"104";"44";"20";"2";"17";"5";"1";"4";"4";"0";"2";"0";"0";"1";"1";"0";"3"
"bbba-1407-6e6a-d139-585a-5f8d-22d9-5b08";"320908";"40";"7";"wieś";"stały";"Szkoła Podstawowa, Zegrze Pomorskie 32A, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"410";"450";"220";"190";"1";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"3";"2";"1";"0";"187";"19";"2";"6";"5";"0";"2";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"84";"25";"33";"4";"5";"1";"4";"4";"2";"0";"1";"0";"2";"0";"3";"0";"0";"27";"10";"6";"3";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"6";"3";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"51";"29";"11";"1";"4";"0";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"d23a-cda4-3419-9ad6-e62d-0982-1fb0-2904";"321301";"40";"1";"miasto";"stały";"Społeczna Szkoła Podstawowa im. Lotników Morskich Społecznego Towarzystwa Oświatowego w Darłowie, ul. Zwycięstwa 1, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"861";"1058";"132";"729";"1";"141";"0";"0";"0";"0";"0";"0";"0";"729";"0";"0";"729";"10";"6";"4";"0";"719";"34";"15";"0";"3";"0";"0";"3";"1";"0";"3";"1";"3";"3";"0";"0";"0";"2";"239";"97";"77";"14";"6";"14";"5";"3";"9";"3";"1";"2";"3";"4";"0";"0";"1";"162";"73";"23";"10";"30";"4";"0";"0";"0";"1";"2";"2";"2";"4";"1";"1";"9";"40";"18";"1";"2";"1";"4";"1";"2";"0";"2";"1";"0";"5";"1";"0";"1";"1";"244";"73";"5";"4";"11";"9";"1";"117";"4";"1";"2";"3";"1";"2";"9";"0";"2"
"fafe-227b-f2ba-fdba-50f0-0ec7-8e8e-72f8";"321301";"40";"2";"miasto";"stały";"Niepubliczne Przedszkole ""Akademia Przedszkolaka"", ul. Morska 53, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1270";"1390";"531";"739";"4";"31";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"13";"10";"3";"0";"726";"43";"12";"2";"10";"0";"0";"3";"1";"3";"6";"0";"3";"0";"0";"1";"0";"2";"253";"103";"83";"26";"10";"7";"4";"2";"2";"0";"2";"1";"6";"3";"0";"0";"4";"130";"50";"16";"11";"36";"3";"0";"2";"0";"0";"2";"0";"0";"1";"3";"0";"6";"42";"20";"2";"4";"2";"0";"0";"1";"0";"0";"1";"0";"3";"1";"1";"1";"6";"258";"48";"13";"16";"8";"5";"2";"151";"0";"0";"0";"1";"2";"0";"5";"4";"3"
"b890-4ee1-3fd9-dd12-28bd-78c6-de35-63a5";"321301";"40";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Króla Eryka Pomorskiego, ul. Franciszkańska 2, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1211";"1324";"547";"664";"2";"19";"0";"0";"0";"0";"0";"0";"0";"664";"0";"0";"664";"18";"14";"4";"0";"646";"44";"13";"6";"9";"1";"2";"1";"0";"0";"4";"1";"4";"1";"2";"0";"0";"0";"225";"73";"78";"26";"8";"9";"6";"6";"1";"0";"1";"3";"5";"2";"2";"3";"2";"108";"39";"12";"10";"17";"9";"2";"3";"0";"3";"2";"0";"0";"4";"1";"2";"4";"42";"15";"3";"2";"1";"6";"0";"0";"1";"2";"0";"1";"5";"2";"0";"0";"4";"227";"34";"1";"7";"2";"9";"2";"160";"0";"1";"1";"1";"2";"0";"4";"0";"3"
"153b-647e-5279-1d44-894f-b9c1-ad2b-7cd3";"321301";"40";"4";"miasto";"stały";"Niepubliczne Przedszkole ""Jacek i Agatka"", ul. Zamkowa 6, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1270";"1348";"466";"804";"1";"12";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"14";"11";"3";"0";"790";"62";"16";"5";"9";"1";"4";"3";"2";"2";"10";"1";"3";"2";"3";"0";"0";"1";"221";"84";"68";"25";"13";"5";"3";"4";"1";"0";"1";"5";"3";"1";"4";"0";"4";"162";"62";"20";"16";"36";"10";"1";"2";"1";"0";"0";"1";"0";"1";"1";"3";"8";"31";"12";"1";"2";"3";"2";"0";"1";"0";"2";"0";"1";"2";"2";"0";"1";"2";"314";"60";"8";"18";"7";"3";"3";"200";"4";"0";"0";"1";"0";"0";"1";"7";"2"
"1a2d-5f7e-bb9a-a6d7-428d-abf1-165f-a2ff";"321301";"40";"5";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. Ojca Damiana Tynieckiego 20, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1210";"1317";"406";"804";"0";"11";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"9";"7";"2";"0";"795";"73";"15";"8";"12";"1";"0";"3";"3";"4";"9";"0";"5";"6";"2";"2";"0";"3";"233";"67";"101";"18";"5";"9";"9";"6";"5";"2";"1";"2";"6";"0";"0";"0";"2";"140";"50";"17";"14";"33";"5";"2";"4";"0";"2";"2";"0";"0";"3";"1";"0";"7";"45";"18";"1";"3";"1";"0";"1";"3";"2";"1";"3";"1";"5";"0";"1";"3";"2";"304";"45";"8";"17";"12";"6";"4";"196";"3";"1";"0";"2";"1";"0";"5";"2";"2"
"cc4f-129d-22b9-2547-59a4-3738-fb3f-c7fd";"321301";"40";"6";"miasto";"stały";"Zespół Szkół im. Stefana Żeromskiego, ul. Fryderyka Chopina 4, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1321";"1439";"435";"886";"2";"14";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"11";"8";"3";"0";"875";"52";"17";"2";"5";"2";"2";"3";"3";"2";"8";"1";"2";"4";"1";"0";"0";"0";"231";"95";"74";"35";"8";"4";"4";"0";"3";"1";"0";"1";"1";"1";"1";"0";"3";"176";"68";"14";"26";"39";"8";"1";"4";"0";"2";"1";"0";"1";"1";"1";"0";"10";"56";"23";"5";"5";"6";"7";"0";"2";"2";"0";"0";"1";"0";"0";"0";"0";"5";"360";"48";"5";"17";"13";"1";"5";"246";"2";"4";"3";"0";"0";"2";"5";"5";"4"
"c13e-6170-1b07-8be4-d7e3-da0e-7492-64c2";"321301";"40";"7";"miasto";"stały";"Internat Zespołu Szkół Morskich, ul. Stefana Żeromskiego 25, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1299";"1411";"508";"791";"1";"3";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"8";"5";"3";"0";"783";"55";"14";"8";"8";"1";"0";"3";"5";"1";"4";"2";"4";"3";"0";"2";"0";"0";"257";"95";"69";"33";"19";"6";"14";"5";"2";"1";"1";"2";"7";"2";"0";"1";"0";"130";"37";"17";"17";"37";"5";"2";"1";"0";"1";"2";"3";"0";"1";"3";"0";"4";"38";"12";"4";"4";"2";"3";"0";"1";"1";"2";"0";"0";"2";"0";"2";"0";"5";"303";"41";"4";"9";"8";"8";"2";"205";"5";"1";"1";"1";"0";"1";"10";"6";"1"
"420a-3db6-89ce-ce7e-d739-3d75-c926-be0b";"321301";"40";"8";"miasto";"stały";"Miejski Zarząd Budynków Komunalnych, ul. 1 - go Maja 3, 76-150 Darłowo";"m. Darłowo";"sławieński";"zachodniopomorskie";"1260";"1368";"492";"768";"2";"6";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"10";"6";"4";"0";"758";"39";"12";"2";"8";"0";"1";"1";"1";"2";"7";"2";"2";"0";"0";"0";"0";"1";"244";"85";"71";"52";"6";"4";"6";"2";"5";"1";"1";"3";"2";"1";"0";"0";"5";"158";"55";"24";"13";"45";"6";"0";"1";"0";"0";"2";"0";"1";"1";"2";"0";"8";"33";"10";"4";"4";"2";"0";"1";"3";"1";"0";"0";"1";"2";"0";"0";"2";"3";"284";"38";"8";"15";"8";"3";"1";"192";"1";"0";"1";"2";"0";"0";"6";"6";"3"
"9123-6bae-1375-df7a-c4b7-7b26-6324-2b40";"321302";"40";"1";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Sempołowskiej 3, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"1600";"1734";"537";"1063";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"19";"12";"7";"0";"1044";"89";"16";"4";"12";"1";"2";"4";"0";"3";"26";"2";"2";"7";"4";"3";"1";"2";"409";"135";"85";"15";"6";"13";"4";"7";"114";"3";"1";"6";"8";"3";"1";"1";"7";"178";"60";"28";"26";"21";"10";"1";"3";"0";"2";"4";"0";"1";"7";"5";"2";"8";"72";"45";"6";"4";"2";"5";"0";"3";"1";"2";"1";"0";"1";"0";"0";"0";"2";"296";"100";"7";"3";"21";"6";"1";"55";"22";"0";"1";"32";"0";"1";"43";"2";"2"
"d184-d056-276e-54b4-60dc-5247-c653-0286";"321302";"40";"2";"miasto";"stały";"Urząd Miejski, ul. Skłodowskiej 9, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"1710";"1858";"788";"922";"4";"6";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"16";"9";"7";"0";"906";"72";"22";"4";"6";"1";"3";"2";"8";"4";"14";"1";"1";"0";"5";"1";"0";"0";"331";"83";"96";"21";"7";"5";"8";"7";"90";"2";"0";"2";"5";"1";"1";"2";"1";"177";"71";"11";"25";"18";"9";"0";"2";"3";"4";"4";"1";"1";"13";"4";"4";"7";"64";"28";"3";"12";"4";"3";"0";"2";"1";"1";"0";"0";"3";"0";"0";"2";"5";"262";"97";"3";"3";"14";"2";"2";"52";"16";"1";"3";"25";"1";"3";"33";"4";"3"
"b9b8-a1d6-6da0-fec7-00aa-c44b-9be8-28e6";"321302";"40";"3";"miasto";"stały";"Ośrodek Sportu i Rekreacji w Sławnie, Plac Sportowy 1, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"1641";"1800";"662";"979";"7";"2";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"20";"14";"6";"0";"959";"85";"23";"6";"6";"1";"1";"3";"3";"0";"23";"1";"1";"5";"3";"2";"1";"6";"370";"110";"89";"12";"6";"18";"6";"4";"100";"4";"2";"1";"6";"3";"0";"3";"6";"161";"71";"20";"8";"18";"8";"2";"10";"0";"1";"6";"0";"2";"9";"2";"2";"2";"69";"29";"6";"7";"2";"6";"0";"3";"1";"2";"1";"0";"4";"0";"0";"1";"7";"274";"87";"8";"13";"18";"12";"2";"41";"21";"1";"1";"27";"1";"1";"36";"3";"2"
"d78f-2fde-f544-32e7-f06d-555f-008a-7a44";"321302";"40";"4";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnej im. M. Grzegorzewskiej, ul. Kopernika 9, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"1692";"1834";"645";"1047";"5";"5";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"19";"18";"1";"0";"1028";"63";"11";"3";"11";"3";"1";"3";"3";"0";"19";"3";"1";"2";"1";"0";"1";"1";"461";"161";"128";"27";"5";"23";"9";"3";"84";"6";"1";"2";"6";"2";"0";"1";"3";"163";"71";"17";"15";"13";"11";"2";"5";"0";"3";"1";"1";"1";"9";"6";"2";"6";"64";"31";"2";"4";"2";"8";"2";"1";"3";"1";"1";"0";"2";"1";"1";"2";"3";"277";"85";"11";"8";"11";"7";"7";"35";"22";"7";"2";"28";"0";"3";"38";"6";"7"
"9e50-1d22-b696-4ecc-3c4b-7593-8d8b-0338";"321302";"40";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Juliusza Kossaka 31, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"2079";"2254";"767";"1312";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1312";"0";"0";"1312";"14";"8";"6";"0";"1298";"104";"23";"4";"14";"1";"1";"9";"1";"1";"34";"0";"6";"2";"4";"0";"1";"3";"523";"192";"141";"18";"8";"16";"7";"5";"102";"2";"3";"5";"10";"7";"1";"3";"3";"229";"105";"29";"25";"20";"8";"4";"5";"1";"2";"2";"0";"1";"16";"2";"0";"9";"81";"41";"1";"4";"3";"5";"2";"1";"3";"4";"1";"2";"3";"0";"4";"1";"6";"361";"149";"16";"4";"14";"7";"8";"51";"21";"0";"0";"40";"1";"3";"46";"0";"1"
"82b8-f987-2f86-5bef-6de2-5538-657f-1b3b";"321302";"40";"6";"miasto";"zakład leczniczy";"Szpital Powiatowy w Sławnie, ul. 1 - go Pułku Ułanów 9, 76-100 Sławno";"m. Sławno";"sławieński";"zachodniopomorskie";"50";"31";"21";"29";"0";"3";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"1";"1";"0";"0";"28";"3";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"16";"4";"3";"3";"0";"0";"2";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"3";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1016-3249-cccd-6809-1fee-fbc4-f13e-5873";"321303";"40";"1";"wieś";"stały";"Świetlica Wiejska, Barzowice 10, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"289";"327";"110";"179";"0";"3";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"9";"8";"1";"0";"170";"27";"4";"1";"4";"0";"1";"1";"0";"0";"12";"0";"2";"1";"0";"1";"0";"0";"52";"14";"19";"6";"3";"0";"1";"2";"1";"0";"1";"0";"4";"0";"0";"1";"0";"29";"9";"5";"5";"3";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"2";"19";"11";"2";"0";"1";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"43";"13";"3";"1";"1";"2";"0";"14";"3";"1";"0";"0";"0";"1";"4";"0";"0"
"615f-2f90-6cec-6527-4602-3c0c-d608-482c";"321303";"40";"2";"wieś";"stały";"Szkoła Podstawowa im. Ludzi Morza, Kopnica 24, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"360";"404";"176";"184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"3";"3";"0";"0";"181";"20";"5";"2";"4";"1";"2";"0";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"79";"31";"17";"5";"4";"2";"6";"0";"1";"1";"0";"1";"4";"1";"0";"1";"5";"29";"12";"2";"3";"4";"4";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"11";"3";"0";"0";"1";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"42";"6";"2";"1";"3";"1";"0";"23";"1";"1";"0";"0";"0";"1";"2";"0";"1"
"de9c-c88c-9ab6-795a-8789-c201-da5f-eb43";"321303";"40";"3";"wieś";"stały";"Świetlica Wiejska, Cisowo 9, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"370";"412";"156";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"3";"3";"0";"0";"211";"35";"5";"0";"14";"2";"0";"0";"1";"0";"10";"2";"0";"0";"0";"0";"0";"1";"67";"27";"20";"4";"3";"3";"3";"1";"0";"0";"0";"2";"2";"1";"0";"1";"0";"31";"11";"4";"4";"4";"5";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"10";"5";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"68";"20";"0";"3";"1";"0";"0";"38";"0";"0";"0";"0";"0";"2";"1";"3";"0"
"7c5a-9795-a7d8-b7ef-3685-d00f-f3a3-d497";"321303";"40";"4";"wieś";"stały";"Świetlica Wiejska, Kowalewice 13, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"370";"406";"180";"190";"0";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"5";"4";"1";"0";"185";"28";"5";"0";"3";"0";"1";"2";"5";"1";"7";"0";"2";"0";"1";"1";"0";"0";"85";"32";"20";"10";"4";"2";"3";"0";"4";"1";"0";"0";"5";"1";"0";"0";"3";"20";"9";"2";"0";"2";"3";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"8";"4";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"44";"8";"0";"0";"1";"3";"1";"27";"0";"1";"0";"0";"0";"0";"0";"1";"2"
"6331-1bb5-f143-b885-ece3-f832-da34-e4c7";"321303";"40";"5";"wieś";"stały";"Świetlica Wiejska, Domasławice 31, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"400";"445";"174";"226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"3";"3";"0";"0";"223";"17";"5";"1";"4";"1";"0";"0";"1";"0";"4";"0";"1";"0";"0";"0";"0";"0";"91";"33";"24";"12";"2";"0";"4";"5";"0";"3";"1";"3";"3";"1";"0";"0";"0";"45";"16";"7";"8";"9";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"7";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"2";"57";"12";"2";"0";"1";"1";"0";"39";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"445b-dd89-5de4-dea7-9c46-8c7a-6661-56ea";"321303";"40";"6";"wieś";"stały";"Świetlica Wiejska, Krupy 17, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"400";"437";"185";"215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"2";"2";"0";"0";"213";"31";"8";"1";"9";"0";"1";"2";"2";"1";"3";"1";"1";"0";"0";"2";"0";"0";"96";"45";"17";"11";"2";"6";"2";"1";"2";"0";"0";"2";"2";"3";"0";"1";"2";"31";"5";"5";"2";"10";"2";"0";"0";"0";"3";"0";"0";"1";"0";"0";"1";"2";"14";"4";"1";"1";"2";"2";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"41";"10";"2";"0";"3";"1";"0";"22";"0";"0";"0";"0";"0";"0";"2";"1";"0"
"7cd3-f1d8-d6e8-bfdb-ed72-c61e-1a50-35b6";"321303";"40";"7";"wieś";"stały";"Świetlica Wiejska, Słowino 77, 76-150 Darłowo";"gm. Darłowo";"sławieński";"zachodniopomorskie";"310";"337";"128";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"5";"4";"1";"0";"177";"35";"2";"3";"17";"1";"0";"1";"1";"0";"8";"0";"2";"0";"0";"0";"0";"0";"87";"38";"32";"9";"2";"2";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"9";"7";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"2";"1";"1";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"37";"15";"5";"0";"2";"1";"0";"6";"0";"0";"0";"6";"1";"0";"1";"0";"0"
"29e3-08be-669f-303f-1afa-5053-8400-7f23";"321303";"40";"8";"wieś";"stały";"Szkoła Podstawowa im. Ratowników Morskich, Darłowska 6, 76-156 Dąbki";"gm. Darłowo";"sławieński";"zachodniopomorskie";"819";"1019";"8";"811";"0";"480";"1";"1";"0";"0";"0";"0";"1";"812";"1";"0";"812";"3";"2";"1";"0";"809";"49";"11";"6";"6";"3";"1";"5";"3";"1";"2";"0";"1";"2";"2";"3";"0";"3";"282";"118";"81";"25";"6";"4";"9";"7";"3";"1";"0";"7";"4";"4";"3";"2";"8";"146";"95";"9";"11";"4";"6";"1";"4";"0";"4";"1";"0";"0";"1";"1";"0";"9";"31";"16";"3";"1";"2";"0";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"4";"301";"126";"15";"7";"64";"12";"2";"55";"3";"3";"1";"0";"0";"1";"5";"7";"0"
