"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan Filip LIBICKI";"Jerzy Stanisław WIERZCHOWIECKI"
"646f-19e4-4456-316b-5202-beed-4bad-f31f";"301602";"89";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kościuszki 28, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"731";"792";"293";"438";"0";"1";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"9";"2";"7";"0";"429";"285";"144"
"5c15-bf59-f7b5-3e4e-f2ec-5c16-6e2a-61bb";"301602";"89";"3";"miasto";"stały";"Ośrodek Kultury, ul. Wojska Polskiego 4, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"972";"1061";"264";"708";"0";"1";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"24";"2";"22";"0";"684";"442";"242"
"1000-1d1e-7987-c40c-5951-8d13-16f5-0195";"301602";"89";"4";"miasto";"stały";"Przedszkole Samorządowe Nr 2, ul. Seminarialna 11, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"806";"882";"277";"529";"1";"4";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"26";"4";"22";"0";"503";"313";"190"
"20f9-012f-6cac-ded8-730c-8db9-4ed7-8cc0";"301602";"89";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Seminarialna 16, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"852";"934";"245";"607";"2";"2";"1";"1";"0";"0";"0";"0";"1";"608";"1";"0";"608";"16";"4";"12";"0";"592";"377";"215"
"7990-8f82-5ccb-2130-87a7-4f98-494d-5ab4";"301602";"89";"6";"miasto";"stały";"Centrum Integracji Społecznej, ul. Kościuszki 41, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"729";"801";"247";"482";"0";"2";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"11";"4";"7";"0";"471";"323";"148"
"1fe4-4376-cc56-0403-a242-5260-6a5e-536b";"301602";"89";"7";"miasto";"stały";"Liceum Ogólnokształcące (pawilon), ul. Wielka Poznańska 61, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"920";"1001";"289";"631";"1";"1";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"18";"2";"16";"0";"612";"426";"186"
"5c14-d655-f1b6-78fa-e129-cb75-425b-d2ca";"301602";"89";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 (budynek po przedszkolu), ul. Wielka Poznańska 36, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"923";"1016";"400";"523";"0";"3";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"12";"3";"9";"0";"511";"311";"200"
"5ad7-e927-91f6-0323-017f-6724-a9bc-9906";"301602";"89";"9";"miasto";"stały";"Dom Katechetyczny im. Św. Jana Bosko, ul. Kościelna 10, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"867";"922";"396";"471";"0";"3";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"13";"2";"11";"0";"458";"273";"185"
"1e80-dc48-23ff-1807-b2c1-2817-1dc9-96ad";"301602";"89";"10";"wieś";"stały";"Remiza /Świetlica OSP, Pruśce 29, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"922";"1019";"403";"519";"0";"1";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"18";"3";"15";"0";"501";"294";"207"
"ca61-be9e-d114-6ba3-62e4-172d-dcc6-bf04";"301602";"89";"11";"wieś";"stały";"Świetlica Wiejska, Studzieniec 25, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"913";"1006";"403";"510";"0";"1";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"11";"3";"8";"0";"499";"274";"225"
"cbae-612b-64d0-3cd1-b2e3-13ad-80b5-c12d";"301602";"89";"12";"wieś";"stały";"Szkoła Podstawowa, Parkowo 6, 64-608 Parkowo";"gm. Rogoźno";"obornicki";"wielkopolskie";"990";"1099";"381";"609";"0";"5";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"16";"3";"13";"0";"593";"316";"277"
"685c-c6a2-dcb5-31e1-e11e-7c63-c1ca-8190";"301602";"89";"13";"wieś";"stały";"Świetlica Wiejska, Grudna 25, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"529";"590";"209";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"8";"0";"8";"0";"311";"189";"122"
"918a-f056-e81c-657c-4427-9583-b3f1-421a";"301602";"89";"14";"wieś";"stały";"Świetlica Wiejska, Ruda 20A, 64-610 Rogoźno";"gm. Rogoźno";"obornicki";"wielkopolskie";"667";"743";"286";"381";"1";"1";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"9";"1";"8";"0";"372";"229";"143"
"9626-bbb4-1f78-5999-68ee-585c-219d-7ec2";"301602";"89";"15";"wieś";"stały";"Świetlica Wiejska, Gościejewo 80b, 64-611 Gościejewo";"gm. Rogoźno";"obornicki";"wielkopolskie";"742";"808";"380";"362";"0";"2";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"9";"2";"7";"0";"352";"234";"118"
"ecb6-8eae-336a-6504-1455-db92-bd02-218c";"301603";"89";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Nowa 1, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"1779";"1924";"585";"1194";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"46";"7";"39";"0";"1148";"750";"398"
"47d6-34a7-9d9b-a945-c149-f941-5a7f-3383";"301603";"89";"2";"wieś";"stały";"Przedszkole Publiczne, ul. Brzozowa 16, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"942";"1034";"468";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"10";"0";"10";"0";"464";"230";"234"
"ba3e-a828-526f-9a00-5d3e-fb69-a043-9e74";"301603";"89";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Ludomach, Ludomy 25, 64-603 Ludomy";"gm. Ryczywół";"obornicki";"wielkopolskie";"720";"776";"318";"402";"0";"2";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"13";"3";"10";"0";"389";"240";"149"
"5e20-86e5-64ba-2553-008e-6b1a-fed2-57e1";"301603";"89";"4";"wieś";"stały";"Świetlica wiejska w Radomiu, Radom 33, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"240";"255";"130";"110";"0";"1";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"5";"0";"5";"0";"105";"46";"59"
"f333-2417-5d9c-c357-f7cd-1886-bde7-0b2f";"301603";"89";"5";"wieś";"stały";"Świetlica wiejska w Gorzewie, Gorzewo 12, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"461";"508";"186";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"8";"1";"7";"0";"267";"164";"103"
"5942-e09f-020a-4389-2b00-6838-6b24-2e2f";"301603";"89";"6";"wieś";"stały";"Świetlica wiejska w Lipie, Lipa 74a, 64-603 Ludomy";"gm. Ryczywół";"obornicki";"wielkopolskie";"660";"733";"304";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"9";"2";"7";"0";"347";"207";"140"
"1a69-ad30-53d9-d6cf-9e99-de9a-e847-5ee7";"301603";"89";"7";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Wiardunkach, Wiardunki 64, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"288";"326";"90";"198";"0";"2";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"10";"3";"7";"0";"188";"107";"81"
"6823-8416-9bfe-2775-5cfe-c231-6928-0b8f";"302401";"89";"1";"miasto";"stały";"Zespół Szkół w Mieście Obrzycko, ul. Plac Lipowy 12, 64-520 Obrzycko";"m. Obrzycko";"szamotulski";"wielkopolskie";"1712";"1855";"603";"1109";"3";"4";"2";"2";"0";"0";"0";"0";"2";"1111";"2";"0";"1111";"57";"14";"43";"0";"1054";"653";"401"
"0c46-be2d-bf52-5420-cb15-96df-2c1e-202f";"302402";"89";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Broniewskiego 3, 64-550 Duszniki";"gm. Duszniki";"szamotulski";"wielkopolskie";"936";"1045";"232";"703";"0";"7";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"22";"5";"17";"0";"681";"512";"169"
"645c-f437-6e49-d61f-0f94-71ec-3f28-3543";"302402";"89";"2";"wieś";"stały";"Przedszkole w Dusznikach, ul. Kolejowa 7a, 64-550 Duszniki";"gm. Duszniki";"szamotulski";"wielkopolskie";"1441";"1610";"416";"1025";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"2";"1022";"38";"9";"29";"0";"984";"597";"387"
"4bbc-ad83-1e20-fa90-0b93-0bd5-853b-2d15";"302402";"89";"3";"wieś";"stały";"Świetlica Wiejska, ul. Stawna 3, 64-541 Podrzewie";"gm. Duszniki";"szamotulski";"wielkopolskie";"1398";"1555";"517";"881";"0";"0";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"43";"7";"36";"0";"838";"422";"416"
"06e2-ee9f-0c88-58ed-d1f9-b41a-bcb0-dadf";"302402";"89";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 16, 64-553 Grzebienisko";"gm. Duszniki";"szamotulski";"wielkopolskie";"1812";"2021";"559";"1253";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1253";"0";"0";"1253";"47";"18";"29";"0";"1206";"668";"538"
"bb18-9dff-053c-f069-50dc-edee-75ed-e9d3";"302402";"89";"5";"wieś";"stały";"Szkoła Podstawowa, Sędzinko ul. Szkolna 9, 64-552 Sędziny";"gm. Duszniki";"szamotulski";"wielkopolskie";"764";"838";"280";"484";"1";"5";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"12";"1";"11";"0";"471";"261";"210"
"7acd-2417-7495-2cde-e048-5dfd-5bd9-6286";"302403";"89";"1";"wieś";"stały";"Szkoła Podstawowa w Kaźmierzu, ul. Gimnazjalna 3, 64-530 Kaźmierz";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"1638";"1838";"463";"1175";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"41";"9";"32";"0";"1134";"820";"314"
"28f9-dea7-70c1-17f3-47b3-0aa5-c9bd-4478";"302403";"89";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bytyniu, ul. Szkolna 55, 64-542 Bytyń";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"729";"799";"305";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"12";"1";"11";"0";"412";"269";"143"
"b0e5-d229-634c-dffc-0e0b-27a1-09a7-1191";"302403";"89";"3";"wieś";"stały";"Budynek poszkolny, Sokolniki Wielkie 8, 64-530 Kaźmierz";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"620";"689";"239";"381";"0";"5";"0";"0";"0";"0";"0";"0";"0";"381";"0";"1";"380";"17";"3";"14";"0";"363";"205";"158"
"cfe8-c128-69a4-2784-14ed-b8a3-2c13-c5c1";"302403";"89";"4";"wieś";"stały";"Publiczne Przedszkole w Gaju Wielkim, Gaj Wielki ul. Kościelna 1, 64-530 Kaźmierz";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"612";"685";"261";"351";"0";"5";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"13";"3";"10";"0";"338";"183";"155"
"36c4-0475-5106-0f4a-2fdf-96c8-d313-b4ae";"302403";"89";"5";"wieś";"stały";"Gminny Ośrodek Kultury w Kaźmierzu, ul. Nowowiejska 15, 64-530 Kaźmierz";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"968";"1101";"226";"742";"3";"9";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"20";"7";"13";"0";"722";"516";"206"
"e123-98be-e681-89a2-14de-6b32-370f-c110";"302403";"89";"6";"wieś";"stały";"Szkoła Podstawowa w Kaźmierzu, ul. Gimnazjalna 3, 64-530 Kaźmierz";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"1300";"1465";"258";"1042";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"33";"9";"24";"0";"1009";"719";"290"
"2b5d-aca6-d79b-6745-d099-af26-5973-09b3";"302404";"89";"1";"wieś";"stały";"Świetlica Wiejska w Zielonejgórze, Zielonagóra ul. Szkolna 4a, 64-520 Obrzycko";"gm. Obrzycko";"szamotulski";"wielkopolskie";"2036";"2219";"907";"1129";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"33";"5";"28";"0";"1096";"636";"460"
"aa7d-e637-6542-a899-7d1f-50b6-f84c-f24f";"302404";"89";"2";"wieś";"stały";"Szkoła Podstawowa im. Juliana Tuwima w Gaju Małym, Gaj Mały 32, 64-520 Obrzycko";"gm. Obrzycko";"szamotulski";"wielkopolskie";"1127";"1242";"454";"673";"1";"1";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"12";"2";"10";"0";"661";"394";"267"
"aff9-d84b-5fd9-efed-e2e9-0d6d-ace1-1389";"302405";"89";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Jana Ostroroga 14, 64-560 Ostroróg";"gm. Ostroróg";"szamotulski";"wielkopolskie";"1533";"1675";"504";"1029";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"30";"8";"22";"0";"999";"632";"367"
"e519-4bdd-df85-8bce-7dcd-2b58-0449-b6ec";"302405";"89";"2";"wieś";"stały";"Urząd Miasta i Gminy, ul. Wroniecka 14, 64-560 Ostroróg";"gm. Ostroróg";"szamotulski";"wielkopolskie";"1964";"2162";"818";"1146";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"19";"3";"16";"0";"1126";"675";"451"
"07fa-61ce-3461-616f-f55d-fd73-97fb-ac2e";"302406";"89";"1";"miasto";"stały";"Liceum Ogólnokształcące, ul. św. Ducha 10, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"1856";"2023";"527";"1329";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1329";"0";"0";"1329";"43";"13";"30";"0";"1286";"814";"472"
"6cd5-2a63-63b8-a606-86a5-c512-0911-0ed7";"302406";"89";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Strzelecka 11A, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"1756";"1936";"466";"1290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"35";"11";"24";"0";"1255";"836";"419"
"b596-ff73-6080-759b-0f83-b90e-b8c3-25c7";"302406";"89";"3";"wieś";"stały";"Szkoła Podstawowa, Chełmno 26, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"477";"530";"226";"251";"0";"1";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"9";"9";"0";"0";"242";"126";"116"
"63de-02e8-97e2-9895-c071-3293-c8e1-be58";"302406";"89";"4";"wieś";"stały";"Szkoła Podstawowa, Nojewo 41, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"1099";"1213";"419";"680";"0";"2";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"23";"4";"19";"0";"657";"380";"277"
"cbe1-a023-0383-3b77-548b-2485-c4e1-ede4";"302406";"89";"5";"wieś";"stały";"Świetlica Wiejska, Przystanki 4A, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"548";"597";"298";"250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"10";"1";"9";"0";"238";"160";"78"
"0806-206a-67af-5d32-c153-b03d-0b1b-fdeb";"302406";"89";"6";"miasto";"stały";"Zespół Szkół, ul. Wolności 10, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"1990";"2171";"556";"1434";"15";"8";"0";"0";"0";"0";"0";"0";"0";"1434";"0";"0";"1434";"36";"12";"24";"0";"1398";"829";"569"
"4406-9f96-2c81-4b9d-02e1-1b68-82a7-fecc";"302406";"89";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Strzelecka 11A, 62-045 Pniewy";"gm. Pniewy";"szamotulski";"wielkopolskie";"1027";"1145";"404";"623";"1";"4";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"24";"4";"20";"0";"599";"311";"288"
"25b1-9c3a-a82f-eb9c-7754-5d5f-2704-db1c";"302407";"89";"1";"wieś";"stały";"Świetlica wiejska w Kąsinowie, Kąsinowo 54, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1580";"1730";"614";"966";"0";"5";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"23";"7";"16";"0";"942";"606";"336"
"0f3d-2567-5e06-ac84-4506-2091-51a9-1ce1";"302407";"89";"2";"wieś";"stały";"Szkoła Podstawowa w Pamiątkowie, ul. Szkolna 13, 64-514 Pamiątkowo";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1894";"2125";"509";"1385";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1385";"0";"0";"1385";"50";"6";"44";"0";"1335";"912";"423"
"c1f2-b259-6657-c201-c001-b534-05f5-4a71";"302407";"89";"3";"wieś";"stały";"Świetlica wiejska w Otorowie, ul. Łąkowa 2A, 64-551 Otorowo";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1659";"1822";"538";"1121";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"37";"10";"27";"0";"1084";"640";"444"
"ced8-e350-4880-6ade-5e35-1a23-4d0d-7755";"302407";"89";"4";"wieś";"stały";"PRH ""Gałopol"" Sp. z o. o., Gałowo ul. Wierzbowa 10, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1513";"1685";"576";"937";"0";"1";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"33";"14";"19";"0";"903";"505";"398"
"5605-7abf-889f-0c4d-75b0-efb0-2af6-a86f";"302407";"89";"5";"wieś";"stały";"Zespół Szkół Nr 2 w Szamotułach, ul. Szczuczyńska 3, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"968";"1067";"445";"523";"0";"1";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"13";"7";"6";"0";"510";"322";"188"
"1fcd-bb89-dcbd-5bd7-fc7b-9f5f-f555-d77c";"302407";"89";"6";"miasto";"stały";"Muzeum Zamek Górków, ul. Wroniecka 30, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1712";"1875";"497";"1215";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"0";"1215";"37";"11";"26";"0";"1178";"797";"381"
"3ce8-395a-01e7-ab31-3877-221f-1afc-c2ed";"302407";"89";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Szamotułach, ul. Szczuczyńska 5, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1662";"1819";"436";"1226";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"33";"10";"23";"0";"1193";"867";"326"
"22e2-133f-a7fc-9d28-5416-3a21-ff47-d977";"302407";"89";"8";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Szamotułach, ul. Szczuczyńska 5, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1475";"1636";"395";"1080";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"51";"19";"32";"0";"1029";"688";"341"
"9b0d-a078-be93-d710-766e-9438-afd2-c8c8";"302407";"89";"9";"miasto";"stały";"Zespół Szkół Nr 3 w Szamotułach, ul. Mickiewicza 4, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1059";"1160";"296";"764";"1";"2";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"29";"7";"22";"0";"735";"526";"209"
"c82f-1cc8-6b1b-0522-76b2-20e5-5659-2089";"302407";"89";"10";"miasto";"stały";"Zespół Szkół Nr 1 w Szamotułach, ul. Mickiewicza 9, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1264";"1371";"358";"906";"7";"0";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"28";"8";"20";"0";"878";"549";"329"
"5fa6-77ca-a744-3088-fe11-9b2d-a76d-0380";"302407";"89";"11";"miasto";"stały";"Zespół Szkół Specjalnych w Szamotułach, ul. Hugona Kołłątaja 1, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1307";"1455";"308";"999";"6";"1";"0";"0";"0";"0";"0";"0";"0";"999";"0";"0";"999";"22";"10";"12";"0";"977";"653";"324"
"f3c5-7abf-10af-2674-a906-743e-bc52-3239";"302407";"89";"12";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy Szamotuły, Rynek 10, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1077";"1201";"461";"616";"0";"3";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"15";"2";"13";"0";"601";"404";"197"
"dc0c-af0e-de06-6dda-0fd8-2bf9-ec52-95e7";"302407";"89";"13";"miasto";"stały";"Szamotulski Ośrodek Kultury, ul. Dworcowa 43, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1000";"1109";"348";"652";"2";"5";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"31";"9";"22";"0";"620";"407";"213"
"37a7-d85e-4525-2646-8c99-e1bc-4938-6028";"302407";"89";"14";"miasto";"stały";"Hotel Maraton, ul. Sportowa 6, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1410";"1550";"396";"1014";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1014";"0";"0";"1014";"43";"20";"23";"0";"971";"669";"302"
"4925-57ae-12da-396e-083e-c9d1-ad86-2c69";"302407";"89";"15";"miasto";"stały";"Centrum Sportu Sp. z o. o., ul. Sportowa 6, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"1237";"1379";"310";"927";"0";"3";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"29";"4";"25";"0";"898";"660";"238"
"4b5c-67ad-aedd-ed7e-a897-7532-96f1-d707";"302407";"89";"16";"miasto";"areszt śledczy";"Oddział Zewnętrzny w Szamotułach Zakładu Karnego we Wronkach, al. 1 Maja 5, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"191";"170";"86";"105";"0";"1";"0";"0";"0";"0";"0";"0";"0";"105";"0";"0";"105";"8";"1";"7";"0";"97";"69";"28"
"c557-1fd3-684e-e93a-92a1-88c9-3726-2a47";"302407";"89";"17";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Szamotułach, ul. Sukiennicza 13, 64-500 Szamotuły";"gm. Szamotuły";"szamotulski";"wielkopolskie";"45";"33";"34";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"7";"4"
"040e-06d4-b1d6-13c8-83aa-b7c6-df3d-d779";"302408";"89";"1";"miasto";"stały";"Wroniecki Ośrodek Kultury, ul. Poznańska 59, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"1446";"1575";"333";"1113";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"30";"10";"20";"0";"1083";"777";"306"
"6b43-4dc8-fc58-7111-8b94-4a83-e954-cbf1";"302408";"89";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Janusza Korczaka, ul. Mickiewicza 5, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"890";"972";"305";"585";"1";"0";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"22";"2";"20";"0";"563";"401";"162"
"af89-0eea-9375-78ab-4fac-ff91-32f0-1afe";"302408";"89";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Janusza Korczaka, ul. Mickiewicza 5, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"860";"920";"257";"603";"3";"1";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"16";"1";"15";"0";"587";"391";"196"
"7067-8151-b7eb-8115-9492-2079-3e11-fc0b";"302408";"89";"4";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Zbigniewa Herberta, ul. Polna 5, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"1049";"1139";"346";"703";"1";"1";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"26";"5";"21";"0";"677";"515";"162"
"7992-8ed9-08de-8b4b-480c-832c-7f23-2830";"302408";"89";"5";"miasto";"stały";"Przedszkole nr 1 ""Bajkowy Świat"", os. Borek 20, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"870";"965";"216";"654";"1";"5";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"15";"8";"7";"0";"638";"445";"193"
"58b6-9766-a25e-c1bb-53b0-fc10-5290-4526";"302408";"89";"6";"miasto";"stały";"Przedszkole nr 1 ""Bajkowy Świat"", os. Borek 20, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"1241";"1349";"333";"908";"0";"4";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"18";"9";"9";"0";"890";"625";"265"
"2ceb-48a5-c5a8-2293-86fd-5259-3acb-95ba";"302408";"89";"7";"miasto";"stały";"Budynek kulturalno-socjalny, ul. Topolowa 7, 64-510 Wronki";"gm. Wronki";"szamotulski";"wielkopolskie";"1540";"1692";"350";"1190";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"35";"15";"20";"0";"1155";"771";"384"
