"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Stanisław GOGACZ";"Arkadiusz KASZNIA";"Wojciech MATEŃKA";"Marcin WALASEK"
"21bf-3eb2-2c16-7c98-b8a4-b756-fcf7-3e31";"061105";"14";"2";"wieś";"stały";"Zespół Szkół w Dąbiu, Dąbie 83C, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"930";"1022";"379";"551";"0";"0";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"10";"3";"7";"0";"541";"377";"84";"50";"30"
"3c70-3d17-e7c8-cb39-ae4b-b579-23c4-cc80";"061105";"14";"3";"wieś";"stały";"Zespół Szkół w Gołąbkach, Gołąbki 33, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"882";"959";"293";"589";"0";"0";"0";"0";"0";"0";"0";"0";"0";"589";"0";"0";"589";"9";"3";"6";"0";"580";"391";"103";"57";"29"
"bdf4-bb49-2092-53f9-31b2-cb13-2c99-ca29";"061105";"14";"4";"wieś";"stały";"Zespół Szkół w Gręzówce, Gręzówka 41, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"1670";"1838";"592";"1078";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"17";"11";"6";"0";"1061";"805";"150";"71";"35"
"26d5-18ec-56f9-c8c3-1016-82d5-4d95-8d5d";"061105";"14";"5";"wieś";"stały";"Zespół Szkół w Krynce, Krynka 250, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"992";"1082";"321";"671";"0";"2";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"3";"3";"0";"0";"668";"506";"85";"50";"27"
"a264-a68a-9a19-cfa3-5fe4-382f-cb6d-154a";"061105";"14";"6";"wieś";"stały";"Zespół Szkół w Gołaszynie, Gołaszyn 29, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"729";"793";"250";"480";"0";"3";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"13";"6";"7";"0";"465";"292";"85";"68";"20"
"0ac6-5b95-f0f9-5a99-8660-3ae5-8e11-7d4f";"061105";"14";"7";"wieś";"stały";"Przedszkole ""Baśniowy Dworek"" w Łazach, Łazy 383, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"895";"977";"289";"606";"0";"1";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"19";"6";"13";"0";"587";"320";"166";"73";"28"
"4f66-86ee-8a1a-a009-a7b7-4f95-61f7-25e5";"061105";"14";"8";"wieś";"stały";"Szkoła Filialna w Turzych Rogach, Turze Rogi 50, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"394";"434";"127";"267";"0";"2";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"5";"2";"3";"0";"262";"185";"46";"17";"14"
"80b9-96d2-11c8-ee00-e110-f785-ebb9-e2e3";"061105";"14";"9";"wieś";"stały";"Zespół Szkół w Czerśli, Czerśl 1, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"923";"1025";"291";"632";"0";"4";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"10";"2";"8";"0";"622";"426";"110";"67";"19"
"e61c-acc1-5b0b-aa36-15eb-f160-52b9-b55c";"061105";"14";"10";"wieś";"stały";"Zespół Szkół w Strzyżewie, Strzyżew 128, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"527";"583";"205";"322";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"2";"0";"2";"0";"320";"255";"39";"15";"11"
"1b14-3ad7-3098-6380-5c55-47ca-3e39-cc7f";"061105";"14";"11";"wieś";"stały";"Zespół Szkół w Świdrach, Świdry 99, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"938";"1037";"309";"629";"3";"3";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"6";"2";"4";"0";"623";"441";"105";"53";"24"
"eb28-d0e3-41b9-07eb-6eb4-5496-7f78-746d";"061105";"14";"12";"wieś";"stały";"Zespół Szkół w Rolach, Role 114, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"742";"814";"285";"457";"0";"1";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"4";"2";"2";"0";"453";"315";"65";"50";"23"
"d0d8-f629-6fdf-f465-53d5-823b-58e8-db40";"061105";"14";"13";"wieś";"stały";"Zespół Szkół w Zalesiu, Zalesie 141, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"1339";"1470";"438";"901";"1";"2";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"13";"6";"7";"0";"888";"680";"110";"64";"34"
"bea7-fca4-47cc-0d99-e62b-681d-8e05-a967";"061105";"14";"14";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zarzeczu Łukowskim, Zarzecz Łukowski 54, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"386";"424";"158";"228";"0";"2";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"5";"0";"5";"0";"223";"182";"28";"11";"2"
"62d1-8569-66be-90b8-f2df-d6d0-072b-fe74";"061105";"14";"15";"wieś";"stały";"Świetlica wiejska w Sulejach, Suleje 54, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"564";"627";"164";"400";"1";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"3";"1";"2";"0";"397";"309";"46";"27";"15"
"1e3d-9f1a-ed7a-c21d-5b21-553c-4e88-b2bd";"061106";"14";"1";"wieś";"stały";"Świetlica w Charlejowie, Charlejów 57, 21-413 Serokomla";"gm. Serokomla";"łukowski";"lubelskie";"366";"398";"132";"234";"0";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"7";"2";"5";"0";"227";"165";"29";"20";"13"
"504b-d762-5ee1-004a-8d85-c4bc-d1ca-e860";"061106";"14";"2";"wieś";"stały";"Szkoła Podstawowa w Krzówce, Krzówka 37, 21-413 Serokomla";"gm. Serokomla";"łukowski";"lubelskie";"345";"379";"151";"194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"4";"0";"4";"0";"190";"133";"31";"17";"9"
"d9a5-d3d0-5683-801d-3ee1-f026-adf7-fff0";"061106";"14";"3";"wieś";"stały";"Budynek komunalny, Ruda 29, 21-413 Serokomla";"gm. Serokomla";"łukowski";"lubelskie";"377";"414";"184";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"4";"1";"3";"0";"189";"148";"17";"11";"13"
"0e6b-a503-78c2-c6b1-a324-2dc3-7b58-37a8";"061106";"14";"4";"wieś";"stały";"Zespół Szkół w Serokomli, ul. Warszawska 28, 21-413 Serokomla";"gm. Serokomla";"łukowski";"lubelskie";"1078";"1158";"449";"629";"3";"1";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"10";"3";"7";"0";"619";"442";"108";"44";"25"
"cd9e-ca4b-d344-e059-4499-5a40-151b-7793";"061106";"14";"5";"wieś";"stały";"Zespół Szkół w Serokomli, ul. Warszawska 28, 21-413 Serokomla";"gm. Serokomla";"łukowski";"lubelskie";"788";"861";"358";"430";"2";"3";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"7";"2";"5";"0";"423";"297";"70";"36";"20"
"5a39-35c7-6819-1377-a846-ea59-7984-1b0a";"061107";"14";"1";"wieś";"stały";"Centrum Społeczno-Kulturalne w Staninie, Stanin 105, 21-422 Stanin";"gm. Stanin";"łukowski";"lubelskie";"1683";"1839";"598";"1085";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"26";"6";"20";"0";"1059";"717";"213";"100";"29"
"e869-2dc4-1672-ae51-2877-ceab-6e0b-133e";"061107";"14";"2";"wieś";"stały";"Centrum Społeczno-Kulturalne w Tuchowiczu, Tuchowicz 47A, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"1257";"1371";"421";"836";"0";"3";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"28";"13";"15";"0";"808";"590";"122";"74";"22"
"8376-3fc0-f4aa-a869-021d-d808-6c29-24da";"061107";"14";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. St. Grafika w Zagoździu, Lipniak 5, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"773";"840";"264";"509";"0";"0";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"8";"0";"8";"0";"501";"366";"84";"36";"15"
"8d02-d445-1b22-36bc-8967-4f62-5ba6-911e";"061107";"14";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zastawiu, Zastawie 9, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"716";"776";"315";"401";"0";"5";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"14";"4";"10";"0";"387";"275";"58";"40";"14"
"8996-4170-aa11-4bfa-006f-cf83-2ccf-69f5";"061107";"14";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jeleńcu, Jeleniec 45, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"361";"399";"98";"263";"0";"2";"0";"0";"0";"0";"0";"0";"0";"263";"0";"1";"262";"10";"1";"9";"0";"252";"151";"66";"21";"14"
"b03d-6f19-a4ab-e807-ac51-9030-a676-17ba";"061107";"14";"6";"wieś";"stały";"Budynek byłej Szkoły Podstawowej we Wnętrznem, Wnętrzne 35A, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"270";"295";"98";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"12";"0";"12";"0";"160";"125";"13";"11";"11"
"38a1-4b50-38c4-4412-772c-e19d-6af9-f57e";"061107";"14";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sarnowie, Sarnów 19B, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"876";"947";"278";"598";"0";"2";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"28";"3";"25";"0";"570";"414";"92";"43";"21"
"e4ae-6bbc-21b3-4e5e-4124-e645-fd90-d455";"061107";"14";"8";"wieś";"stały";"Budynek Wiejski w Kopinie, Kopina 41A, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"467";"499";"180";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"4";"0";"4";"0";"283";"220";"26";"22";"15"
"2188-325e-b920-58a3-8163-6386-fd91-9dba";"061107";"14";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jonniku, Jonnik 20, 21-421 Tuchowicz";"gm. Stanin";"łukowski";"lubelskie";"491";"538";"217";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"10";"4";"6";"0";"264";"189";"36";"28";"11"
"e61a-e216-8778-5452-1b71-24ca-b906-b575";"061108";"14";"1";"wieś";"stały";"Urząd Gminy w Stoczku Łukowskim, Plac T. Kościuszki 1, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"624";"685";"212";"412";"0";"6";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"8";"3";"5";"0";"403";"277";"66";"42";"18"
"c4a2-7d76-d6de-9b17-59e8-8250-eeae-ba3f";"061108";"14";"2";"wieś";"stały";"Zespół Oświatowy w Jedlance, Jedlanka ul. Warszawska 13, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"500";"545";"140";"360";"2";"2";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"8";"2";"6";"0";"352";"280";"41";"19";"12"
"ebad-741b-8b4b-92e8-9c69-44fe-7e42-5ba2";"061108";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Kamionce, Kamionka 24, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"380";"410";"163";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"2";"1";"1";"0";"215";"181";"17";"12";"5"
"f8cf-eafc-512d-3fae-90ab-a776-1857-0439";"061108";"14";"4";"wieś";"stały";"Szkoła Podstawowa w Kisielsku, Kisielsk 84, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"636";"695";"245";"391";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"4";"0";"4";"0";"387";"311";"31";"35";"10"
"cf71-165c-5ae9-1123-f49a-c910-1bb5-4048";"061108";"14";"5";"wieś";"stały";"Szkoła Podstawowa w Starej Prawdzie, Stara Prawda 1, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"869";"954";"325";"544";"0";"9";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"9";"1";"8";"0";"535";"399";"70";"39";"27"
"bcd1-8bc3-ef5a-49e2-cfa6-2cf4-17a9-8029";"061108";"14";"6";"wieś";"stały";"Szkoła Filialna w Toczyskach, Toczyska 101, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"390";"427";"145";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"3";"1";"2";"0";"242";"185";"28";"20";"9"
"d7da-2ce3-5773-6ce5-598d-3f2b-8c29-4f46";"061108";"14";"7";"wieś";"stały";"Szkoła Podstawowa w Starej Róży, Stara Róża 35, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"615";"672";"253";"362";"0";"0";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"9";"1";"8";"0";"353";"279";"42";"22";"10"
"6253-4e16-020f-f38d-275d-0cb4-9398-f6e6";"061108";"14";"8";"wieś";"stały";"Szkoła Podstawowa w Starych Kobiałkach, Stare Kobiałki 18, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"1133";"1247";"409";"724";"0";"1";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"23";"5";"18";"0";"701";"517";"106";"49";"29"
"0e11-ddb2-a42a-b0e8-2a0e-9ae1-30c9-dd71";"061108";"14";"9";"wieś";"stały";"Remiza OSP w Jamielnem, Jamielne 37, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"294";"317";"103";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"7";"1";"6";"0";"184";"145";"27";"6";"6"
"5be7-f24b-fe4c-2e0d-e801-5606-5ab6-0548";"061108";"14";"10";"wieś";"stały";"Szkoła Podstawowa w Szyszkach, Szyszki 66, 21-450 Stoczek Łukowski";"gm. Stoczek Łukowski";"łukowski";"lubelskie";"335";"364";"138";"197";"0";"1";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"7";"1";"6";"0";"190";"141";"27";"15";"7"
"94eb-a7c6-aa06-def6-c243-3387-76f6-71db";"061109";"14";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Trzebieszowie, Trzebieszów Drugi 94A, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"1074";"1173";"379";"695";"1";"9";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"3";"1";"2";"0";"692";"535";"86";"56";"15"
"b587-36df-dbb2-fbcc-bbb7-df0f-4088-68f0";"061109";"14";"2";"wieś";"stały";"Szkoła Podstawowa w Mikłusach, Mikłusy 37, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"663";"720";"176";"487";"0";"1";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"3";"0";"3";"0";"484";"413";"41";"22";"8"
"dada-814c-0eb1-b1b5-94b4-c722-6898-adb4";"061109";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Celinach, Celiny 86, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"676";"749";"204";"472";"1";"1";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"4";"1";"3";"0";"468";"409";"37";"10";"12"
"79ec-57c5-d0d5-2be9-6e3c-ecc3-6111-96d1";"061109";"14";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dębowicy, Dębowica 70, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"661";"726";"195";"466";"0";"2";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"11";"3";"8";"0";"455";"392";"28";"19";"16"
"f858-30f8-452c-536e-18bd-7375-1843-2ad3";"061109";"14";"5";"wieś";"stały";"Szkoła Podstawowa w Szaniawach, Szaniawy-Matysy 4, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"782";"862";"208";"574";"0";"1";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"5";"0";"5";"0";"569";"488";"45";"26";"10"
"b4f0-4132-ac8a-a21d-cd2c-2c5c-01ca-62c2";"061109";"14";"6";"wieś";"stały";"Gminny Ośrodek Kultury i Wypoczynku w Trzebieszowie, Trzebieszów Drugi 31, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"1053";"1149";"306";"747";"0";"0";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"19";"3";"16";"0";"728";"586";"80";"37";"25"
"7f55-cb9e-8cb9-5f44-b0a3-c2cd-d8e9-dff3";"061109";"14";"7";"wieś";"stały";"Szkoła Podstawowa w Jakuszach, Jakusze 56, 21-404 Trzebieszów";"gm. Trzebieszów";"łukowski";"lubelskie";"428";"452";"111";"317";"1";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"7";"0";"7";"0";"310";"269";"29";"5";"7"
"faba-d710-375d-864d-f030-9bfb-fa75-c9cc";"061110";"14";"1";"wieś";"stały";"Szkoła Podstawowa w Wólce Domaszewskiej, Wólka Domaszewska 17, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"790";"862";"346";"444";"1";"0";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"14";"5";"9";"0";"430";"356";"40";"29";"5"
"2dd1-2751-a711-0430-c2a6-72d5-ad72-a21d";"061110";"14";"2";"wieś";"stały";"Świetlica w Burcu, Burzec 125, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"473";"525";"202";"271";"0";"3";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"8";"1";"7";"0";"263";"193";"47";"17";"6"
"6793-41ac-f330-0606-52ca-eeb7-e366-20d6";"061110";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Woli Bystrzyckiej, Wola Bystrzycka 84, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"336";"371";"113";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"1";"0";"1";"0";"222";"157";"36";"21";"8"
"b3d9-9cba-b561-4b06-b4de-be18-0520-3ace";"061110";"14";"4";"wieś";"stały";"Szkoła Podstawowa w Oszczepalinie Drugim, Oszczepalin Drugi 63, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"472";"520";"202";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"0";"0";"0";"0";"270";"218";"21";"21";"10"
"8cee-741f-f8cc-b01c-93c6-345a-46f6-a904";"061110";"14";"5";"wieś";"stały";"Urząd Gminy w Wojcieszkowie, ul. Kościelna 46, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"1129";"1234";"461";"668";"4";"0";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"22";"8";"14";"0";"646";"450";"104";"67";"25"
"599d-7715-1a4e-b8ac-2545-3c10-4e6c-4073";"061110";"14";"6";"wieś";"stały";"Świetlica w Wojcieszkowie, Kościelna 46, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"803";"876";"299";"504";"3";"1";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"15";"2";"13";"0";"489";"357";"74";"34";"24"
"0292-1f65-0736-3ccf-e0fb-13a5-4fe4-92a5";"061110";"14";"7";"wieś";"stały";"Szkoła Podstawowa w Siedliskach, Siedliska 165, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"364";"401";"153";"211";"0";"3";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"0";"0";"0";"0";"211";"148";"42";"16";"5"
"7d3a-e418-8953-0c73-eafe-f2b1-bd00-d44e";"061110";"14";"8";"wieś";"stały";"Szkoła Podstawowa w Hermanowie, Hermanów 12, 21-411 Wojcieszków";"gm. Wojcieszków";"łukowski";"lubelskie";"571";"613";"235";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"10";"1";"9";"0";"325";"243";"50";"19";"13"
"fa0d-a79d-3c79-38be-58da-ae97-4f57-fb3b";"061111";"14";"1";"wieś";"stały";"Szkoła Podstawowa w Jarczewie, Jarczew Jarczew 55, 21-426 Wola Mysłowska";"gm. Wola Mysłowska";"łukowski";"lubelskie";"742";"807";"237";"505";"0";"5";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"9";"3";"6";"0";"496";"381";"49";"46";"20"
"517f-8246-649b-e9de-310c-8859-0673-2963";"061111";"14";"2";"wieś";"stały";"Szkoła Podstawowa w Lisikierzu, Lisikierz Lisikierz 22a, 21-426 Wola Mysłowska";"gm. Wola Mysłowska";"łukowski";"lubelskie";"1029";"1091";"418";"611";"1";"4";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"18";"2";"16";"0";"593";"429";"90";"38";"36"
"3200-2261-0876-25f8-8abd-edf0-a113-1b89";"061111";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Wandowie, Wandów Wandów 75, 21-426 Wola Mysłowska";"gm. Wola Mysłowska";"łukowski";"lubelskie";"1014";"1106";"368";"646";"3";"1";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"11";"2";"9";"0";"635";"488";"72";"58";"17"
"5201-5ff5-e595-25b5-db85-6bc3-7558-c846";"061111";"14";"4";"wieś";"stały";"Sala Konferencyjna Urzędu Gminy w Woli Mysłowskiej, Wola Mysłowska 57, 21-426 Wola Mysłowska";"gm. Wola Mysłowska";"łukowski";"lubelskie";"833";"904";"393";"440";"0";"0";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"6";"3";"3";"0";"434";"296";"78";"35";"25"
"9380-509b-bf43-628b-bee0-382e-44d4-e80a";"061201";"14";"1";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola Samorządowego, ul. Józefa Piłsudskiego 1, 24-350 Chodel";"gm. Chodel";"opolski";"lubelskie";"1004";"1123";"354";"650";"0";"1";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"13";"6";"7";"0";"637";"442";"130";"32";"33"
"351a-dc24-6023-346c-cfdf-f9a7-8f69-24b8";"061201";"14";"2";"wieś";"stały";"Osiny Remiza OSP, Osiny 43, 24-350 Chodel";"gm. Chodel";"opolski";"lubelskie";"374";"405";"156";"218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"5";"1";"4";"0";"213";"140";"42";"18";"13"
"4654-cb69-3f4c-bb30-77cd-d717-fe1b-ac0b";"061201";"14";"3";"wieś";"stały";"Gminny Ośrodek Kultury Chodel, ul. Rynek 45, 24-350 Chodel";"gm. Chodel";"opolski";"lubelskie";"1092";"1208";"539";"553";"4";"9";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"11";"5";"6";"0";"542";"415";"72";"22";"33"
"1d50-f4ed-9239-a548-7f9e-9a4e-243c-3d51";"061201";"14";"4";"wieś";"stały";"Godów Budynek Gminny, Godów 106, 24-350 Chodel";"gm. Chodel";"opolski";"lubelskie";"996";"1095";"403";"593";"0";"2";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"10";"5";"5";"0";"583";"456";"55";"37";"35"
"3d23-b422-dba8-14da-7391-2262-9297-a0dd";"061201";"14";"5";"wieś";"stały";"Szkoła Podstawowa, Ratoszyn Drugi 192, 24-350 Chodel";"gm. Chodel";"opolski";"lubelskie";"1317";"1432";"608";"709";"2";"1";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"27";"5";"22";"0";"682";"494";"105";"32";"51"
"251f-caeb-dac1-a3eb-9fae-5911-03bb-fbaf";"061202";"14";"1";"miasto i wieś";"stały";"Zespół Szkół Ogólnokształcących w Józefowie nad Wisłą, Opolska 10a, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"1809";"1980";"806";"1003";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1003";"0";"0";"1003";"9";"5";"4";"0";"994";"617";"233";"66";"78"
"1e5c-6ebd-4c89-7ed5-2332-58f2-f797-113e";"061202";"14";"2";"wieś";"stały";"Szkoła Podstawowa w Chruślinie, Chruślina 108, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"658";"723";"302";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"7";"4";"3";"0";"349";"257";"53";"14";"25"
"e7bc-372a-1acb-cc4d-0703-0318-e5aa-66ec";"061202";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Starych Boiskach, Stare Boiska 33, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"1058";"1164";"477";"581";"0";"2";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"11";"0";"11";"0";"570";"453";"70";"30";"17"
"b123-7c27-e3e2-43b6-107b-30ad-add9-5b87";"061202";"14";"4";"wieś";"stały";"Środowiskowy Dom Samopomocy w Prawnie, Prawno 21, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"678";"755";"338";"340";"0";"4";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"6";"1";"5";"0";"334";"210";"90";"29";"5"
