"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Cezary Paweł KASPRZAK";"Marek RUDNICKI";"Kazimierz Michał UJAZDOWSKI"
"275e-f5ad-3f53-081b-44aa-e4a1-b159-a6d8";"149901";"44";"65";"zagranica";"zagranica";"Rue des Muletiers 13100 Aix-en-Provence, Aix-en-Provence, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"750";"461";"334";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"2";"1";"1";"0";"414";"78";"64";"272"
"1a9d-056a-f729-33d7-ad71-51f3-f2ba-ab1e";"149901";"44";"66";"zagranica";"zagranica";"Bordeaux, Salle Amédée Larrieu Place Amédée Larrieu 33000 Bordeaux, Bordeaux, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"600";"332";"303";"297";"0";"24";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"3";"2";"1";"0";"294";"59";"55";"180"
"3c5e-ce20-f643-d5f7-4218-63c1-3d96-c298";"149901";"44";"67";"zagranica";"zagranica";"Nicea, Service des Elections et du Recensement 4 rue Ribotti 06300 Nice, Nicea, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"1240";"692";"584";"656";"0";"70";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"4";"1";"3";"0";"652";"98";"105";"449"
"eab7-a5a7-b5a8-7bb1-e83a-3622-e62f-d2f6";"149901";"44";"68";"zagranica";"zagranica";"Tuluza, Maison de la Citoyenneté Rive Gauche 20 place Jean-Diebold 31000 Toulose, Tuluza, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"750";"380";"407";"343";"0";"13";"0";"0";"0";"0";"0";"0";"0";"343";"0";"1";"342";"6";"0";"6";"0";"336";"57";"88";"191"
"a94b-61e3-d2ab-47c6-3e5f-4e39-284b-0797";"149901";"44";"69";"zagranica";"zagranica";"Ateny, Wydział KonsularnyAmbasady RP Kontoleontos 1 154 52 Paleo Psychikο, Ateny, Republika Grecka";"zagranica";"zagranica";"mazowieckie";"2050";"1678";"508";"1542";"0";"373";"0";"0";"0";"0";"0";"0";"0";"1542";"0";"0";"1542";"43";"27";"16";"0";"1499";"172";"327";"1000"
"c1cc-daff-4d1e-a351-788b-12e3-cadf-b77b";"149901";"44";"70";"zagranica";"zagranica";"Heraklion, Konsulat RP* 1821 Str. 39 712 01 Iraklio, Heraklion, Republika Grecka";"zagranica";"zagranica";"mazowieckie";"1200";"596";"661";"539";"0";"157";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"5";"0";"5";"0";"534";"87";"53";"394"
"bfef-4ebc-80b2-ce3e-ed02-fe90-213c-acfd";"149901";"44";"71";"zagranica";"zagranica";"Rodos, Konsulat RP* Ioanni Kazouli 13 851 00 Rodos, Rodos, Republika Grecka";"zagranica";"zagranica";"mazowieckie";"700";"264";"444";"256";"0";"66";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"10";"3";"7";"0";"246";"34";"25";"187"
"2540-83d5-1856-9f8c-265d-64a9-9d01-79f3";"149901";"44";"72";"zagranica";"zagranica";"Saloniki, Konsulat RP* Tsimiski 78 546 22 Thessaloniki, Saloniki, Republika Grecka";"zagranica";"zagranica";"mazowieckie";"950";"410";"559";"391";"0";"186";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"10";"0";"10";"0";"381";"57";"149";"175"
"65eb-5e06-ef88-b961-6aa6-26d6-7d17-e006";"149901";"44";"73";"zagranica";"zagranica";"Tbilisi, Ambasada RP Saburtalo, Otar Oniashvili 24 0160 Tbilisi, Tbilisi, Gruzja";"zagranica";"zagranica";"mazowieckie";"1000";"904";"170";"830";"0";"258";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"18";"6";"12";"0";"812";"115";"199";"498"
"f69b-e4ee-91ec-ac98-75c3-3687-03b8-3b6e";"149901";"44";"74";"zagranica";"zagranica";"Madryt, Ambasada RP c/ Guisando 23 bis 28035 Madrid, Madryt, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"900";"731";"245";"655";"0";"65";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"15";"6";"9";"0";"640";"60";"210";"370"
"2cc0-07e5-7798-54c6-3784-cfaa-865a-1f52";"149901";"44";"75";"zagranica";"zagranica";"Madryt, Wydział Konsularny Ambasady RP c/ Goya 15 - 4° 28001 Madrid, Madryt, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"1300";"1173";"228";"1072";"0";"111";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"0";"1072";"21";"5";"16";"0";"1051";"123";"207";"721"
"8910-88c3-323b-d625-2255-00e1-a3a4-c16f";"149901";"44";"76";"zagranica";"zagranica";"Madryt, Instytut Polski c/Felipe IV 12 bajo A 28014 Madrid, Madryt, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"900";"690";"251";"649";"0";"79";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"11";"0";"11";"0";"637";"97";"100";"440"
"84e7-f6d4-37a8-3264-11d1-0501-82d0-dd22";"149901";"44";"77";"zagranica";"zagranica";"Malaga, Avenida José Ortega y Gasset, 112 29006 Málaga, Malaga, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"2309";"1742";"766";"1543";"0";"307";"0";"0";"0";"0";"0";"0";"0";"1543";"0";"0";"1543";"13";"4";"9";"0";"1530";"215";"140";"1175"
"2609-f999-7372-17dd-ee87-69e8-f342-39b3";"149901";"44";"78";"zagranica";"zagranica";"Santa Cruz de Tenerife, C. C. San Eugenio 46A, 38678 Las Americas Adeje S/C Tenerife, Santa Cruz de Tenerife, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"700";"561";"180";"520";"0";"114";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"9";"4";"5";"0";"511";"90";"53";"368"
"ed66-0fbe-11c2-a3a0-88d2-6286-9d18-8fb6";"149901";"44";"79";"zagranica";"zagranica";"Las Palmas de Gran Canaria, Konsulat RP* c/Triana, 104, 5°D 35002 Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"700";"533";"225";"475";"0";"121";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"5";"3";"2";"0";"470";"73";"27";"370"
"b3e3-dd5d-4a86-4a6c-035e-f5c7-c686-38d6";"149901";"44";"80";"zagranica";"zagranica";"Walencja, Konsulat RP* Av. Cortes Valencianas, 26 Bloque 5 Esc. 1, planta 1, oficina 3 46015 Valencia, Walencja, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"2103";"1505";"713";"1390";"0";"318";"0";"0";"0";"0";"0";"0";"0";"1390";"0";"0";"1390";"13";"5";"8";"0";"1377";"196";"122";"1059"
"87ab-a6c7-667e-1c41-b484-0e12-56c2-f862";"149901";"44";"81";"zagranica";"zagranica";"Barcelona, Konsulat Generalny RP Avinguda Diagonal 593 - 595, 6. piętro 08014 Barcelona, Barcelona, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"3000";"3311";"418";"2582";"0";"366";"0";"0";"0";"0";"0";"0";"0";"2582";"0";"0";"2582";"38";"7";"31";"0";"2544";"388";"218";"1938"
"35f1-7e1c-bad5-8e59-3464-df1f-0ab7-8503";"149901";"44";"82";"zagranica";"zagranica";"Palma de Mallorca, Centrum Szkolno-Edukacyjne CEIP Aina Moll i Marqués, Plaça del Bisbe Berenguer de Palou 6 07 - 003 Palma, Palma de Mallorca, Królestwo Hiszpanii";"zagranica";"zagranica";"mazowieckie";"750";"791";"61";"689";"0";"116";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"12";"3";"9";"0";"677";"106";"75";"496"
"e00e-0b0d-5071-347f-ff4d-c64a-f9ab-6f37";"149901";"44";"83";"zagranica";"zagranica";"Ambasada RP w Nowym Delhi M - 50 Shantipath, Chanakyapuri 110 021 New Delhi, New Delhi, Republika Indii";"zagranica";"zagranica";"mazowieckie";"230";"209";"37";"193";"0";"25";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"2";"0";"2";"0";"191";"31";"35";"125"
"6f21-f115-f72b-b7c4-9a32-0e0a-1bd1-d489";"149901";"44";"84";"zagranica";"zagranica";"Mumbaj, Konsulat Generalny RP Nirmal Building, 11 A, 11th Floor, 241/242 Backbay Reclamation, Nariman Point Mumbai 400021, Mumbaj, Republika Indii";"zagranica";"zagranica";"mazowieckie";"60";"50";"15";"45";"0";"2";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"1";"0";"1";"0";"44";"9";"5";"30"
"aacb-1d74-6702-67bc-bbc3-c76c-c454-fddf";"149901";"44";"85";"zagranica";"zagranica";"Dżakarta, Ambasada RP Jalan H. R Rasuna Said Kav. X Blok IV/3 12950 Jakarta, Dżakarta, Republika Indonezji";"zagranica";"zagranica";"mazowieckie";"80";"62";"25";"55";"0";"2";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"0";"0";"0";"0";"55";"8";"14";"33"
"bacc-4704-a2a8-12ad-c91f-019b-985f-475b";"149901";"44";"86";"zagranica";"zagranica";"Denpasar, Konsulat RP* Jl. Dewi Madri III no 9 Renon, Denpasar, Republika Indonezji";"zagranica";"zagranica";"mazowieckie";"240";"216";"53";"187";"0";"24";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"4";"3";"1";"0";"183";"42";"9";"132"
"2218-2bce-f2be-0e37-98c1-26af-89d7-d9cd";"149901";"44";"90";"zagranica";"zagranica";"Teheran, Ambasada RP No. 2, Pirouz Alley, Nelson Mandela Boulevard (Africa Blv.) Tehran, 1917663113 P. O. box: 11155 - 3489, Tehran, Islamska Republika Iranu";"zagranica";"zagranica";"mazowieckie";"70";"61";"16";"54";"0";"6";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"2";"1";"1";"0";"52";"18";"5";"29"
"7373-2ac6-f813-46b9-676e-1bf5-ebdb-d47a";"149901";"44";"91";"zagranica";"zagranica";"Dublin, Ambasada RP w Dublinie 5 Ailesbury Road, Ballsbridge Dublin, D04 W221, Dublin, Irlandia";"zagranica";"zagranica";"mazowieckie";"2200";"2051";"321";"1879";"0";"44";"0";"0";"0";"0";"0";"0";"0";"1879";"0";"0";"1879";"48";"29";"19";"0";"1831";"317";"550";"964"
"66bf-3702-9baf-cec4-dc08-55f7-c5ae-ac00";"149901";"44";"92";"zagranica";"zagranica";"Dublin, Dom Polski 20 Fitzwilliam Place Dublin 2, D02YV58, Dublin, Irlandia";"zagranica";"zagranica";"mazowieckie";"2119";"1965";"249";"1870";"0";"810";"0";"0";"0";"0";"0";"0";"0";"1870";"0";"0";"1870";"51";"17";"34";"0";"1819";"340";"374";"1105"
"44a0-8efa-5b9d-8ee6-66ee-e584-9dca-a282";"149901";"44";"93";"zagranica";"zagranica";"Dublin, O’Connell Secondary School /Polska Akademia Wiedzy North Richmond Street Dublin 1, D01Y4A9, Dublin, Irlandia";"zagranica";"zagranica";"mazowieckie";"3002";"2782";"475";"2527";"0";"71";"0";"0";"0";"0";"0";"0";"0";"2524";"0";"0";"2524";"54";"26";"28";"0";"2470";"486";"634";"1350"
"a335-808a-5429-8623-32f2-9b1e-ce0e-3b67";"149901";"44";"94";"zagranica";"zagranica";"Dublin, Rezydencja Ambasadora RP w Dublinie 12 Ailesbury Road, Ballsbridge Dublin, D04 W221, Dublin, Irlandia";"zagranica";"zagranica";"mazowieckie";"2129";"1887";"396";"1733";"0";"26";"0";"0";"0";"0";"0";"0";"0";"1733";"0";"0";"1733";"54";"22";"32";"0";"1679";"266";"383";"1030"
"2188-92de-9217-7c3f-904c-e414-9495-e1a3";"149901";"44";"95";"zagranica";"zagranica";"Together-Razem Centre Unit 2A, Kilnap Bussines Park Old Mallow Rd. , Cork T23V9K3, Cork, Irlandia";"zagranica";"zagranica";"mazowieckie";"3002";"2745";"780";"2217";"0";"42";"0";"0";"0";"0";"0";"0";"0";"2220";"0";"0";"2220";"67";"18";"49";"0";"2153";"392";"539";"1222"
"1e7d-d839-355e-7f71-c9ce-600a-9f0a-6f61";"149901";"44";"96";"zagranica";"zagranica";"Letterkenny, Errigal College/Polska Szkoła Windyhall, Letterkenny, Co. Donegal, F92FC82, Letterkenny, Irlandia";"zagranica";"zagranica";"mazowieckie";"400";"255";"159";"241";"0";"2";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"5";"0";"5";"0";"236";"37";"76";"123"
"4550-d30e-1e4e-46e0-2cf0-5a0c-49d6-0e86";"149901";"44";"97";"zagranica";"zagranica";"Galway, Polska Szkoła im. W. Szymborskiej, Holy Trinity National School Walter Macken Road, Mervue Galway, H91A3H2, Galway, Irlandia";"zagranica";"zagranica";"mazowieckie";"1702";"1542";"265";"1437";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1436";"0";"1";"1435";"30";"11";"19";"0";"1405";"229";"355";"821"
"7223-dd39-d0f3-a9f0-8ce3-abfc-7f69-1f4c";"149901";"44";"98";"zagranica";"zagranica";"Limerick, Konsulat RP* 66 O'Connell Street, Limerick, Limerick, Irlandia";"zagranica";"zagranica";"mazowieckie";"1600";"1438";"237";"1363";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1363";"0";"0";"1363";"31";"9";"22";"0";"1332";"238";"379";"715"
"fed7-d635-f5d3-d243-c5b7-e361-61c7-5227";"149901";"44";"99";"zagranica";"zagranica";"Reykjavik, Ambasada RP Þórunnartún 2 105 Reykjavík, Reykjavík, Republika Islandii";"zagranica";"zagranica";"mazowieckie";"2882";"2901";"197";"2685";"0";"90";"0";"0";"0";"0";"0";"0";"0";"2681";"0";"0";"2681";"120";"28";"92";"0";"2561";"707";"561";"1293"
"2ec2-29e3-c0df-5fb4-d48f-4e9d-f4e1-3add";"149901";"44";"100";"zagranica";"zagranica";"Tel Awiw, Ambasada RP Soutine 16 64 - 684 Tel Aviv, Tel Aviv, Państwo Izrael";"zagranica";"zagranica";"mazowieckie";"1100";"1018";"185";"914";"0";"323";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"13";"6";"7";"0";"900";"112";"254";"534"
"e11b-9886-10b3-2d8c-bd71-a4e9-4abf-89f0";"149901";"44";"101";"zagranica";"zagranica";"Tokio, Ambasada RP 2 - 13 - 5 Mita, Meguro – ku 153 - 0062 Tokyo, Tokio, Japonia";"zagranica";"zagranica";"mazowieckie";"600";"564";"131";"469";"0";"43";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"13";"5";"8";"0";"456";"74";"62";"320"
"812b-7c1b-dc6e-3aba-5799-74dc-8c85-a7a8";"149901";"44";"102";"zagranica";"zagranica";"Kobe, Konsulat RP* 4 - 3 - 13 Kitanagasa-street, Chuo Ward, Hyogoken Shigaku Kaikan, 650 - 0012 Kobe, Kobe, Japonia";"zagranica";"zagranica";"mazowieckie";"230";"136";"109";"121";"0";"8";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"3";"0";"3";"0";"118";"27";"8";"83"
"2791-ecac-3329-d399-3220-2c49-bea9-61ff";"149901";"44";"103";"zagranica";"zagranica";"Amman, Ambasada RP 3 Mahmoud Seif Al-Din Al-Irani St. P. O. Box 942050 Amman 11194, Amman, Jordańskie Królestwo Haszymidzkie";"zagranica";"zagranica";"mazowieckie";"310";"309";"12";"298";"0";"87";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"8";"0";"8";"0";"290";"40";"56";"194"
"92ca-ffcb-d5d0-eb36-3dba-4689-eed3-9c72";"149901";"44";"104";"zagranica";"zagranica";"Ottawa, Ambasada RP 443 Daly Avenue Ottawa, ON, K1N 6H3, Ottawa, Kanada";"zagranica";"zagranica";"mazowieckie";"649";"521";"176";"473";"0";"3";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"16";"2";"14";"0";"457";"52";"240";"165"
"3e27-cff6-71de-bc2e-58f8-9ebb-92fb-ff0f";"149901";"44";"105";"zagranica";"zagranica";"Montreal, Konsulat Generalny RP 3501, Avenue du Musée Montreal, QC, H3G 2C8, Montreal, Kanada";"zagranica";"zagranica";"mazowieckie";"1000";"681";"389";"610";"0";"10";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"21";"4";"17";"0";"589";"50";"275";"264"
"4ddf-e8c8-76b9-c9d9-32c6-10a4-0992-906e";"149901";"44";"106";"zagranica";"zagranica";"Toronto I, Konsulat Generalny RP 2603 Lake Shore Boulevard West Toronto, ON, M8V 1G5, Toronto, Kanada";"zagranica";"zagranica";"mazowieckie";"2500";"2284";"450";"2050";"0";"36";"0";"0";"0";"0";"0";"0";"0";"2050";"0";"0";"2050";"51";"4";"47";"0";"1999";"145";"1407";"447"
"09e6-4789-a997-111b-e1b1-aac2-5ffa-c400";"149901";"44";"107";"zagranica";"zagranica";"Toronto II, Konsulat Generalny RP 2603 Lake Shore Boulevard West Toronto, ON, M8V 1G5, Toronto, Kanada";"zagranica";"zagranica";"mazowieckie";"2500";"2287";"444";"2056";"0";"31";"0";"0";"0";"0";"0";"0";"0";"2055";"0";"0";"2055";"51";"35";"16";"0";"2004";"129";"1442";"433"
"7bdc-b3a7-8fbd-b6cb-74d2-2d3e-056b-ac9d";"149901";"44";"108";"zagranica";"zagranica";"Winnipeg, Konsulat RP* 713 Manitoba Ave Winnipeg, MB R2W 2H6, Winnipeg, Kanada";"zagranica";"zagranica";"mazowieckie";"250";"182";"89";"161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"3";"0";"3";"0";"158";"9";"94";"55"
"b05b-7b89-31f1-70fe-0cbc-af59-8114-1c02";"149901";"44";"109";"zagranica";"zagranica";"Vancouver, Konsulat Generalny RP 1177 West Hastings Street, Suite 1600, Vancouver, BC V6E 2K3, Vancouver, Kanada";"zagranica";"zagranica";"mazowieckie";"1000";"876";"197";"803";"0";"8";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"23";"2";"21";"0";"780";"85";"356";"339"
"f546-0d78-d438-005a-5e8b-d4be-83a3-9fb6";"149901";"44";"110";"zagranica";"zagranica";"Edmonton, Konsulat RP* 10960 104 St NW Edmonton, Alberta T5H 2W6, Edmonton, Kanada";"zagranica";"zagranica";"mazowieckie";"500";"454";"84";"416";"0";"3";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"10";"4";"6";"0";"406";"34";"260";"112"
"9f39-34e9-acee-c38c-f6f2-e20c-2feb-40b3";"149901";"44";"111";"zagranica";"zagranica";"Calgary, Konsulat RP* 6224 29th Street SE Calgary, Alberta, T2C 1W3, Calgary, Kanada";"zagranica";"zagranica";"mazowieckie";"500";"465";"100";"400";"0";"5";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"13";"1";"12";"0";"387";"40";"196";"151"
"72f8-5c55-36ce-88d8-d290-5e92-f148-b33a";"149901";"44";"112";"zagranica";"zagranica";"Doha, Ambasada RP West Bay, Al-Qutaifiya 66, Str. no 519 Saha 49, Doha PO Box 23380, Doha, Doha, Państwo Katar";"zagranica";"zagranica";"mazowieckie";"330";"263";"88";"242";"0";"8";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"1";"0";"1";"0";"241";"33";"25";"183"
"8da1-7a18-7c5c-6864-7a81-2c14-7824-8661";"149901";"44";"113";"zagranica";"zagranica";"Nur-Sułtan, Ambasada RP Saryarka 15, Business Center „Isker” 010000 Nur-Sułtan, Nur-Sułtan, Republika Kazachstanu";"zagranica";"zagranica";"mazowieckie";"100";"76";"25";"75";"0";"9";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"3";"1";"2";"0";"72";"6";"44";"22"
"a7a7-47d3-303a-1fa3-5a45-a526-a9c6-916a";"149901";"44";"114";"zagranica";"zagranica";"Ałmaty, Konsulat Generalny RP Dżarkientska – Iskanderowa 9 - 11/13 050059 Almaty, Ałmaty, Republika Kazachstanu";"zagranica";"zagranica";"mazowieckie";"115";"63";"54";"61";"0";"6";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"0";"0";"0";"0";"61";"16";"20";"25"
"0270-6f69-ee24-2ef9-7665-756e-d2e9-708b";"149901";"44";"115";"zagranica";"zagranica";"Nairobi, Ambasada RP 58 Red Hill Road (off Limuru Road), Gigiri Nairobi, Nairobi, Republika Kenii";"zagranica";"zagranica";"mazowieckie";"120";"79";"47";"73";"0";"4";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"0";"0";"0";"0";"73";"15";"15";"43"
"492e-7d8b-0c38-de4c-669e-2247-0c13-e66b";"149901";"44";"116";"zagranica";"zagranica";"Bogota, Ambasada RP Cra. 21 bis No. 104 A - 15 Bogotá, Bogota, Republika Kolumbii";"zagranica";"zagranica";"mazowieckie";"80";"75";"20";"60";"0";"3";"0";"0";"0";"0";"0";"0";"0";"60";"0";"0";"60";"0";"0";"0";"0";"60";"8";"9";"43"
"7101-b215-d8ce-07c8-4ad3-a3fd-5445-e2dc";"149901";"44";"117";"zagranica";"zagranica";"Seul, Ambasada RP Samcheong-ro 20 - 1, Jongno-gu 03062 Seoul, Seoul, Republika Korei";"zagranica";"zagranica";"mazowieckie";"300";"291";"28";"272";"0";"32";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"7";"2";"5";"0";"265";"52";"26";"187"
"44a9-258c-7f9f-6a73-788f-32d3-38ec-33e2";"149901";"44";"118";"zagranica";"zagranica";"Pjongjang, Ambasada RP Taedonggang-Munsudong Pyongyang, Pjongjang, Koreańska Republika Ludowo-Demokratyczna";"zagranica";"zagranica";"mazowieckie";"30";"13";"18";"12";"0";"2";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"2";"4";"6"
"dbc5-56c3-09e7-bf65-ae24-af62-2521-1732";"149901";"44";"120";"zagranica";"zagranica";"Hawana, Ambasada RP Calle G No. 452 esquina 19 Vedado, 10 400 La Habana, Hawana, Republika Kuby";"zagranica";"zagranica";"mazowieckie";"180";"99";"96";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"84";"0";"0";"84";"0";"0";"0";"0";"84";"11";"14";"59"
"359a-63dc-6b4d-a8e2-d391-ff49-d46e-e88a";"149901";"44";"121";"zagranica";"zagranica";"Kuwejt, Ambasada RP Al-Jabriya, Block 7, Street 3, Villa 20 13051 Kuwait, Kuwejt, Państwo Kuwejt";"zagranica";"zagranica";"mazowieckie";"170";"165";"12";"158";"0";"4";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"7";"1";"6";"0";"151";"23";"42";"86"
"1dba-d78d-2952-fb51-fbba-6954-8ccd-d391";"149901";"44";"122";"zagranica";"zagranica";"Bejrut, Ambasada RP Ave. President Suleiman Frangieh 52 P. O. Box 40 - 215 Baabda, Beirut, Bejrut, Republika Libańska";"zagranica";"zagranica";"mazowieckie";"230";"172";"58";"172";"0";"32";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"2";"1";"1";"0";"170";"24";"41";"105"
"dc3c-301b-3dc8-b616-2861-45c1-56ac-1176";"149901";"44";"123";"zagranica";"zagranica";"Wilno, Ambasada RP Šv. Jono g. 3 LT - 01123 Vilnius, Wilno, Republika Litewska";"zagranica";"zagranica";"mazowieckie";"850";"865";"5";"845";"0";"427";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"18";"11";"7";"0";"827";"109";"254";"464"
"6d94-f00b-445e-4ec5-de74-fecb-a543-231a";"149901";"44";"124";"zagranica";"zagranica";"Luksemburg, Ambasada RP 24, rue Guillaume Schneider L - 2522 Luxembourg, Luksemburg, Wielkie Księstwo Luksemburga";"zagranica";"zagranica";"mazowieckie";"2500";"2371";"325";"2175";"0";"81";"0";"0";"0";"0";"0";"0";"0";"2175";"0";"0";"2175";"20";"8";"12";"0";"2155";"287";"364";"1504"
"5c1a-ec54-f822-95f9-13bd-5a6d-0c0c-870d";"149901";"44";"125";"zagranica";"zagranica";"Ryga, Ambasada RP Mednieku iela 6B LV 1010 Rīga, Ryga, Republika Łotewska";"zagranica";"zagranica";"mazowieckie";"400";"328";"85";"315";"0";"30";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"10";"4";"6";"0";"305";"51";"127";"127"
"363f-6c3a-d830-a7c5-3d86-7060-3419-6784";"149901";"44";"126";"zagranica";"zagranica";"Skopje, Ambasada RP Dimitar Pandilov 2a 1000 Skopje, Skopje, Republika Macedonii Północnej";"zagranica";"zagranica";"mazowieckie";"347";"175";"184";"163";"0";"58";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"2";"1";"1";"0";"161";"21";"60";"80"
"5e8f-ae5f-9df7-335f-a6a1-084d-2263-16cd";"149901";"44";"127";"zagranica";"zagranica";"Kuala Lumpur, Ambasada RP No 10 Lorong Damai 9, Off Jalan Damai 55000 Kuala Lumpur, Kuala Lumpur, Malezja";"zagranica";"zagranica";"mazowieckie";"250";"181";"79";"171";"0";"12";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"0";"0";"0";"0";"171";"21";"10";"140"
"1fc7-06b6-0f5a-0ac8-d586-a2c9-f3cd-a0c5";"149901";"44";"128";"zagranica";"zagranica";"Birkirkara, Konsulat RP* 11, Misrah 28 ta’ Frar 1883 Birkirkara BKR 1501, Birkirkara, Republika Malty";"zagranica";"zagranica";"mazowieckie";"1500";"1149";"444";"1056";"0";"137";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"29";"9";"20";"0";"1027";"154";"107";"766"
"dda1-313d-13b5-36c0-add3-a584-bbf7-54fa";"149901";"44";"129";"zagranica";"zagranica";"Rabat, Ambasada RP 23, Avenue Oqbah BP. 425 10 090 Rabat-Agdal, Rabat, Królestwo Marokańskie";"zagranica";"zagranica";"mazowieckie";"210";"136";"90";"120";"0";"26";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"120";"2";"1";"1";"0";"118";"22";"16";"80"
"a236-4e9a-450c-f933-b85d-2a83-0865-47ba";"149901";"44";"130";"zagranica";"zagranica";"Agadir, Konsulat RP* Av. Hassan II, Immeuble Mayouhal, 2 ème étage, 80 000 Agadir, Agadir, Królestwo Marokańskie";"zagranica";"zagranica";"mazowieckie";"320";"243";"89";"231";"0";"49";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"9";"2";"7";"0";"222";"25";"18";"179"
