"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert DOWHAN";"Zbigniew KOŚCIK"
"7c8e-2316-752a-78e1-d2f6-0fcc-783c-e574";"080908";"20";"3";"wieś";"stały";"Świetlica wiejska w Głuchowie, Głuchów ., 66-132 Trzebiechów";"gm. Trzebiechów";"zielonogórski";"lubuskie";"430";"467";"227";"203";"1";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"8";"0";"8";"0";"195";"109";"86"
"44b7-f9a1-8f1c-774e-4806-e4b5-2b64-72b2";"080908";"20";"4";"wieś";"stały";"Świetlica wiejska w Podlegórzu, Podlegórz, 66-132 Trzebiechów";"gm. Trzebiechów";"zielonogórski";"lubuskie";"390";"424";"180";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"11";"1";"10";"0";"199";"113";"86"
"055b-6af4-412b-39f6-a985-22a4-d144-a34d";"080908";"20";"5";"wieś";"stały";"Świetlica wiejska w Swarzynicach, Swarzynice ., 66-133 Swarzynice";"gm. Trzebiechów";"zielonogórski";"lubuskie";"430";"478";"228";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"11";"2";"9";"0";"191";"108";"83"
"e95e-5f57-94b8-d2d6-dfb6-66a0-b05c-3042";"080909";"20";"1";"wieś";"stały";"Urząd Gminy Zabór, ul. Lipowa 15, ul. Lipowa 15, 66-003 Zabór";"gm. Zabór";"zielonogórski";"lubuskie";"1610";"1756";"631";"979";"2";"2";"1";"1";"0";"0";"0";"0";"1";"979";"1";"0";"979";"40";"9";"31";"0";"939";"636";"303"
"0549-a7bf-9144-ea42-40d4-ec38-ed00-fa02";"080909";"20";"2";"wieś";"stały";"Świetlica wiejska Przytok ul. Kisielińska 12, Przytok Kisielińska 12, 66-003 Zabór";"gm. Zabór";"zielonogórski";"lubuskie";"550";"615";"143";"406";"0";"2";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"14";"2";"12";"0";"393";"276";"117"
"5e5b-31a5-c652-fb00-007c-045f-9648-b0e0";"080909";"20";"3";"wieś";"stały";"Budynek Centrum Kultury Wiejskiej Droszków, ul. Dębowa 6, Droszków ul. Dębowa 6, 66-003 Zabór";"gm. Zabór";"zielonogórski";"lubuskie";"820";"914";"171";"649";"1";"3";"3";"3";"0";"0";"0";"0";"3";"651";"3";"0";"651";"21";"9";"12";"0";"630";"468";"162"
"2172-1118-89f6-39b6-989c-cecb-a5f4-ea9b";"086201";"20";"1";"miasto";"stały";"Zespół Edukacyjny nr 9 Szkoła Podstawowa nr 11, ul. Spawaczy 3d, 65-119 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1550";"1686";"532";"1018";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"34";"11";"23";"0";"984";"689";"295"
"34b3-dd09-49d0-c0c6-e5fb-3249-d614-3d84";"086201";"20";"2";"miasto";"stały";"Uniwersytet Zielonogórski Budynek Dydaktyczny A - 22, ul. Energetyków 2, 65-729 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1138";"1177";"374";"764";"1";"8";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"31";"12";"19";"0";"733";"501";"232"
"678b-84df-dc80-bec6-8ca9-f153-62e0-1c7f";"086201";"20";"3";"miasto";"stały";"Uniwersytet Zielonogórski Budynek Dydaktyczny A - 22, ul. Energetyków 2, 65-729 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1019";"1114";"309";"710";"0";"6";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"34";"12";"22";"0";"676";"485";"191"
"002b-7f17-9bd1-7640-b76c-700d-a39e-8088";"086201";"20";"4";"miasto";"stały";"Miejskie Przedszkole nr 22, ul. Porzeczkowa 34, 65-790 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1010";"1093";"239";"771";"1";"4";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"20";"7";"13";"0";"751";"537";"214"
"c009-09e4-a16e-5563-563a-2e3c-47c5-7ad5";"086201";"20";"5";"miasto";"stały";"Uniwersytet Zielonogórski Hala Sportowa, ul. Prosta 39, 65-783 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1380";"1502";"273";"1107";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1107";"0";"0";"1107";"46";"9";"37";"0";"1061";"733";"328"
"8abe-bad8-08e2-b3d7-83af-0c8b-9c23-c7e7";"086201";"20";"6";"miasto";"stały";"Uniwersytet Zielonogórski Hala Sportowa, ul. Prosta 39, 65-783 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1400";"1527";"195";"1205";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1205";"0";"0";"1205";"48";"18";"30";"0";"1157";"901";"256"
"14c1-f36c-aedc-26cd-982d-d324-430a-5286";"086201";"20";"7";"miasto";"stały";"Zespół Szkół Ekologicznych, ul. Francuska 25a, 65-943 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1200";"1297";"189";"1011";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"29";"0";"29";"0";"980";"691";"289"
"c811-dba7-e3f5-1c1b-ead5-f111-ef58-d5ad";"086201";"20";"8";"miasto";"stały";"Zespół Szkół Ekologicznych, ul. Francuska 25a, 65-943 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1000";"1086";"227";"771";"1";"2";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"24";"7";"17";"0";"749";"501";"248"
"6cbe-d726-1bda-371b-db81-3353-cb38-7c12";"086201";"20";"9";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Francuska 10, 65-941 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1450";"1568";"348";"1101";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"27";"6";"21";"0";"1073";"744";"329"
"5725-d914-6385-35ab-aec5-b0c0-06a4-6970";"086201";"20";"10";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Francuska 10, 65-941 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1340";"1433";"215";"1125";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1125";"0";"0";"1125";"28";"10";"18";"0";"1097";"822";"275"
"838b-26a5-0738-d7a2-b576-e6df-ff5a-6937";"086201";"20";"11";"miasto";"stały";"Miejskie Przedszkole nr 37, ul. Węgierska 9, 65-941 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1450";"1587";"326";"1124";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"3";"1121";"32";"5";"27";"0";"1089";"752";"337"
"2b14-c91a-2110-04f6-7edd-63e2-3f7a-42a2";"086201";"20";"12";"miasto";"stały";"Miejskie Przedszkole nr 21, ul. Rydza-Śmigłego 5, 65-610 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1530";"1677";"393";"1137";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1136";"0";"0";"1136";"36";"8";"28";"0";"1100";"731";"369"
"8db8-5105-5378-2012-2010-16bf-6245-c496";"086201";"20";"13";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Stefana Wyszyńskiego 101, 65-536 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1180";"1301";"288";"892";"1";"7";"1";"1";"0";"0";"0";"0";"1";"893";"1";"0";"893";"29";"7";"22";"0";"864";"620";"244"
"9ed2-6a4b-3b8d-9f8c-4a44-0423-623b-f150";"086201";"20";"14";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Stefana Wyszyńskiego 101, 65-536 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1210";"1307";"255";"955";"1";"5";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"33";"10";"23";"0";"921";"635";"286"
"c3bb-2189-7819-c274-bc8e-b89c-ffa2-8d5c";"086201";"20";"15";"miasto";"stały";"Zielonogórska Spółdzielnia Mieszkaniowa Administracja Osiedla Łużyckie, ul. Krośnieńska 17c, 65-625 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1169";"1263";"306";"863";"0";"8";"1";"1";"0";"0";"0";"0";"1";"864";"1";"0";"864";"30";"4";"26";"0";"834";"562";"272"
"a93a-fa9d-11f2-729c-859c-93cb-8ff9-7022";"086201";"20";"16";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego nr 3 „Ekonomik”, ul. Długa 5, 65-401 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1460";"1613";"369";"1091";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"44";"16";"28";"0";"1044";"735";"309"
"ef48-9883-a3bb-67ce-2906-1ecb-da83-cbb3";"086201";"20";"17";"miasto";"stały";"Miejskie Przedszkole nr 20, ul. Studzianki 8, 65-807 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1110";"1193";"271";"839";"3";"4";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"28";"7";"21";"0";"811";"574";"237"
"3a93-784e-768a-c06e-b0ed-1236-9f80-9334";"086201";"20";"18";"miasto";"stały";"Miejskie Przedszkole nr 10, ul. Monte Cassino 21a, 65-561 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1227";"1340";"310";"917";"1";"8";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"31";"5";"26";"0";"886";"621";"265"
"dd3c-a06d-cc00-e9b9-2ac9-5cf1-dce5-a6a9";"086201";"20";"19";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Stefana Wyszyńskiego 17, 65-536 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1230";"1343";"397";"833";"0";"0";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"29";"9";"20";"0";"804";"542";"262"
"bc6a-1d33-0925-53df-9cd7-b3c5-59f0-62d9";"086201";"20";"20";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Stefana Wyszyńskiego 17, 65-536 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1150";"1246";"319";"831";"2";"6";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"35";"7";"28";"0";"796";"552";"244"
"28f9-92b8-e6ea-2e87-f072-d98d-9c73-0f79";"086201";"20";"21";"miasto";"stały";"VI Liceum Ogólnokształcące, ul. Świętych Cyryla i Metodego 9, 65-533 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1430";"1541";"389";"1041";"3";"7";"2";"2";"0";"0";"0";"0";"2";"1043";"2";"0";"1043";"32";"13";"19";"0";"1011";"653";"358"
"b3ba-8adf-918c-6be4-2be3-9e6e-1086-8a9d";"086201";"20";"22";"miasto";"stały";"VI Liceum Ogólnokształcące, ul. Świętych Cyryla i Metodego 9, 65-533 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1288";"1463";"411";"877";"1";"2";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"34";"10";"24";"0";"843";"638";"205"
"d628-0048-3276-64a5-ecaf-b0c2-169e-0528";"086201";"20";"23";"miasto";"stały";"Miejskie Przedszkole nr 8, ul. Witebska 1, 65-634 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1560";"1697";"324";"1236";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"0";"1236";"38";"13";"25";"0";"1198";"853";"345"
"347b-e4c2-e92a-082b-c4e4-c67c-e9ed-f267";"086201";"20";"24";"miasto";"stały";"V Liceum Ogólnokształcące, ul. Zachodnia 63, 65-552 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1520";"1679";"235";"1285";"6";"7";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"41";"11";"30";"0";"1243";"959";"284"
"a530-0f61-d52c-b5f3-59c7-7435-427b-12c5";"086201";"20";"25";"miasto";"stały";"Zespół Szkół Specjalnych Nr 1, ul. Piastowska 9, 65-515 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1200";"1313";"376";"824";"2";"4";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"39";"12";"27";"0";"785";"501";"284"
"afc3-419f-5d89-2605-7118-d679-e9a5-93fa";"086201";"20";"26";"miasto";"stały";"Zespół Szkół Specjalnych Nr 1, ul. Piastowska 9, 65-515 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1110";"1221";"352";"758";"1";"4";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"25";"2";"23";"0";"731";"504";"227"
"438c-d204-bae2-b4bf-bf67-ec9f-c528-bb75";"086201";"20";"27";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Jana Kilińskiego 7, 65-508 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1180";"1287";"346";"834";"2";"10";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"35";"9";"26";"0";"798";"533";"265"
"47b0-aace-656f-4560-ea4b-5828-873a-83d5";"086201";"20";"28";"miasto";"stały";"Zespół Rehabilitacji Dzieci i Młodzieży Niepełnosprawnej ""Promyk"", ul. Bartosza Głowackiego 8a, 65-301 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1440";"1553";"418";"1022";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"22";"18";"4";"0";"1000";"707";"293"
"b85a-a600-0c2e-01e0-4067-b4fd-d849-1a8c";"086201";"20";"29";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego nr 1 „Budowlanka”, ul. Botaniczna 50, 65-392 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1080";"1185";"248";"832";"0";"4";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"22";"8";"14";"0";"810";"589";"221"
"4388-fc4d-be23-4326-d3b4-218e-fe40-0b73";"086201";"20";"30";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kąpielowa 7, 65-383 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1380";"1509";"238";"1142";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"1";"1141";"38";"10";"28";"0";"1103";"831";"272"
"fbf5-d08d-369b-9955-18ff-eda7-a599-7c70";"086201";"20";"31";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kąpielowa 7, 65-383 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1140";"1234";"150";"990";"0";"5";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"24";"10";"14";"0";"966";"750";"216"
"2f87-63bb-a737-e9a1-920c-d053-ac45-78cb";"086201";"20";"32";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kąpielowa 7, 65-383 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1150";"1213";"237";"911";"1";"2";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"28";"19";"9";"0";"883";"664";"219"
"eb12-6016-b8a8-72de-368c-f143-eda3-ef0d";"086201";"20";"33";"miasto";"stały";"Zespół Edukacyjny nr 3 Szkoła Podstawowa nr 21, ul. Osiedle Pomorskie 13, 65-547 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"690";"770";"77";"613";"7";"4";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"24";"6";"18";"0";"587";"428";"159"
"ffc8-3631-4914-02f2-384b-825d-a48c-c8b6";"086201";"20";"34";"miasto";"stały";"Zespół Edukacyjny nr 6 Szkoła Podstawowa nr 26, ul. Przylep - 8 Maja 6, 66-015 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1530";"1657";"426";"1103";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"33";"7";"26";"0";"1068";"705";"363"
"c6f8-2038-c88a-55b5-42ee-8645-ed48-054c";"086201";"20";"35";"miasto";"stały";"Zespół Edukacyjny nr 6 Szkoła Podstawowa nr 26, ul. Przylep - 8 Maja 6, 66-015 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"740";"823";"169";"571";"0";"4";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"10";"4";"6";"0";"559";"370";"189"
"f2e6-30dc-0636-16c3-5bdf-5a3a-3da8-0e79";"086201";"20";"36";"miasto";"stały";"Świetlica, ul. Łężyca-Odrzańska 16, 66-016 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1940";"2168";"332";"1607";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1607";"0";"32";"1575";"47";"27";"20";"0";"1528";"1163";"365"
"ee6e-ded4-5c9a-bd05-9a77-c3b6-0c4f-5ffd";"086201";"20";"37";"miasto";"stały";"Zespół Edukacyjny nr 8 Szkoła Podstawowa nr 28, ul. Zawada-Szkolna 24, 66-001 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"2018";"2188";"739";"1279";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1279";"0";"0";"1279";"40";"24";"16";"0";"1239";"746";"493"
"6845-9c71-2ff5-799d-4247-e657-d4e4-59f5";"086201";"20";"38";"miasto";"stały";"Zespół Edukacyjny nr 7 Szkoła Podstawowa nr 27, ul. Stary Kisielin-Szkolna 14, 66-002 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1339";"1459";"312";"1027";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"1";"1026";"25";"10";"15";"0";"1001";"707";"294"
"07e0-5176-ec20-201e-af54-f738-5866-cdbb";"086201";"20";"39";"miasto";"stały";"Świetlica, ul. Nowy Kisielin-Odrzańska 64, 66-002 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"950";"1040";"262";"688";"0";"4";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"25";"7";"18";"0";"663";"481";"182"
"532b-3c93-2eb0-bfa4-508e-1f91-634a-2d96";"086201";"20";"40";"miasto";"stały";"Świetlica, ul. Racula-Głogowska 64, 66-004 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1912";"2084";"426";"1483";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1484";"0";"0";"1484";"36";"8";"28";"0";"1448";"1020";"428"
"c7be-b9fe-a892-37b5-d18b-249f-c696-212a";"086201";"20";"41";"miasto";"stały";"Zespół Edukacyjny nr 4 Szkoła Podstawowa nr 24, ul. Drzonków-Szkolna 2, 66-004 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1350";"1444";"243";"1107";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1107";"0";"0";"1107";"25";"9";"16";"0";"1082";"771";"311"
"9219-d278-c39a-3133-056f-9bd2-1a71-7fd6";"086201";"20";"42";"miasto";"stały";"Zespół Edukacyjny nr 4 Szkoła Podstawowa nr 24, ul. Drzonków-Szkolna 2, 66-004 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1440";"1587";"566";"873";"0";"10";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"22";"3";"19";"0";"852";"549";"303"
"7758-108f-d1bd-b856-ad72-569f-0f53-0ce3";"086201";"20";"43";"miasto";"stały";"Świetlica, ul. Ochla-Św. Jadwigi Śląskiej 1, 66-006 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1731";"1872";"461";"1270";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"1";"1269";"22";"9";"13";"0";"1247";"816";"431"
"5351-0185-1e7f-a7dd-9e67-52d8-177f-bc52";"086201";"20";"44";"miasto";"stały";"Zespół Edukacyjny Nr 9 Szkoła Podstawowa Nr 11, ul. Spawaczy 3d, 65-119 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1800";"1955";"360";"1440";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1440";"0";"0";"1440";"37";"9";"28";"0";"1403";"1050";"353"
"56af-2583-85fd-0407-796c-f241-3988-8181";"086201";"20";"45";"miasto";"stały";"Zespół Edukacyjny Nr 9 Szkoła Podstawowa Nr 11, ul. Spawaczy 3d, 65-119 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1360";"1490";"283";"1077";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"40";"11";"29";"0";"1037";"720";"317"
"1338-afe6-96ba-17c5-b0f5-5200-05f4-3f2c";"086201";"20";"46";"miasto";"stały";"Zespół Edukacyjny Nr 1 Szkoła Podstawowa Nr 5, ul. Truskawkowa 12, 65-129 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1840";"2015";"353";"1487";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1487";"0";"0";"1487";"46";"20";"26";"0";"1441";"986";"455"
"2f10-02d3-e963-8309-a717-b69c-ceed-9240";"086201";"20";"47";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji Hala Akrobatyczna, ul. Urszuli 22, 65-147 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1860";"2054";"416";"1444";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1444";"0";"0";"1444";"37";"10";"27";"0";"1407";"1030";"377"
"7592-94d2-0aed-4b07-bca8-09b8-4ab5-ed48";"086201";"20";"48";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji Hala Akrobatyczna, ul. Urszuli 22, 65-147 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1400";"1521";"285";"1115";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1115";"0";"0";"1115";"39";"9";"30";"0";"1076";"767";"309"
"8c42-fb1e-b539-76d5-b430-cf84-4a16-da52";"086201";"20";"49";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Sportowych Szkoła Podstawowa nr 10, ul. Stanisława Wyspiańskiego 23, 65-036 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1270";"1393";"377";"893";"0";"15";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"30";"10";"20";"0";"863";"583";"280"
"d39e-8bda-88e4-971e-cd22-d2df-6cfe-94c9";"086201";"20";"50";"miasto";"stały";"Zespół Szkół Plastycznych, ul. Stefana Batorego 70a, 65-735 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1830";"2077";"341";"1489";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1489";"0";"0";"1489";"44";"16";"28";"0";"1445";"1087";"358"
"6508-d7a9-dcb5-27b5-0de9-7e73-6597-44b2";"086201";"20";"51";"miasto";"stały";"Ogólnokształcąca Szkoła Muzyczna I stopnia, ul. Dzika 6, 65-181 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1558";"1744";"318";"1240";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1239";"0";"7";"1232";"41";"8";"33";"0";"1191";"850";"341"
"5f64-73e5-5f62-0b7e-d482-e9ba-70cc-30a8";"086201";"20";"52";"miasto";"stały";"Lubuska Wojewódzka Komenda Ochotniczych Hufców Pracy, ul. Ludwika Zamenhofa 1, 65-186 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1260";"1369";"427";"833";"3";"14";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"30";"7";"23";"0";"803";"529";"274"
"cd26-3e75-fbe3-5293-b995-5c5b-0ba9-96f7";"086201";"20";"53";"miasto";"stały";"Uniwersytet Zielonogórski Budynek Dydaktyczny A - 2, ul. Profesora Zygmunta Szafrana 2, 65-516 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1080";"1199";"232";"848";"2";"13";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"26";"8";"18";"0";"822";"589";"233"
"12af-0604-2baf-c910-91da-6200-9763-f306";"086201";"20";"54";"miasto";"stały";"Zespół Edukacyjny Nr 3 Szkoła Podstawowa nr 21, ul. Osiedle Pomorskie 13, 65-547 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1400";"1522";"356";"1044";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"50";"9";"41";"0";"994";"636";"358"
"ef97-3307-05bd-6363-2209-d4af-16e7-7edc";"086201";"20";"55";"miasto";"stały";"Zespół Edukacyjny Nr 3 Szkoła Podstawowa nr 21, ul. Osiedle Pomorskie 13, 65-547 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1660";"1755";"463";"1197";"0";"8";"3";"3";"0";"0";"0";"0";"3";"1200";"3";"0";"1200";"50";"3";"47";"0";"1150";"803";"347"
"214b-7ce6-b054-ad8d-36e3-c14d-134d-1ddf";"086201";"20";"56";"miasto";"stały";"Dzienny Dom ""Senior-WIGOR"", ul. Osiedle Pomorskie 28, 65-548 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1579";"1693";"380";"1200";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1199";"0";"1";"1198";"47";"17";"30";"0";"1151";"840";"311"
"230f-3d8f-e104-3bad-c735-b356-4094-c8f1";"086201";"20";"57";"miasto";"stały";"Społeczna Szkoła Podstawowa nr 1 STO, ul. Władysława IV 1, 65-229 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1000";"1095";"279";"721";"0";"6";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"29";"3";"26";"0";"691";"464";"227"
"3033-d032-0aae-fb3f-9caf-f80a-8a2b-32a9";"086201";"20";"58";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 7, ul. Zielonogórska 5, 65-256 Zielona Góra";"m. Zielona Góra";"Zielona Góra";"lubuskie";"1310";"1463";"250";"1059";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1059";"0";"0";"1059";"39";"19";"20";"0";"1020";"742";"278"
