"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert Adam MAMĄTOW";"Tadeusz NALEWAJK"
"a727-2d32-72aa-bf6e-5298-8905-4518-5eaf";"141511";"46";"1";"wieś";"stały";"Szkoła Podstawowa w Troszynie, ul. Szkolna 4, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"981";"1068";"378";"603";"0";"3";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"7";"0";"7";"0";"596";"473";"123"
"b29a-573c-ab77-cce0-28eb-6dd5-8535-a76a";"141511";"46";"2";"wieś";"stały";"Szkoła Filialna w Łątczynie, Łątczyn 69A, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"241";"273";"88";"153";"0";"3";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"6";"1";"5";"0";"147";"122";"25"
"bffb-d04b-bd5d-9001-fea4-fa82-63e7-db8d";"141511";"46";"3";"wieś";"stały";"Świetlica Wiejska w Milewie Wielkim, Milewo Wielkie 15, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"410";"448";"148";"262";"1";"2";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"4";"1";"3";"0";"258";"187";"71"
"166e-b635-4d04-e3a7-e88f-c955-7508-e9fa";"141511";"46";"4";"wieś";"stały";"Szkoła Podstawowa w Kleczkowie, Kleczkowo ul. Bielawska 2, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"664";"731";"302";"362";"1";"0";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"11";"10";"1";"0";"351";"275";"76"
"40cc-4db3-01db-09c6-d0ae-38a7-8d22-539e";"141511";"46";"5";"wieś";"stały";"Świetlica Wiejska w Opęchowie, Opęchowo ul. Adama Mickiewicza 5, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"452";"490";"199";"253";"0";"3";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"3";"0";"3";"0";"250";"213";"37"
"81ba-704f-1895-16f3-5c49-ac47-138b-ace5";"141511";"46";"6";"wieś";"stały";"Centrum Kultury w Troszynie, ul. Szkolna 6, 07-405 Troszyn";"gm. Troszyn";"ostrołęcki";"mazowieckie";"702";"759";"230";"472";"3";"3";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"17";"8";"9";"0";"455";"250";"205"
"0bde-7647-b13b-fbcb-5c4d-b9f1-9f18-b0bf";"141601";"46";"1";"miasto";"stały";"Liga Obrony Kraju, ul. Różańska 5, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1621";"1763";"508";"1113";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1112";"0";"0";"1112";"21";"8";"13";"0";"1091";"594";"497"
"dd2b-a7a3-8b3c-be03-700a-2e76-c4ca-a516";"141601";"46";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Tadeusza Kościuszki, ul. Partyzantów 39, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1602";"1721";"586";"1016";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"23";"7";"16";"0";"992";"543";"449"
"d30e-6378-0af1-1ac6-1f04-2981-b876-56a3";"141601";"46";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Tadeusza Kościuszki, ul. Partyzantów 39, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"912";"1000";"385";"527";"1";"10";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"15";"6";"9";"0";"512";"299";"213"
"668f-ebc3-6690-add4-fd53-4530-416a-1dc5";"141601";"46";"4";"miasto";"stały";"Miejskie Przedszkole Nr 2, ul. Zwycięstwa 2, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1536";"1654";"484";"1052";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"18";"10";"8";"0";"1034";"552";"482"
"6e5f-7e45-1ca7-8311-0341-79fb-3d72-d252";"141601";"46";"5";"miasto";"stały";"Centrum Integracji Społecznej, ul. Chopina 2b, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1559";"1678";"654";"905";"1";"3";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"26";"6";"20";"0";"879";"440";"439"
"856b-2808-4b1a-73e6-f8d3-3bdd-7a36-249b";"141601";"46";"6";"miasto";"stały";"Zespół Szkół Nr 2, ul. Tadeusza Kościuszki 8, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"771";"844";"248";"523";"0";"4";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"13";"2";"11";"0";"510";"229";"281"
"3908-d9fd-40c4-ac9b-c6f2-a334-d43f-ff33";"141601";"46";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Papieża Jana Pawła II, ul. Grota Roweckiego 6, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"752";"810";"276";"476";"2";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"13";"4";"9";"0";"463";"228";"235"
"0b8b-d43b-4998-f5f4-c714-12f6-ce67-99c6";"141601";"46";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Papieża Jana Pawła II, ul. Grota Roweckiego 6, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1520";"1634";"597";"923";"2";"2";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"26";"8";"18";"0";"897";"480";"417"
"c1b0-e575-6a4a-fbac-7b1c-4c35-b95a-300e";"141601";"46";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. 18. Pułku Artylerii Lekkiej, ul. Szkoły Podchorążych Piechoty 1, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1610";"1757";"716";"894";"0";"3";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"17";"1";"16";"0";"877";"454";"423"
"7568-de07-3aff-4a4d-07ce-9ba9-85b8-6293";"141601";"46";"10";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Janusza Korczaka, ul. Widnichowska 4, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1446";"1543";"501";"945";"3";"12";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"20";"6";"14";"0";"924";"457";"467"
"1562-e4e1-ffaa-9b95-7526-c193-5a66-0412";"141601";"46";"11";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Janusza Korczaka, ul. Widnichowska 4, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1519";"1642";"462";"1057";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"22";"12";"10";"0";"1035";"526";"509"
"3038-b820-d93d-ce89-7b64-90f8-d3d6-d255";"141601";"46";"12";"miasto";"stały";"Liceum Ogólnokształcące im. Mikołaja Kopernika, ul. Kościuszki 36, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"1465";"1575";"512";"953";"2";"6";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"21";"5";"16";"0";"932";"469";"463"
"1cc8-98cf-b18c-bc0b-8b0b-d1c6-566d-00cb";"141601";"46";"13";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej, ul. Duboisa 68, 07-300 Ostrów Mazowiecka";"m. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"67";"85";"9";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"2";"0";"2";"0";"56";"42";"14"
"36bb-b901-1d93-015a-0061-1813-9e68-8b14";"141602";"46";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Srebińska 12a, 07-305 Andrzejewo";"gm. Andrzejewo";"ostrowski";"mazowieckie";"864";"959";"254";"610";"0";"2";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"11";"3";"8";"0";"599";"477";"122"
"7e16-a701-ac31-3cbf-b502-2300-f844-2d6d";"141602";"46";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Srebińska 12a, 07-305 Andrzejewo";"gm. Andrzejewo";"ostrowski";"mazowieckie";"809";"879";"287";"522";"0";"1";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"7";"2";"5";"0";"515";"401";"114"
"28eb-0a34-113b-0c7d-00e6-f7d0-1b09-7bbb";"141602";"46";"3";"wieś";"stały";"Szkoła Podstawowa, Stara Ruskołęka 40a, 07-305 Andrzejewo";"gm. Andrzejewo";"ostrowski";"mazowieckie";"994";"1096";"382";"612";"1";"1";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"14";"8";"6";"0";"598";"506";"92"
"2193-89b6-b133-8d19-4f63-8081-6afb-483e";"141602";"46";"4";"wieś";"stały";"Świetlica Wiejska, Zaręby-Warchoły 27B, 07-305 Andrzejewo";"gm. Andrzejewo";"ostrowski";"mazowieckie";"420";"453";"143";"277";"1";"2";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"4";"2";"2";"0";"273";"212";"61"
"da77-342c-af7b-b6ed-048b-8bfb-64ff-96b9";"141603";"46";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu, ul. Pawła Olszewskiego 2, 07-325 Boguty-Pianki";"gm. Boguty-Pianki";"ostrowski";"mazowieckie";"780";"840";"252";"528";"6";"2";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"3";"2";"1";"0";"525";"398";"127"
"e98a-20a9-ae78-293e-e227-c1e6-1648-dfd3";"141603";"46";"2";"wieś";"stały";"Szkoła Podstawowa, Białe-Szczepanowice 10, 07-325 Boguty-Pianki";"gm. Boguty-Pianki";"ostrowski";"mazowieckie";"333";"358";"122";"211";"0";"2";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"6";"3";"3";"0";"205";"182";"23"
"a81c-cecc-f5cc-6580-0b43-bac1-3bae-951e";"141603";"46";"3";"wieś";"stały";"Szkoła Podstawowa, Kutyłowo-Perysie 46, 07-325 Boguty-Pianki";"gm. Boguty-Pianki";"ostrowski";"mazowieckie";"314";"329";"118";"196";"3";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"3";"0";"3";"0";"193";"173";"20"
"83e0-b980-0235-d99d-bd63-a32d-799a-9c0b";"141603";"46";"4";"wieś";"stały";"Szkoła Podstawowa, Tymianki-Bucie 18, 07-325 Boguty-Pianki";"gm. Boguty-Pianki";"ostrowski";"mazowieckie";"294";"314";"80";"214";"1";"4";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"2";"0";"2";"0";"212";"186";"26"
"31ff-b2bc-0869-55f3-5d7f-3f1a-6dc1-4479";"141603";"46";"5";"wieś";"stały";"Szkoła Podstawowa, Zawisty, Zawisty-Dworaki 58, 07-325 Boguty-Pianki";"gm. Boguty-Pianki";"ostrowski";"mazowieckie";"242";"262";"110";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"2";"1";"1";"0";"130";"111";"19"
"e751-65a4-c460-6472-880a-eafc-4bca-8e20";"141604";"46";"1";"miasto";"stały";"Zespół Publicznych Placówek Oświatowych, ul. Jana Pawła II 50, 07-306 Brok";"gm. Brok";"ostrowski";"mazowieckie";"835";"898";"317";"518";"0";"12";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"12";"4";"8";"0";"506";"305";"201"
"271b-e0ff-3374-de90-8123-987d-a98b-3c9f";"141604";"46";"2";"wieś";"stały";"Szkoła Podstawowa, Kaczkowo Stare 86, 07-306 Brok";"gm. Brok";"ostrowski";"mazowieckie";"366";"404";"124";"242";"0";"5";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"7";"2";"5";"0";"235";"171";"64"
"3d59-fa26-2de7-afcd-8c22-17d6-e4d2-384e";"141604";"46";"3";"miasto";"stały";"Zespół Publicznych Placówek Oświatowych, ul. Jana Pawła II 50, 07-306 Brok";"gm. Brok";"ostrowski";"mazowieckie";"927";"1007";"329";"598";"5";"5";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"16";"3";"13";"0";"582";"353";"229"
"c091-e073-1d70-819f-ec4a-f4cf-5ceb-22be";"141605";"46";"1";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. Ostrowska 58, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"992";"1073";"344";"648";"1";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"38";"14";"24";"0";"610";"421";"189"
"8bc2-4ad8-44a7-8201-edd2-ae65-b804-eacd";"141605";"46";"2";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu, ul. Przedszkolna 3, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"769";"845";"322";"447";"1";"4";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"11";"0";"11";"0";"436";"282";"154"
"022a-b8bc-94eb-fc44-272c-1d3c-38cd-ccf4";"141605";"46";"3";"wieś";"stały";"Przedszkole Samorządowe, ul. Przedszkolna 2, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"780";"834";"337";"443";"0";"0";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"19";"2";"17";"0";"424";"266";"158"
"808f-3a3e-0126-0eca-d71e-51ca-ab87-1b85";"141605";"46";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2, ul. Leśna 15, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"880";"940";"335";"545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"11";"2";"9";"0";"534";"345";"189"
"290c-59e8-2f65-25d6-e556-4e02-8585-2be9";"141605";"46";"5";"wieś";"stały";"Szkoła Podstawowa Nr 2, ul. Leśna 15, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"570";"612";"128";"442";"2";"3";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"13";"2";"11";"0";"429";"270";"159"
"6c08-84c8-3262-6392-b257-1956-cba9-ad29";"141605";"46";"6";"wieś";"stały";"Szkoła Podstawowa, Kiełczew ul. Prymasa Tysiąclecia 49, 07-319 Prostyń";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"511";"553";"194";"317";"2";"2";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"17";"4";"13";"0";"300";"253";"47"
"f99d-d3f9-13d6-50a4-68c6-dd26-77cb-9cc0";"141605";"46";"7";"wieś";"stały";"Szkoła Podstawowa, Prostyń 60, 07-319 Prostyń";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"551";"610";"176";"375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"8";"1";"7";"0";"367";"248";"119"
"ed3a-4a0c-3692-fd2a-a84b-e704-ea86-78e9";"141605";"46";"8";"wieś";"stały";"Świetlica, Grądy 24A, 07-319 Prostyń";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"470";"521";"199";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"8";"1";"7";"0";"263";"211";"52"
"1241-be22-d6e8-6afa-60a5-ca7f-e101-92e5";"141605";"46";"9";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Kańkowo 58, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"605";"670";"243";"362";"0";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"23";"1";"22";"0";"339";"244";"95"
"56a0-6a3f-98c3-608f-e0c4-67b0-7e51-eae8";"141605";"46";"10";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Rostki Wielkie, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"590";"646";"174";"416";"1";"1";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"9";"3";"6";"0";"407";"267";"140"
"dea0-377a-8b89-72df-48eb-8d2e-ac17-722a";"141605";"46";"11";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Daniłówka Pierwsza 129, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"570";"632";"213";"357";"0";"2";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"15";"2";"13";"0";"342";"270";"72"
"e779-f49e-f614-2c1c-07f9-554d-1419-38bf";"141605";"46";"12";"wieś";"stały";"Szkoła Podstawowa, Orło 11, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"579";"642";"195";"384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"21";"0";"21";"0";"363";"281";"82"
"5332-b5c9-f006-5066-3806-473f-6f0f-67c2";"141605";"46";"13";"wieś";"stały";"Szkoła Podstawowa, Glina 83, 07-320 Małkinia Górna";"gm. Małkinia Górna";"ostrowski";"mazowieckie";"662";"725";"238";"424";"1";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"16";"2";"14";"0";"408";"329";"79"
"71b0-e4f4-8c59-6107-c246-0a2d-9604-4b26";"141606";"46";"1";"wieś";"stały";"Świetlica wiejska w Nurze, ul. Drohiczyńska 2A, 07-322 Nur";"gm. Nur";"ostrowski";"mazowieckie";"1151";"1258";"406";"745";"5";"9";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"11";"0";"11";"0";"734";"537";"197"
"a495-ddf9-9284-bde3-b87d-3559-9808-1c87";"141606";"46";"2";"wieś";"stały";"Świetlica wiejska w Godlewie-Warszach, Godlewo-Warsze 10A, 07-322 Nur";"gm. Nur";"ostrowski";"mazowieckie";"292";"313";"110";"182";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"5";"0";"5";"0";"177";"147";"30"
"caa8-0e9d-4faa-83fe-fd45-7ed9-4ec5-1e8c";"141606";"46";"3";"wieś";"stały";"Świetlica wiejska w Murawskich Nadbużnych, Murawskie Nadbużne 36, 07-322 Nur";"gm. Nur";"ostrowski";"mazowieckie";"440";"471";"157";"283";"1";"3";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"6";"1";"5";"0";"277";"239";"38"
"c830-f227-9983-8a74-3483-ae60-558a-8332";"141606";"46";"4";"wieś";"stały";"Świetlica wiejska w Zuzeli, Zuzela 28, 07-322 Nur";"gm. Nur";"ostrowski";"mazowieckie";"262";"291";"95";"167";"2";"1";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"5";"1";"4";"0";"162";"130";"32"
"6479-881d-1c22-e04f-f5d7-5d7a-f7c6-6013";"141607";"46";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego, Dybki 18, 07-308 Dybki";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"544";"587";"245";"299";"1";"4";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"4";"1";"3";"0";"295";"222";"73"
"9d2d-0d2b-035b-a423-0fbe-1ac0-ba78-c669";"141607";"46";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Wojciecha Bogumiła Jastrzębowskiego, ul. Szkolna 50, 07-308 Nowa Osuchowa";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"425";"462";"140";"285";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"7";"1";"6";"0";"278";"227";"51"
"36eb-96f3-cae4-6d72-b5d6-15b2-1d6c-1d54";"141607";"46";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Papieża Jana Pawła II, Nagoszewka Druga 89, 07-300 Nagoszewka Druga";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"650";"716";"235";"415";"0";"0";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"10";"2";"8";"0";"405";"293";"112"
"1c10-842a-4ed3-e95a-5993-695b-96a0-8680";"141607";"46";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. rtm. Witolda Pileckiego, Koziki 2, 07-300 Koziki";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"602";"655";"253";"349";"0";"3";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"3";"0";"3";"0";"346";"246";"100"
"e988-c1cc-fe6d-4a34-5458-6201-fcb2-d7be";"141607";"46";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Płk Dypl. Ludwika Bociańskiego, ul. Mazowiecka 81, 07-310 Komorowo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"721";"785";"271";"450";"1";"4";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"19";"5";"14";"0";"431";"240";"191"
"8dcc-ce96-3b90-39fc-11cb-3882-d0bf-24a6";"141607";"46";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Płk Dypl. Ludwika Bociańskiego, ul. Mazowiecka 81, 07-310 Komorowo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"713";"784";"286";"427";"0";"4";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"11";"2";"9";"0";"416";"305";"111"
"28f3-1846-0cf0-405d-14d9-4c16-9246-0c03";"141607";"46";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa im. mjr Henryka Sucharskiego, Jelonki 16, 07-302 Jelonki";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"721";"790";"362";"359";"0";"0";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"6";"3";"3";"0";"353";"254";"99"
"02d1-d828-cbbf-89c1-f2bb-a9b2-9c13-fa07";"141607";"46";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Marii Konopnickiej, ul. Szkolna 15, 07-300 Stare Lubiejewo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"682";"738";"272";"410";"0";"2";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"10";"1";"9";"0";"400";"270";"130"
"6f3a-4a49-c3d6-6137-b335-97bd-d3c6-6a84";"141607";"46";"9";"wieś";"stały";"Świetlica Wiejska, Prosienica 63, 07-304 Prosienica";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"465";"512";"178";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"5";"0";"5";"0";"282";"213";"69"
"183e-bbdb-22b7-7d6e-e6df-4673-6fa5-118f";"141607";"46";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Zesłańców Syberyjskich, Kalinowo 90, 07-304 Kalinowo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"671";"751";"252";"419";"1";"3";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"10";"1";"9";"0";"409";"283";"126"
"e3ba-bb94-0d93-58dd-89a4-1520-9352-b525";"141607";"46";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Janusza Korczaka, ul. Pawła Jasienicy 23, 07-304 Jasienica";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"465";"516";"193";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"5";"2";"3";"0";"267";"184";"83"
"e706-189a-8106-5b56-57d2-8066-cdff-fe5c";"141607";"46";"12";"wieś";"stały";"Świetlica Wiejska, Nieskórz 27, 07-304 Nieskórz";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"571";"621";"206";"365";"0";"3";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"14";"1";"13";"0";"351";"243";"108"
"21e2-52fb-4449-7e8b-ead2-34f7-e91c-7d48";"141607";"46";"13";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kornela Makuszyńskiego, ul. Szkolna 28, 07-300 Ugniewo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"721";"793";"295";"426";"0";"0";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"8";"2";"6";"0";"418";"305";"113"
"39bb-b5f5-4758-b032-fe93-335e-2dd3-6c39";"141607";"46";"14";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Marii Dąbrowskiej, Dudy 19, 07-300 Dudy";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"721";"794";"276";"445";"0";"2";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"19";"3";"16";"0";"426";"309";"117"
"2fe1-a960-753a-23b8-e3c9-a179-1ed6-c00c";"141607";"46";"15";"wieś";"stały";"Przedszkole Samorządowe, ul. Płk Dypl. Ludwika Bociańskiego 2, 07-310 Komorowo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"615";"618";"228";"387";"0";"0";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"9";"3";"6";"0";"378";"238";"140"
"5bfc-80dc-a0c9-77f4-b10d-9a15-75e7-5c2c";"141607";"46";"16";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom z Sercem"" w Komorowie, ul. Kościelna 2, 07-310 Komorowo";"gm. Ostrów Mazowiecka";"ostrowski";"mazowieckie";"47";"50";"27";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"11";"8"
"349b-2b97-285c-95de-d857-42c8-2cb3-bd7a";"141608";"46";"1";"wieś";"stały";"Szkoła Podstawowa, Stary Lubotyń 7, 07-303 Stary Lubotyń";"gm. Stary Lubotyń";"ostrowski";"mazowieckie";"1192";"1297";"482";"710";"0";"5";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"14";"4";"10";"0";"696";"566";"130"
