"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Elżbieta Agnieszka KOMOSA";"Marta Ewelina MICHALSKA-WILK";"Wojciech SKURKIEWICZ"
"1f32-5a9c-e805-bc78-a3c0-9525-2de9-341a";"142510";"50";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dzierzkówku Starym, Dzierzkówek Stary 90, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"690";"755";"259";"431";"0";"2";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"11";"1";"10";"0";"420";"33";"49";"338"
"6fb4-f975-b82a-dad5-622a-40ee-1a98-a8e9";"142510";"50";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa w Chomentowie-Puszcz, Chomentów-Puszcz ul. Ogrodowa 1, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"590";"652";"177";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"9";"3";"6";"0";"404";"38";"61";"305"
"2492-3808-8f11-b32c-7fe5-9fa0-7841-d942";"142510";"50";"9";"wieś";"stały";"Remiza Ochotniczej Staży Pożarnej w Gębarzowie, Gębarzów 98, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"870";"950";"248";"622";"0";"0";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"8";"6";"2";"0";"614";"69";"132";"413"
"f8a0-b3e3-3104-40ef-8dd5-c0e3-eef5-7642";"142511";"50";"1";"wieś";"stały";"Remiza OSP w Wierzbicy, Plac Jana Pawła II 11, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"1648";"1795";"575";"1073";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"15";"10";"5";"0";"1058";"137";"194";"727"
"6c41-f66d-9f6a-5255-bc59-dedf-282e-5827";"142511";"50";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Wierzbicy, ul. Ignacego Krasickiego 27, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"1480";"1594";"601";"879";"1";"4";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"24";"0";"24";"0";"855";"125";"234";"496"
"44cc-eb57-7131-3ed1-1ca2-92bb-aeca-7833";"142511";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rudzie Wielkiej, Ruda Wielka ul Radomska 10, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"1090";"1192";"503";"587";"0";"0";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"6";"1";"5";"0";"581";"80";"138";"363"
"b656-4310-5ad6-389f-9dce-edd5-13cf-4e45";"142511";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łączanach, Łączany 41A, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"741";"807";"323";"418";"0";"1";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"13";"3";"10";"0";"405";"48";"45";"312"
"cc8c-f164-d70e-8a33-b567-1d7f-272f-31a3";"142511";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dąbrówce Warszawskiej, Dąbrówka Warszawska 117A, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"580";"629";"230";"350";"0";"1";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"6";"0";"6";"0";"344";"46";"54";"244"
"14b5-6838-4d3b-fb2b-39a7-69ab-2d0c-7e4a";"142511";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Polanach, Polany 141, 26-680 Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"792";"861";"261";"531";"0";"3";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"7";"0";"7";"0";"524";"62";"80";"382"
"fc6d-b2c2-18e3-1f3c-5e47-29fc-2884-5861";"142511";"50";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zalesicach, Zalesice 31B, 26-680  Wierzbica";"gm. Wierzbica";"radomski";"mazowieckie";"679";"739";"223";"456";"0";"2";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"18";"3";"15";"0";"438";"61";"101";"276"
"37b0-44b5-8255-a507-5d32-dab2-6ab7-d47d";"142512";"50";"1";"wieś";"stały";"Urząd Gminy Wolanów, ul. Radomska 20, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"1613";"1759";"505";"1108";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"20";"4";"16";"0";"1088";"118";"244";"726"
"7f97-416f-d12b-f52e-60fa-e19a-f566-a3ed";"142512";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Mniszku, Mniszek 101, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"1151";"1270";"369";"782";"0";"3";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"17";"1";"16";"0";"765";"98";"164";"503"
"a38d-c3bb-1de5-be9e-5bd4-791b-3f75-1c39";"142512";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sławnie, Sławno 49, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"1439";"1595";"472";"967";"0";"1";"0";"0";"0";"0";"0";"0";"0";"967";"0";"0";"967";"18";"4";"14";"0";"949";"97";"172";"680"
"3689-ea9a-8145-19e5-2daf-5e93-74a9-8911";"142512";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bieniędzicach, Bieniędzice 21, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"421";"467";"156";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"2";"1";"1";"0";"263";"20";"69";"174"
"5670-2678-da89-224f-186c-f30d-b0fa-e72a";"142512";"50";"5";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Młodocinie Większym, Młodocin Większy 25, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"480";"524";"182";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"6";"1";"5";"0";"292";"32";"78";"182"
"a891-cbdf-5ea7-75bf-d145-15cc-23cd-2a79";"142512";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wolanowie, ul. Kolejowa 29, 26-625 Wolanów";"gm. Wolanów";"radomski";"mazowieckie";"1230";"1370";"417";"813";"4";"2";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"17";"2";"15";"0";"796";"89";"118";"589"
"35a8-980a-d30b-6ca4-4f21-6d1a-4a0f-6a4a";"142513";"50";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Kochanowskiego, Zakrzew 58D, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"1066";"1165";"296";"770";"1";"0";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"9";"2";"7";"0";"761";"67";"143";"551"
"0b82-b0a8-8498-03e3-aa09-854c-4d5d-d4ee";"142513";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Kochanowskiego, Zakrzew 58D, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"986";"1066";"319";"667";"1";"0";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"10";"1";"9";"0";"657";"58";"94";"505"
"14bf-6157-7064-cac4-f5a4-8280-80f6-ed03";"142513";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Pawła II, Wola Taczowska 11B, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"930";"1031";"260";"670";"0";"0";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"22";"2";"20";"0";"647";"49";"96";"502"
"75e1-fa6e-1164-b173-33b2-fcb1-34a3-b6e2";"142513";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Cerekiew ul. Wesoła 2, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"1759";"1934";"489";"1268";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"0";"1270";"30";"11";"19";"0";"1240";"126";"326";"788"
"89f9-6319-ed7f-f4fa-a61a-5a0c-5d90-d9ac";"142513";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Orła Białego, Dąbrówka Podłężna 29B, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"762";"860";"203";"559";"4";"3";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"13";"3";"10";"0";"545";"26";"80";"439"
"c13e-f7d2-7ba5-d00e-2d56-674b-9508-0026";"142513";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, Bielicha 38A, 26-600 Radom";"gm. Zakrzew";"radomski";"mazowieckie";"1630";"1795";"415";"1215";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"0";"1215";"11";"8";"3";"0";"1204";"140";"363";"701"
"3bc4-458a-32b0-30e0-53d0-e5be-121a-d848";"142513";"50";"7";"wieś";"stały";"Dom Ludowy, Milejowice ul. Pogodna 1A, 26-652 Zakrzew";"gm. Zakrzew";"radomski";"mazowieckie";"786";"860";"199";"587";"0";"3";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"11";"2";"9";"0";"576";"61";"164";"351"
