"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Przemysław Józef ALEXANDROWICZ";"Marcin Rafał BOSACKI"
"3d2b-c375-cd97-1778-d2ef-c927-70c9-679f";"306401";"91";"125";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Marii Konopnickiej, os. Orła Białego 120, 61-251 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1690";"1877";"226";"1464";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1464";"0";"0";"1464";"36";"5";"31";"0";"1428";"429";"999"
"3e16-2543-a5d5-2730-0f7d-71c6-40a1-b18f";"306401";"91";"126";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Marii Konopnickiej, os. Orła Białego 120, 61-251 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1760";"1940";"249";"1511";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1510";"0";"0";"1510";"51";"11";"40";"0";"1459";"409";"1050"
"1ed8-eb8a-8c20-5339-a959-fb20-df4a-311b";"306401";"91";"127";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Marii Konopnickiej, os. Orła Białego 120, 61-251 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1760";"1952";"308";"1452";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1452";"0";"0";"1452";"40";"7";"33";"0";"1412";"389";"1023"
"27de-280f-61de-083b-cc15-d91b-bf9a-4fb7";"306401";"91";"128";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Marii Konopnickiej, os. Orła Białego 120, 61-251 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1740";"1934";"284";"1456";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1456";"0";"0";"1456";"39";"15";"24";"0";"1417";"427";"990"
"89d8-d997-4d2b-dfb2-07ea-02c3-294b-c9fc";"306401";"91";"129";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 2 im. Charles de Gaulle`a, ul. Tarnowska 27, 61-323 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1550";"1701";"329";"1221";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"37";"5";"32";"0";"1183";"396";"787"
"1660-507c-c738-872b-d366-8e88-38e3-ba1b";"306401";"91";"130";"miasto";"stały";"Zespół Szkół z Oddziałami Sportowymi nr 5, ul. Głuszyna 187, 61-329 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1330";"1445";"371";"959";"0";"9";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"34";"8";"26";"0";"925";"219";"706"
"e002-d0d4-14f5-7992-81fa-225a-9150-547c";"306401";"91";"131";"miasto";"stały";"Zespół Szkół z Oddziałami Sportowymi nr 5, ul. Głuszyna 187, 61-329 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1480";"1625";"315";"1165";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"27";"17";"10";"0";"1135";"309";"826"
"3aad-3249-3236-b2d1-b4f4-c148-91bb-c0c4";"306401";"91";"132";"miasto";"stały";"Szkoła Podstawowa nr 63 im. Ksawerego Zakrzewskiego, ul. Starołęcka 142, 61-341 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1770";"1956";"449";"1321";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1320";"0";"0";"1320";"60";"15";"45";"0";"1260";"495";"765"
"9043-296b-d966-898b-38f4-3d77-e756-a54c";"306401";"91";"133";"miasto";"stały";"Szkoła Podstawowa nr 59 im. gen. J. H. Dąbrowskiego, ul. Baranowska 1, 61-353 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1800";"2015";"283";"1517";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1515";"0";"0";"1515";"34";"5";"29";"0";"1481";"476";"1005"
"3aaa-e856-6173-3323-7ed2-fd5e-e5a4-bc3f";"306401";"91";"134";"miasto";"stały";"Wielkopolskie Stowarzyszenie Sportowe, ul. Starołęcka 36, 61-361 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1738";"1988";"333";"1404";"0";"16";"1";"1";"0";"0";"0";"0";"1";"1405";"1";"0";"1405";"37";"10";"27";"0";"1368";"439";"929"
"a1bc-8917-8333-a2d0-0ea5-638d-30bf-59e8";"306401";"91";"135";"miasto";"stały";"Przedszkole nr 15 „Calineczka”, ul. św. Antoniego 42, 61-359 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1750";"1955";"326";"1424";"2";"58";"0";"0";"0";"0";"0";"0";"0";"1424";"0";"0";"1424";"56";"12";"44";"0";"1368";"434";"934"
"b977-6c31-42d1-b8cb-f014-8d47-4150-b825";"306401";"91";"136";"miasto";"stały";"Technikum nr 19 im. Marszałka Józefa Piłsudskiego, ul. 28 Czerwca 1956 r. 352/360, 61-441 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1820";"1999";"330";"1490";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1488";"0";"0";"1488";"66";"20";"46";"0";"1422";"474";"948"
"2b0f-e73f-d9bc-bfea-78b5-6971-b849-a432";"306401";"91";"137";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Łozowa 77, 61-448 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1800";"2013";"438";"1362";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1360";"0";"0";"1360";"42";"4";"38";"0";"1318";"426";"892"
"6dd2-7067-163d-99f7-6be7-31e2-78d5-b40b";"306401";"91";"138";"miasto";"stały";"Szkoła Podstawowa nr 84 im. Tadeusza Kościuszki, ul. Łozowa 53, 61-448 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1750";"2059";"300";"1450";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1445";"0";"0";"1445";"61";"3";"58";"0";"1384";"404";"980"
"6aa4-eca5-37d9-d36e-5ff2-3a4c-3728-bbdf";"306401";"91";"139";"miasto";"stały";"Szkoła Podstawowa nr 84 im. Tadeusza Kościuszki, ul. św. Szczepana 3, 61-465 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1790";"2009";"422";"1368";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1364";"0";"0";"1364";"39";"11";"28";"0";"1325";"455";"870"
"137e-974c-8b16-79cf-10d7-b7d0-f200-2ff8";"306401";"91";"140";"miasto";"stały";"Technikum nr 19 im. Marszałka Józefa Piłsudskiego, ul. 28 Czerwca 1956 r. 352/360, 61-441 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1919";"2133";"455";"1464";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1463";"0";"0";"1463";"45";"13";"32";"0";"1418";"437";"981"
"557c-b93e-a106-0823-7208-e6a3-fb0a-9104";"306401";"91";"141";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1260";"1353";"405";"855";"0";"1";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"46";"6";"40";"0";"805";"275";"530"
"a6b8-eefb-f723-b595-ebea-146b-9338-33f4";"306401";"91";"142";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1410";"1536";"392";"1017";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"31";"3";"28";"0";"987";"325";"662"
"8144-adec-c677-4d33-76ba-3a2b-0d3b-46fe";"306401";"91";"143";"miasto";"stały";"Zespół Szkół Mechanicznych im. Komisji Edukacji Narodowej, ul. Świerkowa 8, 61-472 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1648";"1838";"277";"1371";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1371";"0";"0";"1371";"36";"10";"26";"0";"1335";"435";"900"
"1ed9-a557-3d0d-ae2c-e3fb-7854-9b4f-9883";"306401";"91";"144";"miasto";"stały";"Zespół Szkół Mechanicznych im. Komisji Edukacji Narodowej, ul. Świerkowa 8, 61-472 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1499";"1623";"215";"1284";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"7";"1277";"42";"13";"29";"0";"1235";"406";"829"
"42a5-b6c7-775e-d6c1-a891-4150-961b-17cc";"306401";"91";"145";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1160";"1144";"164";"996";"3";"9";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"28";"3";"25";"0";"968";"324";"644"
"0bec-0014-562f-1dd1-fbde-7a3a-777f-5cff";"306401";"91";"146";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1319";"1321";"352";"967";"4";"8";"0";"0";"0";"0";"0";"0";"0";"967";"0";"0";"967";"26";"2";"24";"0";"941";"310";"631"
"6bff-eaac-aca3-0a17-9c57-2c4a-85dc-e8ff";"306401";"91";"147";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Jesionowa 14, 61-432 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1550";"1680";"302";"1248";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"1245";"46";"7";"39";"0";"1199";"396";"803"
"3b08-b076-50e9-05f7-b01c-3a43-0d6d-f79e";"306401";"91";"148";"miasto";"stały";"Technikum Energetyczne im. Henryka Zygalskiego, ul. Jana Henryka Dąbrowskiego 163, 60-594 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1360";"1685";"78";"1282";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1282";"0";"0";"1282";"41";"15";"26";"0";"1241";"292";"949"
"c3d3-df78-2405-3b67-f395-4718-e3ce-9bd1";"306401";"91";"149";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnej im. Zbigniewa Tylewicza, ul. Augustyna Szamarzewskiego 78/82, 60-569 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1360";"1533";"280";"1079";"1";"11";"1";"1";"0";"0";"0";"0";"1";"1081";"1";"0";"1081";"32";"9";"23";"0";"1049";"280";"769"
"8cc5-2bca-28cc-d733-8d72-b2cb-54a4-a566";"306401";"91";"150";"miasto";"stały";"Szkoła Podstawowa nr 70 im. Mikołaja Kopernika, ul. Piękna 37, 60-591 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1650";"1875";"254";"1394";"6";"36";"0";"0";"0";"0";"0";"0";"0";"1394";"0";"0";"1394";"31";"8";"23";"0";"1363";"366";"997"
"77ea-a696-538f-9fcb-b3db-5fe2-054a-bce8";"306401";"91";"151";"miasto";"stały";"Zespół Szkół Geodezyjno-Drogowych im. Rudolfa Modrzejewskiego, ul. Szamotulska 33, 60-365 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1130";"1293";"112";"1018";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1017";"0";"0";"1017";"25";"7";"18";"0";"992";"318";"674"
"1f9c-4027-1f17-142c-8470-4996-2936-46e9";"306401";"91";"152";"miasto";"stały";"Regionalne Centrum Krwiodawstwa i Krwiolecznictwa, ul. Marcelińska 44, 60-354 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1119";"1283";"214";"905";"2";"23";"1";"1";"0";"0";"0";"0";"1";"907";"1";"2";"905";"31";"7";"24";"0";"874";"243";"631"
"24fc-7c0c-6f0c-dc3f-462e-91df-8905-e5cf";"306401";"91";"153";"miasto";"stały";"Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka, ul. Świt 25, 60-375 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1590";"1816";"218";"1372";"0";"22";"1";"1";"0";"0";"0";"0";"1";"1373";"1";"0";"1373";"53";"45";"8";"0";"1320";"1002";"318"
"acc6-1d46-7f5c-bd53-bb6c-0d18-6982-e68d";"306401";"91";"154";"miasto";"stały";"Zespół Szkół Elektrycznych nr 2 im. ks. Piotra Wawrzyniaka, ul. Świt 25, 60-375 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1640";"1848";"398";"1242";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1242";"0";"0";"1242";"40";"5";"35";"0";"1202";"412";"790"
"a665-ded7-e4d4-9de0-c845-ad17-bc02-7ce4";"306401";"91";"155";"miasto";"stały";"Zespół Szkół Specjalnych nr 101 im. Jana Brzechwy, ul. Swoboda 41, 60-389 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1548";"1729";"435";"1113";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"28";"10";"18";"0";"1085";"338";"747"
"f45b-ed50-e73b-bae2-9e1b-9eff-aca4-8565";"306401";"91";"156";"miasto";"stały";"Zespół Szkół Specjalnych nr 101 im. Jana Brzechwy, ul. Swoboda 41, 60-389 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1649";"1838";"408";"1241";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1239";"0";"0";"1239";"35";"6";"29";"0";"1204";"344";"860"
"289d-32fd-3048-1ffc-1f05-46bd-02ee-7ef7";"306401";"91";"157";"miasto";"stały";"Szkoła Podstawowa nr 91 z Oddziałami Dwujęzycznymi im. Józefa Wybickiego, ul. Promyk 4, 60-393 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1488";"1678";"386";"1101";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1102";"0";"0";"1102";"40";"8";"32";"0";"1062";"310";"752"
"d88e-43b2-3ecb-7b7f-ad8f-5d76-e945-9714";"306401";"91";"158";"miasto";"stały";"Szkoła Podstawowa nr 88 im. Poznańskich Koziołków, ul. Swoboda 53, 60-389 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1630";"1852";"393";"1237";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1237";"0";"0";"1237";"53";"12";"41";"0";"1184";"372";"812"
"d472-19f4-178d-cff6-03ea-f211-53cf-522d";"306401";"91";"159";"miasto";"stały";"Zespół Szkół Gastronomicznych im. Karola Libelta, ul. Podkomorska 49, 60-326 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1618";"1832";"282";"1336";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1336";"0";"0";"1336";"56";"17";"39";"0";"1280";"345";"935"
"f880-2ac0-4f7d-1a1c-4ab0-f3b5-7b91-fdfe";"306401";"91";"160";"miasto";"stały";"Zespół Szkół Gastronomicznych im. Karola Libelta, ul. Podkomorska 49, 60-326 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1470";"1683";"246";"1224";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1224";"0";"0";"1224";"32";"8";"24";"0";"1192";"355";"837"
"b426-25ce-3209-2f66-4bc4-a16c-13ae-c295";"306401";"91";"161";"miasto";"stały";"Szkoła Podstawowa nr 90 im. hr. Władysława Zamoyskiego, ul. Józefa Chociszewskiego 56, 60-261 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1899";"2228";"106";"1793";"2";"35";"2";"2";"0";"0";"0";"0";"2";"1795";"2";"0";"1795";"55";"15";"40";"0";"1740";"401";"1339"
"3a70-f3e2-9fc7-7403-68f3-d082-3ee8-1cb3";"306401";"91";"162";"miasto";"stały";"Szkoła Podstawowa nr 80 im. Kornela Makuszyńskiego, ul. Pogodna 84, 60-137 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1627";"1834";"250";"1376";"1";"21";"1";"1";"0";"0";"0";"0";"1";"1377";"1";"1";"1376";"47";"11";"36";"0";"1329";"361";"968"
"2981-5222-9ffd-ef5f-bd4a-52b4-4b56-6339";"306401";"91";"163";"miasto";"stały";"XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich, ul. Piotra Ściegiennego 134, 60-304 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1429";"1603";"152";"1277";"2";"18";"1";"1";"0";"0";"0";"0";"1";"1276";"1";"0";"1276";"37";"8";"29";"0";"1239";"367";"872"
"562e-1d34-bbaf-17a3-6f7c-4c61-66e1-ad43";"306401";"91";"164";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu, ul. Galileusza 14, 60-159 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1622";"1886";"136";"1486";"0";"26";"0";"0";"0";"0";"0";"0";"0";"1486";"0";"0";"1486";"50";"7";"43";"0";"1436";"327";"1109"
"baff-fae5-8b9d-b6ab-5454-eb85-ce75-d1d1";"306401";"91";"165";"miasto";"stały";"International School of Poznań, ul. Edmunda Taczanowskiego 18, 60-147 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1409";"1559";"230";"1169";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"31";"6";"25";"0";"1138";"317";"821"
"afb0-ff42-0bef-c85e-f22e-fb31-bcf3-0022";"306401";"91";"166";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu, ul. Galileusza 14, 60-159 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1560";"1755";"217";"1343";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1343";"0";"0";"1343";"54";"9";"45";"0";"1289";"331";"958"
"6794-51a6-2f1c-2502-82ad-461c-583f-cc3c";"306401";"91";"167";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu, ul. Galileusza 14, 60-159 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1580";"1774";"262";"1318";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1318";"0";"0";"1318";"48";"12";"36";"0";"1270";"357";"913"
"376f-839f-2f2c-1345-1f70-b7f4-ff12-474a";"306401";"91";"168";"miasto";"stały";"Szkoła Podstawowa nr 72 z Oddziałami Dwujęzycznymi i Sportowymi im. Mikołaja Kopernika, ul. Izaaka Newtona 2, 60-161 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1740";"1957";"254";"1486";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1486";"0";"0";"1486";"45";"10";"35";"0";"1441";"441";"1000"
"3014-a16f-8fbf-7300-3d39-2d37-bfc9-48e9";"306401";"91";"169";"miasto";"stały";"Szkoła Podstawowa nr 80 im. Kornela Makuszyńskiego, ul. Pogodna 84, 60-137 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1688";"1701";"229";"1459";"4";"13";"0";"0";"0";"0";"0";"0";"0";"1459";"0";"0";"1459";"56";"16";"40";"0";"1403";"413";"990"
"c1f4-9b43-5960-1c0c-28f5-0950-6e7c-597b";"306401";"91";"170";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Arkadego Fiedlera, ul. Piotra Ściegiennego 10, 60-128 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1640";"1883";"268";"1372";"1";"17";"2";"2";"0";"0";"0";"0";"2";"1372";"2";"0";"1372";"52";"13";"39";"0";"1320";"257";"1063"
"397e-d2ce-60f7-ab4c-d0f2-7944-66ff-ee81";"306401";"91";"171";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Arkadego Fiedlera, ul. Piotra Ściegiennego 10, 60-128 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1610";"1773";"336";"1274";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"0";"1274";"33";"4";"29";"0";"1241";"337";"904"
"285a-ee0c-a193-6ce7-edf7-c366-978c-4878";"306401";"91";"172";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Arkadego Fiedlera, ul. Bosa 9, 60-125 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1570";"1996";"78";"1491";"3";"34";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"1";"1490";"39";"13";"26";"0";"1451";"370";"1081"
"fee7-310e-f481-b892-5433-4e8d-8164-12af";"306401";"91";"173";"miasto";"stały";"Szkoła Podstawowa nr 10 im. Arkadego Fiedlera, ul. Bosa 9, 60-125 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1289";"1438";"295";"994";"1";"13";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"37";"5";"32";"0";"957";"279";"678"
"70db-6ba8-d049-7bf6-aadf-c9dc-6e6d-ce47";"306401";"91";"174";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Armii Poznań, ul. Rawicka 12/14, 60-113 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1483";"1681";"318";"1165";"1";"38";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"46";"7";"39";"0";"1116";"361";"755"
"33ce-3a1e-b3e5-a507-c510-483a-82b3-6741";"306401";"91";"175";"miasto";"stały";"Przedszkole nr 67 im. Marii Konopnickiej, ul. Słowicza 15, 60-121 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1419";"1582";"355";"1064";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1064";"0";"0";"1064";"34";"7";"27";"0";"1030";"379";"651"
"f401-313c-7979-f911-c09e-6f86-bc6e-7c5f";"306401";"91";"176";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 52 Fundacji Familijny Poznań, ul. Fabianowo 29, 60-005 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1228";"1382";"270";"958";"0";"1";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"46";"25";"21";"0";"912";"304";"608"
"25e5-c5fc-5266-d44e-8395-b461-bb4e-7111";"306401";"91";"177";"miasto";"stały";"Dom Kultury „Stokrotka”, ul. Cyniowa 11, 60-175 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1610";"1775";"285";"1325";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1325";"0";"0";"1325";"46";"11";"35";"0";"1279";"381";"898"
"d879-31f6-86af-dea8-6b3c-130b-eb41-54ed";"306401";"91";"178";"miasto";"stały";"Szkoła Podstawowa nr 78 im. prof. Wiktora Degi, ul. Żonkilowa 34, 60-175 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1669";"1856";"230";"1439";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"0";"1438";"30";"8";"22";"0";"1408";"407";"1001"
"2c29-a60e-87f1-d019-5879-f6f6-c9af-a6d6";"306401";"91";"179";"miasto";"stały";"Szkoła Podstawowa nr 54 im. Jana Kasprowicza, ul. Małoszyńska 38, 60-176 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1189";"1195";"232";"957";"1";"17";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"26";"4";"22";"0";"931";"272";"659"
"c965-4680-6f7a-0d7b-bf52-db17-d808-2061";"306401";"91";"180";"miasto";"stały";"Liceum Plastyczne im. Piotra Potworowskiego w Poznaniu, ul. Junikowska 35, 60-163 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1300";"1437";"226";"1074";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"0";"1072";"38";"13";"25";"0";"1034";"336";"698"
"35b6-125b-9379-3712-e449-775b-2766-0b1d";"306401";"91";"181";"miasto";"stały";"Liceum Plastyczne im. Piotra Potworowskiego w Poznaniu, ul. Junikowska 35, 60-163 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1520";"1757";"118";"1402";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"49";"19";"30";"0";"1353";"350";"1003"
"6c17-d791-049e-2313-4581-2b40-379d-d658";"306401";"91";"182";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Jawornicka 1, 60-161 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1680";"1962";"68";"1612";"0";"37";"0";"0";"0";"0";"0";"0";"0";"1612";"0";"0";"1612";"52";"17";"35";"0";"1560";"424";"1136"
"6624-1a9e-007b-e832-fead-bd3d-6a29-1d8a";"306401";"91";"183";"miasto";"stały";"Szkoła Podstawowa nr 54 im. Jana Kasprowicza, ul. Małoszyńska 38, 60-176 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1510";"1605";"107";"1401";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1399";"0";"0";"1399";"40";"15";"25";"0";"1359";"276";"1083"
"7dd4-ca4d-b7e7-5fae-dce1-a449-f5df-7df9";"306401";"91";"184";"miasto";"stały";"Szkoła Podstawowa nr 58 im. Jerzego Kukuczki, ul. Ławica 3, 60-186 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1749";"1939";"103";"1646";"1";"75";"1";"1";"0";"0";"0";"0";"1";"1647";"1";"0";"1647";"50";"17";"33";"0";"1597";"359";"1238"
"1365-eeaf-520d-50a5-8779-6455-6eca-20af";"306401";"91";"185";"miasto";"stały";"Szkoła Podstawowa nr 58 im. Jerzego Kukuczki, ul. Ławica 3, 60-186 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1460";"1612";"169";"1291";"0";"18";"1";"1";"0";"0";"0";"0";"1";"1292";"1";"0";"1292";"38";"11";"27";"0";"1254";"284";"970"
"7089-4842-b518-491a-1a1e-d52f-7c31-293e";"306401";"91";"186";"miasto";"stały";"Szkoła Podstawowa nr 74 im. Mikołaja Kopernika, ul. Trybunalska 17/25, 60-325 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1100";"1125";"117";"983";"1";"19";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"26";"4";"22";"0";"957";"149";"808"
"0fa0-4061-ba06-a254-aeb9-ca98-d645-7095";"306401";"91";"187";"miasto";"stały";"Szkoła Podstawowa nr 58 im. Jerzego Kukuczki, ul. Ławica 3, 60-186 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1570";"2106";"220";"1350";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1350";"0";"0";"1350";"40";"12";"28";"0";"1310";"347";"963"
"ba37-f82b-e7d7-972e-b2de-88e3-2ddb-b9cf";"306401";"91";"188";"miasto";"stały";"Szkoła Podstawowa nr 28 im. Kornela Makuszyńskiego, ul. Chojnicka 57, 60-480 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1300";"1469";"182";"1118";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1118";"0";"0";"1118";"26";"4";"22";"0";"1092";"354";"738"
