"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan DOBRZYŃSKI";"Mariusz Krzysztof GROMKO";"Wanda JANKOWSKA";"Zbigniew NIKITOROWICZ"
"1ae8-ef8f-5dff-1333-cf08-4cf7-ba26-4259";"201109";"60";"6";"wieś";"stały";"Szkoła Podstawowa, Chodorówka Nowa 17, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"785";"857";"335";"450";"1";"2";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"4";"0";"4";"0";"446";"63";"298";"34";"51"
"4cf5-e9e5-0bde-6af6-cc48-7196-79b7-65c3";"201109";"60";"7";"wieś";"stały";"Świetlica Wiejska, Wólka 68, 16-150 Suchowola";"gm. Suchowola";"sokólski";"podlaskie";"609";"687";"263";"346";"2";"1";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"5";"2";"3";"0";"341";"35";"269";"13";"24"
"2368-b5b2-8490-c79e-e568-5540-f74c-d7e5";"201110";"60";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1A, 16-113 Szudziałowo";"gm. Szudziałowo";"sokólski";"podlaskie";"491";"525";"219";"272";"0";"1";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"10";"0";"10";"0";"262";"40";"139";"31";"52"
"aca6-2af2-7ed8-7657-7005-3813-71f9-eedf";"201110";"60";"2";"wieś";"stały";"Urząd Gminy, ul. Bankowa 1, 16-113 Szudziałowo";"gm. Szudziałowo";"sokólski";"podlaskie";"742";"811";"366";"376";"1";"3";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"12";"1";"11";"0";"364";"37";"186";"27";"114"
"62a2-a3b7-9695-e897-78a0-bb82-59cf-0111";"201110";"60";"3";"wieś";"stały";"Remiza OSP, Wierzchlesie 94, 16-113 Szudziałowo";"gm. Szudziałowo";"sokólski";"podlaskie";"254";"273";"118";"136";"0";"3";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"3";"1";"2";"0";"133";"18";"60";"14";"41"
"5980-755b-2320-7773-8c25-375b-eb6e-d593";"201110";"60";"4";"wieś";"stały";"Szkoła Podstawowa, Babiki 22A, 16-113 Szudziałowo";"gm. Szudziałowo";"sokólski";"podlaskie";"752";"818";"354";"398";"0";"2";"1";"1";"0";"0";"0";"0";"1";"399";"1";"0";"399";"11";"2";"9";"0";"388";"46";"253";"27";"62"
"e3b8-5d80-ed09-cb7a-59b2-a7cf-a10f-70af";"206101";"60";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Bohaterów Monte Cassino 25, 15-873 Białystok";"m. Białystok";"Białystok";"podlaskie";"1109";"1212";"308";"800";"1";"7";"1";"1";"0";"0";"0";"0";"1";"800";"1";"1";"799";"10";"2";"8";"0";"789";"67";"311";"79";"332"
"dabe-2031-1486-f304-891d-2dd8-1415-b9e3";"206101";"60";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Bohaterów Monte Cassino 25, 15-873 Białystok";"m. Białystok";"Białystok";"podlaskie";"900";"988";"235";"665";"3";"5";"0";"0";"0";"0";"0";"0";"0";"665";"0";"2";"663";"8";"8";"0";"0";"655";"51";"300";"47";"257"
"a74a-41d9-8bfc-1ed2-5ce6-c29f-5fb6-3354";"206101";"60";"3";"miasto";"stały";"Zespół Szkół Technicznych, ul. Stołeczna 21, 15-879 Białystok";"m. Białystok";"Białystok";"podlaskie";"1170";"1298";"323";"847";"3";"5";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"12";"11";"1";"0";"835";"75";"354";"76";"330"
"d5be-af7e-7b3d-f65a-59fd-e856-18e8-9285";"206101";"60";"4";"miasto";"stały";"X Liceum Ogólnokształcące, ul. Stołeczna 6, 15-879 Białystok";"m. Białystok";"Białystok";"podlaskie";"1099";"1216";"283";"816";"3";"13";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"8";"5";"3";"0";"808";"51";"323";"65";"369"
"0087-a5d4-cf04-818e-2779-d1bb-217e-f246";"206101";"60";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Bohaterów Monte Cassino 25, 15-873 Białystok";"m. Białystok";"Białystok";"podlaskie";"1138";"1262";"296";"842";"0";"6";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"18";"10";"8";"0";"824";"85";"252";"72";"415"
"a1b0-66c6-a949-7dc5-3ae2-c161-6a3b-595c";"206101";"60";"6";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Zwierzyniecka 9a, 15-312 Białystok";"m. Białystok";"Białystok";"podlaskie";"1248";"1423";"362";"886";"2";"4";"1";"1";"0";"0";"0";"0";"1";"887";"1";"0";"887";"11";"1";"10";"0";"876";"62";"331";"89";"394"
"5271-7472-e51f-e161-8023-6a51-51ee-5cd4";"206101";"60";"7";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Zwierzyniecka 9a, 15-312 Białystok";"m. Białystok";"Białystok";"podlaskie";"699";"821";"162";"537";"3";"11";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"11";"3";"8";"0";"526";"40";"212";"70";"204"
"ca87-55a7-4454-3373-7511-c028-41c1-b3f0";"206101";"60";"8";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Wesoła 11a, 15-307 Białystok";"m. Białystok";"Białystok";"podlaskie";"1110";"1290";"197";"913";"1";"16";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"15";"2";"13";"0";"898";"76";"316";"78";"428"
"3254-ee79-2851-6f6d-b4a2-86e2-0311-020d";"206101";"60";"9";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Legionowa 7, 15-281 Białystok";"m. Białystok";"Białystok";"podlaskie";"1320";"1554";"214";"1106";"4";"11";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"20";"15";"5";"0";"1085";"79";"328";"107";"571"
"f384-1f33-1253-9fec-d2be-f228-8c2b-26ba";"206101";"60";"10";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Legionowa 7, 15-281 Białystok";"m. Białystok";"Białystok";"podlaskie";"992";"1113";"232";"760";"0";"16";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"18";"3";"15";"0";"741";"51";"285";"74";"331"
"3ee4-f843-fb08-7c31-ec25-9d83-3194-cf98";"206101";"60";"11";"miasto";"stały";"Przedszkole Samorządowe Nr 25, Waszyngtona 4, 15-274 Białystok";"m. Białystok";"Białystok";"podlaskie";"950";"1060";"307";"642";"4";"19";"1";"1";"0";"0";"0";"0";"1";"644";"1";"0";"644";"11";"4";"7";"0";"633";"66";"195";"76";"296"
"a5a4-51b9-85f5-b61f-fea5-9435-fdf6-79c3";"206101";"60";"12";"miasto";"stały";"Przedszkole Samorządowe Nr 52, ul. Waszyngtona 16, 15-274 Białystok";"m. Białystok";"Białystok";"podlaskie";"1161";"1316";"306";"855";"1";"13";"0";"0";"0";"0";"0";"0";"0";"854";"0";"0";"854";"15";"3";"12";"0";"839";"77";"271";"74";"417"
"dfa0-f226-9cd2-04e4-1639-f4d8-63a2-1f0a";"206101";"60";"13";"miasto";"stały";"Szkoła Podstawowa Nr 34, Białystok ul. Pogodna 12, 15-354 Bialystok";"m. Białystok";"Białystok";"podlaskie";"1470";"1628";"460";"1010";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"3";"1006";"23";"10";"13";"0";"983";"125";"347";"92";"419"
"3727-ed33-5302-1cbd-595e-8383-646f-f3ce";"206101";"60";"14";"miasto";"stały";"Szkoła Podstawowa Nr 34, ul. Pogodna 12, 15-354 Białystok";"m. Białystok";"Białystok";"podlaskie";"1270";"1436";"219";"1051";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"15";"11";"4";"0";"1036";"79";"319";"102";"536"
"e419-3c35-f625-f27d-065b-a386-045e-cd8a";"206101";"60";"15";"miasto";"stały";"Zarząd Mienia Komunalnego, Białystok ul. Bema 89/1, 15-370 Bialystok";"m. Białystok";"Białystok";"podlaskie";"1398";"1525";"479";"919";"3";"10";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"24";"9";"15";"0";"895";"87";"330";"99";"379"
"1040-859a-b79a-4c50-db87-6e9e-09c2-705d";"206101";"60";"16";"miasto";"stały";"Zespół Szkół Handlowo-Ekonomicznych, ul. Bema 105, 15-370 Białystok";"m. Białystok";"Białystok";"podlaskie";"1958";"2160";"519";"1439";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1440";"1";"0";"1440";"30";"12";"18";"0";"1410";"103";"457";"193";"657"
"fc87-9d0e-8f8b-00aa-a207-fa73-e0b9-d026";"206101";"60";"17";"miasto";"stały";"Zespół Szkół Handlowo-Ekonomicznych, ul. Bema 105, 15-370 Białystok";"m. Białystok";"Białystok";"podlaskie";"1257";"1391";"455";"802";"1";"8";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"19";"11";"8";"0";"782";"85";"328";"74";"295"
"8aea-07c5-ce07-1c7a-a711-882d-6ca4-5294";"206101";"60";"18";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Pułaskiego 25, 15-337 Białystok";"m. Białystok";"Białystok";"podlaskie";"1267";"1397";"272";"995";"0";"9";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"28";"13";"15";"0";"967";"63";"296";"101";"507"
"1c9a-1fc9-ec0c-9404-e1ea-8bec-2afa-d59a";"206101";"60";"19";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Pułaskiego 25, 15-337 Białystok";"m. Białystok";"Białystok";"podlaskie";"1178";"1318";"264";"914";"0";"6";"2";"2";"0";"0";"0";"0";"2";"916";"2";"0";"916";"15";"8";"7";"0";"901";"75";"287";"85";"454"
"0e55-13ca-de6f-abe8-3d6b-8387-2751-f6e2";"206101";"60";"20";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Pułaskiego 25, 15-337 Białystok";"m. Białystok";"Białystok";"podlaskie";"1279";"1448";"204";"1075";"3";"19";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"26";"10";"16";"0";"1029";"83";"367";"73";"506"
"4633-61cd-0443-994f-9547-8f4d-7f9a-4581";"206101";"60";"21";"miasto";"stały";"Przedszkole Samorządowe Nr 1, ul. Kawaleryjska 70, 15-325 Białystok";"m. Białystok";"Białystok";"podlaskie";"1080";"1204";"246";"834";"1";"7";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"13";"3";"10";"0";"821";"68";"299";"98";"356"
"ec6c-bd5b-5db8-0bca-19d4-4eca-9bff-fa4c";"206101";"60";"22";"miasto";"stały";"Przedszkole Samorządowe Nr 64, ul. Dubois 12, 15-349 Białystok";"m. Białystok";"Białystok";"podlaskie";"1388";"1539";"363";"1025";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"18";"9";"9";"0";"1007";"87";"401";"124";"395"
"c7ff-df9f-4f10-f5be-4ebf-86cd-ad21-8431";"206101";"60";"23";"miasto";"stały";"Przedszkole Samorządowe Nr 32, ul. Pułaskiego 55, 15-337 Białystok";"m. Białystok";"Białystok";"podlaskie";"1179";"1289";"302";"877";"0";"11";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"17";"7";"10";"0";"860";"60";"360";"105";"335"
"3bde-8133-84e7-fc74-3fa3-2b0b-f294-dd9d";"206101";"60";"24";"miasto";"stały";"Szkoła Podstawowa Nr 50, ul. Pułaskiego 96, 15-338 Białystok";"m. Białystok";"Białystok";"podlaskie";"1241";"1352";"372";"869";"0";"7";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"19";"7";"12";"0";"850";"89";"339";"107";"315"
"992f-6644-e7da-d3c3-50e1-3d55-5f24-c435";"206101";"60";"25";"miasto";"stały";"Szkoła Podstawowa Nr 50, ul. Pułaskiego 96, 15-338 Białystok";"m. Białystok";"Białystok";"podlaskie";"1475";"1587";"495";"980";"1";"7";"0";"0";"0";"0";"0";"0";"0";"980";"0";"0";"980";"23";"10";"13";"0";"957";"67";"390";"120";"380"
"a5c0-15a7-cfc9-a740-6b7b-0d74-c6a3-7d25";"206101";"60";"26";"miasto";"stały";"Szkoła Podstawowa Nr 50, ul. Pułaskiego 96, 15-338 Białystok";"m. Białystok";"Białystok";"podlaskie";"1280";"1459";"370";"910";"0";"9";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"15";"5";"10";"0";"894";"80";"322";"85";"407"
"ed57-5c2b-ddb6-b0d3-eccb-18a3-8378-8c5e";"206101";"60";"27";"miasto";"stały";"Szkoła Podstawowa Nr 50, ul. Pułaskiego 96, 15-338 Białystok";"m. Białystok";"Białystok";"podlaskie";"1617";"1795";"353";"1264";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1264";"0";"0";"1264";"16";"7";"9";"0";"1248";"103";"420";"122";"603"
"5a55-98e5-ec97-8a5f-51b9-cdb1-9c15-bdba";"206101";"60";"28";"miasto";"stały";"Szkoła Podstawowa Nr 50, ul. Pułaskiego 96, 15-338 Białystok";"m. Białystok";"Białystok";"podlaskie";"1197";"1342";"202";"995";"1";"6";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"13";"4";"9";"0";"982";"72";"362";"151";"397"
"4ba6-d313-cd84-0edc-bf76-70e6-c6c4-475e";"206101";"60";"29";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Legionowa 7, 15-281 Białystok";"m. Białystok";"Białystok";"podlaskie";"588";"761";"121";"467";"0";"47";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"8";"2";"6";"0";"459";"37";"156";"43";"223"
"53c6-133f-13ef-15a7-6d52-fd68-95d7-261d";"206101";"60";"30";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Brukowa 2, 15-889 Białystok";"m. Białystok";"Białystok";"podlaskie";"716";"820";"234";"482";"2";"10";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"12";"4";"8";"0";"470";"36";"157";"69";"208"
"6a1d-5600-9b63-d24f-d5a4-5e7d-8c16-ec4e";"206101";"60";"31";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Częstochowska 6a, 15-459 Białystok";"m. Białystok";"Białystok";"podlaskie";"1007";"1175";"366";"641";"1";"15";"1";"1";"0";"0";"0";"0";"1";"642";"1";"0";"642";"15";"9";"6";"0";"627";"73";"208";"69";"277"
"bf08-f1a1-0527-832f-c249-dd1a-0cdd-3a77";"206101";"60";"32";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Częstochowska 6a, 15-459 Białystok";"m. Białystok";"Białystok";"podlaskie";"1076";"1200";"344";"732";"2";"21";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"20";"4";"16";"0";"712";"51";"251";"70";"340"
"8538-ab56-4fe4-596b-31e5-7c25-891a-e451";"206101";"60";"33";"miasto";"stały";"Zespół Placówek Szkolno-Wychowawczych, ul. Krakowska 19, 15-875 Białystok";"m. Białystok";"Białystok";"podlaskie";"740";"821";"278";"462";"5";"10";"1";"1";"0";"0";"0";"0";"1";"463";"1";"0";"463";"12";"4";"8";"0";"451";"42";"158";"38";"213"
"bafa-ed32-20ab-d39f-3367-0515-0ea5-2de4";"206101";"60";"34";"miasto";"stały";"Przedszkole Samorządowe Nr 10, Al. Piłsudskiego 34, 15-446 Białystok";"m. Białystok";"Białystok";"podlaskie";"1000";"1114";"343";"657";"2";"14";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"13";"3";"10";"0";"644";"51";"213";"64";"316"
"5edc-7c26-a3e8-eb06-b25d-e4ab-01ce-7eca";"206101";"60";"35";"miasto";"stały";"Niepubliczna Szkoła Podstawowa św. św. Cyryla i Metodego, ul. Waryńskiego 30, 15-461 Białystok";"m. Białystok";"Białystok";"podlaskie";"1155";"1283";"475";"680";"1";"9";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"12";"1";"11";"0";"668";"72";"254";"69";"273"
"d92c-309e-948f-f867-8bbf-6762-db8d-4554";"206101";"60";"36";"miasto";"stały";"Niepubliczna Szkoła Podstawowa św. św. Cyryla i Metodego, ul. Waryńskiego 30, 15-461 Białystok";"m. Białystok";"Białystok";"podlaskie";"1206";"1308";"476";"730";"3";"1";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"9";"4";"5";"0";"721";"64";"308";"93";"256"
"6847-4405-1a5e-5266-6f99-ca57-b588-6684";"206101";"60";"37";"miasto";"stały";"Białostocki Ośrodek Sportu i Rekreacji, ul. Włókiennicza 4, 15-465 Białystok";"m. Białystok";"Białystok";"podlaskie";"1006";"1104";"319";"687";"0";"8";"1";"1";"0";"0";"0";"0";"1";"687";"1";"0";"687";"10";"0";"10";"0";"677";"59";"258";"64";"296"
"a645-44e7-fbc2-821c-26b0-faeb-3d9a-91fb";"206101";"60";"38";"miasto";"stały";"Szkoła Podstawowa Nr 26, ul. Radzymińska 11, 15-863 Białystok";"m. Białystok";"Białystok";"podlaskie";"1286";"1392";"299";"987";"1";"7";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"19";"4";"15";"0";"968";"89";"407";"70";"402"
"2fe5-96f2-6815-404a-13e1-14ab-f62e-cba5";"206101";"60";"39";"miasto";"stały";"Przedszkole Samorządowe Nr 55, ul. Kozłowa 25, 15-868 Białystok";"m. Białystok";"Białystok";"podlaskie";"890";"967";"233";"657";"0";"4";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"11";"2";"9";"0";"645";"54";"275";"62";"254"
"5d3d-0c0c-7ae4-bed6-8d58-36ba-436e-9fd4";"206101";"60";"40";"miasto";"stały";"Szkoła Podstawowa Nr 26, ul. Radzymińska 11, 15-863 Białystok";"m. Białystok";"Białystok";"podlaskie";"1199";"1284";"346";"853";"1";"3";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"15";"3";"12";"0";"838";"73";"350";"82";"333"
"4528-bd52-8501-d9e9-495f-82f7-7103-c24f";"206101";"60";"41";"miasto";"stały";"Szkoła Podstawowa nr 42, ul. Sokólska 1, 15-865 Białystok";"m. Białystok";"Białystok";"podlaskie";"1237";"1328";"402";"835";"5";"1";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"8";"0";"8";"0";"827";"78";"350";"79";"320"
"4695-6af1-48e7-26c4-c647-d27f-6203-46bd";"206101";"60";"42";"miasto";"stały";"Szkoła Podstawowa nr 42, ul. Sokólska 1, 15-865 Białystok";"m. Białystok";"Białystok";"podlaskie";"1340";"1447";"302";"1035";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1036";"1";"0";"1036";"21";"15";"6";"0";"1015";"83";"436";"88";"408"
"0b37-b5e0-c5d3-fc51-1152-55be-40a1-31aa";"206101";"60";"43";"miasto";"stały";"Szkoła Podstawowa nr 42, ul. Sokólska 1, 15-865 Białystok";"m. Białystok";"Białystok";"podlaskie";"1027";"1131";"256";"771";"1";"9";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"20";"6";"14";"0";"751";"66";"319";"74";"292"
"ab54-cbad-8b0a-2b91-def1-3f10-cc9b-6081";"206101";"60";"44";"miasto";"stały";"Zespół Szkół Elektrycznych, Al. Tysiąclecia Państwa Polskiego 14, 15-111 Białystok";"m. Białystok";"Białystok";"podlaskie";"1875";"2120";"292";"1583";"1";"29";"0";"0";"0";"0";"0";"0";"0";"1583";"0";"0";"1583";"25";"17";"8";"0";"1558";"154";"496";"215";"693"
"a0cc-bf82-6d32-4f03-9174-3fef-5380-3f26";"206101";"60";"45";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Poleska 27, 15-114 Białystok";"m. Białystok";"Białystok";"podlaskie";"1068";"1244";"291";"777";"1";"26";"1";"1";"0";"0";"0";"0";"1";"777";"1";"0";"777";"10";"4";"6";"0";"767";"72";"306";"86";"303"
"deb5-23ef-5975-3a7e-91f5-dfe7-7cc8-0b15";"206101";"60";"46";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Poleska 27, 15-114 Białystok";"m. Białystok";"Białystok";"podlaskie";"1090";"1202";"324";"774";"3";"9";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"16";"3";"13";"0";"758";"58";"320";"65";"315"
"0c3d-9f04-f796-99c6-4400-f0ba-aead-cdd1";"206101";"60";"47";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, ul. Sienkiewicza 57, 15-002 Białystok";"m. Białystok";"Białystok";"podlaskie";"948";"1059";"194";"754";"3";"7";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"8";"3";"5";"0";"746";"57";"243";"73";"373"
"83a4-fcc3-a02c-3b16-673f-9647-87a9-1a9a";"206101";"60";"48";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, ul. Sienkiewicza 57, 15-002 Białystok";"m. Białystok";"Białystok";"podlaskie";"850";"928";"266";"584";"0";"7";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"12";"3";"9";"0";"571";"45";"217";"61";"248"
"3fc7-54a6-3488-554c-85c9-d0ea-a728-0586";"206101";"60";"49";"miasto";"stały";"Publiczne Gimnazjum Nr 4, ul. Ciepła 32, 15-472 Białystok";"m. Białystok";"Białystok";"podlaskie";"1230";"1344";"323";"907";"2";"2";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"17";"5";"12";"0";"889";"81";"358";"96";"354"
"6515-bfd8-dce1-6e20-8124-4e5b-9049-3abd";"206101";"60";"50";"miasto";"stały";"Żłobek Miejski Nr 3, ul. Wasilkowska 4, 15-137 Białystok";"m. Białystok";"Białystok";"podlaskie";"1376";"1520";"393";"983";"1";"10";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"27";"9";"18";"0";"956";"91";"345";"104";"416"
"8795-fbe2-7bdb-f8b9-4aae-2383-5234-e5f4";"206101";"60";"51";"miasto";"stały";"Przedszkole Samorządowe Nr 45, ul. Gen. Sosabowskiego 6, 15-182 Białystok";"m. Białystok";"Białystok";"podlaskie";"1030";"1134";"282";"748";"0";"3";"0";"0";"0";"0";"0";"0";"0";"746";"0";"1";"745";"13";"6";"7";"0";"732";"55";"324";"86";"267"
"561a-1c5a-f510-a416-ea51-39ee-85bd-1960";"206101";"60";"52";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Jesienna 8, 15-151 Białystok";"m. Białystok";"Białystok";"podlaskie";"1466";"1473";"482";"984";"0";"3";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"18";"11";"7";"0";"966";"99";"395";"97";"375"
"85d3-fcdf-a152-fce6-c6f9-b892-7c2e-0e3e";"206101";"60";"53";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Jesienna 8, 15-151 Białystok";"m. Białystok";"Białystok";"podlaskie";"1360";"1401";"462";"898";"2";"4";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"15";"5";"10";"0";"883";"79";"379";"95";"330"
"68a9-821b-7107-8f87-169f-abc0-e188-5a9b";"206101";"60";"54";"miasto";"stały";"Szkoła Podstawowa Nr 51, ul. Kluka 11A, 15-197 Białystok";"m. Białystok";"Białystok";"podlaskie";"1010";"1093";"263";"747";"0";"2";"1";"1";"0";"0";"0";"0";"1";"748";"1";"0";"748";"11";"7";"4";"0";"737";"84";"315";"58";"280"
"c7b6-2d42-6809-1723-400b-ca0f-8ad3-9824";"206101";"60";"55";"miasto";"stały";"Szkoła Podstawowa Nr 51, ul. Kluka 11A, 15-197 Białystok";"m. Białystok";"Białystok";"podlaskie";"1680";"1928";"489";"1191";"8";"5";"0";"0";"0";"0";"0";"0";"0";"1191";"0";"0";"1191";"20";"7";"13";"0";"1171";"86";"431";"164";"490"
"4c65-c16b-1b0a-447e-67b6-6550-9778-495a";"206101";"60";"56";"miasto";"stały";"Szkoła Podstawowa Nr 51, ul. Kluka 11A, 15-197 Białystok";"m. Białystok";"Białystok";"podlaskie";"2117";"2337";"448";"1669";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1669";"0";"0";"1669";"22";"10";"12";"0";"1647";"147";"508";"187";"805"
"9cab-8929-a01a-25c8-7f45-0bf0-249e-b544";"206101";"60";"57";"miasto";"stały";"Szkoła Podstawowa Nr 51, ul. Kluka 11A, 15-197 Białystok";"m. Białystok";"Białystok";"podlaskie";"1251";"1373";"338";"913";"2";"19";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"15";"5";"10";"0";"898";"70";"422";"93";"313"
"bd12-4243-630a-e900-fd0d-df62-bd04-73ab";"206101";"60";"58";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Pietrasze 29, 15-131 Białystok";"m. Białystok";"Białystok";"podlaskie";"1546";"1557";"452";"1094";"1";"5";"1";"1";"1";"0";"0";"0";"0";"1094";"0";"0";"1094";"24";"10";"14";"0";"1070";"91";"480";"92";"407"
"b62e-9865-8fd8-5d11-b084-1349-9b27-9c0a";"206101";"60";"59";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Pietrasze 29, 15-131 Białystok";"m. Białystok";"Białystok";"podlaskie";"1632";"1783";"447";"1185";"5";"9";"0";"0";"0";"0";"0";"0";"0";"1183";"0";"0";"1183";"23";"8";"15";"0";"1160";"85";"436";"117";"522"
"eeb2-7111-51a0-10a1-4456-41ca-5225-a646";"206101";"60";"60";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Pietrasze 29, 15-131 Białystok";"m. Białystok";"Białystok";"podlaskie";"1540";"1669";"400";"1140";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"14";"3";"11";"0";"1126";"77";"512";"119";"418"
"043c-3b26-1868-676a-c054-1df4-32cb-a67c";"206101";"60";"61";"miasto";"stały";"Prywatna Szkoła Podstawowa Nr 1, ul. Boruty 18, 15-157 Białystok";"m. Białystok";"Białystok";"podlaskie";"1459";"1577";"290";"1169";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"13";"3";"10";"0";"1156";"83";"443";"106";"524"
