"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Daria Urszula BALON";"Ryszard Wiesław SKOTNICZNY";"Alicja Maria ZAJĄC"
"1a42-166e-3883-4d29-2f6c-b312-0b77-794a";"180701";"57";"3";"wieś";"stały";"Szkoła Podstawowa w Draganowej, Draganowa 47, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"390";"432";"157";"233";"1";"2";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"5";"0";"5";"0";"228";"40";"16";"172"
"1c4f-aa79-dd6b-d419-9bc3-dbd6-9c52-19f3";"180701";"57";"4";"wieś";"stały";"Szkoła Podstawowa w Faliszówce, Faliszówka 174, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"550";"603";"244";"306";"0";"1";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"10";"4";"6";"0";"296";"21";"11";"264"
"9a9a-4fb2-4dfd-095e-bc6e-24d4-a45d-5a6f";"180701";"57";"5";"wieś";"stały";"Dom Kultury w Kobylanach, Kobylany 331, 38-462 Kobylany";"gm. Chorkówka";"krośnieński";"podkarpackie";"750";"824";"264";"486";"1";"0";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"12";"4";"8";"0";"474";"102";"47";"325"
"4e4b-e8ca-703c-7b7f-d540-251e-b29a-00b0";"180701";"57";"6";"wieś";"stały";"Szkoła Podstawowa w Kopytowej, Kopytowa 59, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"990";"1086";"468";"522";"0";"6";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"7";"0";"7";"0";"515";"51";"20";"444"
"e262-4bff-0fd9-2ca8-a627-4da5-f191-8626";"180701";"57";"7";"wieś";"stały";"Szkoła Podstawowa w Leśniówce, Leśniówka 85, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"390";"427";"161";"229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"11";"1";"10";"0";"218";"34";"21";"163"
"4efb-05af-2083-9bad-e562-a696-6528-6eeb";"180701";"57";"8";"wieś";"stały";"Dom Ludowy w Machnówce, Machnówka 102, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"200";"208";"79";"121";"0";"1";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"1";"0";"1";"0";"120";"29";"2";"89"
"951c-94c3-0ef1-5335-97c7-6a1e-3416-cd6a";"180701";"57";"9";"wieś";"stały";"Dom Strażaka w Poraju, Poraj 74, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"220";"238";"85";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"10";"0";"10";"0";"125";"17";"12";"96"
"9d23-26e0-9c5d-075f-a672-8e13-90b8-42ff";"180701";"57";"10";"wieś";"stały";"Dom Strażaka w Sulistrowej, Sulistrowa 36, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"280";"299";"117";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"7";"0";"7";"0";"156";"28";"14";"114"
"50c3-1c48-c345-3315-7f63-770c-786f-36c3";"180701";"57";"11";"wieś";"stały";"Zespół Szkół w Świerzowej Polskiej, Świerzowa Polska ul. Szkolna 31, 38-457 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"1590";"1733";"577";"1013";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"20";"2";"18";"0";"991";"253";"88";"650"
"bbee-2788-54fa-af55-be9f-99fb-6a8a-93b3";"180701";"57";"12";"wieś";"stały";"Szkoła Podstawowa w Szczepańcowej, Szczepańcowa ul. Szkolna 3, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"900";"976";"355";"545";"3";"0";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"6";"1";"5";"0";"539";"160";"42";"337"
"5ae5-d375-2c66-05c0-16bd-02e3-47ef-1f4c";"180701";"57";"13";"wieś";"stały";"Dom Ludowy w Zręcinie, ul. Łukasiewicza 38, 38-457 Zręcin";"gm. Chorkówka";"krośnieński";"podkarpackie";"1550";"1692";"481";"1067";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"14";"8";"6";"0";"1052";"283";"97";"672"
"2f27-95f2-9b15-7b74-d148-9698-f889-66d7";"180701";"57";"14";"wieś";"stały";"Szkoła Podstawowa Żeglcach, Żeglce 242, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"760";"841";"289";"471";"1";"2";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"4";"0";"4";"0";"467";"89";"44";"334"
"8923-c225-27b5-7ab9-5032-3dc4-d9dc-b274";"180702";"57";"1";"miasto";"stały";"Szkoła Podstawowa w Dukli, ul. Kościuszki 13, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"810";"897";"325";"485";"0";"20";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"12";"1";"11";"0";"473";"175";"56";"242"
"ba71-88f3-81c2-178a-acbf-9a65-3c2e-1eb3";"180702";"57";"2";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji w Dukli, ul. Armii Krajowej 1a, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"720";"779";"234";"486";"3";"2";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"6";"6";"0";"0";"479";"150";"59";"270"
"dbaf-1bc2-95ce-6f77-7c83-730d-50b9-e98a";"180702";"57";"3";"wieś";"stały";"Gminny Klub Seniora w Dukli, ul. Trakt Węgierski 8a, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"690";"744";"290";"400";"0";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"5";"2";"3";"0";"395";"109";"35";"251"
"ef59-459a-319d-330e-8b9f-e247-bfa4-636d";"180702";"57";"4";"wieś";"stały";"Dom Ludowy w Teodorówce, Teodorówka 69a, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"770";"847";"265";"505";"0";"5";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"10";"4";"6";"0";"495";"128";"63";"304"
"7b36-bb16-cf7c-aec6-b3ba-31cd-9b43-60e4";"180702";"57";"5";"wieś";"stały";"Dom Ludowy w Iwli, Iwla 20, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"620";"675";"280";"340";"0";"5";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"3";"3";"0";"0";"337";"42";"43";"252"
"edae-b9ca-37da-b80c-0d46-df38-8c4e-9749";"180702";"57";"6";"wieś";"stały";"Szkoła Podstawowa w Głojscach, Głojsce Szkolna 7, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"570";"619";"208";"362";"1";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"14";"2";"12";"0";"348";"20";"19";"309"
"316c-f598-6fa7-1d81-2b2b-70b0-de93-b2d1";"180702";"57";"7";"wieś";"stały";"Szkoła Podstawowa w Łękach Dukielskich, Łęki Dukielskie 74, 38-456 Łęki Dukielskie";"gm. Dukla";"krośnieński";"podkarpackie";"560";"625";"247";"313";"0";"6";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"5";"0";"5";"0";"308";"34";"21";"253"
"cc02-6734-e8f7-2709-8fdd-0a3b-530f-ec32";"180702";"57";"8";"wieś";"stały";"Szkoła Podstawowa w Łękach Dukielskich, Łęki Dukielskie 74, 38-456 Łęki Dukielskie";"gm. Dukla";"krośnieński";"podkarpackie";"620";"668";"256";"364";"0";"4";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"6";"0";"6";"0";"358";"86";"25";"247"
"a434-cd3d-d075-3409-eca0-d0c9-08fe-0b73";"180702";"57";"9";"wieś";"stały";"Szkoła Podstawowa w Wietrznie, Wietrzno 22, 38-451 Równe";"gm. Dukla";"krośnieński";"podkarpackie";"620";"660";"284";"336";"0";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"6";"1";"5";"0";"330";"64";"27";"239"
"481c-0336-65d7-f614-0fdb-040d-7f5b-475c";"180702";"57";"10";"wieś";"stały";"Szkoła Podsawowa w Równem, Długa 41, 38-451 Równe";"gm. Dukla";"krośnieński";"podkarpackie";"720";"787";"324";"396";"1";"8";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"11";"2";"9";"0";"385";"121";"30";"234"
"c8f5-40f4-e474-d01a-430b-0cd6-3832-a986";"180702";"57";"11";"wieś";"stały";"Szkoła Podstawowa w Równem, Długa 41, 38-451 Równe";"gm. Dukla";"krośnieński";"podkarpackie";"680";"740";"329";"351";"0";"2";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"9";"2";"7";"0";"342";"86";"37";"219"
"7c99-522a-111d-f46e-b27c-e33e-4bb8-bf07";"180702";"57";"12";"wieś";"stały";"Dom Ludowy w Cergowej, Cergowa 157, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"990";"1081";"375";"615";"1";"2";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"10";"2";"8";"0";"605";"146";"54";"405"
"4866-fc5d-bf36-7954-ff3c-952a-0301-2675";"180702";"57";"13";"wieś";"stały";"Szkoła Podstawowa w Jasionce, Jasionka 74, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"860";"943";"301";"559";"0";"1";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"10";"3";"7";"0";"548";"50";"40";"458"
"cdfe-843a-afc5-18f1-ef60-5888-78d8-1f94";"180702";"57";"14";"wieś";"stały";"Dom Ludowy w Trzcianie, Trzciana 24a, 38-450 Dukla";"gm. Dukla";"krośnieński";"podkarpackie";"650";"709";"294";"356";"0";"4";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"14";"3";"11";"0";"342";"55";"37";"250"
"3fad-33a4-1c5e-55f0-4f14-de95-b483-75c4";"180702";"57";"15";"wieś";"stały";"Szkoła Podstawowa w Tylawie, Tylawa 26, 38-454 Tylawa";"gm. Dukla";"krośnieński";"podkarpackie";"810";"897";"389";"421";"0";"11";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"11";"4";"7";"0";"410";"112";"25";"273"
"087c-ce45-943c-d8d3-c69f-6789-33ac-aff2";"180703";"57";"1";"miasto";"stały";"Kino ""Wczasowicz"", pl. Dietla 2, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"1830";"1702";"227";"1603";"1";"595";"0";"0";"0";"0";"0";"0";"0";"1601";"0";"0";"1601";"24";"9";"15";"0";"1577";"593";"130";"854"
"d159-4a07-468b-5a35-bbdf-774e-ed2d-90bf";"180703";"57";"2";"wieś";"stały";"Dom Parafialny, Iwonicz ul. Długa 33, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"1560";"1670";"656";"904";"1";"9";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"17";"4";"13";"0";"887";"184";"83";"620"
"f030-24e0-54a9-f2ba-e2dc-70f6-d9a9-ecab";"180703";"57";"3";"wieś";"stały";"Szkoła Podstawowa, Iwonicz ul. Zagrodniki 21, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"1519";"1626";"537";"982";"1";"10";"1";"1";"0";"0";"0";"0";"1";"983";"1";"0";"983";"24";"18";"6";"0";"959";"236";"112";"611"
"d7b3-21db-ba25-5afd-fcdf-8162-bbb1-5325";"180703";"57";"4";"wieś";"stały";"Dom Ludowy, Lubatówka 98, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"810";"888";"324";"486";"0";"4";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"9";"3";"6";"0";"477";"99";"36";"342"
"496e-421c-a996-2875-4dd1-841b-a0f3-697c";"180703";"57";"5";"wieś";"stały";"Remiza OSP, Lubatowa 290B, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"1030";"1111";"405";"625";"4";"0";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"10";"4";"6";"0";"615";"72";"34";"509"
"1e33-4a6a-89a1-fdb3-a5b1-ce08-e4d9-f620";"180703";"57";"6";"wieś";"stały";"Szkoła Podstawowa, Lubatowa 284, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"1532";"1658";"602";"930";"1";"0";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"15";"8";"7";"0";"915";"101";"38";"776"
"fb19-27f9-1cda-eb53-8a51-2ba7-92df-22d1";"180703";"57";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej dla dorosłych, Iwonicz ul. Floriańska 19, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"35";"38";"13";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"5";"2";"3";"0";"17";"3";"4";"10"
"dfdc-69a8-35d0-a01e-cd3e-bcf8-214e-f3e7";"180703";"57";"8";"miasto";"zakład leczniczy";"Szpital Rehabilitacyjno-Uzdrowiskowy ""Excelsior"", ul. Partyzantów 2, 38-440 Iwonicz-Zdrój";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"225";"159";"73";"152";"0";"58";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"2";"0";"2";"0";"150";"38";"5";"107"
"7060-9998-d728-63df-79ba-1518-c044-a6d5";"180704";"57";"1";"miasto";"stały";"Szkoła Podstawowa Jedlicze, ul. Tokarskich 5, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"970";"1041";"366";"604";"2";"5";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"10";"1";"9";"0";"593";"241";"47";"305"
"1525-c102-b193-0d86-d25a-9fbc-4654-7646";"180704";"57";"2";"miasto";"stały";"Urząd Gminy Jedlicze, ul. Rynek 6, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"760";"840";"247";"513";"1";"1";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"10";"1";"9";"0";"503";"149";"43";"311"
"806a-1b4e-53fe-5957-dc0f-e7b9-b304-e59c";"180704";"57";"3";"miasto";"stały";"Szkoła Podstawowa Jedlicze, ul. Tokarskich 5, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"930";"1014";"331";"599";"2";"3";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"14";"3";"11";"0";"583";"185";"70";"328"
"36b2-dbdb-9d10-15d7-1bad-de96-d23b-76d8";"180704";"57";"4";"miasto";"stały";"Sala Domu Ludowego Jedlicze, ul. Sikorskiego 2, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"630";"685";"227";"403";"0";"0";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"6";"1";"5";"0";"397";"161";"32";"204"
"1e07-ad02-ed0c-8fc8-740c-7253-55c4-caa1";"180704";"57";"5";"miasto";"stały";"Sala Domu Ludowego Jedlicze, ul. Sikorskiego 2, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"470";"505";"200";"270";"1";"1";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"6";"1";"5";"0";"264";"75";"26";"163"
"a6c1-d00d-390b-7644-9b64-bd55-928f-58bc";"180704";"57";"6";"miasto";"stały";"Sala Domu Ludowego Jedlicze, ul. Kurkowskiego 19, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"460";"503";"155";"305";"0";"1";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"7";"4";"3";"0";"298";"84";"35";"179"
"fedc-75c1-398b-7f76-1b46-0af6-2153-9844";"180704";"57";"7";"wieś";"stały";"Sala Domu Ludowego Chlebna, Chlebna 55, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"830";"901";"376";"454";"0";"1";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"8";"1";"7";"0";"446";"98";"36";"312"
"f69d-c863-4171-bb5f-5fcc-02bc-83bf-bd9e";"180704";"57";"8";"wieś";"stały";"Szkoła Podstawowa w Długiem, Długie 10, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"490";"532";"209";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"0";"5";"0";"276";"50";"18";"208"
"9122-72e7-849c-b6f4-b48b-dc11-faa0-0bdf";"180704";"57";"9";"wieś";"stały";"Szkoła Podstawowa w Dobieszynie, Dobieszyn 120, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"1100";"1208";"396";"704";"0";"10";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"20";"1";"19";"0";"684";"175";"65";"444"
"a579-0f16-1986-58fc-6ca7-674a-c756-7a1b";"180704";"57";"10";"wieś";"stały";"Sala Domu Ludowego Jaszczew, Jaszczew 131, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"1010";"1114";"373";"637";"0";"2";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"20";"4";"16";"0";"617";"108";"58";"451"
"86ac-4b4c-8fd7-6d38-acdf-b63e-e262-4b31";"180704";"57";"11";"wieś";"stały";"Sala Domu Ludowego Moderówka, Moderówka 134, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"950";"1054";"442";"508";"0";"1";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"11";"4";"7";"0";"497";"129";"63";"305"
"0457-5e57-a7fe-f9ab-8b85-0177-c74c-e9a9";"180704";"57";"12";"wieś";"stały";"Sala Domu Ludowego Piotrówka, Piotrówka 116, 38-459 Kopytowa";"gm. Jedlicze";"krośnieński";"podkarpackie";"570";"631";"247";"323";"0";"1";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"4";"2";"2";"0";"319";"48";"29";"242"
"c714-a5be-0e85-fa64-9ead-e3f3-cbf7-3b26";"180704";"57";"13";"wieś";"stały";"Szkoła Podstawowa Potok, Potok 73, 38-404 Krosno";"gm. Jedlicze";"krośnieński";"podkarpackie";"630";"682";"273";"357";"3";"1";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"5";"2";"3";"0";"352";"106";"43";"203"
"f8ef-c31c-c531-925f-f25e-7a08-9bfd-1d5a";"180704";"57";"14";"wieś";"stały";"Szkoła Podstawowa Potok, Potok 73, 38-404 Krosno";"gm. Jedlicze";"krośnieński";"podkarpackie";"630";"672";"299";"331";"0";"1";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"8";"1";"7";"0";"323";"121";"43";"159"
"e2cb-78e3-5b4c-38f0-f21c-2cc7-85a7-9828";"180704";"57";"15";"wieś";"stały";"Sala Domu Ludowego Żarnowiec, Żarnowiec 281, 38-460 Jedlicze";"gm. Jedlicze";"krośnieński";"podkarpackie";"790";"866";"333";"457";"0";"2";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"14";"3";"11";"0";"443";"103";"44";"296"
"68f9-0309-d483-1f34-669b-9446-5ae3-8edf";"180705";"57";"1";"wieś";"stały";"Budynek Gminnego Ośrodka Kultury w Korczynie, ul. Spółdzielcza 20, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"1780";"1926";"579";"1201";"6";"13";"0";"0";"0";"0";"0";"0";"0";"1201";"0";"0";"1201";"30";"16";"14";"0";"1171";"307";"172";"692"
"4988-5f55-3f46-4dac-8698-ea6d-7559-8193";"180705";"57";"2";"wieś";"stały";"Budynek Gminnego Ośrodka Kultury w Korczynie, ul. Spółdzielcza 20, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"1620";"1760";"607";"1013";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"17";"6";"11";"0";"996";"295";"122";"579"
"e8b2-d4d6-07ad-b302-cdce-79ab-a225-61e1";"180705";"57";"3";"wieś";"stały";"Budynek Szkoły Podstawowej w Korczynie, ul. Fredry 2, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"900";"976";"289";"611";"0";"9";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"11";"3";"8";"0";"600";"210";"98";"292"
"fab0-85e4-119e-eefd-38f3-ac89-7892-04c6";"180705";"57";"4";"wieś";"stały";"Budynek Domu Ludowego w Korczynie-Sporne, Sporne 17, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"260";"284";"98";"162";"0";"1";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"0";"0";"0";"0";"162";"47";"24";"91"
"4044-5e33-a536-ae56-b56f-5576-7065-0327";"180705";"57";"5";"wieś";"stały";"Budynek Szkoły Podstawowej w Czarnorzekach, Czarnorzeki 1, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"280";"298";"122";"158";"0";"6";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"3";"0";"3";"0";"155";"33";"33";"89"
"49fa-2ef0-d431-12bb-f5e7-7893-4d01-c25a";"180705";"57";"6";"wieś";"stały";"Budynek Szkoły Podstawowej w Iskrzyni, Iskrzynia Szkolna 4, 38-422 Krościenko Wyżne";"gm. Korczyna";"krośnieński";"podkarpackie";"890";"971";"300";"590";"0";"1";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"16";"0";"16";"0";"574";"98";"59";"417"
"9444-04c7-6d37-5f20-8e4d-1497-f3aa-4fc5";"180705";"57";"7";"wieś";"stały";"Budynek Szkoły Podstawowej w Komborni, Kombornia 60, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"1070";"1176";"401";"669";"0";"10";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"14";"5";"9";"0";"655";"103";"195";"357"
"b71d-62ed-e869-f89d-3d03-3440-ad55-705c";"180705";"57";"8";"wieś";"stały";"Budynek Szkoły Podstawowej w Krasnej, Krasna 108, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"540";"600";"223";"317";"0";"13";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"3";"0";"3";"0";"314";"36";"45";"233"
"2edf-e732-6a37-c7f2-b4b7-1528-6408-7685";"180705";"57";"9";"wieś";"stały";"Budynek Szkoły Podstawowej w Węglówce, Węglówka 81, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"610";"663";"289";"321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"7";"2";"5";"0";"314";"62";"44";"208"
"fd22-a6d7-b07c-9b2f-5499-90d6-7d3d-67e0";"180705";"57";"10";"wieś";"stały";"Budynek Domu Ludowego w Woli Komborskiej, Wola Komborska 17, 38-420 Korczyna";"gm. Korczyna";"krośnieński";"podkarpackie";"310";"335";"108";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"5";"0";"5";"0";"197";"14";"21";"162"
"2f61-a951-1632-aab5-4b2f-4dc5-e175-b27f";"180706";"57";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szkolna 34, 38-422 Krościenko Wyżne";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"1030";"1123";"352";"678";"0";"1";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"6";"1";"5";"0";"671";"119";"77";"475"
"3651-9a05-36cd-8ea2-6c2a-08bb-c988-1a60";"180706";"57";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szkolna 34, 38-422 Krościenko Wyżne";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"1160";"1252";"418";"742";"0";"1";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"13";"0";"13";"0";"729";"217";"91";"421"
"b1b2-a6fa-619f-09bd-09b6-1738-c8bc-0f30";"180706";"57";"3";"wieś";"stały";"Samorządowe Przedszkole, Południowa 11, 38-422 Krościenko Wyżne";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"1060";"1125";"316";"744";"2";"10";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"15";"6";"9";"0";"729";"207";"79";"443"
"4d2c-6551-1412-4027-32e9-d324-0c0e-96ea";"180706";"57";"4";"wieś";"stały";"Dom Ludowy w Pustynach, Pustyny Centralna 13, 38-422 Krościenko Wyżne";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"820";"878";"270";"550";"2";"4";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"3";"0";"3";"0";"547";"114";"52";"381"
"8db3-f9e3-10c8-fefb-ecfc-62fc-1c43-56e3";"180707";"57";"1";"wieś";"stały";"Dom Ludowy w Głowience, Głowienka Szkolna 1, 38-455 Miejsce Piastowe";"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";"1740";"1885";"562";"1178";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1178";"0";"0";"1178";"25";"7";"18";"0";"1153";"294";"114";"745"
"af7a-3537-2e6b-bc06-3286-527f-b61d-bdf5";"180707";"57";"2";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Łężanach, Łężany Tadeusza Kościuszki 2, 38-423 Miejsce Piastowe";"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";"1360";"1471";"438";"922";"2";"4";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"20";"2";"18";"0";"902";"268";"92";"542"
"290d-6f51-063e-5f62-f0cb-0edb-82ef-481a";"180707";"57";"3";"wieś";"stały";"Szkoła Podstawowa im. Tytusa Trzecieskiego w Miejscu Piastowym, ul. Szkolna 24, 38-430 Miejsce Piastowe";"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";"1530";"1637";"569";"958";"8";"4";"2";"2";"0";"0";"0";"0";"2";"960";"2";"0";"960";"15";"4";"11";"0";"945";"233";"105";"607"
