"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jacek BOGUCKI";"Igor ŁUKASZUK";"Aldona Anna SKIRGIEŁŁO"
"7edc-6211-62c8-69ca-483d-68b8-9beb-3a6d";"201006";"61";"5";"wieś";"stały";"Świetlica wiejska w Pokaniewie, Pokaniewo 11, 17-332 Milejczyce";"gm. Milejczyce";"siemiatycki";"podlaskie";"190";"206";"88";"102";"0";"3";"0";"0";"0";"0";"0";"0";"0";"102";"0";"0";"102";"0";"0";"0";"0";"102";"74";"14";"14"
"3db0-4085-87b6-d1c9-45e0-8308-83d9-d9a4";"201007";"61";"1";"wieś";"stały";"Świetlica OSP w Nurcu-Stacji, ul. Nowa 1, 17-330 Nurzec-Stacja";"gm. Nurzec-Stacja";"siemiatycki";"podlaskie";"1200";"1296";"599";"601";"1";"0";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"10";"5";"5";"0";"591";"299";"233";"59"
"c556-fb07-462f-9df4-2596-cadf-f6cb-5ba9";"201007";"61";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Nurcu-Stacji, ul. Szkolna 6, 17-330 Nurzec-Stacja";"gm. Nurzec-Stacja";"siemiatycki";"podlaskie";"1020";"1121";"621";"399";"0";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"9";"3";"6";"0";"390";"169";"174";"47"
"bd34-bacf-32a6-333d-fb96-25d3-4865-0cc4";"201007";"61";"3";"wieś";"stały";"Świetlica wiejska w Siemichoczach, Siemichocze 57, 17-330 Nurzec-Stacja";"gm. Nurzec-Stacja";"siemiatycki";"podlaskie";"530";"571";"343";"187";"0";"3";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"1";"0";"1";"0";"186";"74";"85";"27"
"8f9d-085e-47a1-0301-9f91-eac2-0da6-3079";"201007";"61";"4";"wieś";"stały";"Świetlica wiejska w Klukowiczach, Klukowicze 61, 17-330 Nurzec-Stacja";"gm. Nurzec-Stacja";"siemiatycki";"podlaskie";"280";"306";"172";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"108";"0";"0";"108";"2";"1";"1";"0";"106";"31";"63";"12"
"86d1-43ca-53fb-4ba6-1a84-0a71-7d35-dece";"201008";"61";"1";"wieś";"stały";"Świetlica wiejska, Borzymy 16A, 17-322 Perlejewo";"gm. Perlejewo";"siemiatycki";"podlaskie";"179";"201";"70";"109";"2";"0";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"4";"0";"4";"0";"105";"95";"6";"4"
"c880-f1ad-9133-753b-9f75-a07c-2a2f-486b";"201008";"61";"2";"wieś";"stały";"Szkoła Podstawowa, Perlejewo 45, 17-322 Perlejewo";"gm. Perlejewo";"siemiatycki";"podlaskie";"1479";"1640";"704";"775";"5";"9";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"9";"3";"6";"0";"766";"640";"90";"36"
"7cbf-83ae-3384-913e-8443-2fb5-f0d5-04ce";"201008";"61";"3";"wieś";"stały";"Nadbużańskie Centrum Turystyczne, Granne 15, 17-322 Perlejewo";"gm. Perlejewo";"siemiatycki";"podlaskie";"369";"410";"187";"182";"0";"5";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"2";"0";"2";"0";"180";"113";"47";"20"
"39eb-ee3b-8a06-f9c2-c2f4-2fb4-64f8-e323";"201008";"61";"4";"wieś";"stały";"Świetlica wiejska, Kobyla 4, 17-322 Perlejewo";"gm. Perlejewo";"siemiatycki";"podlaskie";"140";"157";"66";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"0";"0";"0";"0";"74";"47";"17";"10"
"5c3e-a9be-1e9e-2f7a-1e33-a0fd-2116-a31e";"201009";"61";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Siemiatyczach, ul. Tadeusza Kościuszki 88, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"380";"430";"226";"154";"0";"1";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"3";"1";"2";"0";"151";"25";"108";"18"
"dd35-8108-d022-2648-34c9-5007-7a93-87f7";"201009";"61";"2";"wieś";"stały";"Szkoła Podstawowa w Czartajewie, Czartajew ul. Szkolna 4, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"529";"564";"227";"302";"0";"2";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"6";"2";"4";"0";"296";"185";"93";"18"
"24db-84ba-6218-0bf2-66b9-81e6-39b2-105d";"201009";"61";"3";"wieś";"stały";"Świetlica wiejska w Kłopotach-Bańkach, Kłopoty-Bańki 10A, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"600";"638";"276";"324";"3";"1";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"2";"0";"2";"0";"322";"264";"40";"18"
"d1f7-32f5-fce3-320c-a4c8-0b3b-5c8b-81d4";"201009";"61";"4";"wieś";"stały";"Świetlica wiejska-Klub Senior+ w Krupicach, Krupice 22, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"587";"651";"365";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"1";"0";"1";"0";"221";"92";"116";"13"
"dcf9-a998-2600-1884-1fbe-af5d-2824-05b2";"201009";"61";"5";"wieś";"stały";"Świetlica Wiejska w Bacikach Średnich, Baciki Średnie 49A, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"950";"1038";"473";"477";"2";"1";"1";"1";"0";"0";"0";"0";"1";"478";"1";"0";"478";"11";"3";"8";"0";"467";"210";"212";"45"
"6087-03f9-067d-863d-7fbf-beee-5862-acde";"201009";"61";"6";"wieś";"stały";"Centrum Kulturalno-Wypoczynkowe w Siemiatyczach-Stacji, Siemiatycze-Stacja ul. Drohiczńska 31, 17-300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"840";"924";"381";"459";"0";"3";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"8";"0";"8";"0";"451";"215";"186";"50"
"3bae-c367-2240-f4ec-dc18-287c-ce86-241c";"201009";"61";"7";"wieś";"stały";"Świetlica Wiejska w Wiercieniu Dużym, Wiercień Duży 17, 17 - 300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"290";"315";"152";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"2";"1";"1";"0";"136";"83";"43";"10"
"b058-e130-343e-1b52-55ae-c532-da0f-8925";"201009";"61";"8";"wieś";"stały";"Swietlica Wiejska w Skiwach Małych, Skiwy Małe 26, 17 - 300 Siemiatycze";"gm. Siemiatycze";"siemiatycki";"podlaskie";"330";"358";"183";"147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"0";"0";"0";"0";"147";"97";"39";"11"
"d6de-3eeb-5ca0-6c67-f6f2-e92f-1d50-46cb";"201301";"61";"1";"miasto";"stały";"Miejski Zespół Szkół w Wysokiem Mazowieckiem, ul. Ludowa 5, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"1717";"1844";"491";"1226";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"37";"23";"14";"0";"1189";"718";"390";"81"
"5399-a4dd-7bd7-0cf8-5fa8-4ad9-c70a-2a9d";"201301";"61";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wysokiem Mazowieckiem, ul. Kościelna 1, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"1398";"1515";"503";"895";"0";"1";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"36";"14";"22";"0";"859";"562";"238";"59"
"cba0-8030-f355-69d1-6ed3-5120-aeab-6e5f";"201301";"61";"3";"miasto";"stały";"Miejski Ośrodek Kultury w Wysokiem Mazowieckiem, ul. Ludowa 19, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"1407";"1519";"518";"889";"0";"8";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"21";"7";"14";"0";"868";"493";"315";"60"
"cda2-b194-7c0f-35e1-91c5-154f-de51-47e5";"201301";"61";"4";"miasto";"stały";"Przedszkole Miejskie Nr 1 w Wysokiem Mazowieckiem, ul. Armii Krajowej 3, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"1198";"1313";"441";"757";"0";"1";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"24";"11";"13";"0";"733";"432";"248";"53"
"9db5-1b87-d395-93ae-9172-debd-7825-68dd";"201301";"61";"5";"miasto";"stały";"Przedszkole Miejskie Nr 2 w Wysokiem Mazowieckiem, ul. Wołodyjowskiego 2, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"979";"1075";"327";"652";"1";"6";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"19";"6";"13";"0";"633";"426";"171";"36"
"de5e-a228-b5f9-d8ae-6048-fba0-1fad-348b";"201301";"61";"6";"miasto";"zakład leczniczy";"Szpital Ogólny w Wysokiem Mazowieckiem, ul. Szpitalna 5, 18-200 Wysokie Mazowieckie";"m. Wysokie Mazowieckie";"wysokomazowiecki";"podlaskie";"129";"26";"118";"11";"0";"1";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"9";"2";"0"
"a5f2-53f0-60a0-ffde-9996-2dd8-abd8-f6df";"201302";"61";"1";"miasto";"stały";"Szkoła Podstawowa w Ciechanowcu, ul. Sosnowa 2, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"1208";"1294";"546";"662";"0";"13";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"10";"1";"9";"0";"652";"454";"146";"52"
"7dc6-e981-7a3e-0117-f775-84d6-9042-f6dd";"201302";"61";"2";"miasto";"stały";"Ciechanowiecki Ośrodek Kultury i Sportu (budynek byłej Synagogi), ul. Mostowa 6, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"889";"953";"405";"484";"0";"2";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"22";"4";"18";"0";"462";"310";"130";"22"
"1956-994e-b6ae-14c8-c58e-bfd6-0ee6-e13f";"201302";"61";"3";"miasto";"stały";"Miejska Biblioteka Publiczna w Ciechanowcu, Mostowa 8, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"409";"439";"174";"235";"0";"4";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"4";"1";"3";"0";"231";"157";"66";"8"
"10c1-e21c-8245-b66e-6d86-0c2e-eaab-1355";"201302";"61";"4";"miasto";"stały";"Szkoła Podstawowa w Ciechanowcu, 11 Listopada 5, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"859";"918";"398";"461";"0";"8";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"23";"9";"14";"0";"438";"254";"167";"17"
"e8e9-b677-5d88-c259-d607-b570-265d-a872";"201302";"61";"5";"miasto";"stały";"Sala Gimnastyczna przy budynku Szkoły Podstawowej w Ciechanowcu (były COKIS), 11 Listopada 5, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"738";"791";"352";"386";"0";"3";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"3";"1";"2";"0";"383";"259";"107";"17"
"9dee-f8eb-14c5-38f2-cf7e-04e7-1bd6-7add";"201302";"61";"6";"wieś";"stały";"Świetlica Wiejska w Kosiorkach, Kosiorki 25, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"320";"344";"168";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"3";"0";"3";"0";"149";"129";"15";"5"
"cd99-ab9d-37c8-bd24-6761-25f2-5de4-77cf";"201302";"61";"7";"wieś";"stały";"Świetlica Wiejska w Wojtkowicach Starych, Wojtkowice Stare 12A, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"300";"324";"120";"180";"1";"2";"0";"0";"0";"0";"0";"0";"0";"180";"0";"0";"180";"3";"0";"3";"0";"177";"149";"20";"8"
"20c0-f62e-7995-df43-7f95-cee0-a151-ef6b";"201302";"61";"8";"wieś";"stały";"Szkoła Podstawowa w Łempicach, Łempice 13A, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"319";"343";"102";"217";"1";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"1";"0";"1";"0";"216";"199";"12";"5"
"b91c-b92c-701b-3f60-83a0-5f07-7ba3-c37b";"201302";"61";"9";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Kocach-Schabach, Koce-Schaby 24, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"260";"286";"81";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"4";"1";"3";"0";"175";"156";"11";"8"
"4d7f-c793-45c9-5df1-38d7-a4a4-2a09-cc6f";"201302";"61";"10";"wieś";"stały";"Remiza Strażacka w Winnej-Poświętnej, Winna-Poświętna 22 A, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"180";"206";"73";"107";"1";"2";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"3";"1";"2";"0";"104";"82";"15";"7"
"7651-3593-7e19-cc07-5340-046b-d746-5822";"201302";"61";"11";"wieś";"stały";"filia Szkoły Podstawowej im. Mikołaja Kopernika w Ciechanowcu, Radziszewo Stare 9, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"339";"377";"141";"198";"0";"1";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"2";"0";"2";"0";"196";"170";"19";"7"
"1138-5f5a-690a-93c1-0b57-3afa-d948-53a2";"201302";"61";"12";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Czajach-Wólce, Czaje-Wólka 33, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"140";"162";"66";"74";"0";"10";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"3";"0";"3";"0";"71";"65";"5";"1"
"50a6-c4b6-1e52-bea9-fe00-bcc5-e484-e4a5";"201302";"61";"13";"wieś";"stały";"Świetlica Wiejska w Pobikrach, Pobikry/50, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"179";"197";"62";"117";"0";"1";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"3";"0";"3";"0";"114";"93";"12";"9"
"b7ba-10e8-dee3-c7cb-57a8-cc1c-340c-3fb6";"201302";"61";"14";"wieś";"stały";"Świetlica Wiejska w Skórcu, Skórzec 61/61, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"289";"312";"122";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"3";"0";"3";"0";"164";"136";"20";"8"
"abc0-ee6e-5dc9-9d83-2039-bf55-fc74-3d50";"201302";"61";"15";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Kozarzach, Kozarze 63, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"120";"57";"89";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"1";"0";"0";"30";"26";"0";"4"
"637c-b708-2b47-2c90-aa50-07b4-3e9e-dcf5";"201302";"61";"16";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy w Ciechanowcu, pl. Ks. K. Kluka 4, 18-230 Ciechanowiec";"gm. Ciechanowiec";"wysokomazowiecki";"podlaskie";"68";"66";"55";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"13";"0";"0"
"851d-9f96-1647-6b6b-3d17-ac71-11be-d9cc";"201303";"61";"1";"miasto";"stały";"Gminny Ośrodek Kultury w Czyżewie, ul. Mazowiecka 34, 18-220 Czyżew";"gm. Czyżew";"wysokomazowiecki";"podlaskie";"1247";"1349";"451";"796";"0";"7";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"8";"8";"0";"0";"788";"623";"137";"28"
"c522-f25f-ef72-1afb-5a71-5739-12a3-b09f";"201303";"61";"2";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Zawodowych w Czyżewie, ul. Niepodległości 3, 18-220 Czyżew";"gm. Czyżew";"wysokomazowiecki";"podlaskie";"1031";"1124";"394";"637";"4";"2";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"17";"0";"17";"0";"620";"522";"74";"24"
"1c4d-29c8-ca5b-ccd3-0991-b13f-e25f-d21c";"201303";"61";"3";"wieś";"stały";"Szkoła Podstawowa w Rosochatem Kościelnem, Rosochate Kościelne ul. Mazowiecka 5, 18-220 Czyżew";"gm. Czyżew";"wysokomazowiecki";"podlaskie";"800";"901";"310";"490";"1";"3";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"10";"0";"10";"0";"480";"398";"46";"36"
"ddfd-045d-8f89-8899-ddf5-d0f0-75ce-545a";"201303";"61";"4";"wieś";"stały";"Szkoła Podstawowa w Dąbrowie Wielkiej, Dąbrowa Wielka 19, 18-220 Czyżew";"gm. Czyżew";"wysokomazowiecki";"podlaskie";"519";"572";"176";"343";"0";"4";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"7";"0";"7";"0";"336";"290";"29";"17"
"911c-c459-10ab-affa-eab5-f6b9-fcc7-7138";"201303";"61";"5";"miasto";"stały";"Szkoła Podstawowa w Czyżewie, ul. Polna 5, 18-220 Czyżew";"gm. Czyżew";"wysokomazowiecki";"podlaskie";"1050";"1186";"313";"737";"0";"8";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"7";"0";"7";"0";"730";"634";"66";"30"
"5bec-0555-d2cc-6c9c-b10c-d455-5e0c-251d";"201304";"61";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Klukowie, ul. Mazowiecka 14, 18-214 Klukowo";"gm. Klukowo";"wysokomazowiecki";"podlaskie";"1151";"1258";"381";"770";"3";"0";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"7";"1";"6";"0";"763";"670";"63";"30"
"e08d-cb73-c0b0-21ac-cff0-9bf5-4e35-b13a";"201304";"61";"2";"wieś";"stały";"Szkoła Podstawowa, Kuczyn 69, 18-214 Klukowo";"gm. Klukowo";"wysokomazowiecki";"podlaskie";"1100";"1174";"363";"737";"1";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"7";"4";"3";"0";"730";"645";"53";"32"
"c1ce-fa56-c494-3164-1706-a164-8f08-a394";"201304";"61";"3";"wieś";"stały";"Szkoła Podstawowa, Wyszonki Kościelne 1, 18-214 Klukowo";"gm. Klukowo";"wysokomazowiecki";"podlaskie";"1000";"1087";"327";"673";"0";"4";"1";"1";"0";"0";"0";"0";"1";"674";"1";"0";"674";"17";"2";"15";"0";"657";"556";"79";"22"
"a677-c028-d1cd-1633-65f6-3802-ff06-013b";"201305";"61";"1";"wieś";"stały";"Urząd Gminy, Główna 11, 18-204 Kobylin-Borzymy";"gm. Kobylin-Borzymy";"wysokomazowiecki";"podlaskie";"640";"696";"256";"384";"0";"3";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"7";"1";"6";"0";"377";"321";"39";"17"
"024f-9872-066a-b958-9b0c-7cfd-a39d-b180";"201305";"61";"2";"wieś";"stały";"Szkoła Podstawowa, Lipowa 17, 18-204 Kobylin-Borzymy";"gm. Kobylin-Borzymy";"wysokomazowiecki";"podlaskie";"619";"678";"234";"385";"0";"2";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"2";"1";"1";"0";"383";"357";"12";"14"
"fc37-519e-f9cc-4611-bfc3-211d-7245-37c0";"201305";"61";"3";"wieś";"stały";"Szkoła Podstawowa, Lipowa 17, 18-204 Kobylin-Borzymy";"gm. Kobylin-Borzymy";"wysokomazowiecki";"podlaskie";"639";"698";"235";"404";"0";"1";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"6";"5";"1";"0";"398";"351";"31";"16"
"b6f4-672d-76d2-08ac-ddda-227f-6a9b-81f4";"201305";"61";"4";"wieś";"stały";"Szkoła Podstawowa, Wnory-Kużele 37, 18-208 Kulesze Kościelne";"gm. Kobylin-Borzymy";"wysokomazowiecki";"podlaskie";"549";"598";"189";"360";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"4";"0";"4";"0";"356";"325";"18";"13"
"2ab4-14a9-7f43-28a5-7e96-df1e-99b6-f601";"201306";"61";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Główna 2, 18-208 Kulesze Kościelne";"gm. Kulesze Kościelne";"wysokomazowiecki";"podlaskie";"550";"593";"169";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"8";"1";"7";"0";"373";"298";"42";"33"
"f161-3d50-7bf0-9d46-b525-d409-67f0-2f70";"201306";"61";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Główna 2, 18-208 Kulesze Kościelne";"gm. Kulesze Kościelne";"wysokomazowiecki";"podlaskie";"638";"696";"237";"401";"2";"0";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"5";"1";"4";"0";"396";"343";"35";"18"
"a90e-737d-78a1-c8a2-66e0-881b-d034-d654";"201306";"61";"3";"wieś";"stały";"Urząd Gminy, ul. Główna 6, 18-208 Kulesze Kościelne";"gm. Kulesze Kościelne";"wysokomazowiecki";"podlaskie";"619";"680";"167";"452";"2";"1";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"7";"5";"2";"0";"445";"414";"18";"13"
"9f88-aae7-25f3-7968-6934-d0be-e9c7-32fe";"201306";"61";"4";"wieś";"stały";"Budynek Socjalny, Kalinowo-Solki, 18-208 Kulesze Kościelne";"gm. Kulesze Kościelne";"wysokomazowiecki";"podlaskie";"439";"481";"104";"335";"0";"1";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"10";"2";"8";"0";"325";"292";"20";"13"
"ec82-774a-66f8-cc3f-7dde-1bed-7741-2fef";"201307";"61";"1";"wieś";"stały";"Urząd Gminy Nowe Piekuty, ul. Główna 8, 18-212 Nowe Piekuty";"gm. Nowe Piekuty";"wysokomazowiecki";"podlaskie";"907";"1025";"276";"631";"0";"4";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"8";"1";"7";"0";"623";"522";"69";"32"
"79eb-26f0-8e7f-d0ea-3f2c-465c-8fd3-5045";"201307";"61";"2";"wieś";"stały";"Szkoła Podstawowa Nowe Piekuty, ul. Główna 3, 18-212 Nowe Piekuty";"gm. Nowe Piekuty";"wysokomazowiecki";"podlaskie";"959";"1043";"337";"622";"9";"0";"0";"0";"0";"0";"0";"0";"0";"621";"0";"0";"621";"8";"2";"6";"0";"613";"515";"70";"28"
"b750-eeeb-e4a7-7930-1b9f-ec31-6765-2b46";"201307";"61";"3";"wieś";"stały";"Szkoła Podstawowa Jabłoń Kościelna, Jabłoń Kościelna ul. Mazowiecka 1, 18-212 Nowe Piekuty";"gm. Nowe Piekuty";"wysokomazowiecki";"podlaskie";"999";"1089";"282";"717";"8";"0";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"9";"0";"9";"0";"708";"619";"61";"28"
"f41b-c96d-d912-49a0-9f3d-ae09-c1f7-e12d";"201308";"61";"1";"wieś";"stały";"Szkoła Podstawowa, Kowalewszczyzna 29, 18-218 Sokoły";"gm. Sokoły";"wysokomazowiecki";"podlaskie";"680";"748";"287";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"4";"0";"4";"0";"389";"346";"17";"26"
"5c65-f44c-5cfb-9186-8069-7890-9396-dbcc";"201308";"61";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Kościelna 5, 18-218 Sokoły";"gm. Sokoły";"wysokomazowiecki";"podlaskie";"1217";"1323";"397";"820";"0";"0";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"18";"4";"14";"0";"802";"691";"71";"40"
"2b3f-ae0f-2d6d-13ed-6df3-80f0-201a-0d42";"201308";"61";"3";"wieś";"stały";"Centrum Kulturalno-Biblioteczne, ul. Kolejowa 3, 18-218 Sokoły";"gm. Sokoły";"wysokomazowiecki";"podlaskie";"1196";"1292";"435";"761";"0";"3";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"9";"6";"3";"0";"752";"651";"62";"39"
"c585-b77e-d740-6b7d-4d00-f48e-f50c-fb7b";"201308";"61";"4";"wieś";"stały";"Urząd Gminy, ul. Rynek Mickiewicza 10, 18-218 Sokoły";"gm. Sokoły";"wysokomazowiecki";"podlaskie";"1088";"1210";"429";"659";"0";"5";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"11";"2";"9";"0";"648";"462";"132";"54"
"0d15-59b0-0acf-e83b-7552-78ee-3dc6-d2fc";"201308";"61";"5";"wieś";"zakład leczniczy";"Niepubliczny Zakład Opieki Zdrowotnej MD CARE Sp. z o. o., Dworaki-Staśki 46, 18-218 Sokoły";"gm. Sokoły";"wysokomazowiecki";"podlaskie";"119";"65";"96";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"4";"0";"4";"0";"19";"10";"6";"3"
"0597-667a-a3ad-d913-f2e4-1e8f-42b5-d07e";"201309";"61";"1";"miasto";"stały";"sala konferencyjna Urzędu Miejskiego w Szepietowie, ul. Główna 6, 18-210 Szepietowo";"gm. Szepietowo";"wysokomazowiecki";"podlaskie";"669";"729";"261";"408";"0";"2";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"10";"3";"7";"0";"398";"228";"135";"35"
