"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Leszek Henryk BUBEL";"Andrzej MACIEJEWSKI";"Jarosław Marek SŁOMA";"Lidia Ewa STAROŃ"
"1edc-8bb6-a65d-7127-8de1-14c3-d1eb-f6d9";"281701";"86";"6";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. Orła Białego, ul. Bohaterów Września 1939 r. 2, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"731";"798";"231";"500";"1";"5";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"2";"0";"2";"0";"498";"22";"69";"122";"285"
"1219-3882-d627-52ff-17ab-dd8e-9863-42be";"281701";"86";"7";"miasto";"stały";"Hala Widowiskowo-Sportowa im. Huberta Wagnera, ul. Jerzego Lanca 1, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1257";"1370";"390";"867";"4";"8";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"13";"0";"13";"0";"854";"27";"100";"193";"534"
"c3c7-614f-c755-29a9-9f1c-3a91-63e0-2689";"281701";"86";"8";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. Orła Białego, ul. Jerzego Lanca 1, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1049";"1137";"309";"740";"1";"13";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"4";"1";"3";"0";"736";"12";"71";"188";"465"
"ce93-44a4-6e9b-80d9-bd71-1da6-657c-9943";"281701";"86";"9";"miasto";"stały";"Zespół Szkół Nr 3 im. Jana III Sobieskiego, ul. Jerzego Lanca 10, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1348";"1474";"466";"882";"1";"4";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"11";"3";"8";"0";"871";"15";"109";"180";"567"
"81c7-6b3a-a790-abd2-e06d-d09f-5736-b24b";"281701";"86";"10";"miasto";"stały";"Miejskie Przedszkole Nr 1 „Bajka”, ul. Pasymska 21, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1027";"1113";"373";"654";"1";"9";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"11";"2";"9";"0";"643";"19";"94";"139";"391"
"8112-623a-6ebe-288f-e57d-bfc7-331e-3c9a";"281701";"86";"11";"miasto";"stały";"Centrum Rehabilitacyjno-Edukacyjne Dla Dzieci i Młodzieży Niepełnosprawnej, ul. Pasymska 21 A, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1190";"1288";"456";"734";"0";"3";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"13";"1";"12";"0";"721";"43";"113";"170";"395"
"4c8c-8f68-2c61-6b7f-13f1-15bb-b5ca-45e7";"281701";"86";"12";"miasto";"stały";"Przedszkole Niepubliczne Nr 1 „Pod Topolą”, ul. Pasymska 7, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1188";"1176";"507";"679";"3";"1";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"8";"2";"6";"0";"673";"21";"65";"173";"414"
"ed2e-1c01-e11b-65b9-9b31-e302-eced-d24d";"281701";"86";"13";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Marii Curie-Skłodowskiej, ul. Marii Curie-Skłodowskiej 2, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1268";"1367";"507";"761";"0";"2";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"12";"1";"11";"0";"749";"16";"108";"187";"438"
"a5d1-3561-54a9-c944-a945-1203-941c-1f7d";"281701";"86";"14";"miasto";"stały";"Powiatowy Urząd Pracy w Szczytnie, ul. Wincentego Pola 4, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1009";"1094";"415";"594";"1";"2";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"7";"0";"7";"0";"587";"10";"74";"135";"368"
"5d32-3a84-9f6b-4d13-e604-ef49-7aae-edbb";"281701";"86";"15";"miasto";"stały";"Miejski Dom Kultury, ul. Polska 12, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"850";"926";"327";"523";"4";"6";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"13";"4";"9";"0";"510";"19";"92";"103";"296"
"7117-53a6-c0d6-9187-687c-3d80-a627-23cf";"281701";"86";"16";"miasto";"stały";"Miejskie Przedszkole Nr 2 „Fantazja”, ul. Polska 42, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"740";"815";"302";"438";"0";"7";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"13";"0";"13";"0";"425";"16";"67";"118";"224"
"3c0f-f319-3256-3a5f-41e6-645b-073b-67e3";"281701";"86";"17";"miasto";"stały";"Przedszkole Niepubliczne „Jaś i Małgosia”, ul. Władysława IV 52 A, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"1229";"1343";"384";"845";"1";"3";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"15";"6";"9";"0";"830";"28";"109";"178";"515"
"2833-02ac-83c5-cc7c-a839-de47-49ee-d285";"281701";"86";"18";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Jana Pawła II w Szczytnie, ul. Wielbarska 2, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"171";"106";"137";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"5";"1";"4";"0";"29";"8";"11";"2";"8"
"34ed-f4ca-22fe-be1d-ca0c-80f9-56c4-5c8a";"281701";"86";"19";"miasto";"zakład leczniczy";"Szpital Powiatowy w Szczytnie, ul. Marii Curie-Skłodowskiej 12, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"68";"58";"48";"20";"0";"2";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"1";"0";"0";"19";"0";"1";"1";"17"
"4927-9e66-480f-043d-ec4c-46b7-22ac-c955";"281701";"86";"20";"miasto";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny w Szczytnie Aresztu Śledczego w Olsztynie, ul. Henryka Sienkiewicza 10, 12-100 Szczytno";"m. Szczytno";"szczycieński";"warmińsko-mazurskie";"150";"114";"105";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"3";"0";"3";"0";"42";"3";"6";"15";"18"
"378e-a864-7dbc-6d21-304c-bb01-54a6-0418";"281702";"86";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Dźwierzutach, ul. Pasymska 2, 12-120 Dźwierzuty";"gm. Dźwierzuty";"szczycieński";"warmińsko-mazurskie";"1370";"1511";"777";"593";"0";"7";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"25";"0";"25";"0";"568";"29";"94";"105";"340"
"09fe-7644-3bd2-1b70-1ad0-34ec-e456-7792";"281702";"86";"2";"wieś";"stały";"Urząd Gminy w Dźwierzutach, ul. Niepodległości 6, 12-120 Dźwierzuty";"gm. Dźwierzuty";"szczycieński";"warmińsko-mazurskie";"1317";"1444";"591";"726";"2";"5";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"26";"6";"20";"0";"700";"40";"86";"135";"439"
"87da-ec67-3100-067a-7d61-8e4d-30e8-ffcc";"281702";"86";"3";"wieś";"stały";"Szkoła Podstawowa w Kałęczynie, Kałęczyn 17, 12-120 Dźwierzuty";"gm. Dźwierzuty";"szczycieński";"warmińsko-mazurskie";"410";"452";"206";"204";"0";"4";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"8";"0";"8";"0";"196";"14";"45";"33";"104"
"5ef7-5dac-47a5-9f49-d10e-9ea8-271b-daae";"281702";"86";"4";"wieś";"stały";"Świetlica Wiejska, Jabłonka 42, 12-120 Dźwierzuty";"gm. Dźwierzuty";"szczycieński";"warmińsko-mazurskie";"611";"668";"335";"276";"0";"2";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"8";"0";"8";"0";"268";"12";"38";"44";"174"
"6eb3-561b-cac6-2fee-2468-81e5-700c-0df9";"281702";"86";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Orzynach, Orzyny 34, 12-120 Dźwierzuty";"gm. Dźwierzuty";"szczycieński";"warmińsko-mazurskie";"1119";"1253";"588";"531";"0";"19";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"15";"1";"14";"0";"516";"33";"108";"102";"273"
"a563-7e07-044b-c17e-5093-ac8a-a5da-35b7";"281703";"86";"1";"wieś";"stały";"Budynek Zespołu Szkół, ul. Polna 1, 12-122 Jedwabno";"gm. Jedwabno";"szczycieński";"warmińsko-mazurskie";"950";"1079";"391";"559";"1";"11";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"10";"0";"10";"0";"549";"20";"101";"119";"309"
"f6ff-ded6-01f2-205c-f1d7-fd06-59d2-17c4";"281703";"86";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. 1 Maja 63, 12-122 Jedwabno";"gm. Jedwabno";"szczycieński";"warmińsko-mazurskie";"786";"879";"404";"382";"0";"18";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"7";"0";"7";"0";"375";"8";"65";"84";"218"
"6e22-f087-c7fe-d2e2-1f85-a265-ef8a-2d9c";"281703";"86";"3";"wieś";"stały";"Budynek poszkolny, Burdąg 46, 12-122 Jedwabno";"gm. Jedwabno";"szczycieński";"warmińsko-mazurskie";"549";"618";"273";"276";"0";"9";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"9";"4";"5";"0";"267";"15";"49";"68";"135"
"ffa8-20ec-1b35-d3f4-d397-7716-5213-805d";"281703";"86";"4";"wieś";"stały";"Świetlica wiejska, Nowy Dwór 37, 12-122 Jedwabno";"gm. Jedwabno";"szczycieński";"warmińsko-mazurskie";"469";"514";"277";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"7";"0";"7";"0";"185";"9";"34";"34";"108"
"05ec-bde7-7511-4a6b-9fbc-4ca5-e930-ca67";"281704";"86";"1";"wieś";"stały";"Szkoła Podstawowa, parter-sala 103, ul. Jana Pawła II 4, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"440";"487";"209";"231";"0";"4";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"8";"0";"8";"0";"223";"5";"42";"20";"156"
"372b-20a3-fc2b-1ba4-2188-2c81-9947-6cb9";"281704";"86";"2";"wieś";"stały";"Szkoła Podstawowa, parter-sala nr 104, ul. Jana Pawła II 4, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"299";"336";"178";"121";"0";"5";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"3";"0";"3";"0";"118";"3";"19";"23";"73"
"cb72-8853-a009-9f70-f682-762d-9990-09df";"281704";"86";"3";"wieś";"stały";"Szkoła Podstawowa, Grom 67, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"369";"407";"159";"210";"0";"3";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"5";"1";"4";"0";"205";"7";"17";"41";"140"
"669b-afcd-31d3-8433-ce87-73f0-0000-0d77";"281704";"86";"4";"wieś";"stały";"Szkoła Podstawowa, Tylkowo 1, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"626";"704";"253";"373";"0";"4";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"7";"4";"3";"0";"366";"15";"49";"81";"221"
"28da-d568-0d4a-282e-03bb-4ccb-2c9d-8ad1";"281704";"86";"5";"wieś";"stały";"Świetlica Wiejska, Grzegrzółki 11, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"320";"358";"180";"140";"0";"2";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"5";"0";"5";"0";"135";"9";"22";"22";"82"
"48aa-2c61-c602-22e6-683b-8178-cf80-dbf3";"281704";"86";"6";"miasto";"stały";"Remiza Strażacka, ul. Pocztowa 14, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"459";"503";"197";"262";"0";"7";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"7";"0";"7";"0";"255";"13";"34";"36";"172"
"7804-b36a-0468-aa99-fd94-167d-d83b-fe01";"281704";"86";"7";"miasto";"stały";"Centrum Aktywizacji Społecznej KiS, ul. Dworcowa 8, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"749";"844";"345";"404";"0";"24";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"9";"0";"9";"0";"395";"15";"44";"63";"273"
"c29f-f8a0-bdd9-db5a-e1cf-4065-b364-eb51";"281704";"86";"8";"miasto";"stały";"Szkoła Podstawowa, parter-sala 111 świetlica, ul. Jana Pawła II 4, 12-130 Pasym";"gm. Pasym";"szczycieński";"warmińsko-mazurskie";"608";"664";"214";"394";"0";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"3";"0";"3";"0";"391";"11";"41";"83";"256"
"db43-0f54-1aef-feb1-2c33-7fbe-6a99-d423";"281705";"86";"1";"wieś";"stały";"Sala sportowa przy Zespole Szkolno-Przedszkolnym w Dąbrowach, Dąbrowy 238, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"907";"997";"440";"467";"2";"2";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"21";"2";"19";"0";"446";"28";"168";"41";"209"
"ed53-5998-017b-03d9-eec3-9e87-a193-66a2";"281705";"86";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Rozogach, ul. Plac Jana Pawła II 1, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"1109";"1203";"471";"638";"2";"12";"0";"0";"0";"0";"0";"0";"0";"638";"0";"1";"637";"20";"3";"17";"0";"617";"28";"125";"83";"381"
"0ca0-cf33-4f64-ba1b-1e0c-2ea5-9860-5cdf";"281705";"86";"3";"wieś";"stały";"Sala sportowa przy Zespole Szkół w Rozogach, ul. Rynek 13, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"441";"470";"256";"185";"2";"4";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"9";"0";"9";"0";"176";"9";"39";"19";"109"
"10fd-fb14-b8f3-04d8-5754-a87a-f0f8-96b6";"281705";"86";"4";"wieś";"stały";"Sala sportowa przy Zespole Szkolno-Przedszkolnym w Klonie, Klon 96, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"622";"669";"338";"284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"15";"0";"15";"0";"269";"23";"61";"32";"153"
"b78c-4ae4-f1c8-d116-1b48-5626-b3b8-8147";"281705";"86";"5";"wieś";"stały";"Świetlica wiejska w Księżym Lasku, Księży Lasek 26, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"270";"297";"134";"136";"0";"3";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"6";"1";"5";"0";"130";"9";"25";"18";"78"
"9763-1525-b809-a8c6-4a52-4abf-9f19-32ee";"281705";"86";"6";"wieś";"stały";"Świetlica wiejska w Farynach, Faryny 51, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"351";"383";"196";"155";"0";"2";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"6";"0";"6";"0";"148";"7";"37";"13";"91"
"cd89-c8b0-95ad-70db-716e-7443-9968-e563";"281705";"86";"7";"wieś";"stały";"Świetlica wiejska w Spalinach Wielkich, Spaliny Wielkie 25a, 12-114 Rozogi";"gm. Rozogi";"szczycieński";"warmińsko-mazurskie";"380";"426";"211";"169";"0";"1";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"8";"0";"8";"0";"161";"21";"42";"18";"80"
"b151-f0f0-8f09-0bf6-705e-1efb-5ae3-5b90";"281706";"86";"1";"wieś";"stały";"Świetlica wiejska w Lemanach, Lemany 36C, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"1112";"1195";"452";"660";"0";"11";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"12";"1";"11";"0";"648";"34";"109";"136";"369"
"4eec-8830-0e3d-708b-54a8-0683-39a7-3889";"281706";"86";"2";"wieś";"stały";"Świetlica wiejska w Płozach, Płozy 37A, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"607";"664";"243";"364";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"7";"2";"5";"0";"357";"19";"68";"71";"199"
"3ea4-742c-859d-101a-b8e1-cb1b-066c-e8cc";"281706";"86";"3";"wieś";"stały";"Świetlica wiejska w Leśnym Dworze, Leśny Dwór 54, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"960";"1036";"291";"669";"0";"0";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"12";"3";"9";"0";"657";"22";"67";"202";"366"
"bf2c-bbab-e8b5-f54b-c631-9faf-6feb-6ed6";"281706";"86";"4";"wieś";"stały";"Gminne Przedszkole ""Jasia i Małgosi"" w Lipowcu, oddział terenowy w Kamionku, Kamionek 25, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"527";"574";"254";"273";"0";"1";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"6";"0";"6";"0";"267";"9";"30";"67";"161"
"f096-1968-d5e5-aee9-dec0-da82-d909-6e1a";"281706";"86";"5";"wieś";"stały";"Gminne Przedszkole w Nowinach, Oddział Terenowy w Szczytnie, ul. Łomżyńska 3, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"791";"861";"407";"384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"7";"2";"5";"0";"377";"5";"58";"84";"230"
"de7c-67de-9b5e-a224-9cce-fcc5-37fa-a900";"281706";"86";"6";"wieś";"stały";"Szkoła Podstawowa w Lipowcu, Lipowiec 48, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"1002";"1098";"536";"466";"0";"4";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"15";"0";"15";"0";"451";"20";"67";"59";"305"
"e801-8730-e40d-5ee3-82dc-69f6-6596-ea3a";"281706";"86";"7";"wieś";"stały";"Szkoła Podstawowa w Szymanach, Szymany 21, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"607";"672";"243";"364";"1";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"17";"4";"13";"0";"347";"27";"80";"52";"188"
"c80d-6649-fd03-d17a-f6bd-6487-7caa-be70";"281706";"86";"8";"wieś";"stały";"Szkoła Podstawowa w Olszynach, Olszyny 30, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"659";"716";"331";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"12";"3";"9";"0";"316";"15";"41";"52";"208"
"d30a-dc97-97b1-54cf-cfc9-93b4-838d-a23d";"281706";"86";"9";"wieś";"stały";"Gminne Przedszkole ""Jasia i Małgosi"" w Lipowcu, oddział terenowy w Kamionku, Kamionek 1, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"827";"899";"287";"540";"0";"2";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"4";"0";"4";"0";"536";"23";"62";"127";"324"
"e12a-efde-7b95-360c-0e75-d743-a6f8-7767";"281706";"86";"10";"wieś";"stały";"Szkoła Podstawowa w Rudce, Rudka 10, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"1179";"1299";"483";"696";"0";"2";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"17";"2";"15";"0";"679";"15";"111";"162";"391"
"302b-8bbc-c7b9-6c04-64bf-7e1c-042b-87d7";"281706";"86";"11";"wieś";"stały";"Niepubliczny Zespół Szkolno-Przedszkolny w Romanach, Romany 20B, 12-100 Szczytno";"gm. Szczytno";"szczycieński";"warmińsko-mazurskie";"720";"806";"348";"372";"0";"2";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"20";"18";"2";"0";"352";"19";"65";"59";"209"
"64f5-cd10-d1f8-1a37-1e57-1013-03d9-11be";"281707";"86";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Świętajnie, ul. Młodzieżowa 2, 12-140 Świętajno";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"1062";"1151";"432";"630";"0";"5";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"19";"0";"19";"0";"611";"29";"113";"75";"394"
"55e9-349e-df9a-dcae-4074-2fdd-3283-e469";"281707";"86";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Świętajnie, ul. Młodzieżowa 2, 12-140 Świętajno";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"538";"609";"250";"288";"1";"20";"1";"1";"1";"0";"0";"0";"0";"288";"0";"0";"288";"7";"0";"7";"0";"281";"11";"49";"45";"176"
"e55b-75d7-0cec-5c96-473e-3261-1f55-ab78";"281707";"86";"3";"wieś";"stały";"Szkoła Podstawowa w Spychowie, ul. Mazurska 5, 12-150 Spychowo";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"1042";"1184";"447";"595";"0";"23";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"14";"1";"13";"0";"581";"24";"110";"116";"331"
"95f9-076b-996f-d169-fa8b-3a2e-de53-34a9";"281707";"86";"4";"wieś";"stały";"Szkoła Podstawowa w Jerutach, Jeruty 41, 12-140 Świętajno";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"602";"652";"284";"318";"0";"0";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"10";"4";"6";"0";"308";"18";"77";"26";"187"
"e56a-be6d-f8c3-b2fb-86b2-9909-d17e-c276";"281707";"86";"5";"wieś";"stały";"Szkoła Podstawowa w Kolonii, Kolonia 71, 12-140 Świętajno";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"729";"806";"383";"346";"0";"8";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"15";"1";"14";"0";"331";"29";"78";"42";"182"
"6f98-aec6-551b-9b24-b3dd-8af2-9538-ccc4";"281707";"86";"6";"wieś";"stały";"Środowiskowy Dom Samopomocy w Piasutnie, Piasutno 63, 12-140 Świętajno";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"340";"386";"125";"215";"0";"16";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"9";"2";"7";"0";"206";"12";"32";"61";"101"
"920e-4660-8398-2ee7-1bd6-1afe-816a-57a0";"281707";"86";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Szczytnie, Filia w Spychowie, ul. Sienkiewicza 3, 12-150 Spychowo";"gm. Świętajno";"szczycieński";"warmińsko-mazurskie";"16";"15";"9";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"1";"0";"1";"0";"6";"0";"1";"1";"4"
"72b0-af40-0464-52d4-55ba-5ccb-6007-aab0";"281708";"86";"1";"wieś";"stały";"Szkoła Podstawowa im. Królowej Jadwigi w Wielbarku (świetlica), ul. Mikołaja Kopernika 10, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"850";"928";"436";"414";"0";"5";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"14";"1";"13";"0";"400";"20";"87";"91";"202"
"3fa4-5391-da08-7972-ca8e-88fa-ff25-ca0a";"281708";"86";"2";"wieś";"stały";"Szkoła Podstawowa im. Królowej Jadwigi w Wielbarku (sala Nr 3), ul. Mikołaja Kopernika 10, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"679";"746";"304";"375";"1";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"13";"1";"12";"0";"362";"37";"62";"62";"201"
"3f39-c906-4dec-6522-7610-01c9-9b6f-c878";"281708";"86";"3";"wieś";"stały";"Urząd Miejski w Wielbarku, ul. Grunwaldzka 2, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"879";"968";"495";"384";"0";"6";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"22";"0";"22";"0";"362";"24";"95";"61";"182"
"19d9-2bff-14e3-8ee3-b5aa-b910-dc2a-0eda";"281708";"86";"4";"wieś";"stały";"Gminny Ośrodek Kultury w Wielbarku, ul. Wojciecha Kętrzyńskiego 13, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"920";"1020";"474";"446";"0";"5";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"14";"0";"14";"0";"432";"31";"91";"92";"218"
"b41a-0ce6-de90-1b24-b246-c334-4628-74c7";"281708";"86";"5";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Zabielach, Zabiele 4, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"400";"439";"213";"187";"0";"1";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"1";"1";"0";"0";"186";"9";"44";"23";"110"
"9722-675a-4bf6-dda2-6654-9158-e1e7-33b5";"281708";"86";"6";"wieś";"stały";"Świetlica Wiejska w Lesinach Wielkich, Lesiny Wielkie 18c, 12-160 Wielbark";"gm. Wielbark";"szczycieński";"warmińsko-mazurskie";"890";"979";"537";"353";"0";"1";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"12";"0";"12";"0";"341";"17";"80";"52";"192"
