"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Andrzej PĘCHERZ";"Andrzej Franciszek WOJTYŁA"
"0a22-3c72-686a-3d8b-44c2-16fb-4606-56ef";"302006";"96";"3";"wieś";"stały";"Niepubliczne Przedszkole i Żłobek ""Niezapominajka II"", Zielona Łąka 21, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"560";"610";"184";"376";"0";"3";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"19";"3";"16";"0";"357";"173";"184"
"4f0a-fff7-4059-74b9-00be-b1a7-27d5-5897";"302006";"96";"4";"wieś";"stały";"Zespół Szkół Publicznych w Taczanowie Drugim, Taczanów Drugi 32C, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"970";"1055";"425";"545";"0";"2";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"18";"6";"12";"0";"527";"275";"252"
"a9dd-242f-6abe-b3d8-9c56-ddcb-8d68-f598";"302006";"96";"5";"wieś";"stały";"Publiczne Przedszkole w Grodzisku, Grodzisko 77, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"670";"727";"310";"360";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"14";"1";"13";"0";"346";"134";"212"
"311f-4c55-aa60-01a9-dada-948b-70bd-2855";"302006";"96";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kuczkowie, Kuczków ul. Parkowa 11, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"590";"636";"287";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"12";"4";"8";"0";"291";"96";"195"
"4421-25bb-dadf-b580-533a-a7b9-1849-7347";"302006";"96";"7";"wieś";"stały";"Dom Kultury w Piekarzewie, Piekarzew 22, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"430";"459";"191";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"10";"0";"10";"0";"229";"119";"110"
"fc92-177a-5f3d-6e07-d2be-a3ce-7f64-2196";"302006";"96";"8";"wieś";"stały";"Świetlica Wiejska w Suchorzewie, Suchorzew ul. Kowalewska 4, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"440";"483";"159";"281";"0";"1";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"8";"0";"8";"0";"273";"120";"153"
"f71e-8439-ff19-0311-9179-9fa1-2170-3916";"302006";"96";"9";"wieś";"stały";"Zespół Szkół Publicznych w Lenartowicach, Lenartowice 59, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"750";"817";"273";"477";"0";"0";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"29";"1";"28";"0";"448";"237";"211"
"b456-e2fa-3fe5-b818-d93f-9fca-910a-7484";"302006";"96";"10";"wieś";"stały";"Zespół Szkół Centrum Kształcenia Rolniczego w Marszewie, Marszew 22, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"571";"616";"199";"372";"0";"0";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"7";"0";"7";"0";"365";"189";"176"
"bedf-0b6c-fcbc-842d-60ea-1f22-e45f-833b";"302006";"96";"11";"wieś";"stały";"Wiejski Dom Kultury w Brzeziu, Brzezie ul. Stawiszyńska 1, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"490";"529";"170";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"20";"5";"15";"0";"300";"138";"162"
"9a6d-643d-9bd5-47a2-fd39-f5e4-42f5-359d";"302006";"96";"12";"wieś";"stały";"Sala wiejska w Zawidowicach, Zawidowice 7a, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"570";"618";"248";"322";"1";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"14";"1";"13";"0";"308";"120";"188"
"4675-f18c-2fb6-fc83-1433-f645-5858-da09";"302006";"96";"13";"wieś";"stały";"Niepubliczna Szkoła Podstawowa im. rotmistrza Witolda Pileckiego w Sowinie Błotnej, Sowina Błotna 30, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"850";"930";"427";"423";"0";"0";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"14";"1";"13";"0";"409";"142";"267"
"f64e-145c-e861-68c3-0399-a05a-ce01-5a02";"302006";"96";"14";"miasto";"stały";"Zespół Szkół Technicznych w Pleszewie, ul. Zielona 3, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1400";"1508";"479";"921";"5";"3";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"40";"9";"31";"0";"879";"502";"377"
"12df-fe4e-d732-f75e-ae39-f224-aaff-d2e1";"302006";"96";"15";"miasto";"stały";"Dom Pomocy Społecznej w Pleszewie, ul. Podgórna 2, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1390";"1490";"449";"941";"2";"4";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"37";"37";"0";"0";"904";"558";"346"
"357e-a028-e8d8-8ac7-67cd-61fb-cb2a-8cf2";"302006";"96";"16";"miasto";"stały";"Zespół Szkół Publicznych Nr 2 w Pleszewie, ul. Ogrodowa 2, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"580";"618";"230";"350";"1";"0";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"10";"4";"6";"0";"340";"194";"146"
"cd8e-1ffb-981d-4161-4838-7fe0-143f-f4a5";"302006";"96";"17";"miasto";"stały";"Zespół Szkół Publicznych Nr 1 w Pleszewie, ul. Szkolna 5, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"890";"977";"279";"611";"2";"3";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"29";"4";"25";"0";"582";"322";"260"
"d10e-522d-7a48-b02f-2e07-0011-61c4-7bd0";"302006";"96";"18";"miasto";"stały";"Zespół Szkół Publicznych Nr 1 w Pleszewie, ul. Szkolna 5, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"860";"926";"262";"598";"0";"1";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"23";"11";"12";"0";"575";"300";"275"
"c973-5731-4a01-d79e-6f9e-5a5e-b54e-33ae";"302006";"96";"19";"miasto";"stały";"I Liceum Ogólnokształcące im. St. Staszica w Pleszewie, ul. Poznańska 38, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1250";"1354";"424";"826";"1";"1";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"26";"3";"23";"0";"800";"491";"309"
"332d-14a7-a8c0-6d30-a503-4cf2-0f08-bda2";"302006";"96";"20";"miasto";"stały";"I Liceum Ogólnokształcące im. St. Staszica w Pleszewie, ul. Poznańska 38, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1220";"1305";"344";"876";"3";"2";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"39";"4";"35";"0";"837";"489";"348"
"23c8-a7d6-4601-c6be-1b83-35d7-95a3-75e4";"302006";"96";"21";"miasto";"stały";"Zespół Szkół Publicznych Nr 3 w Pleszewie, ul. Bolesława Krzywoustego 6, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1070";"1173";"371";"699";"1";"4";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"29";"6";"23";"0";"670";"409";"261"
"1699-78c1-e5ce-dd8c-ff87-bdaf-c4c5-8852";"302006";"96";"22";"miasto";"stały";"Zespół Szkół Publicznych Nr 3 w Pleszewie, ul. Bolesława Krzywoustego 6, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1350";"1459";"435";"915";"3";"1";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"35";"9";"26";"0";"879";"471";"408"
"925e-7d71-180e-829a-b398-645a-a473-2f5f";"302006";"96";"23";"miasto";"stały";"Zespół Szkół Publicznych Nr 3 w Pleszewie, ul. Bolesława Krzywoustego 6, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1070";"1139";"343";"727";"0";"2";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"25";"8";"17";"0";"702";"398";"304"
"5259-c889-d20f-14cf-37db-7118-4b1a-3fe1";"302006";"96";"24";"miasto";"stały";"Zespół Szkół Publicznych Nr 2 w Pleszewie, ul. Ogrodowa 2, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1330";"1425";"422";"908";"5";"0";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"27";"5";"22";"0";"881";"526";"355"
"ac37-b432-3f8c-4490-3a6b-1c08-3097-e9e5";"302006";"96";"25";"miasto";"zakład leczniczy";"Pleszewskie Centrum Medyczne w Pleszewie Sp. z o. o., ul. Poznańska 125A, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"280";"187";"213";"67";"0";"6";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"4";"0";"4";"0";"63";"20";"43"
"ca1f-70d3-c70e-b0b7-2d86-957d-bbdf-5984";"302006";"96";"26";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Pleszewie, Plac Wolności im. Jana Pawła II 5, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"190";"200";"113";"77";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"0";"0";"77";"5";"1";"4";"0";"72";"28";"44"
"0a6d-b156-4054-a017-d750-cfad-c045-44fc";"306101";"96";"1";"miasto";"stały";"I Liceum Ogólnokształcące im. Adama Asnyka, ul. Grodzka 1, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1430";"1566";"537";"893";"3";"8";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"26";"7";"19";"0";"863";"523";"340"
"c52d-7aec-a55b-71d8-0401-341d-2189-251e";"306101";"96";"2";"miasto";"stały";"Galeria Sztuki im. Jana Tarasina, ul. Plac Świętego Józefa 5, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"940";"997";"389";"551";"1";"2";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"20";"6";"14";"0";"531";"344";"187"
"6af1-b79d-f8cd-5d3a-f32e-8aaf-a5a4-8b3a";"306101";"96";"3";"miasto";"stały";"ProfiLingua Szkoła Języków Obcych, Aleja Wolności 6, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1030";"1125";"404";"626";"2";"7";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"3";"3";"0";"0";"623";"413";"210"
"1b10-481c-01f3-b595-9cde-4ba7-141e-f51c";"306101";"96";"4";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Teatralna 3, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1799";"1962";"551";"1248";"3";"3";"1";"1";"0";"0";"1";"0";"0";"1247";"0";"0";"1247";"48";"37";"11";"0";"1199";"806";"393"
"7ee5-ba94-c796-58d5-cee4-dda8-be45-3c8c";"306101";"96";"5";"miasto";"stały";"III Liceum Ogólnokształcące im. Mikołaja Kopernika, ul. Tadeusza Kościuszki 10, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1260";"1346";"568";"692";"0";"5";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"17";"4";"13";"0";"675";"402";"273"
"138a-9266-533a-6d59-d42c-2382-0627-832a";"306101";"96";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Juliusza Słowackiego, ul. Ciasna 16, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1400";"1524";"572";"828";"1";"2";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"24";"6";"18";"0";"804";"513";"291"
"4f01-dd24-1bb2-ad86-8440-1212-a9d6-00a7";"306101";"96";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Konstytucji 3 Maja, ul. 3 Maja 16, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1840";"1998";"652";"1188";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1189";"1";"0";"1189";"33";"10";"23";"0";"1156";"720";"436"
"01aa-a0c4-21e3-d580-b99e-d77b-ffab-44fc";"306101";"96";"8";"miasto";"stały";"Niepubliczne Przedszkole Niezapominajka, ul. Warszawska 8, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"960";"1212";"363";"597";"2";"4";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"20";"5";"15";"0";"577";"365";"212"
"b260-9339-a6e7-5b77-f2f1-ea9f-50b4-6928";"306101";"96";"9";"miasto";"stały";"Szkoła Podstawowa Nr 9 im. 25 Dywizji Piechoty Ziemi Kaliskiej, ul. Żwirki i Wigury 13, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1950";"2115";"479";"1471";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1471";"0";"0";"1471";"56";"40";"16";"0";"1415";"891";"524"
"f634-853e-5d76-a7c1-6cea-c992-735f-dad4";"306101";"96";"10";"miasto";"stały";"Fundacja Kaliski Inkubator Przedsiębiorczości, ul. Częstochowska 25, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"990";"1058";"317";"673";"1";"4";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"20";"5";"15";"0";"653";"428";"225"
"03c1-602b-a476-d692-2869-05f7-e09f-84fc";"306101";"96";"11";"miasto";"stały";"Uniwersytet im. Adama Mickiewicza w Poznaniu Wydział Pedagogiczno-Artystyczny w Kaliszu, ul. Nowy Świat 28 - 30, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"520";"571";"180";"340";"0";"1";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"9";"5";"4";"0";"331";"200";"131"
"d3b3-c8f3-e87c-6d63-76f6-8ea6-54cb-42ba";"306101";"96";"12";"miasto";"stały";"Szkoła Podstawowa Nr 16 im. Powstańców Wielkopolskich 1918 - 1919, ul. Fabryczna 13 - 15, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1430";"1543";"507";"922";"0";"5";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"35";"7";"28";"0";"885";"602";"283"
"e560-faae-b0fc-8f30-789c-4fd2-ac5c-6ce7";"306101";"96";"13";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 2, ul. Rzemieślnicza 6, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1750";"1889";"591";"1159";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"56";"14";"42";"0";"1103";"737";"366"
"3bff-1e83-d8b4-2fd4-12f8-8446-e70b-4928";"306101";"96";"14";"miasto";"stały";"Zespół Szkół Zawodowych im. Zesłańców Sybiru, ul. Wąska 13, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"650";"688";"226";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"16";"1";"15";"0";"408";"256";"152"
"aa7c-372a-092c-3e4f-7b0e-e0f9-4833-5ce2";"306101";"96";"15";"miasto";"stały";"Szkoła Podstawowa Nr 7 im. Adama Mickiewicza, ul. Robotnicza 5, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"2028";"2203";"544";"1476";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1476";"0";"0";"1476";"51";"37";"14";"0";"1425";"998";"427"
"faaa-8db6-5416-e6be-a36d-509f-3f43-c521";"306101";"96";"16";"miasto";"stały";"DOMCAR Sp. z o. o., ul. Poznańska 24, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1530";"1627";"410";"1120";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"46";"22";"24";"0";"1074";"746";"328"
"25f4-0e13-2a52-443a-868f-75a6-5b00-673a";"306101";"96";"17";"miasto";"stały";"Szkoła Podstawowa Nr 12 im. Księcia Bolesława Pobożnego, ul. Jana Długosza 14, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1181";"1293";"434";"747";"3";"8";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"14";"7";"7";"0";"733";"453";"280"
"c008-8600-0b7d-3814-0c89-c620-5d77-bfbf";"306101";"96";"18";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Jana Pawła II, ul. Juliana Tuwima 4, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1620";"1747";"533";"1087";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1087";"0";"0";"1087";"42";"9";"33";"0";"1045";"617";"428"
"107c-9972-e29c-182c-68eb-cd12-00aa-dc04";"306101";"96";"19";"miasto";"stały";"Publiczne Przedszkole Nr 27 Radość, ul. Władysława Reymonta 29, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1958";"2126";"505";"1453";"3";"7";"1";"1";"0";"0";"0";"0";"1";"1454";"1";"0";"1454";"42";"10";"32";"0";"1412";"863";"549"
"b142-869e-e78d-63f1-3eb8-b40a-8616-cde0";"306101";"96";"20";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa im. Prezydenta Stanisława Wojciechowskiego Collegium Medicum, ul. Kaszubska 13, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1129";"1248";"278";"851";"0";"2";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"21";"3";"18";"0";"830";"447";"383"
"b534-a22c-1038-13fc-184b-81a1-886d-e15f";"306101";"96";"21";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. Henryka Sienkiewicza, ul. Chełmska 18, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1712";"1882";"477";"1235";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"47";"15";"32";"0";"1188";"718";"470"
"4032-234e-aea0-4d51-617b-1f5d-3954-1b82";"306101";"96";"22";"miasto";"stały";"Zespół Szkół Techniczno-Elektronicznych, ul. Częstochowska 99, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1532";"1669";"389";"1143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1143";"0";"0";"1143";"37";"10";"27";"0";"1106";"610";"496"
"3783-bdce-5c2d-29f4-5cc4-9be8-a331-2454";"306101";"96";"23";"miasto";"stały";"Dzienny Dom Pomocy Społecznej, ul. Cegielniana 6, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1748";"1934";"393";"1355";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1354";"0";"0";"1354";"40";"12";"28";"0";"1314";"892";"422"
"2f0e-ab91-4dda-25db-14f7-30f6-84b1-2b51";"306101";"96";"24";"miasto";"stały";"Zakład Podstawowej Opieki Zdrowotnej „PULS” Przychodnia Medycyny Rodzinnej, ul. Polna 29, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1631";"1767";"398";"1233";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1234";"1";"0";"1234";"60";"11";"49";"0";"1174";"753";"421"
"cc9a-9476-4311-7fe9-82dd-1a8a-a95c-df90";"306101";"96";"25";"miasto";"stały";"Niepubliczne Przedszkole im. Marii Konopnickiej, ul. Ostrowska 62, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1670";"1813";"365";"1305";"5";"14";"0";"0";"0";"0";"0";"0";"0";"1305";"0";"0";"1305";"44";"25";"19";"0";"1261";"849";"412"
"db8c-05d1-888a-0c83-40f8-72ee-a42b-6ec6";"306101";"96";"26";"miasto";"stały";"Szkoła Podstawowa Nr 8 im. Bohaterów Westerplatte, ul. Serbinowska 22a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"820";"882";"178";"642";"0";"7";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"28";"7";"21";"0";"612";"410";"202"
"470b-d7d5-1fc6-8871-b9de-ab71-0f8f-4a8b";"306101";"96";"27";"miasto";"stały";"Klub Osiedlowy Kaliskiej Spółdzielni Mieszkaniowej Lokatorsko-Własnościowej, ul. Serbinowska 25, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1560";"1715";"524";"1036";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"39";"20";"19";"0";"997";"629";"368"
"f636-95ff-cef1-5de3-1b97-60bf-1e22-26e8";"306101";"96";"28";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Marii Dąbrowskiej, ul. Polna 17, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1380";"1483";"440";"940";"2";"4";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"31";"9";"22";"0";"909";"550";"359"
"1b16-d0e1-0a35-3e74-13aa-f17c-c329-42e2";"306101";"96";"29";"miasto";"stały";"Szkoła Podstawowa Nr 14 im. Władysława Broniewskiego, ul. Adama Mickiewicza 11, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1350";"1457";"403";"947";"2";"4";"2";"2";"0";"0";"0";"0";"2";"948";"2";"0";"948";"26";"7";"19";"0";"922";"610";"312"
"f5b8-18b4-de92-9f92-a377-e84e-f146-d0a5";"306101";"96";"30";"miasto";"stały";"Publiczne Przedszkole Nr 19 z Oddziałami Integracyjnymi Razem, ul. Widok 98a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1479";"1603";"400";"1079";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"46";"8";"38";"0";"1033";"697";"336"
"19f9-7ab1-008d-a69d-4e29-e190-bbce-4b3e";"306101";"96";"31";"miasto";"stały";"Publiczne Przedszkole Nr 18 Chatka Puchatka, ul. Serbinowska 5a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1330";"1447";"384";"946";"2";"3";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"31";"6";"25";"0";"913";"614";"299"
"1e39-3ece-ea04-0ab1-f4a4-e781-3b2a-9610";"306101";"96";"32";"miasto";"stały";"Niepubliczne Przedszkole Jacka i Agatki, ul. Serbinowska 21, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1570";"1702";"428";"1142";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1143";"1";"0";"1143";"49";"8";"41";"0";"1094";"666";"428"
"5794-0d4f-bc1b-336d-3556-8a16-dfaf-3e11";"306101";"96";"33";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. Janusza Kusocińskiego, ul. Podmiejska 9a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1840";"1982";"517";"1323";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1321";"0";"0";"1321";"33";"13";"20";"0";"1288";"814";"474"
"2d6a-2b28-1ec1-7d5c-55aa-e6b9-97c0-1c08";"306101";"96";"34";"miasto";"stały";"Szkoła Podstawowa Nr 10 im. Marii Konopnickiej, ul. Karpacka 3, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"2090";"2228";"479";"1611";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1611";"0";"0";"1611";"60";"20";"40";"0";"1551";"960";"591"
"25b0-396f-7cc6-b27c-214e-41ff-6884-5297";"306101";"96";"35";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 Szkoła Podstawowa Nr 21 im. Legionów Józefa Piłsudskiego, ul. 25 Pułku Artylerii 4 - 8, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1259";"1376";"391";"868";"1";"6";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"27";"4";"23";"0";"841";"456";"385"
"6298-8c6b-1cdd-ab5a-2db4-9e8d-bc02-cc1e";"306101";"96";"36";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 Szkoła Podstawowa Nr 15 im. Szarych Szeregów, ul. Wykopaliskowa 45, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"2012";"2178";"529";"1481";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1482";"0";"0";"1482";"50";"16";"34";"0";"1432";"799";"633"
"afe5-7340-73af-85ff-5f16-1e50-ff0a-6b12";"306101";"96";"37";"miasto";"stały";"Szkoła Podstawowa Nr 17 z Oddziałami Integracyjnymi im. Stefana Szolc-Rogozińskiego, ul. Prymasa Stefana Wyszyńskiego 3b, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1510";"1631";"376";"1134";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1130";"0";"0";"1130";"45";"26";"19";"0";"1085";"669";"416"
"c2c1-c4e9-4913-bce1-3ad8-0be2-d957-fe4f";"306101";"96";"38";"miasto";"stały";"Niepubliczne Przedszkole Bajka, ul. Prymasa Stefana Wyszyńskiego 3a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1650";"1787";"417";"1233";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1234";"1";"0";"1234";"45";"9";"36";"0";"1189";"746";"443"
"c1f4-36ca-5ebf-af3d-8939-c13c-f26e-cf8f";"306101";"96";"39";"miasto";"stały";"Niepubliczne Przedszkole Zielone Łąki, ul. Prymasa Stefana Wyszyńskiego 19a, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"730";"790";"182";"548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"18";"4";"14";"0";"530";"327";"203"
"f4c2-d0c2-4d19-8995-4c36-d172-a19b-f40c";"306101";"96";"40";"miasto";"stały";"Niepubliczne Przedszkole Calineczka, Aleja Wojska Polskiego 30, 62-800 Kalisz";"m. Kalisz";"Kalisz";"wielkopolskie";"1980";"2123";"459";"1520";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1520";"0";"0";"1520";"64";"29";"35";"0";"1456";"990";"466"
