"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Radosław SAŁATA";"Michał SEWERYŃSKI";"Andrzej URBANIAK";"Jacek WALCZAK"
"530a-4ba9-f944-c85f-ecb3-f456-98c4-9b66";"101411";"27";"4";"miasto";"stały";"Szkoła Podstawowa w Złoczewie, Burzenińska 4/6, 98-270 Złoczew";"gm. Złoczew";"sieradzki";"łódzkie";"687";"758";"241";"446";"0";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"9";"1";"8";"0";"437";"45";"305";"16";"71"
"0f21-f6b6-38c7-6b33-1ab4-dba8-69c9-b13c";"101411";"27";"5";"wieś";"stały";"Środowiskowy Dom Samopomocy w Grójcu Wielkim, Grójec Wielki 24, 98-270 Złoczew";"gm. Złoczew";"sieradzki";"łódzkie";"380";"419";"156";"224";"0";"2";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"5";"0";"5";"0";"219";"16";"160";"9";"34"
"8bef-4790-f98b-6c71-90e1-137c-93a5-e5b2";"101411";"27";"6";"wieś";"stały";"Szkoła Podstawowa w Unikowie, Uników 4, 98-270 Złoczew";"gm. Złoczew";"sieradzki";"łódzkie";"775";"856";"316";"459";"0";"2";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"8";"3";"5";"0";"451";"49";"286";"22";"94"
"b6a1-23bd-1596-9fce-a7fa-dace-0ade-a40f";"101411";"27";"7";"wieś";"stały";"Szkoła Podstawowa w Stolcu, Stolec 35, 98-270 Złoczew";"gm. Złoczew";"sieradzki";"łódzkie";"595";"652";"241";"354";"1";"3";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"10";"1";"9";"0";"344";"33";"247";"16";"48"
"b30f-160f-238f-d24c-625e-0be5-418c-a923";"101701";"27";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Białej, Biała Druga 4A, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"545";"597";"220";"325";"2";"0";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"12";"3";"9";"0";"313";"41";"164";"17";"91"
"5b2a-e4d2-c386-7396-f3c4-fc77-0e4a-8797";"101701";"27";"2";"wieś";"stały";"Urząd Gminy Biała, Biała Druga 4B, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"530";"585";"186";"344";"1";"2";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"5";"2";"3";"0";"339";"51";"198";"19";"71"
"3a55-1fc1-6f0b-70e9-d692-98af-bd41-7ce7";"101701";"27";"3";"wieś";"stały";"Remiza OSP w Białej Rządowej, Biała Rządowa 97A, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"618";"670";"210";"408";"0";"2";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"9";"0";"9";"0";"398";"51";"201";"33";"113"
"35d9-4f36-bbcf-7fd6-17bc-4120-5b7a-f6da";"101701";"27";"4";"wieś";"stały";"Dom Ludowy w Kopydłowie, Kopydłów 36, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"151";"168";"68";"83";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"83";"2";"0";"2";"0";"81";"9";"46";"8";"18"
"6736-bdc0-08d5-c43f-357d-8a83-d135-373c";"101701";"27";"5";"wieś";"stały";"Gminne Centrum Informacji w Łyskorni, Łyskornia 55, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"626";"688";"268";"358";"0";"1";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"9";"1";"8";"0";"349";"34";"210";"31";"74"
"4ca7-d8f8-6ba4-dc15-ccd7-b0ef-2997-0a03";"101701";"27";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Młynisku, Młynisko 39, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"544";"606";"200";"344";"0";"3";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"11";"1";"10";"0";"333";"24";"226";"17";"66"
"8ecb-15b4-ea5e-181f-146e-86c5-2afc-001d";"101701";"27";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Naramicach, Naramice 125, 98-350 Biała";"gm. Biała";"wieluński";"łódzkie";"998";"1091";"380";"618";"0";"0";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"23";"1";"22";"0";"595";"55";"393";"34";"113"
"2671-08f8-6a73-018d-b9e2-b4fe-42d4-59fb";"101702";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Czarnożyłach, Czarnożyły 17a, 98-310 Czarnożyły";"gm. Czarnożyły";"wieluński";"łódzkie";"1136";"1248";"367";"769";"0";"2";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"18";"2";"16";"0";"751";"73";"422";"36";"220"
"0686-6374-1a4b-2146-7584-4d09-5c5d-49d3";"101702";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Łagiewnikach, Łagiewniki 89, 98-310 Czarnożyły";"gm. Czarnożyły";"wieluński";"łódzkie";"879";"974";"309";"570";"0";"4";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"14";"2";"12";"0";"556";"41";"344";"60";"111"
"763a-2380-36c9-27fd-e417-5953-9bf5-52c4";"101702";"27";"3";"wieś";"stały";"Świetlica Wiejska w Wydrzynie, Wydrzyn 59a, 98-310 Czarnożyły";"gm. Czarnożyły";"wieluński";"łódzkie";"931";"1018";"342";"589";"0";"1";"0";"0";"0";"0";"0";"0";"0";"589";"0";"0";"589";"19";"5";"14";"0";"570";"82";"306";"30";"152"
"a75e-e6c1-9387-8e73-966a-1bf3-da48-3340";"101702";"27";"4";"wieś";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Gromadzicach, Gromadzice 49, 98-310 Czarnożyły";"gm. Czarnożyły";"wieluński";"łódzkie";"355";"391";"121";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"6";"0";"6";"0";"228";"28";"136";"21";"43"
"9c41-b915-9fd6-e66f-2a32-c43a-f0da-4ff6";"101703";"27";"1";"wieś";"stały";"Urząd Gminy Konopnica, Rynek 15, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"859";"937";"298";"561";"0";"4";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"15";"3";"12";"0";"546";"39";"252";"58";"197"
"6c89-5df8-89ae-4b29-e488-7d9a-4c48-0f4e";"101703";"27";"2";"wieś";"stały";"Szkoła Podstawowa, Rychłocice 108a, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"650";"712";"212";"438";"2";"0";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"11";"2";"9";"0";"427";"46";"235";"54";"92"
"c60f-a3b5-79df-4316-8452-a3fc-d5b8-5597";"101703";"27";"3";"wieś";"stały";"Szkoła Podstawowa, Szynkielów 53, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"635";"707";"224";"411";"0";"5";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"11";"1";"10";"0";"400";"46";"223";"42";"89"
"ed4e-b698-ba3d-7652-7a19-7668-3725-31f6";"101703";"27";"4";"wieś";"stały";"Remiza OSP, Kamyk 43, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"166";"178";"71";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"1";"0";"1";"0";"94";"5";"73";"9";"7"
"679d-5a02-9e23-ca46-54a3-2577-72fc-fbc2";"101703";"27";"5";"wieś";"stały";"Remiza OSP, Wrońsko 29, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"252";"274";"105";"147";"0";"2";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"2";"1";"1";"0";"145";"19";"86";"21";"19"
"ad56-a912-c008-723a-fe99-e0d8-1dfe-65a7";"101703";"27";"6";"wieś";"stały";"Środowiskowy Dom Samopomocy, Strobin 34, 98-313 Konopnica";"gm. Konopnica";"wieluński";"łódzkie";"289";"313";"114";"175";"0";"1";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"5";"0";"5";"0";"170";"15";"103";"23";"29"
"7fae-e0eb-3e9d-cc27-ce6a-fb6a-2320-4465";"101704";"27";"1";"wieś";"stały";"Zespół Szkół i Przedszkola w Mokrsku, Mokrsko 254, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"1126";"1212";"454";"672";"1";"3";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"18";"4";"14";"0";"654";"81";"359";"40";"174"
"b499-8cea-a5be-04c5-81b5-c3fa-8699-652b";"101704";"27";"2";"wieś";"stały";"Świetlica Wiejska w Chotowie, Chotów Chotów 94b, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"374";"411";"126";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"2";"0";"2";"0";"246";"27";"164";"14";"41"
"faa6-715d-9344-945a-9126-7168-7299-fe22";"101704";"27";"3";"wieś";"stały";"Zespół Szkoły i Przedszkola w Krzyworzece, Krzyworzeka Krzyworzeka 166, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"722";"794";"267";"455";"0";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"14";"1";"13";"0";"441";"47";"235";"37";"122"
"1ff6-ec3e-b963-a9a0-6027-32b9-0e65-c160";"101704";"27";"4";"wieś";"stały";"Świetlica Wiejska w Komornikach, Komorniki Komorniki 7a, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"724";"792";"236";"488";"2";"1";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"19";"8";"11";"0";"469";"54";"299";"39";"77"
"989f-e250-54d5-2529-b9c6-a5bf-98b5-e5e0";"101704";"27";"5";"wieś";"stały";"Zespół Szkoły i Przedszkola w Ożarowie, Ożarów Ożarów 142, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"718";"785";"260";"458";"0";"1";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"8";"2";"6";"0";"449";"41";"212";"55";"141"
"7a89-b860-60ba-b83b-2454-c833-57b6-f1f9";"101704";"27";"6";"wieś";"stały";"Świetlica Wiejska w Słupsku, Słupsko Słupsko 29a, 98-345 Mokrsko";"gm. Mokrsko";"wieluński";"łódzkie";"257";"279";"61";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"0";"0";"0";"0";"196";"22";"127";"9";"38"
"15a6-176f-3538-7276-1779-15b9-044c-87e6";"101705";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Osjakowie, Wieluńska 14, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"614";"670";"200";"414";"0";"4";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"10";"4";"6";"0";"404";"39";"211";"64";"90"
"5e11-f3a4-61b1-575d-5f2c-568f-711d-4faa";"101705";"27";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Osjakowie Filia w Czernicach, Czernice Czernice 23, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"417";"458";"152";"265";"0";"2";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"2";"0";"2";"0";"263";"20";"169";"38";"36"
"49d9-7a04-5054-d350-aa29-17b1-89c8-9ca5";"101705";"27";"3";"wieś";"stały";"Oddział Przedszkolny, Raducki Folwark Raducki Folwark 2, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"430";"465";"132";"298";"0";"2";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"6";"1";"5";"0";"292";"22";"159";"72";"39"
"f428-a18d-aae9-504a-a771-ff97-a115-f755";"101705";"27";"4";"wieś";"stały";"Oddział Przedszkolny, Drobnice Drobnice 51, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"496";"545";"136";"360";"0";"3";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"17";"3";"14";"0";"343";"23";"232";"63";"25"
"fc33-b5f3-2468-7ef5-7dfc-86e3-74a5-7ca8";"101705";"27";"5";"wieś";"stały";"Oddział Przedszkolny, Chorzyna Chorzyna 27, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"501";"551";"191";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"8";"0";"8";"0";"302";"31";"183";"51";"37"
"e0c2-2312-2832-c7dc-8070-3546-3363-abc2";"101705";"27";"6";"wieś";"stały";"Gminna Biblioteka Publiczna w Osjakowie, Częstochowska 22, 98-320 Osjaków";"gm. Osjaków";"wieluński";"łódzkie";"978";"1079";"258";"720";"1";"24";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"13";"3";"10";"0";"707";"54";"284";"208";"161"
"7c7e-610a-f68f-9d08-d576-15f0-d0b0-38ed";"101706";"27";"1";"wieś";"stały";"Gminny Ośrodek Upowszechniania Kultury i Sportu w Ostrówku, Ostrówek 94, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"784";"851";"293";"491";"0";"5";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"12";"1";"11";"0";"479";"53";"261";"43";"122"
"c8c4-636b-7c61-84df-8feb-0d97-fd89-a093";"101706";"27";"2";"wieś";"stały";"Szkoła Podstawowa w Janowie, Janów 40, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"572";"630";"214";"358";"3";"0";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"2";"0";"2";"0";"356";"35";"242";"17";"62"
"611a-8975-94b2-b028-692b-3c50-9ad9-37b3";"101706";"27";"3";"wieś";"stały";"Szkoła Podstawowa w Okalewie, Okalew 19, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"631";"692";"255";"376";"1";"2";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"6";"2";"4";"0";"370";"27";"253";"9";"81"
"c4c9-6af6-b49b-42d1-317f-71a2-1839-ac00";"101706";"27";"4";"wieś";"stały";"Szkoła Podstawowa w Skrzynnie, Skrzynno 96, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"662";"740";"278";"384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"8";"1";"7";"0";"376";"34";"198";"30";"114"
"cc8a-13a8-0c20-4cec-432d-5743-2bfc-9a44";"101706";"27";"5";"wieś";"stały";"Filia Przedszkola Ostrówek w Wielgiem, Wielgie 27, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"566";"627";"243";"323";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"4";"0";"4";"0";"319";"41";"191";"14";"73"
"7342-1124-abd7-e01f-b72c-9513-8ed6-d765";"101706";"27";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Skrzynnie, Skrzynno 13, 98-311 Ostrówek";"gm. Ostrówek";"wieluński";"łódzkie";"75";"75";"34";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"4";"0";"4";"0";"37";"6";"18";"7";"6"
"569b-7bd5-9fe0-4e40-a287-bbaa-aafb-1f68";"101707";"27";"1";"wieś";"stały";"Remiza OSP w Bieńcu, Bieniec 9A, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"378";"419";"111";"267";"0";"2";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"6";"2";"4";"0";"261";"24";"181";"16";"40"
"75d6-647a-4c4b-3619-9283-e43a-eb9b-c9d6";"101707";"27";"2";"wieś";"stały";"Zespół Szkół Samorządowych w Dzietrznikach, Dzietrzniki 105, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"762";"836";"254";"508";"1";"2";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"12";"4";"8";"0";"496";"41";"342";"35";"78"
"8165-20a9-8d2c-ae64-5a60-7db6-666d-ef30";"101707";"27";"3";"wieś";"stały";"Budynek byłego Zespołu Szkół Samorządowych w Grębieniu, Grębień 107, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"515";"566";"179";"336";"0";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"11";"1";"10";"0";"325";"28";"233";"25";"39"
"eb4f-7790-6ebd-d62f-c5c3-881e-711a-9300";"101707";"27";"4";"wieś";"stały";"Świetlica Wiejska w Kałużach, Kałuże 20A, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"307";"311";"102";"205";"0";"4";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"7";"2";"5";"0";"198";"11";"132";"13";"42"
"af97-0974-9454-6c15-68ec-908b-4ebe-cd43";"101707";"27";"5";"wieś";"stały";"Remiza OSP w Kamionce, Kamionka 38A, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"440";"487";"142";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"3";"2";"1";"0";"295";"32";"165";"18";"80"
"28d9-5ded-60c9-9a0c-78ac-cf1e-d840-f327";"101707";"27";"6";"wieś";"stały";"Zespół Szkół Samorządowych w Pątnowie, Pątnów 105, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"1065";"1157";"362";"703";"2";"2";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"14";"0";"14";"0";"689";"73";"412";"40";"164"
"cead-ccab-cf6c-28ef-b58d-e482-4cb2-ae3e";"101707";"27";"7";"wieś";"stały";"Budynek byłego Zespołu Szkół Samorządowych w Popowicach, Popowice 57B, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"370";"401";"138";"232";"1";"0";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"5";"0";"5";"0";"227";"30";"143";"21";"33"
"bd76-3604-0c31-4dc3-9409-3867-de60-1979";"101707";"27";"8";"wieś";"stały";"Zespół Szkół Samorządowych w Załęczu Małym, Załęcze Małe 35, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"612";"676";"201";"411";"1";"5";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"5";"1";"4";"0";"406";"41";"285";"22";"58"
"696e-f500-d81b-7241-9d25-029b-3dc4-fd95";"101707";"27";"9";"wieś";"stały";"Budynek byłego Zespołu Szkół Samorządowych w Załęczu Wielkim, Załęcze Wielkie 76A, 98-335 Pątnów";"gm. Pątnów";"wieluński";"łódzkie";"292";"323";"86";"206";"0";"2";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"4";"1";"3";"0";"202";"19";"137";"14";"32"
"3251-3696-d6ff-7a28-3ff9-8993-097c-1483";"101708";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Skomlinie, Parkowa 6, 98-346 Skomlin";"gm. Skomlin";"wieluński";"łódzkie";"1181";"1292";"443";"738";"0";"0";"0";"0";"0";"0";"0";"0";"0";"738";"0";"0";"738";"24";"4";"20";"0";"714";"86";"351";"33";"244"
"b91a-0679-9eb3-e4cf-cfce-287a-895c-4d3c";"101708";"27";"2";"wieś";"stały";"Przedszkole w Wicherniku, Wichernik 13, 98-346 Skomlin";"gm. Skomlin";"wieluński";"łódzkie";"441";"479";"145";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"6";"1";"5";"0";"290";"33";"187";"15";"55"
"56c1-59a8-bbe1-523a-7224-f155-e64b-cd4d";"101708";"27";"3";"wieś";"stały";"Remiza OSP we Wróblewie, Wróblew 44, 98-346 Skomlin";"gm. Skomlin";"wieluński";"łódzkie";"512";"562";"200";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"12";"4";"8";"0";"300";"45";"183";"15";"57"
"bc4e-bee9-0cda-a58c-a905-3a3d-3ce5-e9f5";"101708";"27";"4";"wieś";"stały";"Remiza OSP w Toplinie, Toplin 15, 98-346 Skomlin";"gm. Skomlin";"wieluński";"łódzkie";"230";"256";"107";"123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"123";"2";"0";"2";"0";"121";"11";"61";"19";"30"
"65ff-2349-c66a-32f5-ce7a-8a95-dc51-0dce";"101709";"27";"1";"miasto";"stały";"Zespół Szkół nr 1 w Wieluniu, Wojska Polskiego 32, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1349";"1456";"423";"926";"1";"5";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"12";"6";"6";"0";"914";"108";"323";"38";"445"
"e83f-3124-47ce-b3e2-e293-c14f-05b3-9bb9";"101709";"27";"2";"miasto";"stały";"Szkoła Podstawowa nr 5 w Wieluniu, Romualda Traugutta 38, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1330";"1439";"374";"956";"1";"5";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"23";"13";"10";"0";"933";"77";"384";"40";"432"
"e84b-03b4-3306-b1bb-613a-a369-4944-985c";"101709";"27";"3";"miasto";"stały";"Zespół Szkół nr 2 w Wieluniu, Romualda Traugutta 12, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1033";"1111";"350";"682";"0";"6";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"15";"8";"7";"0";"667";"67";"245";"24";"331"
"9e76-9dd7-03de-b195-bfa1-ce47-0a23-b1f6";"101709";"27";"4";"miasto";"stały";"Miejska i Gminna Biblioteka Publiczna w Wieluniu, Gabriela Narutowicza 4, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1125";"1217";"356";"769";"0";"13";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"15";"11";"4";"0";"754";"88";"249";"36";"381"
"42dc-8084-6530-fe82-5c37-a797-6b6b-3454";"101709";"27";"5";"miasto";"stały";"Liceum Ogólnokształcące SPSK w Wieluniu, Śląska 23, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1200";"1298";"379";"821";"2";"21";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"17";"4";"13";"0";"803";"86";"339";"53";"325"
"5e28-e463-f5f0-cefd-0fba-cf59-377b-cd6e";"101709";"27";"6";"miasto";"stały";"Powiatowy Młodzieżowy Dom Kultury i Sportu w Wieluniu, 3 Maja 29, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1463";"1577";"412";"1051";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"16";"1";"15";"0";"1035";"118";"434";"27";"456"
"41ca-d615-d42d-46fd-6780-c3c0-daca-e189";"101709";"27";"7";"miasto";"stały";"Szkoła Podstawowa nr 4 w Wieluniu, 18 Stycznia 24, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1049";"1120";"358";"691";"1";"4";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"21";"4";"17";"0";"670";"72";"251";"38";"309"
"a0fd-75de-2d3b-2ca7-695a-7135-6054-10f9";"101709";"27";"8";"miasto";"stały";"Wieluński Dom Kultury w Wieluniu, Krakowskie Przedmieście 5, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1183";"1289";"401";"782";"1";"5";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"22";"11";"11";"0";"760";"99";"318";"38";"305"
"1a1d-e7eb-b54e-aa2b-85e8-3392-86ff-243c";"101709";"27";"9";"miasto";"stały";"Publiczne Przedszkole Nr 2 w Wieluniu, Polskiej Organizacji Wojskowej 14, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1020";"1097";"394";"626";"0";"7";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"11";"7";"4";"0";"615";"65";"249";"27";"274"
"4f45-a378-98ee-2ec8-71b3-a67e-7cc5-fb07";"101709";"27";"10";"miasto";"stały";"Szkoła Podstawowa nr 2 w Wieluniu, Osiedle im. Kardynała Stefana Wyszyńskiego 30A, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1120";"1201";"363";"757";"0";"2";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"19";"11";"8";"0";"737";"61";"282";"28";"366"
"d0c8-3b2e-8319-158e-3356-e626-2cbe-da3b";"101709";"27";"11";"miasto";"stały";"Szkoła Podstawowa nr 2 w Wieluniu, Osiedle im. Kardynała Stefana Wyszyńskiego 30A, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"825";"898";"221";"604";"0";"2";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"12";"3";"9";"0";"592";"51";"238";"24";"279"
"7a62-bc44-0122-3f32-5058-b1a5-b603-cb8a";"101709";"27";"12";"miasto";"stały";"I Liceum Ogólnokształcące w Wieluniu, Nadodrzańska 4, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1029";"1100";"312";"717";"0";"3";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"7";"1";"6";"0";"710";"71";"279";"28";"332"
"dac3-9f59-0823-28bc-a2e7-b67f-4a69-5f14";"101709";"27";"13";"miasto";"stały";"I Liceum Ogólnokształcące w Wieluniu, Nadodrzańska 4, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"1009";"1079";"375";"634";"0";"3";"0";"0";"0";"0";"0";"0";"0";"633";"0";"0";"633";"16";"5";"11";"0";"617";"73";"236";"24";"284"
"7b13-d79f-63d2-43fb-c6a4-4351-7d5e-0f0a";"101709";"27";"14";"miasto";"stały";"Spółdzielczy Dom Kultury w Wieluniu, Osiedle im. Kardynała Stefana Wyszyńskiego 41, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"923";"968";"298";"625";"0";"4";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"6";"2";"4";"0";"619";"60";"248";"38";"273"
"34b3-4317-ce75-869a-a67e-8f2b-3ca8-ad1e";"101709";"27";"15";"miasto";"stały";"I Liceum Ogólnokształcące w Wieluniu, Nadodrzańska 4, 98-300 Wieluń";"gm. Wieluń";"wieluński";"łódzkie";"962";"1010";"343";"618";"0";"1";"0";"0";"0";"0";"0";"0";"0";"619";"0";"1";"618";"12";"2";"10";"0";"606";"59";"264";"33";"250"
