"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jolanta Emilia HIBNER";"Jan Krzysztof ŻARYN"
"d2ed-d2c5-3a99-6f54-b1a3-5991-147e-bdfe";"143207";"40";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Borzęcin Duży ul. Warszawska 697, 05-083 Zaborów";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1390";"1548";"314";"1076";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1076";"0";"0";"1076";"38";"5";"33";"0";"1038";"486";"552"
"549a-3bdd-f343-8d6a-dbb3-ecbb-eb1b-6a9f";"143207";"40";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Borzęcin Duży ul. Warszawska 697, 05-083 Zaborów";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1500";"1653";"449";"1051";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"24";"0";"24";"0";"1027";"513";"514"
"1629-a95a-6df6-d514-d16b-6010-0952-f5b3";"143401";"40";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 1 im. Zofii Nałkowskiej ul. Jezuicka 1 Sala nr 12, ul. Jezuicka 1, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1080";"1226";"259";"821";"2";"5";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"27";"8";"19";"0";"794";"413";"381"
"5e9f-b660-36e9-6672-b6ea-9439-5be6-8447";"143401";"40";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 1 im. Zofii Nałkowskiej ul. Jezuicka 1, ul. Jezuicka 1, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1550";"1783";"298";"1252";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"0";"1252";"31";"14";"17";"0";"1221";"595";"626"
"6661-09f1-d48a-f4fb-e367-a576-536c-b1d0";"143401";"40";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Sportowymi Nr 3 im. Karola Wojtyły ul. Ks. Marcina Załuskiego 57 Sala 7a, ul. Ks. Marcina Załuskiego 57, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1080";"1228";"125";"955";"0";"0";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"21";"4";"17";"0";"934";"534";"400"
"aae4-c6bc-f0b1-79f0-a0b5-65ec-730e-39d6";"143401";"40";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Sportowymi Nr 3 im. Karola Wojtyły ul. Ks. Marcina Załuskiego 57 Sala 15a, ul. Ks. Marcina Załuskiego 57, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1079";"1232";"168";"911";"0";"5";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"33";"29";"4";"0";"878";"487";"391"
"be44-9250-eb2b-33b4-6eb5-9aa6-d5d2-eba1";"143401";"40";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Sportowymi Nr 3 im. Karola Wojtyły ul. Ks. Marcina Załuskiego 57 Sala gimnastyczna, ul. Ks. Marcina Załuskiego 57, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1340";"1356";"344";"996";"0";"1";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"29";"7";"22";"0";"967";"491";"476"
"3152-8d7a-cbe7-eacd-1285-db41-876e-142b";"143401";"40";"6";"miasto";"stały";"Publiczne Przedszkole Nr 1 im. Krasnala Hałabały ul. Gen. Tadeusza Kościuszki 6 Sala gimnastyczna, ul. Gen. Tadeusza Kościuszki 6, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"659";"738";"148";"511";"0";"1";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"16";"10";"6";"0";"495";"208";"287"
"614a-9571-5b60-3537-db68-df08-2683-2aa8";"143401";"40";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 1 im. Zofii Nałkowskiej ul. Jezuicka 1 Sala nr 17, ul. Jezuicka 1, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"750";"805";"190";"560";"1";"4";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"17";"2";"15";"0";"543";"227";"316"
"eaf5-d7d6-bca5-a612-bbd5-140f-eafd-869a";"143401";"40";"8";"miasto";"stały";"Ośrodek Sportu i Rekreacji WICHER ul. Napoleona 2A Sala nr 1, ul. Napoleona 2A, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"760";"827";"154";"606";"2";"1";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"16";"2";"14";"0";"590";"240";"350"
"3099-1758-ae19-a77c-41c8-325f-f2ba-3c72";"143401";"40";"9";"miasto";"stały";"Miejski Ośrodek Kultury Al. Jana Pawła II 22 Sala Sportowa, ul. Aleja Jana Pawła II 22, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1468";"1594";"282";"1186";"9";"9";"0";"0";"0";"0";"0";"0";"0";"1185";"0";"2";"1183";"38";"9";"29";"0";"1145";"555";"590"
"8c8d-50e4-7ea0-5534-2541-1e16-cb36-3d50";"143401";"40";"10";"miasto";"stały";"Urząd Miasta ul. Wołomińska 1 Sala konferencyjna, ul. Wołomińska 1, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1220";"1330";"249";"971";"3";"5";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"28";"17";"11";"0";"943";"489";"454"
"09cc-74e6-f694-b8df-34ba-81e6-28c6-d356";"143401";"40";"11";"miasto";"stały";"Ośrodek Sportu i Rekreacji WICHER ul. Napoleona 2A Sala nr 2, ul. Napoleona 2A, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1618";"1807";"357";"1261";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"33";"6";"27";"0";"1228";"604";"624"
"4d9f-0e8e-e347-49da-aca9-56a8-eba0-f167";"143401";"40";"12";"miasto";"stały";"Miejski Ośrodek Kultury Al. Jana Pawła II 22 Studio tańca, ul. Aleja Jana Pawła II 22, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"1009";"1112";"200";"809";"0";"0";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"19";"5";"14";"0";"790";"474";"316"
"84ab-656f-a466-311a-7154-b129-b8fe-ecfa";"143401";"40";"13";"miasto";"stały";"Zespół Szkół Publicznych Nr 2 ul. Elizy Orzeszkowej 3/5 Duża sala gimnastyczna, ul. Elizy Orzeszkowej 3/5, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"809";"900";"148";"661";"0";"8";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"19";"7";"12";"0";"642";"303";"339"
"3812-6121-4a2f-0751-89f2-8c8c-3123-a355";"143401";"40";"14";"miasto";"stały";"Zespół Szkół Publicznych Nr 2 ul. Elizy Orzeszkowej 3/5 Mała sala gimnastyczna, ul. Elizy Orzeszkowej 3/5, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"760";"847";"134";"626";"1";"0";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"27";"3";"24";"0";"599";"291";"308"
"9bdb-c14f-963d-b96c-27e1-8b4e-257d-9ff1";"143401";"40";"15";"miasto";"stały";"Zespół Szkół Publicznych Nr 2 ul. Elizy Orzeszkowej 3/5 Sala nr 400, ul. Elizy Orzeszkowej 3/5, 05-230 Kobyłka";"m. Kobyłka";"wołomiński";"mazowieckie";"816";"906";"172";"644";"1";"3";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"23";"5";"18";"0";"621";"330";"291"
"a4ea-eda2-12f3-e473-ced2-8be6-ffeb-68b5";"143402";"40";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 9, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1659";"1935";"358";"1301";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1301";"0";"0";"1301";"46";"31";"15";"0";"1255";"777";"478"
"0ee9-10e0-241d-66cd-edbc-f1a0-2aff-bcd7";"143402";"40";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 9, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1789";"2045";"396";"1393";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1393";"0";"0";"1393";"20";"20";"0";"0";"1373";"668";"705"
"f3ab-c96e-5c47-b0e5-8548-f4d5-67ac-ff82";"143402";"40";"3";"miasto";"stały";"Zespół Szkół nr 1, al. Piłsudskiego 96, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1131";"1339";"214";"917";"1";"10";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"33";"7";"26";"0";"884";"417";"467"
"fd83-9c9f-6fb3-8a2d-1c23-99f9-f1ef-7fb3";"143402";"40";"4";"miasto";"stały";"Zespól Szkół Nr 1, al. Piłsudskiego 96, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1609";"1936";"203";"1406";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1406";"0";"0";"1406";"37";"11";"26";"0";"1369";"701";"668"
"3332-afc7-a8ab-8944-e4ab-a9b2-7492-5bb9";"143402";"40";"5";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Duża 3, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1640";"1843";"455";"1185";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1185";"0";"0";"1185";"27";"5";"22";"0";"1158";"670";"488"
"cd79-0119-bf88-9e32-28e7-9950-5ce9-9fd1";"143402";"40";"6";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Duża 3, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1499";"1698";"452";"1047";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"31";"11";"20";"0";"1016";"521";"495"
"e84b-60ff-6d16-9b06-a726-d973-2119-fe9f";"143402";"40";"7";"miasto";"stały";"Zespół Szkół Nr 2, ul. Wczasowa 5, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"2122";"2501";"345";"1777";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1775";"0";"0";"1775";"45";"13";"32";"0";"1730";"878";"852"
"c4b4-a4af-ec36-5662-6e1b-1d2c-7f10-8192";"143402";"40";"8";"miasto";"stały";"Zespół Szkól Nr 2, ul. Wczasowa 5, 05-260 Marki";"m. Marki";"wołomiński";"mazowieckie";"1449";"1699";"205";"1244";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1244";"0";"0";"1244";"37";"18";"19";"0";"1207";"710";"497"
"52e5-c136-3ded-a2b8-9107-106b-2155-aa5c";"143402";"40";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Pomnikowa 21, 05-260 Marki";"m. Marki";"wołomiński";"mazowieckie";"1498";"1695";"312";"1186";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"26";"6";"20";"0";"1160";"649";"511"
"4713-4a46-bb14-ca91-22a4-7f92-9ff3-2fc7";"143402";"40";"10";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Pomnikowa 21, 05-260 Marki";"m. Marki";"wołomiński";"mazowieckie";"1900";"2180";"450";"1450";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"45";"24";"21";"0";"1405";"791";"614"
"054a-0446-8091-fba9-601e-cc62-d151-a61a";"143402";"40";"11";"miasto";"stały";"Zespół Szkół Nr 1 - Dom Katolicki, al. Piłsudskiego 93, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1060";"1208";"281";"779";"0";"7";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"26";"7";"19";"0";"753";"378";"375"
"fd42-424e-dc89-00d5-d5af-886a-4388-808f";"143402";"40";"12";"miasto";"stały";"Zespół Szkół Nr 1 - Dom Katolicki, al. Piłsudskiego 93, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1490";"1718";"306";"1184";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"24";"9";"15";"0";"1160";"556";"604"
"889b-d1aa-9cfd-a6f4-070d-a3b0-a35b-ce36";"143402";"40";"13";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Okólna 14, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1350";"1552";"189";"1161";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"28";"10";"18";"0";"1133";"734";"399"
"4c3d-d496-6e53-539f-0044-4f1a-8baf-7338";"143402";"40";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Okólna 14, 05-270 Marki";"m. Marki";"wołomiński";"mazowieckie";"1620";"1867";"324";"1296";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1296";"0";"0";"1296";"44";"7";"37";"0";"1252";"687";"565"
"8fd7-edba-cf9f-7a59-f82e-03e2-2e5a-6ba8";"143403";"40";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, Stefana Batorego 37, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1750";"1942";"287";"1463";"1";"21";"0";"0";"0";"0";"0";"0";"0";"1463";"0";"0";"1463";"51";"15";"36";"0";"1412";"736";"676"
"5b36-4b44-7ab0-b84e-0634-d5fb-fabb-a278";"143403";"40";"2";"miasto";"stały";"Publiczna Katolicka Szkoła Podstawowa, 11 Listopada 4, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"2020";"2263";"388";"1632";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1631";"0";"0";"1631";"51";"31";"20";"0";"1580";"787";"793"
"30af-dfa8-65c5-33a1-383a-a9c7-18c7-0984";"143403";"40";"3";"miasto";"stały";"Urząd Stanu Cywilnego, Wojska Polskiego 10, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1417";"1561";"288";"1129";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"37";"17";"20";"0";"1092";"528";"564"
"e63e-ccc1-ab4c-67b9-7bf7-e4e1-de8b-0dab";"143403";"40";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, Stefana Batorego 11, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"2074";"2380";"447";"1626";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1625";"0";"1";"1624";"39";"9";"30";"0";"1585";"681";"904"
"a8a6-b299-9702-5a7c-3b3f-39b5-8db6-2bff";"143403";"40";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1, Józefa Piłsudskiego 35, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1852";"2044";"443";"1409";"0";"31";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"49";"14";"35";"0";"1360";"611";"749"
"2f9b-5a40-faf1-c45c-97c6-9bbf-81d8-2a93";"143403";"40";"6";"miasto";"stały";"Publiczne Przedszkole Nr 3, Westerplatte 1/11, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1215";"1365";"257";"958";"2";"10";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"18";"4";"14";"0";"940";"526";"414"
"e50e-1e98-59e2-bfe8-8140-696b-dc66-5c56";"143403";"40";"7";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, Juliusza Słowackiego 21, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"2036";"2274";"439";"1597";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1597";"0";"0";"1597";"71";"29";"42";"0";"1526";"818";"708"
"fb03-7ed7-99bb-3924-ea86-c89c-67a3-433b";"143403";"40";"8";"miasto";"stały";"Szkoła Podstawowa Nr 3, sala 05, Kościelna 2, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1183";"1384";"200";"983";"0";"23";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"25";"7";"18";"0";"958";"592";"366"
"7f24-b0e3-7693-32f5-476c-2e3b-1d17-d024";"143403";"40";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, sala 07, Kościelna 2, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1415";"1604";"294";"1120";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"25";"7";"18";"0";"1096";"653";"443"
"14f6-44fe-4b00-f211-548b-30c2-0394-336b";"143403";"40";"10";"miasto";"stały";"Szkoła Podstawowa Nr 3, sala 09, Kościelna 2, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1258";"1424";"241";"1017";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1017";"0";"0";"1017";"26";"6";"20";"0";"991";"640";"351"
"879d-e7cc-b692-a6b2-3bcb-a4ce-2f15-c6b8";"143403";"40";"11";"miasto";"stały";"Szkoła Podstawowa Nr 3, hol, Kościelna 2, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"960";"1092";"157";"802";"0";"10";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"29";"7";"22";"0";"772";"522";"250"
"a9c3-1d46-b762-23f6-2060-23e8-11cc-4d0b";"143403";"40";"12";"miasto";"stały";"Szkoła Podstawowa Nr 1, Harcerska 9, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1999";"2232";"412";"1587";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1586";"0";"0";"1586";"31";"5";"26";"0";"1555";"891";"664"
"5997-4108-f1d1-113a-852d-76a7-ea65-06f4";"143403";"40";"13";"miasto";"stały";"Filia Szkoły Podstawowej Nr 3, sala 04, Powstańców 60, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"1520";"1887";"236";"1284";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"28";"8";"20";"0";"1256";"761";"495"
"a179-324a-049c-09a4-01bc-e59e-71f2-9288";"143403";"40";"14";"miasto";"stały";"Filia Szkoły Podstawowej Nr 3, sala gimnastyczna, Powstańców 60, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"2326";"2487";"500";"1825";"1";"29";"0";"0";"0";"0";"0";"0";"0";"1825";"0";"0";"1825";"49";"14";"35";"0";"1776";"1197";"579"
"cc38-e32d-ebe5-db49-9ddb-5ffc-73fc-9738";"143403";"40";"15";"miasto";"zakład leczniczy";"Mazowiecki Szpital Wojewódzki Drewnica Sp. z o. o., ul. Karola Rychlińskiego 1, 05-091 Ząbki";"m. Ząbki";"wołomiński";"mazowieckie";"150";"122";"59";"91";"0";"1";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"91";"6";"0";"6";"0";"85";"26";"59"
"b7ee-e929-610c-3556-c4b1-375d-01b7-c133";"143404";"40";"1";"miasto";"stały";"Miejskie Przedszkole Nr 5, ul. Wyszyńskiego 7, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"937";"1074";"140";"796";"2";"11";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"18";"2";"16";"0";"779";"523";"256"
"0377-b755-4c68-b338-5907-384c-b984-9956";"143404";"40";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Wilsona 34/36, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1010";"944";"264";"746";"1";"2";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"15";"2";"13";"0";"731";"450";"281"
"233e-43b6-d823-36e3-64da-dda3-ab78-7c7e";"143404";"40";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Wilsona 34/36, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1597";"1785";"194";"1403";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1403";"0";"0";"1403";"56";"18";"38";"0";"1347";"666";"681"
"5ad2-a4ee-7196-e761-d3cf-28ce-658c-47a4";"143404";"40";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Staszica 56/sala lekcyjna nr 21, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"770";"743";"234";"536";"0";"6";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"17";"4";"13";"0";"519";"225";"294"
"6e13-1806-0622-26e2-c0a5-782c-3133-6e7c";"143404";"40";"5";"miasto";"stały";"Miejskie Przedszkole Nr 4 - hol w wejściu od ul. Moniuszki, ul. Staszica 16, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"760";"835";"151";"608";"0";"4";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"15";"2";"13";"0";"594";"246";"348"
"7c65-d651-c741-82a1-6bfb-55a4-1f59-80ad";"143404";"40";"6";"miasto";"stały";"Miejski Ośrodek Zdrowia-hol główny, ul. Mickiewicza 18, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"851";"816";"217";"634";"0";"2";"1";"1";"0";"0";"0";"0";"1";"634";"1";"0";"634";"16";"10";"6";"0";"618";"314";"304"
"643c-8d6d-bdf7-290d-6446-f759-d171-f427";"143404";"40";"7";"miasto";"stały";"Szkoła Podstawowa Nr 4 - hol główny, ul. Łukasińskiego 1/3, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1168";"1224";"189";"979";"0";"8";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"25";"10";"15";"0";"954";"532";"422"
"f307-7943-5707-39df-421c-1719-6f22-5f0e";"143404";"40";"8";"miasto";"stały";"Urząd Miasta-sala konferencyjna, ul. Lipowa 5, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1640";"1814";"309";"1331";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1331";"0";"0";"1331";"37";"8";"29";"0";"1294";"676";"618"
"3649-6e65-b7f2-9410-cf10-c8ea-abbe-9432";"143404";"40";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2 - wejście I, hala sportowa, ul. Powstańców 3, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1448";"1624";"339";"1109";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"40";"12";"28";"0";"1069";"581";"488"
"39c1-24fb-0094-ee78-c5a7-b85b-4b95-6c49";"143404";"40";"10";"miasto";"stały";"Szkoła Podstawowa Nr 2 - wejście E, hol główny, ul. Powstańców 3, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"699";"666";"194";"505";"0";"5";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"8";"2";"6";"0";"497";"267";"230"
"808e-e6a9-a4c6-9f02-da9c-49e5-c603-ab6f";"143404";"40";"11";"miasto";"stały";"Zespół Szkół-hol w wejściu głównym, Inżynierska 1, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"1790";"1989";"357";"1433";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1433";"0";"0";"1433";"37";"10";"27";"0";"1396";"665";"731"
"b786-070d-16df-81bd-0bca-88e8-3e15-5139";"143404";"40";"12";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Józefa Poniatowskiego 29, 05-220 Zielonka";"m. Zielonka";"wołomiński";"mazowieckie";"61";"60";"34";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"6";"0";"6";"0";"21";"2";"19"
"a232-7524-78d8-cf2d-694f-2854-2427-56fb";"143405";"40";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa (Wejście A), Tadeusza Kościuszki 20, 05-252 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"1120";"1237";"238";"882";"3";"4";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"24";"11";"13";"0";"858";"229";"629"
"9fb4-7977-3ba4-769b-a666-5cc1-d65a-49d2";"143405";"40";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Guzowatka 81, 05-252 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"770";"854";"232";"538";"0";"3";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"21";"3";"18";"0";"517";"123";"394"
"3e45-6b00-697b-7723-4274-2e7e-8e3f-f070";"143405";"40";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Józefów Kościelna 2, 05-254 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"1110";"1264";"275";"835";"1";"5";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"18";"7";"11";"0";"817";"225";"592"
"7616-a4f8-f726-6a5d-529e-266d-a86e-167a";"143405";"40";"4";"wieś";"stały";"Wiejski Ośrodek Zdrowia, Kuligów Warszawska 5, 05-254 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"380";"424";"95";"285";"0";"15";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"9";"1";"8";"0";"276";"90";"186"
"3120-bf76-51e4-33ce-67b2-e47e-5773-4793";"143405";"40";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Wszebory Trakt Napoleoński 45, 05-252 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"760";"847";"234";"526";"0";"2";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"14";"1";"13";"0";"512";"109";"403"
"3165-915e-4f16-0842-b7ce-1109-2383-6b46";"143405";"40";"6";"wieś";"stały";"Remiza OSP, Zaścienie 24, 05-252 Dąbrówka";"gm. Dąbrówka";"wołomiński";"mazowieckie";"270";"297";"66";"204";"1";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"6";"0";"6";"0";"198";"46";"152"
