"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zygmunt Mieczysław FRANKIEWICZ";"Krystian Karol PROBIERZ"
"2471-c5b2-3ba0-79f5-93c6-2fb5-0898-01d9";"246601";"70";"20";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1200";"1333";"231";"969";"4";"12";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"17";"4";"13";"0";"952";"670";"282"
"9966-9f9f-418f-6097-9001-51b4-7f99-6637";"246601";"70";"21";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1450";"1576";"292";"1158";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"26";"11";"15";"0";"1132";"892";"240"
"0abd-5e7a-c2c6-ae9a-d1d2-3dc9-58a1-e04e";"246601";"70";"22";"miasto";"stały";"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 28 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Ignacego Paderewskiego 70, 44-105 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1440";"1450";"313";"1127";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1127";"0";"0";"1127";"22";"6";"16";"0";"1105";"825";"280"
"c870-68db-de0a-a5ff-f512-6aea-4f04-0f5b";"246601";"70";"23";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 39 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Obrońców Pokoju 4, 44-105 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1200";"1300";"194";"1006";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"34";"16";"18";"0";"972";"685";"287"
"9b3d-ab00-5622-b46f-44a6-f582-0f32-ec71";"246601";"70";"24";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 39 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Obrońców Pokoju 4, 44-105 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1250";"1383";"266";"984";"0";"6";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"21";"10";"11";"0";"963";"673";"290"
"ef8d-ec3a-2e15-acad-02a9-e0ca-3e55-5e3d";"246601";"70";"25";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Józefa Elsnera 25, 44-105 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1356";"281";"1069";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"19";"7";"12";"0";"1050";"811";"239"
"305f-94be-6b9a-df57-428c-1f7a-044e-29be";"246601";"70";"26";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Józefa Elsnera 25, 44-105 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1300";"1485";"265";"1035";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"25";"4";"21";"0";"1010";"776";"234"
"1d52-ea30-f87a-8148-b65b-c031-6dcb-6978";"246601";"70";"27";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 4, ul. Orląt Śląskich 25, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"950";"1016";"232";"718";"1";"1";"0";"0";"0";"0";"0";"0";"0";"718";"0";"0";"718";"21";"2";"19";"0";"697";"488";"209"
"ee76-b63a-d4a1-da17-ebfb-3c03-c398-4ec4";"246601";"70";"28";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 4, ul. Orląt Śląskich 25, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"950";"1041";"242";"708";"0";"2";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"22";"4";"18";"0";"686";"461";"225"
"60a2-1cb7-a282-31a8-8fe4-3c18-1c8a-3a7f";"246601";"70";"29";"miasto";"stały";"Przedszkole Miejskie Nr 3 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Artura Grottgera 23A, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"900";"1012";"219";"681";"3";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"11";"5";"6";"0";"670";"479";"191"
"b4a4-50f1-d1ca-6d79-67f6-f2f6-2846-29ea";"246601";"70";"30";"miasto";"stały";"Szkoła Podstawowa Nr 20 w Zespole Szkolno-Przedszkolnym Nr 10, ul. Jana Śliwki 8, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1100";"1199";"483";"617";"1";"2";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"19";"3";"16";"0";"598";"402";"196"
"1c00-9773-93e8-799c-a291-2a74-735b-03eb";"246601";"70";"31";"miasto";"stały";"Szkoła Podstawowa Nr 20 w Zespole Szkolno-Przedszkolnym Nr 10, ul. Jana Śliwki 8, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1277";"495";"655";"0";"6";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"14";"2";"12";"0";"641";"466";"175"
"62fa-d173-9adf-7422-fd2a-2be4-981e-fd41";"246601";"70";"32";"miasto";"stały";"Filia Nr 20 Miejskiej Biblioteki Publicznej, ul. Bernardyńska 2, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1264";"486";"664";"0";"3";"1";"1";"0";"0";"0";"0";"1";"665";"1";"0";"665";"13";"2";"11";"0";"652";"444";"208"
"32af-3141-7908-69a0-0592-262c-1616-5a29";"246601";"70";"33";"miasto";"stały";"Zespół Szkół Łączności, ul. Warszawska 35, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"900";"975";"260";"640";"0";"3";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"19";"1";"18";"0";"621";"422";"199"
"c08f-c5d8-4b6a-8048-49f3-4ba5-a214-047d";"246601";"70";"34";"miasto";"stały";"Zespół Szkół Ogólnokształcących Specjalnych Nr 7, ul. Aleksandra Gierymskiego 7, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1148";"414";"636";"4";"4";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"17";"1";"16";"0";"617";"417";"200"
"ae03-6412-3df9-ff45-be05-4531-4e97-0193";"246601";"70";"35";"miasto";"stały";"Szkoła Podstawowa Nr 7 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Tarnogórska 59, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1900";"2026";"461";"1439";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1439";"0";"0";"1439";"36";"10";"26";"0";"1403";"985";"418"
"64b0-3a19-7ea7-4a60-cfeb-6d33-69dc-02f6";"246601";"70";"36";"miasto";"stały";"Szkoła Podstawowa nr 7 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Tarnogórska 59, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1851";"2005";"557";"1294";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1274";"1";"0";"1274";"31";"3";"28";"0";"1243";"822";"421"
"6023-dd25-37aa-8f3f-2c15-5106-732b-d00c";"246601";"70";"37";"miasto";"stały";"Górnośląskie Centrum Edukacyjne, ul. Stefana Okrzei 20, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1300";"1415";"362";"938";"0";"8";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"27";"8";"19";"0";"911";"605";"306"
"3516-f35c-0f5d-f019-9b95-8737-6536-88c2";"246601";"70";"38";"miasto";"stały";"Przedszkole Miejskie Nr 18, ul. Brzozowa 50, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1547";"448";"952";"1";"1";"1";"1";"0";"0";"0";"0";"1";"953";"1";"0";"953";"30";"9";"21";"0";"923";"617";"306"
"2087-6b7a-8be1-7136-2e38-0f81-9c8c-b6bb";"246601";"70";"39";"miasto";"stały";"Zespół Szkół Techniczno-Informatycznych, ul. Chorzowska 5, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1300";"1440";"403";"897";"1";"2";"1";"1";"0";"0";"0";"0";"1";"897";"1";"0";"897";"22";"4";"18";"0";"875";"619";"256"
"d218-7bde-05cc-5e7b-fdf8-4abd-71c3-9c7e";"246601";"70";"40";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Walerego Wróblewskiego 9, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1491";"342";"1008";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"17";"8";"9";"0";"991";"723";"268"
"93e8-3302-94cb-d825-f1ae-6215-3dfb-c574";"246601";"70";"41";"miasto";"stały";"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-102 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1250";"1359";"445";"805";"2";"4";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"25";"6";"19";"0";"780";"521";"259"
"220e-7b4e-cb99-4dc4-3f55-3636-236b-8734";"246601";"70";"42";"miasto";"stały";"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1300";"1406";"401";"898";"0";"2";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"15";"10";"5";"0";"884";"596";"288"
"aed5-9a44-21cc-7050-f97f-b138-be43-6b31";"246601";"70";"43";"miasto";"stały";"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1100";"1214";"289";"811";"1";"6";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"19";"6";"13";"0";"792";"542";"250"
"0fcf-504c-9454-bd4c-60bc-0abe-5598-a553";"246601";"70";"44";"miasto";"stały";"Przedszkole Miejskie Nr 4 w Zespole Przedszkoli Miejskich Nr 4, ul. Norberta Barlickiego 16, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"950";"1036";"274";"676";"1";"7";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"21";"8";"13";"0";"655";"503";"152"
"1c99-87d1-adf5-d756-824b-71d9-ae0a-b02a";"246601";"70";"45";"miasto";"stały";"Filia GCOP Centrum Organizacji Kulturalnych, ul. Studzienna 6, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1498";"331";"1019";"2";"20";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"19";"6";"13";"0";"1000";"758";"242"
"fd8b-a4be-b501-da1b-a242-5b1f-1a5a-35c8";"246601";"70";"46";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Ks. Marcina Strzody 4, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1147";"314";"736";"1";"23";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"18";"5";"13";"0";"718";"511";"207"
"9ead-ecef-e1e1-e5d9-bfeb-50ba-f2c3-0e71";"246601";"70";"47";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Ks. Marcina Strzody 4, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"950";"1025";"267";"683";"0";"6";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"19";"5";"14";"0";"664";"501";"163"
"2737-5fa7-b94d-373b-922a-b3c4-8773-19d8";"246601";"70";"48";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Ks. Marcina Strzody 4, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"750";"799";"252";"498";"1";"5";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"7";"1";"6";"0";"491";"378";"113"
"99ee-fdfe-061e-f074-67ef-905c-1b8e-9489";"246601";"70";"49";"miasto";"stały";"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1152";"262";"788";"0";"12";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"25";"13";"12";"0";"763";"569";"194"
"d3fe-9a6e-368e-9d7c-0a7e-b4bf-9528-6c60";"246601";"70";"50";"miasto";"stały";"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1100";"1202";"275";"825";"0";"10";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"13";"6";"7";"0";"812";"574";"238"
"ed06-2def-ab3b-881e-7956-57b9-87c9-9fc1";"246601";"70";"51";"miasto";"stały";"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1200";"1302";"357";"843";"1";"1";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"17";"6";"11";"0";"823";"614";"209"
"7683-f244-f272-2675-e3b4-284c-2775-75bc";"246601";"70";"52";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Jana III Sobieskiego 14, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1200";"1336";"249";"951";"3";"7";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"25";"7";"18";"0";"926";"723";"203"
"a033-1e02-9861-8d4c-c776-c243-1978-54ae";"246601";"70";"53";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Jana III Sobieskiego 14, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"750";"818";"175";"575";"2";"2";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"19";"6";"13";"0";"556";"459";"97"
"8198-f638-f0f2-7098-3d64-8176-be53-8b05";"246601";"70";"54";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1541";"494";"906";"0";"3";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"21";"2";"19";"0";"885";"504";"381"
"e139-f27d-7d36-bae8-b267-614d-f283-12c9";"246601";"70";"55";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1450";"1588";"527";"923";"0";"2";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"22";"6";"16";"0";"901";"518";"383"
"53d2-7809-4108-3fb0-6216-dec0-d6f4-e703";"246601";"70";"56";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1499";"1636";"489";"1010";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"23";"5";"18";"0";"987";"552";"435"
"9e97-e6ac-bb1d-f9dd-15a3-5307-1520-5b63";"246601";"70";"57";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18a, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1463";"631";"719";"0";"2";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"20";"13";"7";"0";"699";"371";"328"
"7cec-8b90-c5ed-3d81-a2fb-c319-01f3-35a6";"246601";"70";"58";"miasto";"stały";"Przedszkole Miejskie Nr 22, ul. Stefana Żeromskiego 26, 44-103 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"700";"746";"319";"381";"0";"2";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"11";"0";"11";"0";"370";"241";"129"
"6dca-120e-599b-0826-9679-2e03-40f8-83e1";"246601";"70";"59";"miasto";"stały";"Szkoła Podstawowa Nr 14 w Zespole Szkół Ogólnokształcących Nr 14, ul. Jedności 35, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1114";"353";"697";"0";"4";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"13";"3";"10";"0";"684";"421";"263"
"56a1-745e-1d4e-22a0-1513-f3cb-86d7-c8aa";"246601";"70";"60";"miasto";"stały";"Szkoła Podstawowa Nr 14 w Zespole Szkół Ogólnokształcących Nr 14, ul. Jedności 35, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1168";"384";"666";"0";"0";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"17";"6";"11";"0";"649";"362";"287"
"72f6-d285-2082-86b0-db87-cc19-d5ef-fbc1";"246601";"70";"61";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 14, ul. Przedwiośnie 2, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1462";"410";"940";"0";"4";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"20";"4";"16";"0";"919";"574";"345"
"6083-885f-f5b5-c4b3-c7b2-b337-a1ea-b0de";"246601";"70";"62";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 14, ul. Przedwiośnie 2, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1320";"1486";"332";"988";"0";"0";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"27";"3";"24";"0";"960";"579";"381"
"09c1-7176-a9f6-b070-5277-c1b6-6cf9-8f87";"246601";"70";"63";"miasto";"stały";"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 33 w Zespole Przedszkoli Miejskich Nr 1, ul. Wiślana 12, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1251";"337";"813";"0";"4";"0";"0";"0";"0";"0";"0";"0";"813";"0";"1";"812";"19";"1";"18";"0";"793";"468";"325"
"5f56-bcb9-0c35-f795-a433-0f58-6256-fbdd";"246601";"70";"64";"miasto";"stały";"Przedszkole Miejskie Nr 42 w Zespole Przedszkoli Miejskich Nr 1, ul. Młodopolska 4, 44-119 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"850";"922";"255";"595";"0";"5";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"12";"2";"10";"0";"583";"320";"263"
"d39d-b643-b39a-333c-78f2-e879-5685-267a";"246601";"70";"65";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Pocztowa 31, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1450";"1587";"492";"958";"2";"6";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"38";"8";"30";"0";"917";"615";"302"
"36dd-f592-6028-39be-f025-74fd-99e9-afd3";"246601";"70";"66";"miasto";"stały";"Przedszkole Miejskie Nr 16 w Zespole Szkolno-Przedszkolnym Nr 6, ul. Sportowa 17, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1476";"719";"631";"0";"4";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"16";"0";"16";"0";"615";"415";"200"
"eae6-60dc-72c5-70c5-32c8-71bb-52bc-b106";"246601";"70";"67";"miasto";"stały";"Szkoła Podstawowa Nr 36 w Zespole Szkolno-Przedszkolnym Nr 6, ul. Robotnicza 6, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"550";"601";"201";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"4";"3";"1";"0";"345";"229";"116"
"4a94-21b1-2d50-201b-1121-8fd9-111a-29cb";"246601";"70";"68";"miasto";"stały";"Politechnika Śląska Kolegium Nauk Społecznych i Filologii Obcych, ul. Hutnicza 9 - 9A, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1135";"441";"609";"2";"1";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"27";"7";"20";"0";"581";"387";"194"
"0d1a-3720-c19e-1e49-8a11-7cd9-db5b-bb66";"246601";"70";"69";"miasto";"stały";"Politechnika Śląska Kolegium Nauk Społecznych i Filologii Obcych, ul. Hutnicza 9 - 9A, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1244";"487";"663";"0";"2";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"21";"6";"15";"0";"642";"448";"194"
"7247-8e5c-826c-69ed-25ef-b7cb-fda3-95b9";"246601";"70";"70";"miasto";"stały";"Politechnika Śląska Wydział Automatyki, Elektroniki i Informatyki, ul. Akademicka 16, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"650";"717";"155";"495";"2";"16";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"10";"3";"7";"0";"485";"348";"137"
"00a5-48a6-8cde-57f7-56f1-9022-a37b-7146";"246601";"70";"71";"miasto";"stały";"I Liceum Ogólnokształcące Dwujęzyczne, ul. Zimnej Wody 8, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"650";"690";"169";"481";"1";"11";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"6";"2";"4";"0";"475";"351";"124"
"dffc-ee9c-c408-3544-94dc-ed25-71b8-a9b2";"246601";"70";"72";"miasto";"stały";"I Liceum Ogólnokształcące Dwujęzyczne, ul. Zimnej Wody 8, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"700";"742";"191";"507";"3";"9";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"14";"3";"11";"0";"494";"352";"142"
"c9c5-042a-d51f-7e82-b8dc-5e79-d5db-9d4c";"246601";"70";"73";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Spacerowa 6, 44-141 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"950";"1071";"255";"695";"0";"2";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"12";"0";"12";"0";"683";"420";"263"
"ea39-82a3-b7d9-228c-32ce-2496-7b4d-5090";"246601";"70";"74";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Spacerowa 6, 44-141 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1260";"291";"859";"0";"0";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"11";"2";"9";"0";"848";"545";"303"
"a458-4dd4-9dae-71df-0e31-5b13-fe32-a994";"246601";"70";"75";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Goździkowa 2, 44-152 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"850";"935";"263";"587";"0";"1";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"13";"3";"10";"0";"574";"414";"160"
"8f94-5141-18e1-4387-91cd-b1ae-2d54-3229";"246601";"70";"76";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 3, ul. Ignacego Daszyńskiego 424, 44-151 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1050";"1162";"316";"734";"0";"4";"1";"1";"0";"0";"0";"0";"1";"735";"1";"0";"735";"7";"3";"4";"0";"728";"479";"249"
"ab64-3a57-f9ab-cc7c-b366-16a4-bfd0-27ef";"246601";"70";"77";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 3, ul. Ignacego Daszyńskiego 424, 44-141 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1099";"1212";"402";"697";"0";"2";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"11";"0";"11";"0";"686";"418";"268"
"b1c9-82c2-5322-9994-66bc-8da2-47fc-2469";"246601";"70";"78";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 17 w Zespole Szkół Ogólnokształcących Nr 12, ul. Płocka 16, 44-164 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"920";"1015";"234";"686";"1";"7";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"14";"3";"11";"0";"672";"503";"169"
"cb4e-4d74-2122-ea95-11bb-b0e2-1f94-6041";"246601";"70";"79";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 17 w Zespole Szkół Ogólnokształcących Nr 12, ul. Płocka 16, 44-164 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"850";"943";"220";"630";"2";"1";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"10";"4";"6";"0";"620";"427";"193"
"cb8e-5330-c44f-1341-0c54-7f87-7421-1994";"246601";"70";"80";"miasto";"stały";"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1450";"1551";"307";"1143";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1143";"0";"0";"1143";"22";"4";"18";"0";"1121";"830";"291"
"e4db-54ed-dd15-b0e2-c2de-7d42-7a55-404b";"246601";"70";"81";"miasto";"stały";"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1650";"1797";"266";"1384";"1";"10";"1";"1";"0";"0";"0";"0";"1";"1385";"1";"0";"1385";"29";"7";"22";"0";"1356";"1020";"336"
"8b4c-4d2b-2f20-0ac4-e707-da99-ab4a-d97e";"246601";"70";"82";"miasto";"stały";"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1550";"1693";"207";"1343";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1344";"1";"0";"1344";"28";"9";"19";"0";"1316";"1041";"275"
"057c-2333-c3e0-257e-f65f-fa4b-3f69-d9b9";"246601";"70";"83";"miasto";"stały";"Zespół Szkół Specjalnych, ul. Dolnej Wsi 74, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1599";"1718";"405";"1194";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1195";"1";"0";"1195";"20";"8";"12";"0";"1175";"824";"351"
