"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Konrad Stanisław RĘKAS";"Rafał Artur STACHURA";"Józef ZAJĄC"
"3e3b-2d24-dd93-b67c-e416-4e6a-da74-c7ed";"060605";"18";"5";"wieś";"stały";"Wiejski Dom Kultury w Zakręciu, Zakręcie 124C, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"360";"390";"161";"199";"1";"1";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"3";"2";"0";"194";"21";"58";"115"
"9a84-b30a-c07e-dbc8-1a00-c8fd-8eef-a41e";"060605";"18";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Stężycy Nadwieprzańskiej, Stężyca Nadwieprzańska 30A, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"520";"569";"229";"291";"0";"2";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"2";"0";"2";"0";"289";"23";"59";"207"
"2b1d-7c3a-3634-da98-922d-2af9-b079-0764";"060605";"18";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Latyczowie, Latyczów 80 B, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"430";"472";"190";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"3";"0";"3";"0";"237";"18";"60";"159"
"b9b1-e67b-e428-968f-5ba6-9a0b-939d-fb68";"060605";"18";"8";"wieś";"stały";"Szkoła Podstawowa w Krupem, Krupe 89, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"500";"552";"257";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"3";"1";"2";"0";"240";"23";"45";"172"
"279a-7829-8311-3fd6-1155-bc50-13f9-4331";"060605";"18";"9";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Czarnoziemi, Czarnoziem 36, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"220";"250";"106";"114";"0";"0";"0";"0";"0";"0";"0";"0";"0";"114";"0";"0";"114";"0";"0";"0";"0";"114";"10";"28";"76"
"fb91-e241-ed1f-928c-8cfe-12f3-0e09-d77b";"060605";"18";"10";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Ostrowie Krupskim, Ostrów Krupski 56, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"200";"220";"120";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"80";"0";"0";"0";"0";"80";"7";"18";"55"
"63bb-098b-fef7-e4ef-a64f-e81c-0b66-16ee";"060605";"18";"11";"wieś";"stały";"Wiejski Dom Kultury w Bzitem, Bzite 127A, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"350";"394";"166";"184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"2";"0";"2";"0";"182";"17";"32";"133"
"8f0b-7800-fdb3-a344-8f10-872e-fb58-acd9";"060605";"18";"12";"wieś";"stały";"Świetlica Wiejska w Wincentowie, Wincentów 3, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"190";"213";"87";"103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"103";"1";"1";"0";"0";"102";"12";"32";"58"
"bab0-bd2c-1e8b-9ca6-3737-3f80-5109-75da";"060605";"18";"13";"wieś";"stały";"Szkoła Podstawowa w Siennicy Nadolnej, Siennica Nadolna 79a, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"450";"490";"196";"254";"0";"2";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"2";"1";"1";"0";"252";"31";"74";"147"
"2f88-3566-163a-b42b-568c-9efd-d64b-b228";"060605";"18";"14";"wieś";"stały";"Gminne Centrum Kultury w Krasnymstawie z siedzibą w Siennicy Nadolnej, Siennica Nadolna 15D, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"620";"678";"263";"357";"0";"1";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"5";"2";"3";"0";"352";"55";"93";"204"
"e423-a6a7-c6f6-f8dc-f862-2f3b-effb-bd02";"060605";"18";"15";"wieś";"stały";"Wiejski Dom Kultury w Siennicy Nadolnej, Siennica Nadolna 217, 22-302 Siennica Nadolna";"gm. Krasnystaw";"krasnostawski";"lubelskie";"410";"446";"156";"254";"0";"2";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"4";"0";"4";"0";"250";"33";"63";"154"
"39d0-7069-b141-603d-588d-35ff-8551-846f";"060605";"18";"16";"wieś";"stały";"Szkoła Podstawowa w Małochwieju Dużym, Małochwiej Duży 82, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"460";"482";"205";"255";"0";"2";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"5";"1";"4";"0";"250";"20";"100";"130"
"d369-7f24-6041-ce56-8277-c7a9-b33d-a386";"060605";"18";"17";"wieś";"stały";"Wiejski Dom Kultury w Małochwieju Małym, Małochwiej Mały 32, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"240";"258";"101";"139";"0";"2";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"8";"1";"7";"0";"131";"11";"56";"64"
"85b7-97a0-c850-08bc-7399-58bd-28a4-1c6a";"060605";"18";"18";"wieś";"stały";"Dom Ludowy w Łanach, Łany 4, 22-300 Krasnystaw";"gm. Krasnystaw";"krasnostawski";"lubelskie";"200";"216";"96";"104";"1";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"0";"0";"0";"0";"104";"8";"14";"82"
"2cb3-ed9e-8a84-0d51-ab1d-951f-c955-3428";"060606";"18";"1";"wieś";"stały";"Remiza OSP, Bończa 85A, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"370";"362";"226";"144";"1";"2";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"5";"0";"5";"0";"139";"14";"39";"86"
"9456-a789-531d-0935-9170-7cfc-923a-799c";"060606";"18";"2";"wieś";"stały";"Budynek Urzędu Gminy, Kościuszki 21, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"990";"1066";"503";"487";"3";"4";"1";"1";"0";"0";"0";"0";"1";"488";"1";"0";"488";"11";"0";"11";"0";"477";"70";"139";"268"
"c580-3e37-ca9e-9db0-b43d-01f5-f808-8b95";"060606";"18";"3";"wieś";"stały";"DPS, Żułów 13, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"160";"180";"50";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"2";"0";"2";"0";"108";"10";"10";"88"
"2856-32ec-00b4-ac32-e2da-8729-4d4a-e906";"060606";"18";"4";"wieś";"stały";"Remiza OSP, Drewniki 27, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"140";"152";"62";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"1";"1";"0";"0";"77";"3";"12";"62"
"0db3-bbbb-95b6-cc7a-7aee-c5ae-0c75-2f7f";"060606";"18";"5";"wieś";"stały";"Remiza OSP, Olszanka 25A, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"181";"196";"109";"72";"0";"1";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"72";"5";"1";"4";"0";"67";"11";"7";"49"
"df10-adc3-d704-e415-a4e8-da66-aead-1108";"060606";"18";"6";"wieś";"stały";"Remiza OSP, Czajki 53, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"220";"245";"100";"120";"2";"1";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"120";"2";"0";"2";"0";"118";"8";"25";"85"
"12f8-c0de-f0e4-94fe-f8d0-203d-8eee-c220";"060606";"18";"7";"wieś";"stały";"Szkoła Podstawowa, Surhów 1, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"650";"676";"322";"328";"2";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"7";"3";"4";"0";"321";"30";"78";"213"
"9bfe-4b7f-b3f1-b189-c058-35a2-880b-d166";"060606";"18";"8";"wieś";"stały";"Remiza OSP, Chełmiec 50, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"100";"134";"17";"83";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"83";"2";"0";"2";"0";"81";"8";"12";"61"
"c51c-d603-7122-ad10-32ca-3e16-f838-7d23";"060606";"18";"9";"wieś";"stały";"Remiza OSP, Łukaszówka 18, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"50";"58";"17";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"0";"0";"0";"0";"33";"4";"8";"21"
"5907-4417-8c52-8731-c7ff-83f1-3e74-1eb1";"060606";"18";"10";"wieś";"dom pomocy społecznej";"Bończa – Kolonia 71 DPS, Bończa – Kolonia 71, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"68";"62";"28";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"9";"2";"7";"0";"31";"6";"9";"16"
"ff6a-5db4-1458-e5a4-af8a-4ddb-dea3-b7e4";"060606";"18";"11";"wieś";"dom pomocy społecznej";"Surhów – Kolonia 3 DPS, Surhów– Kolonia 3, 22-310 Kraśniczyn";"gm. Kraśniczyn";"krasnostawski";"lubelskie";"36";"35";"14";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"0";"0";"0";"0";"22";"2";"5";"15"
"2678-fa63-fc85-fc33-f240-0f91-fb27-6db3";"060607";"18";"1";"wieś";"stały";"Budynek biblioteki, Łopiennik Górny 1C, 22-351 Łopiennik Górny";"gm. Łopiennik Górny";"krasnostawski";"lubelskie";"1270";"1383";"571";"699";"5";"3";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"28";"4";"24";"0";"671";"52";"143";"476"
"9204-2fac-28f8-9a82-ce4b-6c76-ea36-d9c2";"060607";"18";"2";"wieś";"stały";"Remiza OSP, Krzywe 101, 22-351 Łopiennik Górny";"gm. Łopiennik Górny";"krasnostawski";"lubelskie";"480";"528";"254";"226";"0";"1";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"1";"1";"0";"0";"224";"21";"51";"152"
"0f31-882d-e1a9-a9c1-a9c6-ee22-fbaa-ead5";"060607";"18";"3";"wieś";"stały";"Budynek szkoły, Łopiennik Dolny 56, 22-351 Łopiennik Górny";"gm. Łopiennik Górny";"krasnostawski";"lubelskie";"670";"735";"270";"400";"3";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"6";"1";"5";"0";"394";"22";"81";"291"
"158e-74e9-26d7-0582-bca4-f560-fb8d-86e3";"060607";"18";"4";"wieś";"stały";"Budynek szkoły, Żulin 116, 22-351 Łopiennik Górny";"gm. Łopiennik Górny";"krasnostawski";"lubelskie";"580";"640";"347";"233";"0";"2";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"4";"1";"3";"0";"229";"27";"43";"159"
"d979-c27f-a92b-4a89-8271-2b23-2af1-7c98";"060609";"18";"1";"wieś";"stały";"Budynek świetlicy wiejskiej w Suszniu, Suszeń 5A, 22-330 Rudnik";"gm. Rudnik";"krasnostawski";"lubelskie";"330";"357";"166";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"4";"0";"4";"0";"160";"11";"37";"112"
"f4eb-ee16-39ed-fd3c-86da-1a82-0a2a-fcb5";"060609";"18";"2";"wieś";"stały";"Sala Gimnastyczna w Rudniku, Rudnik 70, 22-330 Rudnik";"gm. Rudnik";"krasnostawski";"lubelskie";"789";"876";"373";"416";"3";"2";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"17";"1";"16";"0";"399";"52";"100";"247"
"9f59-e381-00df-cd76-72fa-b264-5870-2794";"060609";"18";"3";"wieś";"stały";"Wiejski Dom Kultury w Równiankach, Równianki 1A, 22-330 Rudnik";"gm. Rudnik";"krasnostawski";"lubelskie";"550";"613";"265";"285";"1";"3";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"5";"2";"3";"0";"280";"30";"45";"205"
"143e-158e-51a2-2de2-384c-4e07-8e2c-1a57";"060609";"18";"4";"wieś";"stały";"Szkoła Podstawowa, Płonka 70, 22-330 Rudnik";"gm. Rudnik";"krasnostawski";"lubelskie";"380";"417";"168";"212";"3";"3";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"2";"0";"2";"0";"210";"27";"34";"149"
"6568-b0c9-f0ec-f802-ed6d-25ed-95a7-3706";"060609";"18";"5";"wieś";"stały";"Dom Pomocy Społecznej, Bzowiec 134, 22-335 Żółkiewka";"gm. Rudnik";"krasnostawski";"lubelskie";"290";"332";"118";"172";"0";"5";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"4";"1";"3";"0";"168";"9";"28";"131"
"b20a-85a3-2202-09d6-9e38-80a5-5077-b654";"060610";"18";"1";"wieś";"stały";"Remiza OSP, Siennica Królewska Duża 97, 22-304 Siennica Różana";"gm. Siennica Różana";"krasnostawski";"lubelskie";"570";"625";"234";"336";"0";"3";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"2";"1";"1";"0";"334";"18";"87";"229"
"4ce8-541e-b531-9914-7393-c633-85a4-313d";"060610";"18";"2";"wieś";"stały";"Sala Gimnastyczna Szkoły Podstawowej, Siennica Różana 257, 22-304 Siennica Różana";"gm. Siennica Różana";"krasnostawski";"lubelskie";"1088";"1209";"484";"604";"0";"2";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"19";"4";"15";"0";"585";"52";"170";"363"
"ba7e-9d66-0896-1587-6912-a7a2-74f3-2c01";"060610";"18";"3";"wieś";"stały";"Remiza OSP, Wola Siennicka 75, 22-304 Siennica Różana";"gm. Siennica Różana";"krasnostawski";"lubelskie";"600";"669";"291";"309";"0";"1";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"7";"0";"7";"0";"302";"47";"111";"144"
"492c-8cc8-cd54-c9f0-a986-a353-d437-bbe9";"060610";"18";"4";"wieś";"stały";"Biurowiec RSP Zagroda, Zagroda 135, 22-304 Siennica Różana";"gm. Siennica Różana";"krasnostawski";"lubelskie";"580";"638";"261";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"8";"0";"8";"0";"311";"38";"82";"191"
"ce47-4134-ccad-a011-b270-c550-cef9-f91b";"060610";"18";"5";"wieś";"stały";"Remiza OSP, Wierzchowiny 61a, 22-304 Siennica Różana";"gm. Siennica Różana";"krasnostawski";"lubelskie";"290";"328";"127";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"0";"0";"0";"0";"163";"16";"24";"123"
"c753-1dc1-e7f0-0c3b-6f42-d91e-a8e8-1c8f";"060611";"18";"1";"wieś";"stały";"budynek dworku, Olchowiec nr 54, 22 - 335 Żółkiewka, Olchowiec 54, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"580";"631";"279";"301";"0";"6";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"5";"3";"2";"0";"296";"18";"52";"226"
"1c8d-c253-eacf-0297-e9fd-468a-90a3-3f6f";"060611";"18";"2";"wieś";"stały";"Urząd Gminy, ul. Hetmana Żółkiewskiego 2, 22 - 335 Żółkiewka, Hetmana Żółkiewskiego 2, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"1000";"1100";"448";"552";"0";"10";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"9";"3";"6";"0";"543";"44";"135";"364"
"cffc-2b37-3b13-d1e8-45e2-190b-87d5-3460";"060611";"18";"3";"wieś";"stały";"hala sportowa, ul. Polna 24, 22 - 335 Żółkiewka, Polna 24, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"620";"678";"288";"332";"0";"4";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"13";"4";"9";"0";"319";"23";"52";"244"
"85ae-15a1-e628-3fee-d539-771b-4797-f0f2";"060611";"18";"4";"wieś";"stały";"remiza OSP, Dąbie nr 43, 22 - 335 Żółkiewka, Dąbie 43, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"180";"196";"84";"96";"0";"4";"0";"0";"0";"0";"0";"0";"0";"96";"0";"0";"96";"2";"1";"1";"0";"94";"5";"16";"73"
"8e64-d2a0-50ba-2528-32b9-e63f-80d3-4a5c";"060611";"18";"5";"wieś";"stały";"remiza OSP, Rożki nr 100, 22 - 335 Żółkiewka, Rożki 100, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"540";"596";"305";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"10";"7";"3";"0";"225";"15";"45";"165"
"278d-49c6-4d5d-df79-75b8-6d93-d430-70fd";"060611";"18";"6";"wieś";"stały";"remiza OSP, Koszarsko nr 23, 22 - 335 Żółkiewka, Koszarsko 23, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"410";"450";"173";"237";"0";"0";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"9";"0";"9";"0";"228";"13";"38";"177"
"7a22-fbf2-9eee-3700-d583-f8f2-11c3-ee27";"060611";"18";"7";"wieś";"stały";"remiza OSP, Wierzchowina nr 165, 22 - 335 Żółkiewka, Wierzchowina 165, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"369";"405";"185";"184";"0";"2";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"3";"1";"2";"0";"181";"9";"22";"150"
"113d-dd74-38ba-d011-9010-fd7f-6835-a9da";"060611";"18";"8";"wieś";"stały";"remiza OSP, Chłaniów nr 137, 22 - 335 Żółkiewka, Chłaniów 137, 22-335 Żółkiewka";"gm. Żółkiewka";"krasnostawski";"lubelskie";"480";"518";"181";"299";"0";"1";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"5";"0";"5";"0";"294";"16";"23";"255"
"3048-267b-afac-164e-52a0-973f-2fd0-17c6";"061901";"18";"1";"miasto";"stały";"Sala gimnastyczna Zespołu Szkół Zawodowych i II LO we Włodawie, ul. Modrzewskiego 24, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"1968";"2092";"806";"1162";"6";"6";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"24";"8";"16";"0";"1138";"95";"541";"502"
"313f-283c-8fe2-f94e-b417-85d1-d725-2bd8";"061901";"18";"2";"miasto";"stały";"Sala konferencyjna Urząd Miejski, Aleja Józefa Piłsudskiego 41, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"1810";"1929";"746";"1064";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1064";"0";"0";"1064";"19";"3";"16";"0";"1045";"71";"480";"494"
"812d-8aad-a7f2-a6d2-17e5-8bb1-51c7-10da";"061901";"18";"3";"miasto";"stały";"Lokal świetlicy Szkoła Podstawowa nr 2, ul. Kopernika 3, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"2015";"2199";"739";"1276";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"38";"7";"31";"0";"1238";"87";"583";"568"
"07d5-c97c-f5ee-3106-95ff-c909-02d2-2788";"061901";"18";"4";"miasto";"stały";"Lokal holu Miejska Biblioteka Publiczna, ul. Przechodnia 13, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"1690";"1805";"722";"966";"3";"9";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"20";"7";"13";"0";"946";"65";"413";"468"
"eb23-9e49-aaf1-e315-4540-e9e7-78a3-9ac1";"061901";"18";"5";"miasto";"stały";"Lokal holu Szkoła Podstawowa Nr 3, ul. Prof. Zbigniewa Sierpińskiego 4, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"2069";"2210";"779";"1290";"5";"9";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"18";"5";"13";"0";"1272";"100";"630";"542"
"0ee2-fbaf-95bd-9bf2-9b04-88ba-f080-346c";"061901";"18";"6";"miasto";"zakład karny";"Świetlica Zakład Karny, Żołnierzy WiN 19, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"500";"488";"266";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"3";"0";"3";"0";"230";"27";"165";"38"
"8f97-dd80-3eab-f482-45b4-7494-8b16-0bea";"061901";"18";"7";"miasto";"zakład leczniczy";"Świetlica SP ZOZ Szpital we Włodawie, Aleja Józefa Piłsudskiego 64, 22-200 Włodawa";"m. Włodawa";"włodawski";"lubelskie";"120";"98";"61";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"0";"0";"0";"0";"59";"2";"21";"36"
"58f5-81d0-6129-f5bb-4f25-3107-4f97-515c";"061902";"18";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu, ul. Dworska 4, 22-220 Hanna";"gm. Hanna";"włodawski";"lubelskie";"811";"890";"362";"449";"2";"2";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"8";"1";"7";"0";"441";"46";"141";"254"
"a632-c5de-9552-037e-7171-1911-904d-2751";"061902";"18";"2";"wieś";"stały";"Wiejski Dom Kultury, Dołhobrody 85B, 22-220 Hanna";"gm. Hanna";"włodawski";"lubelskie";"480";"512";"225";"255";"3";"3";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"7";"0";"7";"0";"248";"32";"57";"159"
"7c81-4bba-82e6-579b-0f03-93ed-60df-44bc";"061902";"18";"3";"wieś";"stały";"Szkoła Podstawowa, Dańce 100, 22-220 Hanna";"gm. Hanna";"włodawski";"lubelskie";"540";"593";"247";"293";"0";"2";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"2";"1";"1";"0";"291";"26";"109";"156"
"96f7-aa19-603a-81da-7984-03c5-44d3-faed";"061902";"18";"4";"wieś";"stały";"Szkoła Podstawowa, Zaświatycze 46, 22-220 Hanna";"gm. Hanna";"włodawski";"lubelskie";"420";"449";"184";"236";"0";"2";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"7";"1";"6";"0";"229";"26";"63";"140"
"e989-b8d4-8a11-f000-1b42-e80c-ee30-edc4";"061903";"18";"1";"wieś";"stały";"Dom Kultury w Dubecznie, Dubeczno Szkolna 5, 22-235 Hańsk Pierwszy";"gm. Hańsk";"włodawski";"lubelskie";"779";"842";"397";"382";"2";"1";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"11";"1";"10";"0";"371";"24";"137";"210"
"dbf7-53c9-9b84-da35-abca-9315-b20b-c1c6";"061903";"18";"2";"wieś";"stały";"Świetlica w Osowie, Osowa 55, 22-235 Hańsk Pierwszy";"gm. Hańsk";"włodawski";"lubelskie";"291";"316";"115";"176";"0";"1";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"7";"0";"7";"0";"169";"18";"57";"94"
"4b91-d944-87cd-25a6-b950-eb66-a6ff-e88a";"061903";"18";"3";"wieś";"stały";"Remiza OSP, ul. Kościelna 3, 22-235 Hańsk Pierwszy";"gm. Hańsk";"włodawski";"lubelskie";"1300";"1411";"566";"734";"0";"6";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"13";"2";"11";"0";"721";"30";"344";"347"
"6438-d0b3-f740-7c6b-d5fe-ba2f-6a35-0d3a";"061903";"18";"4";"wieś";"stały";"Świetlica w Kulczynie, Kulczyn 68, 22-235 Hańsk Pierwszy";"gm. Hańsk";"włodawski";"lubelskie";"370";"410";"182";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"5";"2";"3";"0";"183";"9";"99";"75"
"ae0f-1b91-b2c1-5403-4204-bdb4-c99a-6ca1";"061904";"18";"1";"wieś";"stały";"Centrum Kultury, Sportu i Rekreacji, Stary Brus 34, 22-244 Stary Brus";"gm. Stary Brus";"włodawski";"lubelskie";"790";"875";"323";"467";"2";"2";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"14";"1";"13";"0";"453";"23";"156";"274"
"a933-eb0a-a419-4505-f370-2f92-ac17-77f4";"061904";"18";"2";"wieś";"stały";"Remiza OSP, Wołoskowola 60, 22-244 Stary Brus";"gm. Stary Brus";"włodawski";"lubelskie";"370";"401";"167";"203";"0";"3";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"0";"0";"0";"0";"203";"27";"40";"136"
"d05b-2a8b-4de3-686f-2728-37fb-eb2b-074d";"061904";"18";"3";"wieś";"stały";"Remiza OSP, Hola 24, 22-244 Stary Brus";"gm. Stary Brus";"włodawski";"lubelskie";"170";"185";"80";"90";"2";"1";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"0";"0";"0";"0";"90";"5";"28";"57"
"e87f-aebe-8896-2716-0f49-095d-da79-e571";"061904";"18";"4";"wieś";"stały";"Świetlica wiejska, Dominiczyn 40, 22-244 Stary Brus";"gm. Stary Brus";"włodawski";"lubelskie";"280";"321";"99";"180";"0";"1";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"0";"0";"0";"0";"181";"8";"51";"122"
"8da6-d115-daa3-e7a8-c72f-280b-c15d-359c";"061905";"18";"1";"wieś";"stały";"Budynek Szkoły Podstawowej, Wytyczno 143, 22-234 Urszulin";"gm. Urszulin";"włodawski";"lubelskie";"449";"499";"184";"265";"0";"4";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"3";"0";"3";"0";"262";"15";"70";"177"
