"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marcin Rafał BUGAJSKI";"Przemysław Albert GIERADA";"Kazimierz KIK";"Edward RZEPKA";"Krzysztof Marek SŁOŃ"
"041d-9e6d-5a8c-67eb-cc77-4f4d-1a1f-a5e7";"260401";"83";"1";"wieś";"stały";"Szkoła Podstawowa w Porąbkach, Porąbki 1, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"779";"843";"274";"505";"1";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"12";"3";"9";"0";"493";"34";"21";"13";"45";"380"
"4aef-8776-66a2-7aff-5306-1d6a-c8f0-b285";"260401";"83";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Bielinach, ul. Partyzantów 17, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"1534";"1680";"527";"1007";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"13";"2";"11";"0";"994";"51";"66";"52";"146";"679"
"7d94-07f3-2692-19e9-8a89-f159-41b0-92f0";"260401";"83";"3";"wieś";"stały";"Szkoła Podstawowa w Hucie Nowej, Huta Nowa 48, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"941";"1035";"388";"553";"0";"6";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"7";"2";"5";"0";"546";"34";"48";"35";"43";"386"
"ece4-a887-19c6-20a4-4a10-e648-ce04-741f";"260401";"83";"4";"wieś";"stały";"Szkoła Podstawowa w Makoszynie, Makoszyn 100A, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"569";"626";"235";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"4";"0";"4";"0";"330";"22";"26";"23";"41";"218"
"c519-f085-73d2-f5d4-a706-c0e3-7ee9-7d12";"260401";"83";"5";"wieś";"stały";"Szkoła Podstawowa w Lechowie, Lechów 66, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"941";"1021";"353";"588";"0";"3";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"17";"2";"15";"0";"571";"32";"68";"42";"43";"386"
"5dfc-9fb5-e4d3-3cb8-fbd7-5151-05d9-0774";"260401";"83";"6";"wieś";"stały";"Szkoła Podstawowa w Belnie, Belno 25, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"803";"872";"357";"446";"0";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"7";"1";"6";"0";"439";"27";"42";"16";"33";"321"
"6188-d6c0-5010-3a5a-5183-d26b-dfd7-3e11";"260401";"83";"7";"wieś";"stały";"Szkoła Podstawowa w Hucie Podłysicy, Huta Podłysica 58a, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"451";"493";"164";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"2";"0";"2";"0";"285";"10";"15";"8";"33";"219"
"bd27-e41e-20a8-0635-32ab-93f9-f217-70fd";"260401";"83";"8";"wieś";"stały";"Szkoła Podstawowa w Hucie Starej, Huta Stara 25, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"431";"476";"153";"278";"1";"5";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"0";"6";"0";"272";"15";"24";"14";"28";"191"
"84d3-c730-c2c0-f085-a6f2-9295-2cc8-e763";"260401";"83";"9";"wieś";"stały";"Centrum Tradycji, Turystyki i Kultury Gór Świętokrzyskich w Bielinach, ul. Partyzantów 3, 26-004 Bieliny";"gm. Bieliny";"kielecki";"świętokrzyskie";"900";"971";"354";"546";"2";"4";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"8";"3";"5";"0";"538";"41";"42";"46";"110";"299"
"9353-0d6b-492b-6798-db65-e39a-321d-63c1";"260402";"83";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Bodzentynie, ul. Rynek Górny 11, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"1646";"1815";"556";"1090";"6";"17";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"23";"7";"16";"0";"1067";"87";"103";"104";"283";"490"
"e49c-ce2a-d40e-8cfa-88b4-cc0c-31ff-9ac1";"260402";"83";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bodzentynie, ul. Rynek Górny 11, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"880";"966";"430";"450";"1";"2";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"10";"2";"8";"0";"440";"23";"28";"22";"60";"307"
"05f2-2e62-922e-9768-2fa1-4ac8-975b-0520";"260402";"83";"3";"wieś";"stały";"Remiza OSP w Sieradowicach, Sieradowice-Parcele 1, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"408";"435";"172";"236";"1";"0";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"9";"0";"9";"0";"227";"16";"28";"13";"31";"139"
"cb81-782f-f272-f6f3-d0d3-78a4-7112-3aa9";"260402";"83";"4";"wieś";"stały";"Szkoła Podstawowa w Śniadce, Śniadka Druga 19a, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"339";"367";"138";"201";"0";"2";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"2";"0";"2";"0";"199";"9";"19";"4";"29";"138"
"aa4d-f470-5a6e-33e7-77b6-6a4d-7028-9933";"260402";"83";"5";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Leśnej-Starej Wsi, Leśna-Stara Wieś 1, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"540";"591";"222";"318";"2";"0";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"6";"3";"3";"0";"312";"22";"23";"12";"58";"197"
"4aca-580e-7f4e-6f3a-bd2a-5c36-8f97-54f2";"260402";"83";"6";"wieś";"stały";"Świetlica Wiejska Siekierno-Stara Wieś, Siekierno-Stara Wieś 5, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"249";"265";"133";"116";"0";"3";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"1";"0";"1";"0";"115";"10";"11";"9";"25";"60"
"6002-4f0b-e728-ad55-1b88-b78d-bc35-2134";"260402";"83";"7";"wieś";"stały";"Szkoła Podstawowa im. Stefana Żeromskiego w Psarach-Starej Wsi, Psary-Stara Wieś 59a, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"808";"891";"418";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"1";"389";"11";"0";"11";"0";"378";"25";"20";"26";"31";"276"
"7cb7-d12b-5bc3-44bf-1a9c-ca24-01ca-263b";"260402";"83";"8";"wieś";"stały";"Zespół Szkół we Wzdole Rządowym, Stara Wieś 28, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"1957";"2137";"837";"1120";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"26";"2";"24";"0";"1094";"95";"54";"56";"183";"706"
"0b28-c77f-b977-1461-bdd6-ec8e-fc68-c5e7";"260402";"83";"9";"wieś";"stały";"Szkoła Podstawowa im. Doliny Wilkowskiej w Świętej Katarzynie, Święta Katarzyna ul. Kielecka 45, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"543";"617";"181";"362";"0";"25";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"7";"1";"6";"0";"355";"27";"51";"22";"80";"175"
"b1e9-bcea-cb5e-ea7e-599d-f99b-0bd1-efed";"260402";"83";"10";"wieś";"stały";"Świetlica Wiejska im. Jadwigi Siedleckiej-Wójcik w Wilkowie, Wilków ul. Łysogórska 155, 26-010 Bodzentyn";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"651";"710";"214";"437";"0";"5";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"3";"2";"1";"0";"434";"31";"33";"31";"57";"282"
"3e7d-d323-9a2f-0671-493c-66a6-9818-07b8";"260402";"83";"11";"wieś";"stały";"Szkoła Podstawowa w Woli Szczygiełkowej, Wola Szczygiełkowa 63, 26-006 Nowa Słupia";"gm. Bodzentyn";"kielecki";"świętokrzyskie";"442";"473";"190";"252";"0";"2";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"5";"0";"5";"0";"247";"13";"35";"11";"26";"162"
"13ed-8639-9035-ec63-3a2b-f105-8b86-85d5";"260403";"83";"1";"miasto";"stały";"Centrum Kultury i Sportu, ul. Armii Krajowej 18A, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"1633";"1801";"420";"1213";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1213";"0";"0";"1213";"23";"9";"14";"0";"1190";"76";"171";"117";"306";"520"
"6eea-a875-d067-839e-b761-0547-2d79-e7a4";"260403";"83";"2";"miasto";"stały";"Przedszkole Samorządowe w Chęcinach, os. Sosnówka 12, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"545";"592";"170";"375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"6";"1";"5";"0";"369";"40";"36";"21";"94";"178"
"9649-9583-b5a3-573d-f69c-e984-4702-1cd3";"260403";"83";"3";"miasto";"stały";"Centrum Kultury i Sportu, ul. Armii Krajowej 18A, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"1010";"1111";"332";"678";"0";"4";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"6";"2";"4";"0";"672";"67";"50";"58";"164";"333"
"789d-6df1-da71-d5ff-c900-af3e-8a4f-e06b";"260403";"83";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Korzecku, Korzecko 82, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"586";"652";"185";"401";"0";"1";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"7";"3";"4";"0";"394";"31";"49";"24";"53";"237"
"0fc0-80ac-fe55-c0e8-e312-9ee1-a6cd-e727";"260403";"83";"5";"wieś";"stały";"Szkoła Podstawowa w Bolminie, Bolmin 63A, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"840";"932";"316";"524";"0";"5";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"7";"1";"6";"0";"517";"45";"50";"30";"91";"301"
"e843-fb06-eeb6-5aff-0fbd-23c3-37f3-95b2";"260403";"83";"6";"wieś";"stały";"Szkoła Podstawowa w Polichnie, Polichno 52, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"1423";"1583";"452";"971";"0";"3";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"12";"0";"12";"0";"959";"84";"82";"79";"136";"578"
"de49-6d58-5190-eac4-3711-b2ed-f6aa-a6c0";"260403";"83";"7";"wieś";"stały";"Szkoła Podstawowa w Radkowicach, Radkowice 85, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"479";"522";"154";"325";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"9";"2";"7";"0";"315";"23";"36";"33";"44";"179"
"0cbb-16e1-c853-8328-308d-1c2f-1f0d-58dd";"260403";"83";"8";"wieś";"stały";"Szkoła Podstawowa w Starochęcinach, Starochęciny 61, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"904";"997";"260";"644";"0";"0";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"8";"2";"6";"0";"636";"45";"64";"47";"125";"355"
"bbc5-6789-544f-1024-c818-b379-4bc1-aa58";"260403";"83";"9";"wieś";"stały";"Szkoła Podstawowa w Tokarni, Tokarnia 186a, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"967";"1071";"291";"676";"0";"4";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"13";"4";"9";"0";"662";"54";"66";"46";"84";"412"
"a191-d9b5-af58-3c11-985b-0d09-312b-b2e4";"260403";"83";"10";"wieś";"stały";"Szkoła Podstawowa w Wolicy (budynek hali sportowej), Wolica ul. Szkolna 38, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"844";"918";"336";"508";"0";"4";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"17";"6";"11";"0";"491";"50";"56";"47";"86";"252"
"9f03-ab17-7e78-7aa3-60be-bc14-430f-2ec6";"260403";"83";"11";"wieś";"stały";"Świetlica Wiejska w Siedlcach, Siedlce 79B, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"555";"611";"181";"374";"0";"1";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"7";"1";"6";"0";"367";"24";"34";"22";"33";"254"
"92cb-4377-5ab1-0e5d-8071-4525-cfac-611b";"260403";"83";"12";"wieś";"stały";"Świetlica Wiejska w Ostrowie, Ostrów 65a, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"533";"581";"227";"306";"0";"1";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"6";"0";"6";"0";"300";"19";"21";"13";"47";"200"
"fc9c-88ad-a10e-cc23-07e2-61d2-953d-e061";"260403";"83";"13";"wieś";"stały";"Szkoła Podstawowa w Łukowej, Łukowa 104, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"622";"679";"244";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"8";"0";"8";"0";"370";"29";"39";"18";"24";"260"
"38e8-2b7d-0b09-882e-33ac-2f6e-92f6-631c";"260403";"83";"14";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny im Św. Rafała w Chęcinach, ul. Czerwona Góra 10, 26-060 Chęciny";"gm. Chęciny";"kielecki";"świętokrzyskie";"360";"275";"225";"135";"0";"3";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"6";"1";"5";"0";"129";"5";"18";"9";"18";"79"
"eef3-adfe-ddf0-404e-cfa3-0587-3121-fe46";"260404";"83";"1";"miasto";"stały";"Szkoła Podstawowa im. Stefana Żeromskiego w Chmielniku, ul. Szkolna 7, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"1295";"1431";"365";"930";"5";"10";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"14";"3";"11";"0";"916";"65";"86";"66";"204";"495"
"18af-35f2-bb56-8cc7-8373-58c4-6c1e-c407";"260404";"83";"2";"miasto";"stały";"Biblioteka Publiczna w Chmielniku, ul. Wspólna 13, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"1440";"1529";"532";"908";"1";"9";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"12";"4";"8";"0";"896";"63";"67";"62";"172";"532"
"6c8e-3e6b-8d06-e6d3-b8e2-3b29-f55e-45ab";"260404";"83";"3";"wieś";"stały";"Szkoła Podstawowa im. Stefana Żeromskiego w Chmielniku, ul. Szkolna 7, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"1463";"1597";"595";"868";"1";"3";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"6";"3";"3";"0";"862";"49";"50";"48";"130";"585"
"9644-2513-f9f3-bb21-c5d9-83eb-4d9a-db5d";"260404";"83";"4";"wieś";"stały";"Świetlica Wiejska w Borzykowie, Borzykowa 35, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"447";"489";"140";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"6";"3";"3";"0";"301";"14";"17";"6";"33";"231"
"cf8b-0ec2-f8db-5947-fa14-153d-f9ce-ba59";"260404";"83";"5";"wieś";"stały";"Szkoła Podstawowa im. Stefana Żeromskiego w Chmielniku filia w Lubani, Lubania 12, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"527";"570";"236";"291";"0";"1";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"10";"0";"10";"0";"281";"15";"30";"19";"17";"200"
"febf-d8a8-5383-bb61-d402-a599-09fd-51c5";"260404";"83";"6";"wieś";"stały";"Szkoła Podstawowa im. Stefana Żeromskiego w Chmielniku filia w Suchowoli, Suchowola 102, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"546";"600";"194";"352";"2";"1";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"4";"0";"4";"0";"348";"19";"25";"29";"46";"229"
"952d-432a-f807-442e-17df-29f4-1d97-c664";"260404";"83";"7";"wieś";"stały";"Środowiskowy Dom Samopomocy z/s w Zreczu Dużym, Zrecze Duże 22, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"511";"546";"265";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"7";"1";"6";"0";"239";"25";"27";"19";"22";"146"
"d948-63d0-875d-bf53-4df3-aedb-eacb-f570";"260404";"83";"8";"wieś";"stały";"Świetlica w Sędziejowicach, Sędziejowice 36, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"690";"757";"306";"384";"1";"5";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"9";"1";"8";"0";"375";"19";"18";"13";"39";"286"
"a0e6-cb6c-98ea-6428-69d5-d1fb-5ff9-ec21";"260404";"83";"9";"wieś";"stały";"Filia Biblioteczna w Piotrkowicach, Piotrkowice Rynek 7, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"1153";"1269";"416";"737";"1";"5";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"4";"3";"1";"0";"733";"35";"60";"64";"108";"466"
"856d-4e7c-c750-5a33-b847-ae3a-18b9-772a";"260404";"83";"10";"miasto";"zakład leczniczy";"Szpital Powiatowy w Chmielniku, ul. Kielecka 1 - 3, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"79";"57";"63";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"2";"3";"1";"1";"9"
"3979-4fce-8b09-b348-fa05-ca45-a18e-768e";"260404";"83";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łagiewnikach, Łagiewniki 73, 26-020 Chmielnik";"gm. Chmielnik";"kielecki";"świętokrzyskie";"128";"127";"81";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"7";"1";"6";"0";"40";"10";"8";"5";"3";"14"
"0eb4-0ea6-7bcf-11c6-8a8c-7ab5-dc86-ca1b";"260405";"83";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Daleszycach, ul. Sienkiewicza 11, 26-021 Daleszyce";"gm. Daleszyce";"kielecki";"świętokrzyskie";"1453";"1562";"535";"918";"5";"4";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"10";"4";"6";"0";"907";"54";"65";"44";"216";"528"
"98cc-6565-f171-4e8c-767c-2ada-9843-dfc1";"260405";"83";"2";"miasto i wieś";"stały";"Zespół Szkolno-Przedszkolny w Daleszycach, ul. Sienkiewicza 11, 26-021 Daleszyce";"gm. Daleszyce";"kielecki";"świętokrzyskie";"1120";"1222";"377";"743";"1";"3";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"11";"4";"7";"0";"732";"33";"58";"30";"178";"433"
"91b5-3318-f0e0-c3ca-e120-f7d3-c608-0615";"260405";"83";"3";"wieś";"stały";"Szkoła Podstawowa im. Partyzantów Armii Krajowej Ziemi Kieleckiej w Sukowie, Suków 215, 26-021 Daleszyce";"gm. Daleszyce";"kielecki";"świętokrzyskie";"1598";"1755";"594";"1004";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"13";"4";"9";"0";"991";"88";"107";"59";"204";"533"
