"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Agnieszka Maria KOŁACZ-LESZCZYŃSKA";"Mirosław Aleksander LUBIŃSKI";"Kamil Krzysztof ZIELIŃSKI"
"1f60-4f21-9231-848f-a4dc-ef1c-b902-4c35";"022103";"4";"4";"miasto";"stały";"Miejska Biblioteka Publiczna im. Tadeusza Boya-Żeleńskiego, ul. Wojska Polskiego 4a, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"1001";"1150";"149";"852";"5";"182";"1";"1";"0";"0";"0";"0";"1";"853";"1";"0";"853";"8";"0";"8";"0";"845";"484";"97";"264"
"0374-8fb2-46e1-c5df-9e64-93b6-ae2b-b6f6";"022103";"4";"5";"miasto";"stały";"Sala Gimnastyczna, ul. Henryka Sienkiewicza 28, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"800";"866";"295";"505";"1";"3";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"5";"0";"5";"0";"500";"242";"93";"165"
"231a-656b-1215-2264-e4d4-9c3a-a9bb-4b5a";"022103";"4";"6";"miasto";"zakład leczniczy";"Elderis sp. z o. o. Zakład Opiekuńczo-Leczniczy, ul. Okrężna 1, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"47";"49";"36";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"5";"3";"3"
"c68a-b91e-8f66-d65d-7a1a-0f24-7752-c739";"022104";"4";"1";"wieś";"stały";"Biblioteka + Centrum Kultury, ul. Sportowa 43, 58-379 Czarny Bór";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"980";"1080";"373";"607";"0";"1";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"16";"4";"12";"0";"591";"225";"105";"261"
"3ecf-e527-3f3c-76f1-e2e6-e482-e3a8-9629";"022104";"4";"2";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny (Filia Szkoły Podstawowej), Witków 89, 58-379 Czarny Bór";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"720";"785";"276";"444";"0";"3";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"15";"7";"8";"0";"429";"187";"76";"166"
"57ab-27a2-c3d8-c62c-01c7-f2ca-12de-f360";"022104";"4";"3";"wieś";"stały";"Świetlica Wiejska, Grzędy 50, 58-379 Czarny Bór";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"490";"531";"203";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"8";"4";"4";"0";"278";"105";"38";"135"
"fe9e-a962-c5c8-81c0-7e41-4611-b855-79b4";"022104";"4";"4";"wieś";"stały";"Świetlica Wiejska, Jaczków 15A, 58-379 Czarny Bór";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"350";"388";"134";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"6";"2";"4";"0";"210";"91";"29";"90"
"38b4-6ea6-5f0a-a22d-6854-9e4d-e148-51d2";"022104";"4";"5";"wieś";"stały";"Biblioteka + Centrum Kultury, ul. Sportowa 43, 58-379 Czarny Bór";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"961";"1035";"271";"690";"1";"1";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"7";"2";"5";"0";"682";"299";"98";"285"
"a2fa-1a1f-27e2-57a7-8cb4-5094-3172-8bfa";"022105";"4";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Sienkiewicza 53, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"1710";"1853";"799";"911";"3";"3";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"24";"8";"16";"0";"887";"455";"147";"285"
"d6f2-408a-d479-5e3b-9245-23c6-79f7-5566";"022105";"4";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kolejowa 8, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"1790";"2009";"671";"1119";"1";"13";"1";"1";"0";"0";"0";"0";"1";"1120";"1";"0";"1120";"14";"5";"9";"0";"1106";"588";"172";"346"
"5128-d013-df3b-f279-6faa-7243-5433-bfb7";"022105";"4";"3";"miasto";"stały";"Centrum Kultury-Miejska Biblioteka Publiczna, ul. Grunwaldzka 26, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"1400";"1547";"661";"739";"0";"6";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"7";"0";"7";"0";"732";"333";"120";"279"
"607f-ed79-8fdd-224b-50e5-0dba-ca30-b33a";"022105";"4";"4";"wieś";"stały";"Świetlica Wiejska, Głuszyca Górna ul. Kłodzka 61, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"730";"798";"322";"408";"0";"0";"1";"1";"0";"0";"0";"0";"1";"409";"1";"0";"409";"14";"5";"9";"0";"395";"186";"61";"148"
"6b29-b715-5477-43c6-fdbc-e067-5312-9720";"022105";"4";"5";"wieś";"stały";"Świetlica Wiejska, Kolce ul. Pamięci Narodowej 39, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"290";"323";"121";"169";"0";"4";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"2";"1";"1";"0";"167";"107";"21";"39"
"05e1-b3dc-1d84-a696-a9d0-7e64-0dd6-6ca1";"022105";"4";"6";"wieś";"stały";"Świetlica Wiejska, Grzmiąca ul. Wiejska 1, 58-340 Głuszyca";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"370";"421";"164";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"8";"2";"6";"0";"198";"111";"32";"55"
"8cb5-59fe-9baf-3675-a803-a328-8f19-d439";"022106";"4";"1";"miasto";"stały";"Mieroszowskie Centrum Kultury, ul. Stefana Żeromskiego 28, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"560";"607";"272";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"12";"5";"7";"0";"276";"153";"30";"93"
"9289-6efc-a2b6-d336-47be-a006-f5e7-ab7f";"022106";"4";"2";"miasto";"stały";"Mieroszowskie Centrum Kultury, ul. Stefana Żeromskiego 28, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"590";"642";"269";"321";"1";"1";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"9";"0";"9";"0";"312";"151";"42";"119"
"a7f8-5300-f298-a318-0412-f9d8-af59-cbda";"022106";"4";"3";"miasto";"stały";"Przedszkole Miejskie, ul. Wolności 27, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"580";"622";"258";"322";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"6";"2";"4";"0";"316";"160";"40";"116"
"ffc4-cbe8-d29a-d877-b09a-7ddd-7abe-e731";"022106";"4";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Wolności 19, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"640";"694";"267";"373";"1";"2";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"5";"1";"4";"0";"368";"190";"37";"141"
"c102-4d75-ba50-0f08-ab53-bb22-99eb-d5fa";"022106";"4";"5";"miasto i wieś";"stały";"Sala Sportowa, ul. Hoża 4, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"760";"830";"392";"368";"0";"8";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"8";"3";"5";"0";"360";"173";"35";"152"
"b18a-4da1-91e6-2ef6-2565-e68b-2c98-4b6d";"022106";"4";"6";"miasto i wieś";"stały";"Publiczna Szkoła Podstawowa, Kowalowa ul. Wałbrzyska 38, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"580";"638";"242";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"12";"4";"8";"0";"326";"172";"51";"103"
"9474-1eef-6a28-5a8c-c64f-19c8-7be7-c586";"022106";"4";"7";"wieś";"stały";"Biblioteka Publiczna Mieroszowskiego Centrum Kultury Filia nr 1, Unisław Śląski 4b, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"560";"612";"199";"361";"0";"1";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"8";"0";"8";"0";"353";"192";"65";"96"
"2659-6d52-1521-0774-11d7-98d8-d741-11e7";"022106";"4";"8";"wieś";"stały";"Biblioteka Publiczna Mieroszowskiego Centrum Kultury Filia nr 2, Sokołowsko ul. Słoneczna 2, 58-350 Mieroszów";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"530";"576";"181";"349";"0";"15";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"11";"1";"10";"0";"338";"201";"47";"90"
"152f-5b60-a785-dae7-ead0-cc16-faea-8185";"022106";"4";"9";"wieś";"zakład leczniczy";"Dolnośląski Ośrodek Opieki Międzypokoleniowej ""Biały Orzeł"", ul. Parkowa 5, 58-351 Sokołowsko";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"110";"103";"85";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"1";"1";"0";"0";"24";"11";"3";"10"
"38f7-1326-d92c-cc14-2932-5cd5-ac53-8450";"022107";"4";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Główna 172a, 58-312 Stare Bogaczowice";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"970";"1068";"336";"634";"2";"2";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"6";"2";"4";"0";"628";"318";"87";"223"
"1d6d-31ab-914b-6d0e-3de2-9342-05c1-d076";"022107";"4";"2";"wieś";"stały";"Lokalny Ośrodek Integracji Społecznej, Chwaliszów ul. Słonecznikowa 5, 58-312 Stare Bogaczowice";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"520";"574";"160";"360";"0";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"2";"4";"0";"354";"145";"28";"181"
"7ae1-6cd3-c5d5-f2eb-5bf8-aa80-05f6-286b";"022107";"4";"3";"wieś";"stały";"Lokalny Ośrodek Integracji Społecznej, ul. Szkolna 2a, 58-311 Struga";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"640";"698";"232";"408";"0";"3";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"10";"3";"7";"0";"398";"214";"56";"128"
"8d71-c0c5-b693-0286-98b6-1ffc-57e1-b07a";"022107";"4";"4";"wieś";"stały";"Świetlica Wiejska, Jabłów ul. Główna 37, 58-371 Boguszów-Gorce";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"290";"324";"128";"162";"0";"2";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"5";"1";"4";"0";"157";"56";"23";"78"
"cf4b-efc3-0602-6050-fab0-3c55-a166-031f";"022107";"4";"5";"wieś";"stały";"Świetlica Wiejska, Gostków ul. Główna 42a, 58-312 Stare Bogaczowice";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"390";"433";"165";"225";"0";"2";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"5";"0";"5";"0";"220";"105";"26";"89"
"7760-67f2-ba88-6333-b692-1640-a8d1-80c3";"022107";"4";"6";"wieś";"stały";"Świetlica Wiejska, Lubomin ul. Główna 5, 58-311 Struga";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"260";"285";"99";"161";"0";"1";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"8";"2";"6";"0";"153";"92";"24";"37"
"49f4-d65c-1794-33ef-fe61-500c-4017-4a3a";"022108";"4";"1";"wieś";"stały";"Centrum Kultury i Turystyki w Walimiu, ul. Tadeusza Kościuszki 2, 58-320 Walim";"gm. Walim";"wałbrzyski";"dolnośląskie";"830";"918";"393";"437";"0";"6";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"11";"1";"10";"0";"426";"164";"78";"184"
"989f-e3f6-a4e9-2dc9-935d-bb21-0eaa-2812";"022108";"4";"2";"wieś";"stały";"Centrum Sportu i Rekreacji w Walimiu, ul. Boczna 8A, 58-320 Walim";"gm. Walim";"wałbrzyski";"dolnośląskie";"870";"952";"391";"479";"0";"6";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"8";"2";"6";"0";"471";"215";"81";"175"
"9056-fc0f-e462-6675-9a00-b550-cef6-fbe9";"022108";"4";"3";"wieś";"stały";"Świetlica-Klub Strażaka, Zagórze Śląskie ul. Główna 10, 58-321 Jugowice";"gm. Walim";"wałbrzyski";"dolnośląskie";"710";"786";"300";"410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"7";"3";"4";"0";"403";"172";"94";"137"
"e90e-289c-90b4-31b8-2199-5afb-0c13-1185";"022108";"4";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Główna 34, 58-321 Jugowice";"gm. Walim";"wałbrzyski";"dolnośląskie";"650";"725";"237";"413";"2";"28";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"12";"3";"9";"0";"401";"210";"52";"139"
"257e-afa6-3de7-7358-ba5d-f823-c402-4a47";"022108";"4";"5";"wieś";"stały";"Wiejski Dom Kultury, Dziećmorowice ul. Henryka Sienkiewicza 75, 58-308 Wałbrzych";"gm. Walim";"wałbrzyski";"dolnośląskie";"1000";"1094";"367";"633";"0";"6";"0";"0";"0";"0";"0";"0";"0";"633";"0";"0";"633";"11";"11";"0";"0";"622";"285";"78";"259"
"e704-fee1-0b75-4f69-e6e7-112b-9449-1a19";"026501";"4";"1";"miasto";"stały";"Rada Wspólnoty Samorządowej ""Lubiechów"", ul. Wilcza 12/1, 58-306 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"381";"410";"166";"215";"0";"1";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"4";"2";"2";"0";"211";"87";"27";"97"
"a7ec-7a32-0d9f-12d4-2bfb-e296-a3f3-95a4";"026501";"4";"2";"miasto";"stały";"Przedszkole Niepubliczne ""Bajkolandia"", ul. Wrocławska 169, 58-306 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1520";"1656";"372";"1148";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1147";"0";"0";"1147";"17";"11";"6";"0";"1130";"704";"157";"269"
"72d4-41c9-31bd-44d0-fa49-95c6-5f28-3c50";"026501";"4";"3";"miasto";"stały";"Przedszkole Niepubliczne ""Bajkolandia"", ul. Wrocławska 169, 58-306 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1010";"1095";"478";"532";"0";"4";"0";"0";"0";"0";"0";"0";"0";"531";"0";"1";"530";"7";"2";"5";"0";"523";"243";"104";"176"
"f8ea-4a64-6104-1be6-5cb2-7b74-dc75-8352";"026501";"4";"4";"miasto";"stały";"Młodzieżowy Ośrodek Socjoterapii w Wałbrzychu (budynek szkoły), ul. Orkana 55, 58-307 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1360";"1482";"501";"857";"0";"0";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"16";"3";"13";"0";"841";"411";"159";"271"
"e14e-9c7c-921e-2e35-4074-37a6-b570-b6cc";"026501";"4";"5";"miasto";"stały";"IV Liceum Ogólnokształcące z Oddziałami Integracyjnymi i Sportowymi, ul. Alfreda Sokołowskiego 75, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1140";"1223";"285";"855";"1";"6";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"13";"2";"11";"0";"842";"470";"118";"254"
"9010-aa0c-e03c-5f35-be00-90ca-38f0-6697";"026501";"4";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 15, ul. Ludwika Hirszfelda 1, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"2210";"2404";"632";"1578";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1577";"0";"1";"1576";"37";"5";"32";"0";"1539";"847";"214";"478"
"ab97-46bb-789c-60f8-8022-05aa-cad4-419d";"026501";"4";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 15, ul. Ludwika Hirszfelda 1, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"2239";"2446";"740";"1499";"3";"5";"1";"1";"0";"0";"0";"0";"1";"1500";"1";"0";"1500";"33";"16";"17";"0";"1467";"799";"230";"438"
"70b7-20d1-06e0-5024-eee4-43d9-7794-b639";"026501";"4";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 37 z Oddziałami Sportowymi, ul. Główna 2, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1340";"1455";"486";"854";"3";"1";"0";"0";"0";"0";"0";"0";"0";"854";"0";"3";"851";"22";"3";"19";"0";"829";"430";"137";"262"
"3d2c-355f-5840-1a0a-ac03-e782-3544-f8c5";"026501";"4";"9";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Miłosza 15a, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1580";"1721";"527";"1053";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1054";"1";"0";"1054";"31";"9";"22";"0";"1023";"506";"159";"358"
"5e0b-5464-8ce2-a50d-087f-2375-4509-ffdd";"026501";"4";"10";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Miłosza 15a, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1530";"1671";"521";"1009";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"22";"8";"14";"0";"987";"496";"132";"359"
"108f-22e8-3663-99cf-a110-7d4a-d9f4-c2e1";"026501";"4";"11";"miasto";"stały";"Zespół Szkół Muzycznych, ul. Piętnastolecia 24, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"820";"896";"292";"528";"1";"5";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"17";"6";"11";"0";"511";"293";"77";"141"
"6f78-169c-b656-0279-e488-71ab-855d-ae12";"026501";"4";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 37 z Oddziałami Sportowymi, ul. Główna 2, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1169";"1268";"391";"778";"1";"6";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"17";"12";"5";"0";"761";"438";"116";"207"
"34db-4d4b-8c20-db6d-ad1a-18f3-7ff5-cd68";"026501";"4";"13";"miasto";"stały";"MOPS-filia, ul. Grota-Roweckiego 3, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1420";"1550";"543";"875";"1";"3";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"23";"5";"18";"0";"853";"468";"125";"260"
"686d-8cf5-8cae-f3c2-d3e6-f83d-49f3-a79d";"026501";"4";"14";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 6, ul. Grodzka 71, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1490";"1612";"372";"1118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1118";"0";"0";"1118";"11";"4";"7";"0";"1107";"611";"174";"322"
"36c2-d232-f16d-5c7a-bcf7-00ef-d70e-330b";"026501";"4";"15";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 6, ul. Grodzka 71, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1900";"2064";"535";"1365";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1366";"1";"0";"1366";"33";"20";"13";"0";"1333";"763";"177";"393"
"0f55-ba4d-ed28-e8c2-a013-f9df-90c7-efaa";"026501";"4";"16";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 6, ul. Grodzka 71, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1642";"1776";"424";"1218";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"23";"8";"15";"0";"1195";"662";"195";"338"
"7f07-8b40-ed7e-5af0-fa0a-ad1c-bbdf-8985";"026501";"4";"17";"miasto";"stały";"Przedszkole Samorządowe Nr 8, ul. Grodzka 13, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1690";"1833";"470";"1220";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"22";"6";"16";"0";"1198";"625";"190";"383"
"0760-3f41-0686-f9b4-e9dd-c6be-c1a2-12c3";"026501";"4";"18";"miasto";"stały";"Zespół Żłobków Samorządowych Nr 2, ul. Kasztelańska 7, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1300";"1452";"352";"948";"0";"10";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"26";"8";"18";"0";"922";"505";"139";"278"
"567f-9da4-3f76-5aac-3f21-2971-500f-6fb2";"026501";"4";"19";"miasto";"stały";"Zespół Żłobków Samorządowych Nr 2, ul. Kasztelańska 7, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1580";"1766";"416";"1164";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"36";"9";"27";"0";"1128";"647";"167";"314"
"30df-f8aa-e168-fbc2-6e43-046c-a45b-28c4";"026501";"4";"20";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 26, ul. Palisadowa 48, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1546";"1686";"411";"1142";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"26";"5";"21";"0";"1116";"585";"180";"351"
"7e46-71a8-19e9-30bc-2e49-e322-afd7-e085";"026501";"4";"21";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 26, ul. Palisadowa 48, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1890";"2054";"515";"1377";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1377";"0";"0";"1377";"34";"11";"23";"0";"1343";"689";"198";"456"
"5a12-55c4-8ac3-8782-2d37-2f1e-a273-2299";"026501";"4";"22";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 26, ul. Palisadowa 48, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1319";"1421";"318";"1001";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1001";"0";"0";"1001";"22";"7";"15";"0";"979";"546";"122";"311"
"83e8-3092-416c-314a-5079-08d0-aad7-f36c";"026501";"4";"23";"miasto";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 26, ul. Palisadowa 48, 58-316 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1240";"1330";"308";"932";"0";"9";"0";"0";"0";"0";"0";"0";"0";"932";"0";"0";"932";"15";"2";"13";"0";"917";"507";"135";"275"
"f317-5dd6-9418-5451-f26a-2342-e208-f6e6";"026501";"4";"24";"miasto";"stały";"Politechnika Wrocławska Zamiejscowy Ośrodek Dydaktyczny w Wałbrzychu, ul. Armii Krajowej 78, 58-302 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"950";"1040";"465";"485";"0";"5";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"6";"1";"5";"0";"479";"235";"81";"163"
"e0b5-09d9-2e6e-aaef-9f6a-7a16-289f-4e9c";"026501";"4";"25";"miasto";"stały";"Rada Wspólnoty Samorządowej ""Stary Zdrój"", ul. Armii Krajowej 37, 58-302 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1870";"2058";"860";"1010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"18";"8";"10";"0";"992";"492";"189";"311"
"ffde-74dd-ca77-a89f-a5ea-7907-984a-297b";"026501";"4";"26";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 3, ul. Tytusa Chałubińskiego 13, 58-302 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1310";"1418";"486";"824";"1";"2";"1";"1";"0";"0";"0";"0";"1";"825";"1";"0";"825";"10";"10";"0";"0";"815";"468";"148";"199"
"3564-d566-548a-0561-a846-b5d1-15b0-1b3e";"026501";"4";"27";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. 11 Listopada 75, 58-302 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1960";"2124";"893";"1067";"4";"2";"1";"1";"0";"0";"0";"0";"1";"1068";"1";"0";"1068";"22";"9";"13";"0";"1046";"537";"185";"324"
"9563-3df0-078e-20ed-9203-fff3-e09d-2d5f";"026501";"4";"28";"miasto";"stały";"I Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Ignacego Paderewskiego 17, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1331";"1448";"548";"783";"0";"2";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"23";"23";"0";"0";"760";"389";"154";"217"
"09ba-07c6-7b0e-f636-08a5-99c2-af44-f3db";"026501";"4";"29";"miasto";"stały";"I Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Ignacego Paderewskiego 17, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1280";"1399";"546";"734";"0";"5";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"21";"8";"13";"0";"713";"321";"138";"254"
