"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Marcin KOSINIAK-KAMYSZ - nr na liście 1";"Joanna Ewa KORDULA - nr na liście 2";"Stanisław Andrzej SORYS - nr na liście 3";"Ryszard DROŻDŻAK - nr na liście 4";"Marcin Stanisław GAWEŁ - nr na liście 5";"Bogusław KAMIŃSKI - nr na liście 6";"Grzegorz DUDA - nr na liście 7";"Anna Teresa SKALAK - nr na liście 8";"Adam Roman BIEDROŃ - nr na liście 9";"Maria Stefania ŁAKOMA - nr na liście 10";"Marian Józef ZALEWSKI - nr na liście 11";"Stella Józefa DĄBROŚ - nr na liście 12";"Tadeusz Kazimierz ŻAK - nr na liście 13";"Magdalena Anna POWROŹNIK - nr na liście 14";"Artur Piotr CHMIELA - nr na liście 15";"Beata Maria MYŚKÓW-SKOCZEK - nr na liście 16";"Małgorzata Anna TOKARCZYK-KOZIOŁ - nr na liście 17";"Marcin Krzysztof MIKOS - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Anna Maria PIECZARKA - nr na liście 1";"Józefa SZCZUREK-ŻELAZKO - nr na liście 2";"Michał Jan WOJTKIEWICZ - nr na liście 3";"Urszula Beata RUSECKA - nr na liście 4";"Wiesław KRAJEWSKI - nr na liście 5";"Piotr Paweł SAK - nr na liście 6";"Anna Małgorzata CZECH - nr na liście 7";"Stanisław Marcin BUKOWIEC - nr na liście 8";"Mariusz Artur ZAJĄC - nr na liście 9";"Norbert Jakub KACZMARCZYK - nr na liście 10";"Jarosław Jan SORYS - nr na liście 11";"Piotr WAJDA - nr na liście 12";"Celina Joanna JACEWICZ - nr na liście 13";"Małgorzata Anna JAŚKO - nr na liście 14";"Magdalena Anna KOPCZYŃSKA - nr na liście 15";"Kazimierz Józef ŻUROWSKI - nr na liście 16";"Dariusz Piotr PIETRUSZKA - nr na liście 17";"Wojciech SKRUCH - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej JABŁOŃSKI - nr na liście 1";"Jerzy Andrzej WOŹNIAK - nr na liście 2";"Ewa SKOWROŃSKA - nr na liście 3";"Dorota KOCOŃ - nr na liście 4";"Stanisław Andrzej PIWOWARSKI - nr na liście 5";"Agnieszka Anna SIENICKA - nr na liście 6";"Antoni CZAPKIEWICZ - nr na liście 7";"Maria Bernadeta WILCZYŃSKA - nr na liście 8";"Przemysław Tomasz DAŃDA - nr na liście 9";"Przemysław WĘGRZYN - nr na liście 10";"Romana Anna JEWUŁA - nr na liście 11";"Renata Lucyna NIZIOŁEK - nr na liście 12";"Liliana Karolina KONOPKA - nr na liście 13";"Artur Łukasz BOROWICZ - nr na liście 14";"Justyna Magdalena MAŁEK - nr na liście 15";"Maciej Jan MROZOWSKI - nr na liście 16";"Alicja Łucja SERWIN - nr na liście 17";"Andrzej Stefan SZTORC - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Czesław Alfred KWAŚNIAK - nr na liście 1";"Radosław Michał MACOŃ - nr na liście 2";"Konrad Mariusz WÓJCIKIEWICZ - nr na liście 3";"Barbara Janina ŁACH - nr na liście 4";"Grzegorz Wojciech POCIĘGIEL - nr na liście 5";"Andrzej Piotr SZUBA - nr na liście 6";"Agata Magdalena SMOŁA - nr na liście 7";"Ewelina Anna JEZIOREK - nr na liście 8";"Marta Magdalena MUCHA - nr na liście 9";"Maria Barbara LECHOWICZ - nr na liście 10";"Kamil STACHOWICZ - nr na liście 11";"Alina Barbara BORYCZKA - nr na liście 12";"Karol Zygmunt SERAFIN - nr na liście 13";"Maciej Zbigniew SOSIN - nr na liście 14";"Jadwiga Maria NOWAK - nr na liście 15";"Bartłomiej Bogusław NIEDZIUŁKA - nr na liście 16";"Krzysztof Grzegorz GAGATEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Urszula Danuta AUGUSTYN - nr na liście 1";"Robert Marian WARDZAŁA - nr na liście 2";"Jacek Paweł PAJĄK - nr na liście 3";"Lech Jerzy PANKIEWICZ - nr na liście 4";"Barbara Maria KRUPA - nr na liście 5";"Grzegorz Maciej CYGONIK - nr na liście 6";"Jolanta Agata KRAMARCZYK - nr na liście 7";"Krzysztof Tadeusz JANAS - nr na liście 8";"Anna Beata POLAŃSKA - nr na liście 9";"Adam Marian KRAMARCZYK - nr na liście 10";"Rafał Leszek ROJEWSKI - nr na liście 11";"Łukasz SADKIEWICZ - nr na liście 12";"Piotr SZKLARSKI - nr na liście 13";"Magdalena Joanna ŁACNA - nr na liście 14";"Oliwia Julia BŁESZYŃSKA - nr na liście 15";"Tomasz Antoni KLUZA - nr na liście 16";"Dominika Kinga GONDEK-PODOSEK - nr na liście 17";"Bogusław SAMBOR - nr na liście 18"
"0d07-5889-0e4b-c228-53c9-12fb-ee4f-2764";"120101";"15";"11";"miasto";"stały";"Bursa Szkolna im. Polski Niepodległej w Bochni, ul. Kazimierza Wielkiego 67, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"1322";"1455";"372";"950";"3";"3";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"6";"5";"1";"0";"944";"113";"78";"1";"1";"15";"1";"3";"1";"0";"2";"0";"3";"0";"0";"1";"0";"6";"0";"1";"479";"101";"45";"9";"6";"3";"11";"2";"230";"58";"2";"0";"0";"2";"2";"3";"0";"1";"4";"86";"41";"13";"13";"4";"1";"1";"2";"2";"0";"2";"0";"0";"1";"1";"1";"0";"2";"2";"77";"21";"31";"5";"3";"0";"1";"1";"1";"1";"2";"4";"0";"0";"0";"5";"0";"2";"189";"74";"15";"56";"5";"2";"0";"2";"1";"3";"0";"0";"2";"1";"23";"0";"0";"2";"3"
"8156-ac63-fbe1-ddfa-25e3-01ba-ddda-cfc2";"120101";"15";"12";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Jana Matejki w Bochni, ul. Kazimierza Wielkiego 71, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"1837";"2026";"478";"1359";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"14";"6";"8";"0";"1344";"168";"108";"4";"2";"19";"1";"1";"7";"1";"2";"0";"0";"1";"1";"2";"1";"16";"0";"2";"685";"121";"100";"5";"12";"3";"18";"3";"332";"72";"4";"0";"3";"4";"1";"0";"0";"4";"3";"98";"48";"13";"16";"3";"0";"2";"1";"3";"0";"4";"1";"0";"1";"0";"1";"1";"2";"2";"108";"23";"47";"3";"9";"0";"1";"3";"4";"9";"0";"3";"0";"3";"0";"0";"2";"1";"285";"96";"23";"78";"10";"2";"0";"0";"1";"3";"65";"1";"5";"0";"0";"1";"0";"0";"0"
"62fd-249a-ae3f-707f-c2f9-a1be-71b4-6cbf";"120101";"15";"13";"miasto";"stały";"Zespół Szkół nr 1 w Bochni, ul. Windakiewicza 23, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"1091";"1170";"332";"759";"0";"3";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"7";"5";"2";"0";"752";"99";"69";"1";"0";"12";"0";"1";"3";"0";"3";"1";"0";"0";"1";"0";"0";"6";"2";"0";"401";"88";"58";"6";"3";"1";"5";"0";"175";"56";"4";"2";"1";"0";"0";"1";"0";"1";"0";"72";"35";"6";"10";"2";"3";"1";"1";"0";"1";"5";"0";"0";"3";"0";"2";"0";"0";"3";"47";"12";"15";"0";"4";"1";"3";"2";"1";"3";"0";"3";"0";"2";"0";"0";"0";"1";"133";"40";"17";"45";"3";"2";"0";"1";"1";"4";"0";"0";"1";"0";"16";"1";"0";"1";"1"
"a12c-5b21-5653-20ce-28e8-29dd-28f3-e62a";"120101";"15";"14";"miasto";"stały";"Miejskie Przedszkole nr 1 w Bochni, ul. gen. Tadeusza Jakubowskiego 12, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"1346";"1449";"382";"964";"3";"2";"0";"0";"0";"0";"0";"0";"0";"964";"0";"5";"959";"5";"2";"3";"0";"954";"117";"76";"1";"0";"15";"0";"2";"2";"2";"2";"0";"1";"0";"0";"0";"2";"11";"2";"1";"485";"102";"64";"11";"9";"3";"11";"4";"205";"55";"7";"3";"0";"4";"2";"0";"1";"3";"1";"89";"42";"13";"12";"1";"1";"3";"2";"3";"1";"4";"0";"1";"2";"0";"3";"0";"0";"1";"67";"18";"23";"1";"4";"0";"2";"1";"6";"3";"1";"2";"0";"1";"0";"0";"0";"5";"196";"65";"43";"48";"5";"5";"1";"0";"1";"2";"1";"2";"1";"1";"17";"0";"1";"3";"0"
"751d-0dcf-ed43-2b53-7b41-91ff-061d-9e30";"120101";"15";"15";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Jana Pawła II w Bochni, ul. gen. Tadeusza Jakubowskiego 12, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"1132";"1213";"335";"797";"1";"1";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"4";"2";"2";"0";"793";"90";"67";"1";"0";"5";"2";"0";"3";"1";"3";"1";"0";"0";"0";"0";"2";"5";"0";"0";"424";"71";"52";"13";"9";"3";"6";"1";"174";"77";"6";"2";"1";"2";"1";"3";"0";"1";"2";"52";"21";"8";"11";"3";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"2";"0";"1";"52";"7";"24";"0";"2";"0";"2";"0";"1";"2";"1";"3";"0";"1";"1";"1";"1";"6";"175";"68";"23";"54";"2";"4";"0";"2";"1";"0";"0";"0";"0";"2";"18";"0";"0";"0";"1"
"5134-2425-f6bc-7616-dc75-065a-3e8c-777a";"120101";"15";"16";"miasto";"zakład leczniczy";"Szpital Powiatowy w Bochni, ul. Krakowska 31, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"99";"97";"72";"27";"0";"1";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"0";"0";"0";"0";"27";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"2";"6";"0";"0";"1";"0";"0";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"a2e2-b1c4-c098-2a37-1221-26c7-3df1-96b4";"120101";"15";"17";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Bochni (świetlica DPS), ul. Karolina 14F, 32-700 Bochnia";"m. Bochnia";"bocheński";"małopolskie";"100";"105";"65";"35";"0";"1";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"7";"0";"7";"0";"28";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"6";"6";"0";"1";"2";"0";"0";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"9553-dbed-ed85-e097-951a-bca3-63f0-426f";"120102";"15";"1";"wieś";"stały";"Zespół Szkół Gminnych w Proszówkach-Szkoła Podstawowa, Proszówki 365, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"1401";"1543";"412";"989";"1";"2";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"13";"9";"4";"0";"976";"115";"74";"4";"1";"1";"0";"1";"11";"1";"4";"0";"0";"0";"0";"0";"0";"15";"2";"1";"606";"95";"80";"9";"6";"5";"2";"5";"314";"74";"7";"3";"2";"0";"2";"0";"1";"1";"0";"44";"16";"8";"6";"4";"0";"0";"1";"1";"0";"1";"1";"2";"0";"2";"1";"1";"0";"0";"86";"26";"29";"7";"2";"0";"2";"3";"5";"2";"1";"1";"0";"3";"0";"1";"2";"2";"125";"53";"12";"31";"3";"1";"0";"1";"0";"2";"1";"2";"3";"1";"12";"1";"0";"0";"2"
"cbe8-2f96-3482-80ed-ec0b-bc33-1874-ea9b";"120102";"15";"2";"wieś";"stały";"Świetlica Wiejska w Cikowicach, Cikowice 69, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"626";"689";"171";"455";"0";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"8";"5";"3";"0";"447";"63";"46";"1";"2";"5";"0";"1";"4";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"248";"58";"48";"4";"8";"0";"7";"0";"95";"20";"3";"0";"0";"0";"0";"1";"1";"1";"2";"21";"5";"3";"3";"0";"4";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"42";"15";"11";"1";"3";"0";"0";"2";"3";"2";"3";"0";"0";"0";"0";"0";"0";"2";"73";"27";"10";"11";"1";"5";"0";"1";"0";"4";"0";"0";"3";"0";"6";"2";"0";"1";"2"
"a1da-c9fc-3934-d1d6-083e-1bb9-9532-cbe4";"120102";"15";"3";"wieś";"stały";"Świetlica Wiejska w Łapczycy, Łapczyca 496, 32-744 Łapczyca";"gm. Bochnia";"bocheński";"małopolskie";"1507";"1660";"474";"1033";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"16";"13";"3";"0";"1017";"105";"65";"4";"0";"21";"1";"1";"3";"1";"2";"0";"0";"0";"0";"0";"1";"2";"3";"1";"718";"174";"95";"10";"8";"2";"6";"1";"216";"199";"1";"0";"0";"0";"1";"2";"0";"1";"2";"36";"17";"3";"3";"1";"1";"0";"0";"1";"0";"3";"0";"1";"1";"0";"1";"1";"2";"1";"62";"15";"21";"0";"1";"0";"0";"0";"2";"7";"1";"1";"1";"3";"3";"1";"1";"5";"96";"37";"9";"30";"1";"2";"0";"0";"0";"2";"0";"1";"0";"0";"12";"0";"0";"2";"0"
"0b7d-1b9b-e25e-8356-4eb5-2712-9b1e-3b7b";"120102";"15";"4";"wieś";"stały";"Zespół Szkół Gminnych im. Jana Pawła II w Nieszkowicach Małych, Nieszkowice Małe 112, 32-744 Łapczyca";"gm. Bochnia";"bocheński";"małopolskie";"929";"1012";"289";"640";"0";"0";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"13";"13";"0";"0";"627";"129";"49";"3";"0";"69";"0";"0";"2";"1";"1";"0";"0";"0";"0";"1";"3";"0";"0";"0";"388";"106";"25";"2";"12";"5";"3";"0";"179";"49";"2";"0";"2";"0";"0";"1";"0";"1";"1";"34";"14";"7";"2";"2";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"35";"12";"11";"1";"2";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"2";"41";"12";"3";"9";"5";"0";"2";"0";"0";"0";"0";"4";"1";"0";"2";"1";"0";"1";"1"
"6bee-c876-14de-c83c-1167-07fc-84c7-b752";"120102";"15";"5";"wieś";"stały";"Galeria Wiejska w Chełmie, Chełm 75, 32-744 Łapczyca";"gm. Bochnia";"bocheński";"małopolskie";"1039";"1151";"287";"752";"0";"5";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"9";"6";"3";"0";"743";"80";"63";"2";"0";"5";"0";"0";"1";"1";"1";"1";"1";"2";"0";"0";"0";"0";"2";"1";"479";"142";"40";"0";"30";"8";"3";"12";"158";"78";"3";"0";"0";"0";"0";"2";"0";"2";"1";"46";"23";"2";"6";"3";"1";"0";"2";"0";"1";"3";"0";"2";"1";"1";"0";"0";"0";"1";"48";"16";"11";"0";"3";"1";"1";"2";"2";"1";"0";"3";"0";"1";"1";"1";"1";"4";"90";"37";"6";"24";"4";"1";"0";"1";"2";"1";"0";"5";"0";"2";"6";"1";"0";"0";"0"
"63a1-0ead-aa06-aa85-2e48-0a16-d00c-9b6a";"120102";"15";"6";"wieś";"stały";"Zespół Szkół Gminnych im. Lotników Polskich w Nieszkowicach Wielkich, Nieszkowice Wielkie 67, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"1175";"1295";"393";"782";"0";"4";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"12";"11";"1";"0";"770";"114";"32";"1";"1";"74";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"536";"208";"51";"4";"9";"7";"4";"6";"157";"59";"11";"3";"1";"5";"2";"3";"0";"1";"5";"14";"7";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"56";"22";"20";"3";"2";"0";"1";"2";"2";"0";"0";"0";"0";"1";"1";"1";"0";"1";"50";"21";"5";"17";"2";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0"
"0392-2fd6-f5f2-8f2a-a418-0525-067c-ac43";"120102";"15";"7";"wieś";"stały";"Zespół Szkół Gminnych im. Henryka Sienkiewicza w Bogucicach-Szkoła Podstawowa, Bogucice 83, 32-711 Bogucice";"gm. Bochnia";"bocheński";"małopolskie";"697";"764";"225";"472";"0";"2";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"2";"1";"1";"0";"470";"46";"33";"3";"2";"0";"0";"1";"2";"0";"0";"0";"2";"0";"0";"1";"0";"1";"1";"0";"330";"89";"72";"1";"12";"2";"1";"0";"90";"44";"16";"0";"1";"0";"0";"0";"1";"0";"1";"9";"6";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"12";"5";"1";"2";"2";"2";"0";"2";"1";"0";"0";"1";"11";"1";"0";"0";"0";"45";"19";"2";"18";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"1"
"689a-b4d3-1744-742a-3c0e-d9af-abb1-94d8";"120102";"15";"8";"wieś";"stały";"Gminne Przedszkole w Bogucicach-Oddział w Cerekwi, Cerekiew 7, 32-711 Bogucice";"gm. Bochnia";"bocheński";"małopolskie";"442";"477";"153";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"3";"1";"2";"0";"286";"22";"13";"0";"1";"1";"0";"0";"0";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"1";"214";"85";"24";"2";"3";"2";"0";"1";"51";"27";"13";"1";"1";"0";"0";"1";"0";"2";"1";"8";"3";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"18";"6";"1";"0";"2";"0";"0";"0";"2";"2";"0";"0";"0";"3";"0";"1";"0";"1";"24";"4";"2";"9";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"3";"0";"0";"1";"2"
"2d5d-4e88-fe23-ed67-71a6-57c4-ecf9-f895";"120102";"15";"9";"wieś";"stały";"Zespół Szkół Gminnych im. Mikołaja Kopernika w Gawłowie, Gawłów 64, 32-711 Bogucice";"gm. Bochnia";"bocheński";"małopolskie";"1323";"1439";"464";"859";"0";"2";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"12";"11";"1";"0";"845";"85";"55";"3";"2";"6";"1";"0";"3";"1";"5";"0";"0";"0";"0";"2";"1";"4";"0";"2";"566";"127";"85";"9";"11";"1";"5";"3";"199";"97";"19";"4";"2";"1";"0";"1";"1";"1";"0";"34";"15";"3";"5";"2";"2";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"90";"17";"14";"3";"2";"0";"1";"2";"0";"2";"1";"3";"0";"41";"0";"0";"0";"4";"70";"18";"3";"27";"2";"3";"0";"1";"4";"5";"0";"0";"0";"1";"5";"1";"0";"0";"0"
"d19d-e860-ac38-7e5d-fe3d-768b-aa78-4d6c";"120102";"15";"10";"wieś";"stały";"Świetlica Wiejska w Gierczycach, Gierczyce 16, 32-744 Łapczyca";"gm. Bochnia";"bocheński";"małopolskie";"780";"859";"285";"495";"2";"3";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"10";"8";"2";"0";"485";"77";"35";"4";"1";"27";"2";"0";"2";"0";"0";"1";"0";"0";"0";"0";"2";"2";"0";"1";"275";"100";"48";"5";"5";"2";"5";"0";"57";"37";"7";"1";"3";"0";"1";"1";"1";"0";"2";"27";"15";"2";"3";"2";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"44";"18";"8";"2";"4";"1";"4";"2";"1";"0";"0";"2";"0";"0";"0";"0";"1";"1";"62";"22";"9";"14";"5";"0";"0";"0";"1";"2";"1";"0";"1";"0";"3";"0";"0";"2";"2"
"2858-58f3-abdd-f885-02e5-b4da-c922-3fef";"120102";"15";"11";"wieś";"stały";"Świetlica Wiejska w Brzeźnicy, Brzeźnica 168, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"886";"972";"317";"569";"0";"3";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"3";"1";"2";"0";"566";"55";"35";"1";"2";"8";"0";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"2";"3";"0";"416";"107";"86";"4";"7";"1";"6";"2";"131";"64";"1";"0";"2";"1";"0";"2";"1";"1";"0";"20";"6";"1";"4";"2";"0";"0";"1";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0";"1";"20";"9";"6";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"55";"14";"9";"19";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"8";"0";"0";"1";"1"
"429d-b16e-4140-7764-53d5-ec9a-7378-8ba1";"120102";"15";"12";"wieś";"stały";"Świetlica Wiejska w Gorzkowie, Gorzków 7, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"356";"386";"87";"269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"0";"0";"0";"0";"269";"45";"35";"0";"0";"1";"0";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"3";"2";"0";"159";"36";"18";"2";"1";"3";"2";"2";"32";"59";"1";"0";"0";"0";"0";"1";"0";"0";"2";"20";"10";"2";"1";"2";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"17";"7";"3";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"28";"4";"6";"15";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0"
"29c3-2f80-6caf-eaed-959c-53df-d465-820d";"120102";"15";"13";"wieś";"stały";"Szkoła Podstawowa im. Króla Kazimierza Wielkiego w Damienicach, Damienice 11, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"681";"742";"213";"468";"0";"3";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"3";"2";"1";"0";"465";"38";"24";"0";"2";"2";"0";"0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"4";"0";"1";"327";"69";"54";"0";"4";"3";"1";"0";"166";"21";"1";"0";"4";"0";"1";"1";"0";"2";"0";"22";"10";"2";"0";"5";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"36";"10";"8";"4";"1";"1";"0";"3";"2";"2";"0";"1";"0";"0";"2";"0";"0";"2";"42";"12";"5";"12";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"9";"0";"1";"0";"0"
"be2e-7ce8-3be9-2e46-608a-d021-c1b8-dcd9";"120102";"15";"14";"wieś";"stały";"Zespół Szkół Gminnych im. Adama Mickiewicza w Baczkowie-Szkoła Podstawowa, Baczków 23, 32-708 Dziewin";"gm. Bochnia";"bocheński";"małopolskie";"686";"745";"206";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"4";"2";"2";"0";"476";"65";"31";"0";"0";"3";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"27";"0";"0";"326";"89";"45";"1";"5";"4";"1";"1";"97";"68";"9";"0";"0";"1";"1";"2";"0";"1";"1";"19";"8";"2";"2";"1";"2";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"25";"5";"8";"2";"2";"0";"0";"0";"0";"2";"0";"1";"0";"3";"0";"0";"0";"2";"41";"16";"4";"13";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"4";"0";"0";"0";"0"
"c554-b7dc-28f0-e998-dcd3-6862-2f6f-9c5d";"120102";"15";"15";"wieś";"stały";"Wiejski Dom Ludowy w Pogwizdowie, Pogwizdów 218, 32-700 Bochnia";"gm. Bochnia";"bocheński";"małopolskie";"606";"674";"216";"390";"0";"3";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"6";"2";"4";"0";"384";"35";"10";"2";"2";"15";"0";"1";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"294";"75";"42";"5";"9";"3";"10";"4";"95";"36";"3";"0";"3";"2";"1";"1";"1";"1";"3";"11";"5";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"21";"6";"7";"0";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"23";"7";"0";"6";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"1";"0";"0"
