Nr komisji;Siedziba;TERYT Gminy;Gmina;Powiat;Województwo;Nr okręgu;Liczba komisji;Liczba uwzględnionych komisji;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie);Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;W tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;KOMITET WYBORCZY NOWA LEWICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;KOMITET WYBORCZY POLSKA JEST JEDNA;KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU;KOMITET WYBORCZY NORMALNY KRAJ;KOMITET WYBORCZY ANTYPARTIA;KOMITET WYBORCZY RUCH NAPRAWY POLSKI;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
11;Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. gen. Grota Roweckiego 6, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;900;953;240;660;0;660;1;7;0;0;0;0;0;0;660;0;0;660;11;7;4;0;649;8;69;64;236;36;233;3;;;;;
12;Szkoła Podstawowa nr 10 z Oddziałami Sportowymi im. Polskich Olimpijczyków, ul. gen. Grota Roweckiego 6, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;860;908;239;621;0;621;1;7;0;0;0;0;0;0;621;0;0;621;12;8;4;0;609;5;60;77;252;31;176;8;;;;;
13;Przedszkole Publiczne nr 3, ul. 3 Maja 22, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;840;901;245;595;1;596;3;1;1;1;0;0;0;0;595;0;0;595;12;5;7;0;583;9;78;65;214;36;169;12;;;;;
14;Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Chrobrego, ul. Szkolna 5, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;1020;1085;205;815;1;816;2;4;1;0;0;0;0;1;816;1;0;816;10;7;3;0;806;10;97;86;202;43;358;10;;;;;
15;Miejski Zarząd Budynków Mieszkalnych Sp. z o. o., ul. 3 Maja 48, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;979;1055;264;715;0;715;1;9;0;0;0;0;0;0;715;0;0;715;20;10;10;0;695;8;98;71;237;50;215;16;;;;;
16;Zespół Ośrodków Wsparcia, ul. Lotnicza 5, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;880;934;294;586;0;586;1;5;0;0;0;0;0;0;586;0;0;586;6;2;4;0;580;18;74;45;196;39;201;7;;;;;
17;Szkoła Podstawowa nr 4 z Oddziałami Integracyjnymi, ul. Ludowa 11, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;861;919;309;552;0;552;2;2;0;0;0;0;0;0;552;0;0;552;11;11;0;0;541;16;79;46;178;48;164;10;;;;;
18;Szkoła Podstawowa nr 4 z Oddziałami Integracyjnymi, ul. Ludowa 11, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;1020;1080;353;667;0;667;5;6;0;0;0;0;0;0;666;0;0;666;10;5;5;0;656;10;82;55;220;58;223;8;;;;;
19;Zespół Szkół Cechu Rzemiosł Różnych, ul. Polna 2, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;970;1043;295;675;0;675;5;2;0;0;0;0;0;0;675;0;0;675;21;11;10;0;654;10;87;64;214;38;230;11;;;;;
20;Szkoła Podstawowa nr 4 z Oddziałami Integracyjnymi, ul. Ludwika Waryńskiego 50, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;1050;1131;239;811;0;811;1;14;0;0;0;0;0;0;811;0;0;811;11;6;5;0;800;25;92;62;239;62;306;14;;;;;
21;Szkoła Podstawowa nr 4 z Oddziałami Integracyjnymi, ul. Ludwika Waryńskiego 50, 58-260 Bielawa;20201;m. Bielawa;dzierżoniowski;dolnośląskie;2;1;1;760;821;236;524;0;524;1;5;0;0;0;0;0;0;524;0;0;524;18;18;0;0;506;11;62;46;182;33;164;8;;;;;
1;"Pracownicze Ogródki Działkowe ""Jar"", ul. Złota 10, 58-200 Dzierżoniów";20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1069;1146;141;928;0;928;3;5;0;0;0;0;0;0;928;0;0;928;7;1;6;0;921;9;119;52;210;57;463;11;;;;;
2;Przedszkole Publiczne nr 7, os. Osiedle Tęczowe 3, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1400;1488;225;1175;1;1176;1;4;1;1;0;0;0;0;1175;0;0;1175;11;4;7;0;1164;17;188;81;329;77;451;21;;;;;
3;Przedszkole Publiczne nr 2 z Oddziałami Integracyjnymi i Oddziałem Specjalnym, ul. Złota 8, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;891;978;207;684;0;684;0;3;0;0;0;0;0;0;684;0;0;684;15;8;7;0;669;13;73;49;274;43;207;10;;;;;
4;Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi im. Bohaterów Westerplatte, os. Osiedle Błękitne 25, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;840;907;174;666;0;666;3;6;0;0;0;0;0;0;666;0;0;666;18;13;5;0;648;4;59;59;257;31;226;12;;;;;
5;Przedszkole Publiczne nr 3, os. Osiedle Błękitne 26, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;960;1007;217;743;2;745;0;2;2;0;0;0;0;2;745;2;1;744;17;9;8;0;727;12;84;60;244;44;263;20;;;;;
6;Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi im. Bohaterów Westerplatte, os. Osiedle Błękitne 25, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1100;1173;222;878;2;880;5;9;2;0;0;0;0;2;880;2;0;880;16;11;5;0;864;11;113;64;285;48;333;10;;;;;
7;Szkoła Podstawowa nr 1 im. Noblistów Polskich, ul. gen. Władysława Sikorskiego 2, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;980;1075;209;771;2;773;3;1;2;1;0;0;1;0;771;0;0;771;9;5;4;0;762;7;95;56;269;48;275;12;;;;;
8;Filia Miejsko-Powiatowej Biblioteki Publicznej im. Krzysztofa Kamila Baczyńskiego w Dzierżoniowie, ul. gen. Władysława Sikorskiego 2, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;970;1029;214;746;1;747;1;5;1;0;0;0;0;1;747;1;0;747;9;1;8;0;738;7;81;58;259;41;271;21;;;;;
9;Przedszkole Niepubliczne nr 4, os. Osiedle Jasne 21, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;910;973;181;729;0;729;2;1;0;0;0;0;0;0;729;0;0;729;6;3;3;0;723;9;97;56;240;25;283;13;;;;;
10;"Niepubliczny Żłobek ""Sówka"", os. Osiedle Jasne 22, 58-200 Dzierżoniów";20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;680;737;136;544;0;544;2;3;0;0;0;0;0;0;544;0;0;544;2;0;2;0;542;8;47;32;186;38;218;13;;;;;
11;Niepubliczna Szkoła Podstawowa „Edukacja i Rodzina”, ul. Wrocławska 51, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1130;1217;161;969;0;969;3;7;0;0;0;0;0;0;969;0;2;967;15;11;4;0;952;9;111;72;273;66;407;14;;;;;
12;była siedziba Dziennego Domu Senior+, ul. Ignacego Krasickiego 25, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1000;1095;287;713;1;714;2;8;1;0;0;0;0;1;714;1;0;714;7;4;3;0;707;22;85;56;246;64;219;15;;;;;
13;I Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego, ul. marsz. Józefa Piłsudskiego 10, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;960;1033;335;625;0;625;2;5;0;0;0;0;0;0;625;0;0;625;11;8;3;0;614;6;64;48;245;48;192;11;;;;;
14;Zespół Szkół Nr 3 im. Kombatantów Rzeczypospolitej Polskiej, ul. Słowiańska 6, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1040;1117;260;780;1;781;0;2;1;0;0;0;0;1;781;1;0;781;14;6;8;0;767;10;81;58;262;54;288;14;;;;;
15;"dawny Biurowiec ""Silesiany"", ul. Batalionów Chłopskich 19, 58-200 Dzierżoniów";20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1210;1340;253;957;13;970;1;6;12;0;0;0;0;12;969;12;0;969;10;6;4;0;959;13;100;56;335;64;379;12;;;;;
16;Przedszkole Publiczne nr 1 im. Jana Brzechwy, ul. Batalionów Chłopskich 20, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1109;1163;237;872;3;875;5;7;3;0;0;0;0;3;875;3;0;875;15;8;7;0;860;15;106;55;220;46;403;15;;;;;
17;Szkoła Podstawowa nr 9 im. Mikołaja Kopernika, ul. Mikołaja Kopernika 7, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;931;999;311;620;1;621;0;5;1;0;0;0;0;1;621;1;0;621;13;9;4;0;608;15;74;63;204;49;196;7;;;;;
18;Dzierżoniowski Ośrodek Kultury, ul. Świdnicka 23, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1180;1268;316;864;2;866;1;11;2;0;0;0;0;2;866;2;0;866;7;5;2;0;859;11;78;69;267;76;350;8;;;;;
19;Dzienny Dom Senior+, ul. Świdnicka 35, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1110;1106;368;742;2;744;0;13;2;0;0;0;0;2;744;2;0;744;9;6;3;0;735;8;72;53;265;53;275;9;;;;;
20;Ośrodek Pomocy Społecznej, ul. Szkolna 24, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1301;1388;420;881;2;883;3;8;2;0;0;0;0;2;883;2;0;883;20;11;9;0;863;7;99;87;283;53;318;16;;;;;
21;Szkoła Podstawowa nr 3 im. Komisji Edukacji Narodowej, ul. Nowowiejska 64, 58-200 Dzierżoniów;20202;m. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1200;1316;401;798;1;799;0;3;1;0;0;0;0;1;800;1;0;800;16;8;8;0;784;20;100;54;279;70;238;23;;;;;
1;Niepubliczna Szkoła Podstawowa-Stowarzyszenie Nauczyciele Dzieciom, ul. Świdnicka 53, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;820;883;255;565;0;565;0;0;0;0;0;0;0;0;565;0;0;565;28;22;6;0;537;9;83;26;235;29;152;3;;;;;
2;Szkoła Podstawowa nr 1 im. Pieszyckiej Harcerskiej Organizacji Podziemnej w Pieszycach-budynek D (hala sportowa), ul. Adama Mickiewicza 8, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;1560;1668;591;969;0;969;4;8;0;0;0;0;0;0;969;0;0;969;27;23;4;0;942;20;90;71;329;66;341;25;;;;;
3;Szkoła Podstawowa nr 1 im. Pieszyckiej Harcerskiej Organizacji Podziemnej w Pieszycach, ul. Ogrodowa 23, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;1320;1416;341;979;0;979;4;10;0;0;0;0;0;0;979;0;6;973;14;8;6;0;959;25;107;58;320;61;342;46;;;;;
4;Centrum Usług Społecznych w Pieszycach, ul. Mikołaja Kopernika 124, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;1170;1232;396;774;0;774;1;4;0;0;0;0;0;0;774;0;0;774;14;8;6;0;760;26;96;49;272;66;234;17;;;;;
5;Sala Sołecka, Kamionki 60, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;350;383;79;271;0;271;0;0;0;0;0;0;0;0;271;0;0;271;12;7;5;0;259;6;24;12;113;26;74;4;;;;;
6;Sala Sołecka, Piskorzów 48d, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;450;492;87;363;0;363;0;3;0;0;0;0;0;0;363;0;0;363;9;5;4;0;354;5;27;18;124;31;126;23;;;;;
7;Filia Miejskiej Biblioteki Publicznej-Centrum Kultury w Pieszycach, Rościszów 51a, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;520;582;141;376;0;376;1;11;0;0;0;0;0;0;379;0;0;379;10;7;3;0;369;5;41;26;123;29;126;19;;;;;
8;Sala wiejska w Bratoszowie, Bratoszów 52, 58-250 Pieszyce;20203;gm. Pieszyce;dzierżoniowski;dolnośląskie;2;1;1;170;183;47;123;0;123;0;1;0;0;0;0;0;0;123;0;0;123;2;1;1;0;121;2;16;8;35;16;39;5;;;;;
1;Szkoła Podstawowa im. Krzysztofa Kamila Baczyńskiego, ul. Tadeusza Kościuszki 1, 58-240 Piława Górna;20204;m. Piława Górna;dzierżoniowski;dolnośląskie;2;1;1;1391;1483;424;967;1;968;3;5;1;1;0;0;0;0;967;0;0;967;20;12;8;0;947;23;148;68;337;79;273;19;;;;;
2;Szkoła Podstawowa im. Krzysztofa Kamila Baczyńskiego, ul. Tadeusza Kościuszki 1, 58-240 Piława Górna;20204;m. Piława Górna;dzierżoniowski;dolnośląskie;2;1;1;1500;1604;475;1025;3;1028;3;5;3;0;0;0;0;3;1028;3;0;1028;30;20;10;0;998;17;140;76;419;70;263;13;;;;;
3;Świetlica Ochotniczej Straży Pożarnej, ul. Bolesława Limanowskiego 3, 58-240 Piława Górna;20204;m. Piława Górna;dzierżoniowski;dolnośląskie;2;1;1;1370;1440;451;919;1;920;3;1;1;0;0;0;0;1;920;1;0;920;28;22;6;0;892;15;111;62;370;66;253;15;;;;;
1;Centrum Biblioteczno-Kulturalne, ul. Kolejowa 12B, 58-116 Mościsko;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;240;271;58;182;0;182;0;0;0;0;0;0;0;0;182;0;0;182;4;2;2;0;178;6;23;7;54;15;68;5;;;;;
2;Centrum Biblioteczno-Kulturalne, ul. Kolejowa 12B, 58-116 Mościsko;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;500;523;107;393;0;393;0;5;0;0;0;0;0;0;393;0;0;393;21;15;6;0;372;5;31;14;111;29;171;11;;;;;
3;Sala Integracji Społecznej, Włóki 78, 58-207 Tuszyn;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;390;415;67;323;0;323;0;1;0;0;0;0;0;0;323;0;0;323;5;1;4;0;318;1;30;19;88;27;145;8;;;;;
4;Szkoła Podstawowa im. Jana Pawła II, Tuszyn 47, 58-207 Tuszyn;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;280;313;47;233;0;233;0;3;0;0;0;0;0;0;233;0;0;233;1;0;1;0;232;5;27;13;85;19;82;1;;;;;
5;Budynek integracji społecznej w Książnicy, Książnica 5B, 58-207 Tuszyn;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;370;395;98;272;0;272;0;2;0;0;0;0;0;0;272;0;0;272;10;8;2;0;262;4;33;14;101;34;71;5;;;;;
6;Filia Nr 2 Biblioteki Publicznej, ul. Piastowska 1, 58-211 Uciechów;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;730;789;129;601;1;602;2;2;0;0;0;0;0;0;601;0;0;601;12;7;5;0;589;11;64;35;247;43;168;21;;;;;
7;Centrum Kulturalno-Sportowo-Oświatowe, Dobrocin ul. Kościuszki 14A, 58-200 Dzierżoniów;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;440;479;123;317;0;317;1;3;0;0;0;0;0;0;317;0;0;317;6;4;2;0;311;2;34;22;127;29;92;5;;;;;
8;Budynek wielofunkcyjny, Roztocznik 41A, 58-217 Gilów;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;340;369;83;257;0;257;2;0;0;0;0;0;0;0;257;0;0;257;19;14;5;0;238;11;19;12;127;20;46;3;;;;;
9;Zespół Szkolno-Przedszkolny, ul. Główna 50, 58-241 Piława Dolna;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;1050;1128;234;816;0;816;2;3;0;0;0;0;0;0;814;0;0;814;15;11;4;0;799;13;57;39;321;77;269;23;;;;;
10;Świetlica wiejska, Owiesno 88, 58-262 Ostroszowice;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;440;482;116;324;1;325;0;0;1;0;0;0;0;1;325;1;0;325;6;3;3;0;319;4;38;14;114;39;106;4;;;;;
11;Zespół Szkolno-Przedszkolny, ul. Bielawska 58, 58-262 Ostroszowice;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;890;959;229;661;0;661;0;1;0;0;0;0;0;0;661;0;0;661;13;9;4;0;648;4;70;43;243;37;247;4;;;;;
12;Domek Myśliwski, Jodłownik 40, 58-262 Ostroszowice;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;300;318;71;229;0;229;0;2;0;0;0;0;0;0;229;0;0;229;2;1;1;0;227;2;17;14;117;11;64;2;;;;;
13;Sala Wiejska w Nowiźnie, ul. Długa 12, 58-116 Nowizna;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;300;315;75;225;1;226;0;4;0;0;0;0;0;0;225;0;0;225;4;1;3;0;221;8;29;3;98;24;53;6;;;;;
14;Pałac w Kiełczynie, Kiełczyn 13, 58-207 Kiełczyn;20205;gm. Dzierżoniów;dzierżoniowski;dolnośląskie;2;1;1;170;187;37;133;0;133;0;4;0;0;0;0;0;0;133;0;0;133;3;3;0;0;130;2;17;2;67;7;32;3;;;;;
1;Oddział przedszkolny Szkoły Podstawowej im. Jana Pawła II w Łagiewnikach, Jaźwina 79, 58-212 Jaźwina;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;800;849;250;550;0;550;0;4;0;0;0;0;0;0;550;0;0;550;10;10;0;0;540;17;52;31;241;46;143;10;;;;;
2;Sala Wiejska, Ratajno 55, 58-210 Łagiewniki;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;480;535;94;386;0;386;1;13;0;0;0;0;0;0;386;0;0;386;8;3;5;0;378;4;38;21;185;27;98;5;;;;;
3;Sala Wiejska, ul. Wesoła 9, 58-214 Oleszna;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;610;668;118;492;0;492;0;0;0;0;0;0;0;0;492;0;0;492;12;9;3;0;480;11;55;21;239;52;97;5;;;;;
4;Sala Wiejska, Radzików 56, 58-210 Łagiewniki;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;280;323;46;234;0;234;0;18;0;0;0;0;0;0;234;0;0;234;3;2;1;0;231;2;29;24;95;18;62;1;;;;;
5;Szkoła Podstawowa im. Jana Pawła II w Łagiewnikach, ul. Jedności Narodowej 38, 58-210 Łagiewniki;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;1130;1276;199;931;0;931;5;30;0;0;0;0;0;0;931;0;0;931;12;9;3;0;919;19;140;61;370;78;238;13;;;;;
6;Szkoła Podstawowa im. Jana Pawła II w Łagiewnikach, ul. Jedności Narodowej 38, 58-210 Łagiewniki;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;810;907;177;633;0;633;0;12;0;0;0;0;0;0;633;0;0;633;11;7;4;0;622;14;110;42;244;49;160;3;;;;;
7;Sala Wiejska, Ligota Wielka 57, 58-210 Łagiewniki;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;330;350;77;253;0;253;0;0;0;0;0;0;0;0;253;0;0;253;5;2;3;0;248;5;19;8;139;22;55;0;;;;;
8;Sala Wiejska, Słupice 89, 58-212 Jaźwina;20206;gm. Łagiewniki;dzierżoniowski;dolnośląskie;2;1;1;390;415;89;301;0;301;0;0;0;0;0;0;0;0;301;0;0;301;4;3;1;0;297;7;29;22;164;17;51;7;;;;;
1;"„Klub Senior+"", ul. Ogrodowa 1, 58-230 Niemcza";20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;710;766;192;518;0;518;2;1;0;0;0;0;0;0;518;0;0;518;8;7;1;0;510;7;66;47;207;20;157;6;;;;;
2;Niemczański Ośrodek Kultury, rynek Rynek 32, 58-230 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;550;576;201;349;0;349;2;9;0;0;0;0;0;0;349;0;0;349;18;6;12;0;331;8;27;25;136;27;104;4;;;;;
3;Dom Pomocy Społecznej-filia w Niemczy, ul. Kolejowa 14 - 16, 58-230 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;800;852;293;507;0;507;3;4;0;0;0;0;0;0;507;0;0;507;21;15;6;0;486;15;53;36;214;32;129;7;;;;;
4;Niepubliczna Szkoła Podstawowa, Przerzeczyn-Zdrój ul. Zdrojowa 14, 58-231 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;500;537;128;372;0;372;1;1;0;0;0;0;0;0;372;0;0;372;13;9;4;0;359;9;24;32;153;30;111;0;;;;;
5;Budynek gminny, Wilków Wielki 26, 58-230 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;470;504;132;338;0;338;0;3;0;0;0;0;0;0;338;0;0;338;16;12;4;0;322;14;44;20;130;33;76;5;;;;;
6;Niepubliczna Szkoła Podstawowa, Gilów 49, 58-217 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;540;595;122;418;0;418;1;8;0;0;0;0;0;0;418;0;0;418;15;15;0;0;403;6;57;24;166;39;105;6;;;;;
7;Świetlica wiejska, Nowa Wieś Niemczańska 24/1, 58-231 Niemcza;20207;gm. Niemcza;dzierżoniowski;dolnośląskie;2;1;1;230;241;53;177;0;177;0;2;0;0;0;0;0;0;177;0;0;177;11;9;2;0;166;3;29;9;73;13;38;1;;;;;
1;Państwowa Wyższa Szkoła Zawodowa, ul. Piotra Skargi 5, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;2169;2366;267;1902;1;1903;6;49;1;0;0;0;0;1;1903;1;0;1903;32;19;13;0;1871;31;196;195;464;144;813;28;;;;;
2;Zespół Szkół Politechnicznych, pl. Plac Jana z Głogowa 7, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1673;1757;401;1272;0;1272;3;33;0;0;0;0;0;0;1272;0;0;1272;23;9;14;0;1249;23;105;124;419;76;476;26;;;;;
3;I Liceum Ogólnokształcące w Głogowie, ul. Jedności Robotniczej 10, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1772;1821;586;1186;0;1186;2;25;0;0;0;0;0;0;1186;0;0;1186;15;7;8;0;1171;29;73;99;487;69;395;19;;;;;
4;Szkoła Podstawowa nr 2, ul. Aleja Wolności 74, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1643;1738;495;1148;1;1149;2;19;1;0;0;0;1;0;1148;0;0;1148;31;22;9;0;1117;22;81;110;410;81;403;10;;;;;
5;Szkoła Podstawowa nr 8, ul. Gustawa Morcinka 2, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;884;900;204;680;0;680;3;2;0;0;0;0;0;0;680;0;0;680;10;7;3;0;670;12;51;61;269;29;237;11;;;;;
6;Miejska Biblioteka Publiczna, ul. Jedności Robotniczej 15, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1108;1181;208;910;0;910;3;40;0;0;0;0;0;0;910;0;0;910;9;5;4;0;901;30;73;86;345;23;337;7;;;;;
7;Przedszkole Publiczne nr 6, ul. Gustawa Morcinka 6, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1109;1170;253;856;0;856;2;15;0;0;0;0;0;0;856;0;0;856;19;9;10;0;837;10;65;92;329;43;290;8;;;;;
8;Szkoła Podstawowa nr 8, ul. Gustawa Morcinka 2, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;925;989;212;713;1;714;0;15;1;0;0;0;0;1;713;1;0;713;10;7;3;0;703;16;49;58;270;33;265;12;;;;;
9;Szkoła Podstawowa nr 6, ul. Tadeusza Kościuszki 18, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1076;1136;209;867;0;867;1;13;0;0;0;0;0;0;867;0;1;866;5;4;1;0;861;14;68;62;327;38;339;13;;;;;
10;Szkoła Podstawowa nr 12, ul. Mikołaja Gomółki 43, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1077;1133;267;810;2;812;2;7;2;0;0;0;2;0;810;0;0;810;10;8;2;0;800;14;75;73;270;43;313;12;;;;;
11;"Stowarzyszenie na Rzecz Integracji i Usamodzielniania "" Dom w Głogowie"", ul. Okrężna 21, 67-200 Głogów";20301;m. Głogów;głogowski;dolnośląskie;1;1;1;670;719;136;534;0;534;1;12;0;0;0;0;0;0;534;0;0;534;14;9;5;0;520;9;63;47;167;30;200;4;;;;;
12;Przedszkole Publiczne nr 9, ul. Perseusza 3, 67-200 Głogów;20301;m. Głogów;głogowski;dolnośląskie;1;1;1;1332;1427;243;1089;1;1090;0;18;1;0;0;0;0;1;1090;1;0;1090;12;6;6;0;1078;23;91;101;354;69;429;11;;;;;
