"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"CZAJA Herbert Wincenty - KW BEZPARTYJNI SAMORZĄDOWCY";"PECZKIS Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"GODYLA Beniamin Wincenty - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
10;"Publiczna Szkoła Podstawowa Nr 4, sala lekcyjna nr 2, ul. Sosnowa 3, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;125;169;497
11;"Publiczna Szkoła Podstawowa Nr 4, sala lekcyjna nr 3, ul. Sosnowa 3, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;113;149;348
12;"Publiczna Szkoła Podstawowa Nr 7, ul. Kardynała Stefana Wyszyńskiego 2, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;109;199;529
13;"Przedszkole Publiczne Nr 8, ul. Kardynała Stefana Wyszyńskiego 6, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;96;212;347
14;"Żłobek, ul. Kardynała Stefana Wyszyńskiego 14, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;86;199;424
15;"Przedszkole Publiczne Nr 9, ul. Kardynała Stefana Wyszyńskiego 12, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;103;191;408
16;"Zespół Placówek Oświatowych w Dziewkowicach, Przedszkole Publiczne, Dziewkowice ul. Strzelecka 1, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;156;185;309
17;"Zespół Placówek Oświatowych w Błotnicy Strzeleckiej, Przedszkole Publiczne, Warmątowice ul. Błotnicka 6, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;73;71;155
18;"Zespół Placówek Oświatowych w Błotnicy Strzeleckiej, Publiczna Szkoła Podstawowa, Błotnica Strzelecka ul. Toszecka 19, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;90;160;260
19;"Niepubliczna Szkoła Podstawowa, Grodzisko ul. Główna 35, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;111;80;121
20;"Zespół Placówek Oświatowych w Kadłubie, Przedszkole Publiczne, Osiek ul. Strzelecka 1, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;53;58;62
21;"Zespół Placówek Oświatowych Publiczna Szkoła Podstawowa, Kalinowice ul. Szkolna 1, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;89;108;196
22;"Świetlica Wiejska, Szymiszów ul. Wolności 60, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;78;75;138
23;"Świetlica Wiejska, Rożniątów ul. Wolności 28, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;80;121;166
24;"Zespół Placówek Oświatowych w Suchej, Publiczna Szkoła Podstawowa, Sucha ul. Kościelna 40, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;61;77;176
25;"Publiczna Szkoła Podstawowa, Szymiszów ul. Szkolna 2, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;105;109;225
26;"Zespół Placówek Oświatowych w Rozmierce, Publiczna Szkoła Podstawowa, Rozmierka ul. Szkolna 3, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;123;148;172
27;"Świetlica Wiejska, Rozmierz ul. Wyzwolenia 10, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;60;56;104
28;"Zespół Placówek Oświatowych, Publiczna Szkoła Podstawowa, Kadłub ul. Powstańców Śląskich 26, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;161;166;268
29;"Dom Pomocy Społecznej w Strzelcach Opolskich, ul. Strażacka 8, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;13;11;6
30;"Dom Pomocy Społecznej w Strzelcach Opolskich Filia w Szymiszowie, Szymiszów ul. Strzelecka 2, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;6;18;6
31;"Szpital Powiatowy im. Prałata J. Glowatzkiego, ul. Opolska 36A, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;3;7;10
32;"Zakład Karny Nr 1 w Strzelcach Opolskich, ul. Karola Miarki 1, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;79;88;519
33;"Zakład Karny Nr 1 w Strzelcach Opolskich-Oddział Zewnętrzny w Strzelcach Opolskich, ul. Klonowa 3, 47-100 Strzelce Opolskie";161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";1;1;49;57;275
1;"Sala Posiedzeń Urzędu Miejskiego, ul. Sławięcicka 19, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;202;267;432
2;"Szkoła Podstawowa, Olszowa ul. Szkolna 7, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;51;55;97
3;"Szkoła Podstawowa, Jaryszów ul. Stawowa 1, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;100;98;160
4;"Świetlica Wiejska, Zimna Wódka ul. Ujazdowska 6, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;120;118;142
5;"Świetlica Wiejska, Sieroniowice ul. Strzelecka 29, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;44;97;131
6;"Budynek po Szkole Podstawowej, Stary Ujazd ul. Szkolna 3, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;78;85;109
7;"Budynek Kulturalno-Oświatowy, Niezdrowice ul. Wiejska 34, 47-143 Ujazd";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;47;99;97
8;"Publiczne Przedszkole, Balcarzowice ul. 1 Maja 12, 47-134 Błotnica Strzelecka";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;33;44;45
9;"Świetlica Wiejska w Nogowczycach, ul. Lipowa 1, 47-143 Nogowczyce";161106;"gm. Ujazd";"strzelecki";"opolskie";1;1;42;23;86
1;"Kinoteatr, pl. Plac Hutnika 1, 47-120 Zawadzkie";161107;"gm. Zawadzkie";"strzelecki";"opolskie";1;1;151;278;328
2;"Ośrodek Pomocy Społecznej, ul. Dębowa 11, 47-120 Zawadzkie";161107;"gm. Zawadzkie";"strzelecki";"opolskie";1;1;186;304;433
3;"Publiczna Szkoła Podstawowa w Zawadzkiem, ul. Opolska 47, 47-120 Zawadzkie";161107;"gm. Zawadzkie";"strzelecki";"opolskie";1;1;223;391;572
4;"Publiczna Szkoła Podstawowa, Żędowice ul. Strzelecka 35A, 47-120 Zawadzkie";161107;"gm. Zawadzkie";"strzelecki";"opolskie";1;1;263;406;350
5;"Zabytkowa Chata, ul. Dobrego Pasterza 35, 47-126 Kielcza";161107;"gm. Zawadzkie";"strzelecki";"opolskie";1;1;190;346;277
