"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"MAZUR Stanisław Jan - KW NOWA LEWICA";"CZELEJ Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"WYPYCH Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ"
5;"Zespół Szkół w Puchaczowie, ul. Adama Mickiewicza 19, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;106;185;62
6;"Budynek Wielofunkcyjny w Albertowie, Albertów 69, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;54;163;77
7;"Budynek OSP Brzeziny, Brzeziny 133, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;89;122;56
8;"Przedszkole w Ciechankach, Ciechanki 66, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;114;234;78
9;"Budynek OSP Szpica, Szpica 65, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;36;137;26
10;"Budynek OSP Turowola, Turowola 61, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;69;135;69
11;"Budynek wiejski w miejscowości Turowola-Kolonia, Turowola-Kolonia 5A, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;73;145;54
12;"Budynek OSP Wesołówka, Wesołówka 45, 21-013 Puchaczów";61005;"gm. Puchaczów";"łęczyński";"lubelskie";1;1;28;71;20
1;"Lokal Szkoły Podstawowej, Spiczyn 8, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;396;382;234
2;"Lokal Szkoły Podstawowej, Charlęż-Kolonia 17, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;121;188;85
3;"Remiza OSP w Jawidzu, Jawidz 109C, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;219;373;153
4;"Lokal Szkoły Podstawowej, Zawieprzyce 121, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;38;130;27
5;"Lokal Szkoły Podstawowej, Januszówka 33A, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;106;194;74
6;"Remiza OSP w Zawieprzycach-Kolonii, Zawieprzyce-Kolonia 35A, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;57;113;38
7;"Gminne Centrum Kultury w Ziółkowie, Ziółków 49B, 21-077 Spiczyn";61006;"gm. Spiczyn";"łęczyński";"lubelskie";1;1;43;75;30
1;"Zespół Szkół Ogólnokształcących Nr 1, ul. Al. Wojska Polskiego 27, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;455;440;163
2;"Zespół Szkół Ogólnokształcących nr 1, ul. Al. Wojska Polskiego 27, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;410;402;129
3;"Miejski Ośrodek Kultury, ul. Aleja Lotników Polskich 24, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;445;424;158
4;"Centrum Usług Społecznych, ul. Cypriana Kamila Norwida 2, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;488;480;166
5;"Przedszkole Nr 4 Zespół Przedszkoli nr 2, ul. Marszałka Józefa Piłsudskiego 1, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;467;570;169
6;"Centrum Usług Społecznych, ul. Kardynała Stefana Wyszyńskiego 5, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;390;398;126
7;"Miejsko – Powiatowa Biblioteka Publiczna, ul. Niepodległości 13, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;272;428;108
8;"Szkoła Podstawowa nr 3 w Świdniku, ul. Mikołaja Kopernika 9a, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;327;376;119
9;"Przedszkole nr 3, ul. Hotelowa 7, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;335;393;119
10;"Szkoła Podstawowa nr 3, ul. Mikołaja Kopernika 9, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;341;470;114
11;"Szkoła Podstawowa nr 3, ul. Mikołaja Kopernika 9A, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;449;517;129
12;"Przedszkole nr 5, ul. gen. J. Hallera 11, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;381;519;125
13;"Szkoła Podstawowa nr 7, ul. Aleja Armii Krajowej 3, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;444;456;154
14;"Szkoła Podstawowa nr 7, ul. Aleja Armii Krajowej 3, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;410;467;115
15;"Szkoła Podstawowa Nr 7, ul. Aleja Armii Krajowej 3, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;509;331;183
16;"Przedszkole nr 7, ul. ks. Kanonika Jana Hryniewicza 7, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;434;535;155
17;"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;479;360;162
18;"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;394;474;154
19;"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;555;355;161
20;"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;452;238;147
21;"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;512;373;203
22;"Szpital, ul. Aleja Lotników Polskich 18, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;26;41;17
23;"Dom Pomocy Społecznej w Świdniku, ul. Piasecka 240, 21-040 Świdnik";61701;"m. Świdnik";"świdnicki";"lubelskie";1;1;7;19;4
1;"Szkoła Podstawowa w Dominowie, Dominów 78, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;70;212;75
2;"Remiza OSP w Janowicach, Janowice 137, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;123;232;90
3;"Szkoła Podstawowa w Krępcu, Krępiec ul. Szkolna 3, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;696;661;252
4;"Szkoła Podstawowa w Krzesimowie, Krzesimów 116, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;86;214;76
5;"Budynek Urzędu Gminy w Mełgwi, ul. Partyzancka 2, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;252;395;110
6;"Centrum Kultury Gminy Mełgiew w Podzamczu, Podzamcze 22, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;195;310;113
7;"Świetlica we Franciszkowie, Franciszków ul. Szkolna 47, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;312;331;147
8;"Szkoła Podstawowa w Jackowie, Jacków 21, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;142;183;83
9;"Remiza OSP w Trzeszkowicach, Trzeszkowice 35, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;39;108;26
10;"Świetlica, Żurawniki 44, 21-007 Mełgiew";61702;"gm. Mełgiew";"świdnicki";"lubelskie";1;1;31;66;17
1;"Świetlica wiejska kulturalno-oświatowa w Siedliszczkach, Siedliszczki 63, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;43;88;25
2;"Zespół Szkół im. H. Babisz, Bystrzejowice Pierwsze 90, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;101;138;44
3;"Remiza Ochotniczej Straży Pożarnej w Wierzchowiskach Pierwszych, Wierzchowiska Pierwsze 79, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;110;170;51
4;"Świetlica w Kawęczynie, Kawęczyn 59, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;124;309;67
5;"Specjalny Ośrodek Szkolno-Wychowawczy, Kozice Dolne-Kolonia 33, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;39;109;24
6;"Remiza Ochotniczej Straży Pożarnej w Kębłowie, Kębłów 23, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;117;195;84
7;"Budynek byłej Szkoły Podstawowej, Józefów 23, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;102;158;62
8;"Świetlica kulturalno-oświatowa, Gardzienice Pierwsze 102 A, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;143;209;53
9;"Zakład Pielęgnacyjno-Opiekuńczy ""Pod Złotym Liściem"", Klimusin 24, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;80;189;59
10;"Miejskie Centrum Kultury w Piaskach, ul. Lubelska 22, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;221;334;96
11;"Szkoła Podstawowa w Piaskach, ul. Adama Mickiewicza 2, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;288;335;109
12;"Szkoła Podstawowa, Majdan Kozic Górnych 43, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;59;208;35
13;"Remiza Ochotniczej Straży Pożarnej w Brzezicach, Brzezice 62, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;51;114;33
14;"Centrum Aktywności Lokalnej w Bystrzejowicach Drugich, Bystrzejowice Drugie 15, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;66;99;44
15;"Remiza Ochotniczej Straży Pożarnej w Janówku, Janówek 27, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;56;89;23
16;"Remiza Ochotniczej Straży Pożarnej w Wierzchowiskach Pierwszych, Wierzchowiska Pierwsze 79, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;67;94;46
17;"Była Szkoła Podstawowa w Woli Piaseckiej, Wola Piasecka 54, 21-050 Piaski";61703;"gm. Piaski";"świdnicki";"lubelskie";1;1;40;103;25
1;"Urząd Gminy, Rybczewice Drugie 119, 21-065 Rybczewice";61704;"gm. Rybczewice";"świdnicki";"lubelskie";1;1;92;277;64
2;"Remiza OSP, Częstoborowice 149 A, 21-065 Rybczewice";61704;"gm. Rybczewice";"świdnicki";"lubelskie";1;1;28;144;33
3;"Remiza OSP, Bazar 32, 21-065 Rybczewice";61704;"gm. Rybczewice";"świdnicki";"lubelskie";1;1;53;255;48
4;"Remiza OSP, Izdebno 119, 21-065 Rybczewice";61704;"gm. Rybczewice";"świdnicki";"lubelskie";1;1;30;143;29
5;"Remiza OSP, Stryjno-Kolonia 1, 21-065 Rybczewice";61704;"gm. Rybczewice";"świdnicki";"lubelskie";1;1;105;295;108
1;"Zespół Placówek Oświatowych w Biskupicach, Biskupice ul. Józefa Piłsudskiego 15, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;216;443;149
2;"Szkoła Podstawowa w Dorohuczy, Dorohucza 119, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;73;199;59
3;"Szkoła Podstawowa w Oleśnikach, Oleśniki 185, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;70;417;93
4;"Szkoła Podstawowa w Siostrzytowie, Siostrzytów 97a, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;178;460;153
5;"Zespół Placówek Oświatowych w Trawnikach, Trawniki 606, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;410;680;231
6;"Zespół Placówek Oświatowych w Trawnikach, Trawniki 606, 21-044 Trawniki";61705;"gm. Trawniki";"świdnicki";"lubelskie";1;1;138;187;77
