"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"GOGACZ Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"PIETRAS Artur Adam - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RAJCHEL Jan Bogdan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
2;"Gminny Ośrodek Kultury, Sala widowiskowa, ul. Plac Wolności 1, 24-123 Janowiec";61403;"gm. Janowiec";"puławski";"lubelskie";1;1;245;82;244
3;"Strażnica OSP, Wojszyn 49, 24-123 Janowiec";61403;"gm. Janowiec";"puławski";"lubelskie";1;1;198;60;127
4;"Centrum Integracji Wiejskiej w Janowicach, Janowice 17, 24-123 Janowiec";61403;"gm. Janowiec";"puławski";"lubelskie";1;1;183;42;59
5;"Centrum Integracji Wiejskiej w Oblasach, Oblasy 29, 24-123 Janowiec";61403;"gm. Janowiec";"puławski";"lubelskie";1;1;215;85;185
6;"Świetlica Wiejska w Trzciankach, Trzcianki 30, 24-123 Janowiec";61403;"gm. Janowiec";"puławski";"lubelskie";1;1;100;17;38
1;"Zespół Szkół im. Jana Koszczyca-Witkiewicza, ul. Nadwiślańska 9, 24-120 Kazimierz Dolny";61404;"gm. Kazimierz Dolny";"puławski";"lubelskie";1;1;478;145;760
2;"Gminny Zespół Szkół, ul. Szkolna 1, 24-120 Kazimierz Dolny";61404;"gm. Kazimierz Dolny";"puławski";"lubelskie";1;1;564;152;419
3;"Szkoła Podstawowa, Bochotnica ul. Zamłynie 1, 24-120 Kazimierz Dolny";61404;"gm. Kazimierz Dolny";"puławski";"lubelskie";1;1;320;105;247
4;"Szkoła Podstawowa im. Marii Kuncewiczowej, Rzeczyca 69, 24-120 Kazimierz Dolny";61404;"gm. Kazimierz Dolny";"puławski";"lubelskie";1;1;202;69;134
5;"Budynek byłej szkoły podstawowej, Parchatka 83, 24-120 Kazimierz Dolny";61404;"gm. Kazimierz Dolny";"puławski";"lubelskie";1;1;230;71;111
1;"Gminny Ośrodek Kultury, ul. Lubelska 93, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;318;142;337
2;"Szkoła Podstawowa im. Henryka Sienkiewicza w Końskowoli (budynek Szkoły Podstawowej), ul. Lubelska 81, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;288;101;322
3;"Szkoła Podstawowa im. Henryka Sienkiewicza w Końskowoli (budynek Gimnazjum), ul. Lubelska 81, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;181;56;157
4;"Ratusz w Końskowoli, ul. Rynek 35, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;156;44;112
5;"Zespół Placówek Oświatowych, Stary Pożóg 57, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;286;99;158
6;"Remiza OSP, Witowice 42B, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;257;70;141
7;"Remiza OSP, Skowieszyn 45 A, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;220;68;125
8;"Remiza OSP, Stok 85A, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;175;53;66
9;"Szkoła Podstawowa, Chrząchów 11A, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;320;99;144
10;"Ludowy Dom Spotkań, Sielce 66, 24-130 Końskowola";61405;"gm. Końskowola";"puławski";"lubelskie";1;1;193;45;94
1;"Gminny Ośrodek Kultury, ul. Jana Kilińskiego 2a, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;422;142;327
2;"Lokal, ul. Wojska Polskiego 1, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;458;136;262
3;"Świetlica wiejska, Brzozowa Gać 3a, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;165;66;126
4;"Remiza OSP, Płonki 41A, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;217;63;92
5;"Remiza OSP, Kłoda 8A, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;242;58;70
6;"Świetlica wiejska, Choszczów 49A, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;182;50;34
7;"Świetlica wiejska, Klementowice 19A, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;381;118;193
8;"Świetlica wiejska w Buchałowicach, Buchałowice 36A, 24-150 Nałęczów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;59;12;31
9;"Świetlica wiejska w Dębie, Dęba 21, 24-170 Kurów";61406;"gm. Kurów";"puławski";"lubelskie";1;1;62;24;22
1;"Szkoła Podstawowa, ul. Lubelska 80, 24-173 Markuszów";61407;"gm. Markuszów";"puławski";"lubelskie";1;1;366;125;168
2;"Gminny Dom Kultury, ul. Marka Sobieskiego 1, 24-173 Markuszów";61407;"gm. Markuszów";"puławski";"lubelskie";1;1;231;78;121
3;"Dom Ludowy, Bobowiska 35a, 24-173 Markuszów";61407;"gm. Markuszów";"puławski";"lubelskie";1;1;112;32;20
4;"Dom Ludowy, Łany 69a, 24-173 Markuszów";61407;"gm. Markuszów";"puławski";"lubelskie";1;1;185;46;102
1;"SP ZOZ w Nałęczowie, ul. Kolejowa 7, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;446;136;456
2;"Liceum Plastyczne w Nałęczowie, ul. Lipowa 30, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;318;101;192
3;"CSW ""Energetyk"" w Nałęczowie, ul. Ignacego Paderewskiego 10, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;242;73;217
4;"Nałęczowski Ośrodek Kultury w Nałęczowie, ul. Lipowa 6, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;267;86;359
5;"Szkoła Podstawowa w Drzewcach, Drzewce-Kolonia 82A, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;225;60;115
6;"Remiza OSP w Drzewcach, Drzewce 60, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;198;48;64
7;"Szkoła Podstawowa w Sadurkach, Sadurki 106, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;232;82;158
8;"Szkoła Podstawowa w Czesławicach, Czesławice 13, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;189;69;100
9;"Szkoła Podstawowa w Piotrowicach, Piotrowice 107, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;209;66;132
10;"Remiza OSP w Bronicach, Bronice 12, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;122;41;59
11;"Kardiologiczny Szpital Uzdrowiskowy, ul. Michała Górskiego 5, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;197;38;134
12;"Kolejowy Szpital Uzdrowiskowy w Nałęczowie, ul. Michała Górskiego 6, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;76;7;78
13;"Sanatorium Uzdrowiskowe Rolnik w Nałęczowie, ul. Michała Górskiego 14, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;78;5;70
14;"Sanatorium Uzdrowiskowe Związku Nauczycielstwa Polskiego, ul. Bartosza Głowackiego 7, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;73;6;49
15;"Sanatorium Uzdrowiskowe ""Ciche Wąwozy"", ul. Bartosza Głowackiego 12, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;57;8;46
16;"Samodzielny Publiczny Psychiatryczny Zakład Opiekuńczo-Leczniczy w Celejowie Oddział IV w Nałęczowie, ul. Lipowa 37, 24-150 Nałęczów";61408;"gm. Nałęczów";"puławski";"lubelskie";1;1;24;4;2
1;"Szkoła Podstawowa, Lokal Nr 1, Góra Puławska ul. Ogrodowa 18, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;513;201;571
2;"Szkoła Podstawowa, Lokal Nr 2, Góra Puławska ul. Ogrodowa 18, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;401;168;411
3;"Szkoła Podstawowa, Lokal Nr 1, Gołąb ul. Puławska 32, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;601;212;572
4;"Szkoła Podstawowa, Lokal Nr 2, Gołąb ul. Puławska 32, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;202;47;95
5;"Szkoła Podstawowa, Borowa 9A, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;226;47;137
6;"Szkoła Podstawowa, Bronowice 148, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;298;123;189
7;"Szkoła Podstawowa, Opatkowice 43, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;215;63;124
8;"Szkoła Podstawowa, Leokadiów 40, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;323;78;126
9;"Szkoła Podstawowa, Zarzecze 1, 24-100 Puławy";61409;"gm. Puławy";"puławski";"lubelskie";1;1;460;140;262
1;"Zespół Szkolno-Przedszkolny, ul. Zamkowa 4, 24-160 Wąwolnica";61410;"gm. Wąwolnica";"puławski";"lubelskie";1;1;582;145;227
2;"Zespół Szkolno-Przedszkolny, ul. Zamkowa 4, 24-160 Wąwolnica";61410;"gm. Wąwolnica";"puławski";"lubelskie";1;1;250;113;97
3;"Szkoła Podstawowa, Karmanowice 84, 24-160 Wąwolnica";61410;"gm. Wąwolnica";"puławski";"lubelskie";1;1;399;110;149
4;"Szkoła Podstawowa, Rąblów 65, 24-160 Wąwolnica";61410;"gm. Wąwolnica";"puławski";"lubelskie";1;1;161;41;73
5;"Samodzielny Publiczny Psychiatryczny Zakład Opiekuńczo Leczniczy w Celejowie, Celejów 68, 24-160 Wąwolnica";61410;"gm. Wąwolnica";"puławski";"lubelskie";1;1;26;12;0
1;"Budynek komunalny, Bałtów 29, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;131;45;60
2;"Szkoła Podstawowa, ul. Tysiąclecia 143, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;357;148;338
3;"Szkoła Podstawowa, Osiny ul. Szkolna 64, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;323;108;118
4;"Szkoła Podstawowa, Skrudki 5A, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;206;36;64
5;"Budynek komunalny, Kośmin 7, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;219;58;60
6;"Budynek komunalny, Borysów 53, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;116;27;67
7;"Budynek komunalny, Żerdź 91A, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;165;41;66
8;"Budynek komunalny, Kotliny 105, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;89;21;33
9;"Budynek komunalny, Wola Osińska 80, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;143;31;55
10;"Budynek komunalny, Wilczanka 31, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;72;18;46
11;"Budynek komunalny, Zagrody 51, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;136;15;71
12;"Dom Pomocy Społecznej, ul. Tysiąclecia 154A, 24-103 Żyrzyn";61411;"gm. Żyrzyn";"puławski";"lubelskie";1;1;16;0;43
1;"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Niepodległości 8, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;222;43;187
2;"Szkoła Podstawowa Nr 2, ul. 1-go Maja 3, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;263;46;292
3;"Świetlica Osiedlowa, ul. 1-go Maja 160, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;280;59;206
4;"Budynek po byłym Klubie Garnizonowym, os. Osiedle Stawy 1, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;86;22;89
5;"Świetlica Osiedlowa, ul. 1-go Maja 160, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;231;56;249
6;"Szkoła Podstawowa Nr 2, ul. 1-go Maja 3, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;234;76;254
7;"Budynek po byłym Miejskim Przedszkolu Nr 3, ul. Michalinowska 1a, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;356;80;278
8;"Zespół Szkół Zawodowych Nr 2, Warsztaty Szkolne, ul. Wiślana 3, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;397;78;295
9;"Miejska Biblioteka Publiczna ""Filia Wiślana"", os. Osiedle Wiślana 7, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;251;68;195
10;"Miejska Biblioteka Publiczna ""Filia Wiślana"", os. Osiedle Wiślana 7, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;238;32;188
11;"Warsztaty Terapii Zajęciowej, ul. 15 Pułku Piechoty ""Wilków"" 24, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;228;78;350
12;"Liceum Ogólnokształcące, ul. 15 Pułku Piechoty ""Wilków"" 6, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;226;51;277
13;"Remiza OSP, ul. Ignacego Krasickiego 146, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;133;25;127
14;"Szkoła Podstawowa Nr 2, ul. 1-go Maja 3, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;61;13;56
15;"Szkoła Podstawowa Nr 4, ul. Generała pilota Józefa Kowalskiego 20, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;220;81;366
16;"Szkoła Podstawowa nr 4, ul. Generała pilota Józefa Kowalskiego 20, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;188;38;376
17;"Szkoła Podstawowa nr 4, ul. Generała pilota Józefa Kowalskiego 20, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;99;32;221
18;"6 Szpital Wojskowy z Przychodnią SPZOZ, ul. Szpitalna 2, 08-530 Dęblin";61601;"m. Dęblin";"rycki";"lubelskie";1;1;4;0;1
1;"Gminny Ośrodek Kultury, ul. Klonowa 2, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;525;122;138
2;"Strażnica OSP, Stare Zadybie 74, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;238;56;67
3;"Świetlica OSP, Stryj 33a, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;154;39;37
4;"Szkoła Podstawowa, Gózd 109A, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;237;51;47
5;"Świetlica Wiejska, Bramka 40, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;144;22;25
6;"Szkoła Podstawowa, Czernic 95, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;393;66;67
7;"Świetlica OSP, Wylezin 41A, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;94;20;30
8;"Szkoła Podstawowa, Wola Zadybska 82, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;214;56;49
9;"Strażnica OSP w Gęsiej Wólce, Gęsia Wólka 20, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;136;28;42
10;"Strażnica OSP w Janopolu, Janopol 68, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;81;10;19
11;"Strażnica OSP w Kawęczynie, Kawęczyn 11, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;198;37;53
12;"Strażnica OSP w Nowym Zadybiu, Nowe Zadybie 38, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;79;22;19
13;"Strażnica OSP w Przykwie, Przykwa 16a, 08-550 Kłoczew";61602;"gm. Kłoczew";"rycki";"lubelskie";1;1;131;37;42
1;"Szkoła Podstawowa im. Wacława Nałkowskiego w Nowodworze, Nowodwór 73, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;365;86;136
2;"Szkoła Podstawowa im. Wacława Nałkowskiego Nowodwór nr 73 Filia, Trzcianki 64, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;143;32;38
3;"Szkoła Podstawowa w Niedźwiedziu, Niedźwiedź 62, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;116;37;38
4;"Szkoła Podstawowa im. Henryka Sienkiewicza, Grabów Szlachecki 61, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;397;89;62
5;"Szkoła Podstawowa, Jakubówka 65, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;96;12;33
6;"Świetlica, Grabów Rycki 20a, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;105;29;32
7;"Remiza OSP, Zawitała 23d, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;190;43;30
8;"Świetlica w Lendzie Wielkim, Lendo Wielkie 30B, 08-503 Nowodwór";61603;"gm. Nowodwór";"rycki";"lubelskie";1;1;76;14;17
1;"Samorządowe Przedszkole Nr 1, ul. Szkolna 18, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;578;132;592
2;"Publiczna Szkoła Podstawowa Nr 1 im. Mariana Osińskiego, ul. Juliusza Słowackiego 2, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;284;70;327
3;"Samorządowe Przedszkole Nr 5, ul. Jana Kochanowskiego 21, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;348;62;396
4;"Samorządowe Przedszkole Nr 5, ul. Jana Kochanowskiego 21, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;480;132;377
5;"ZSZ Nr 2 im. Leona Wyczółkowskiego, ul. Leona Wyczółkowskiego 10, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;497;155;668
6;"ZSZ Nr 1 im. Władysława Korżyka, ul. Żytnia 5, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;166;41;205
7;"Zespół Placówek Oświatowych w Bobrownikach, Bobrowniki ul. Rynek 1, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;238;44;115
8;"Świetlica wiejska w Podwierzbiu, Podwierzbie 20a, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;101;36;47
9;"Zespół Placówek Oświatowych w Moszczance, Moszczanka 14, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;229;49;162
10;"Strażnica OSP w Sierskowoli, Sierskowola 66c, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;150;37;40
11;"Publiczna Szkoła Podstawowa w Oszczywilku, Oszczywilk 11a, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;227;53;147
12;"Zespół Placówek Oświatowych w Starym Bazanowie, Stary Bazanów 136, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;279;79;112
13;"Zespół Placówek Oświatowych w Swatach, Swaty 193A, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;318;69;139
14;"Strażnica OSP w Niwie Babickiej, Niwa Babicka 23b, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;147;42;79
15;"Publiczna Szkoła Podstawowa w Starej Dąbi, Stara Dąbia 4, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;236;59;107
16;"Zespół Placówek Oświatowych w Owni, Ownia 101, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;226;50;66
17;"Strażnica OSP w Zalesiu, Zalesie-Kolonia 12a, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;118;27;70
18;"Zespół Placówek Oświatowych w Rososzy, Rososz 144, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;377;106;178
19;"Zespół Placówek Oświatowych w Leopoldowie, Leopoldów ul. Zielona 1, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;218;44;89
20;"Strażnica OSP w Leopoldowie, Leopoldów ul. Księdza Drozdowskiego 8, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;257;48;81
21;"Świetlica wiejska w Chrustnem, Chrustne 29A, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;85;27;29
22;"Świetlica wiejska w Krasnoglinach, Krasnogliny 45, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;91;25;36
23;"Świetlica wiejska w Sędowicach, Sędowice 40a, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;85;11;51
24;"Szpital Powiatowy w Rykach Sp. z o. o., ul. Żytnia 23, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;6;0;4
25;"Dom Pomocy Społecznej im. Siostry Heleny Drozdowskiej w Leopoldowie, Leopoldów ul. Księdza Drozdowskiego 37, 08-500 Ryki";61604;"gm. Ryki";"rycki";"lubelskie";1;1;15;6;3
1;"Gminny Ośrodek Kultury w Stężycy, ul. Królewska 4, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;561;110;480
2;"Remiza Strażacka, Brzeźce 134, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;138;29;76
3;"Zespół Placówek Oświatowych, Pawłowice 90, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;228;44;112
4;"świetlica wiejska w Paprotni, Paprotnia 95, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;162;13;41
5;"Szkoła Podstawowa w Nowej Rokitni, Nowa Rokitnia 81, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;183;51;74
6;"Dom Strażaka w Brzezinach, Brzeziny 34, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;212;32;61
7;"Świetlica Wiejska, Kletnia 111, 08-540 Stężyca";61605;"gm. Stężyca";"rycki";"lubelskie";1;1;153;27;39
1;"Lokal Gminnego Ośrodka Kultury w Ułężu, Ułęż 173, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;197;46;140
2;"Szkoła Podstawowa, Białki Dolne 24, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;132;35;65
3;"Świetlica wiejska, Sobieszyn 95B, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;161;51;92
4;"OSP Lendo Ruskie, Lendo Ruskie 44, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;102;26;60
5;"Świetlica wiejska, Sarny 20, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;68;19;35
6;"Sala Gimnastyczna ZSO w Sobieszynie, Sobieszyn 4A, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;102;39;62
7;"OSP Korzeniów, Korzeniów 71, 08-504 Ułęż";61606;"gm. Ułęż";"rycki";"lubelskie";1;1;142;37;43
