"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"NOWAK Jacek Marian - KW BEZPARTYJNI SAMORZĄDOWCY";"BRYMORA Cezary Edward - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"SKURKIEWICZ Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"DĄBROWSKI Jarosław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MNICH Beata - KOMITET WYBORCZY WYBORCÓW BEATA MNICH"
31;"Przedszkole Publiczne Nr 24 z Oddziałami Integracyjnymi im. Janusza Korczaka, ul. Powstańców Śląskich 9, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;75;566;494;74;20
32;"Zespół Szkół Elektronicznych im. Bohaterów Westerplatte, ul. Sadkowska 19, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;33;386;387;59;25
33;"Przedszkole Publiczne Nr 3 z Oddziałami Specjalnymi im. Janiny Porazińskiej, ul. Olsztyńska 12, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;49;641;485;86;35
34;"Publiczna Szkoła Podstawowa Nr 27, im. Szarych Szeregów, ul. Sadkowska 16, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;40;374;341;55;14
35;"Wodociągi Miejskie w Radomiu Sp. z o. o., ul. Filtrowa 4, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;53;318;303;66;12
36;"Przedszkole Publiczne Nr 3 z Oddziałami Specjalnymi im. Janiny Porazińskiej, ul. Olsztyńska 12, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;71;611;479;99;29
37;"Dom Pomocy Społecznej ""Nad Potokiem"" im. Bohdany ""Danuty"" Kijewskiej, ul. Andrzeja Struga 88, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;1;11;49;3;3
38;"Publiczna Szkoła Podstawowa Nr 19, im. Edmunda Bakalarza, ul. Energetyków 10, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;79;829;658;156;34
39;"Publiczna Szkoła Podstawowa Nr 19 im. Edmunda Bakalarza, ul. Energetyków 10, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;57;173;599;100;18
40;"Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego, ul. Odrodzenia 37, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;66;607;463;102;19
41;"Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego, ul. Odrodzenia 37, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;66;434;395;79;11
42;"Przedszkole Publiczne Nr 9 im. Ewy Szelburg-Zarembiny, ul. Kalińska 4, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;51;362;407;73;14
43;"Zespół Szkolno-Przedszkolny Nr 3, ul. Długojowska 6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;78;511;575;97;12
44;"Zespół Szkół Plastycznych im. Józefa Brandta, al. Aleja Józefa Grzecznarowskiego 13, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;50;325;309;64;16
45;"Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego, ul. Biała 6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;36;298;232;38;10
46;"Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego, ul. Biała 6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;65;558;520;135;17
47;"Publiczna Szkoła Podstawowa Nr 20 im. Obrońców Pokoju, ul. Malenicka 29, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;95;514;652;148;27
48;"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;117;892;730;186;43
49;"Dom Kultury ""Idalin"", ul. Bluszczowa 4/8, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;80;544;668;100;24
50;"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;62;562;829;165;26
51;"Specjalny Ośrodek Szkolno-Wychowawczy im. Janusza Korczaka, al. Aleja Józefa Grzecznarowskiego 15, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;41;476;324;79;14
52;"Przedszkole Publiczne Nr 16, ul. Grenadierów 3, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;28;276;249;40;12
53;"Zespół Szkolno-Przedszkolny Nr 2, ul. Jurija Gagarina 19, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;51;517;429;76;25
54;"Publiczna Szkoła Podstawowa Nr 9 im. Henryka Sienkiewicza, ul. Sandomierska 19, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;41;434;287;61;18
55;"Publiczna Szkoła Podstawowa Nr 9 im. Henryka Sienkiewicza, ul. Sandomierska 19, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;35;533;380;60;32
56;"Przedszkole Publiczne Nr 10 im. Jana Brzechwy, ul. Osiedlowa 26, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;46;468;410;56;26
57;"XII Liceum Ogólnokształcące z Oddziałami Sportowymi, ul. Osiedlowa 36, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;43;390;370;66;20
58;"XII Liceum Ogólnokształcące z Oddziałami Sportowymi, ul. Osiedlowa 36, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;39;501;461;72;30
59;"Przedszkole Publiczne Nr 14, ul. Jana Pawła II 3, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;37;356;257;40;9
60;"Dom Pomocy Społecznej Weterana Walki i Pracy, ul. Wyścigowa 16, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;54;489;454;96;28
61;"Zespół Szkół Spożywczych i Hotelarskich, ul. Świętego Brata Alberta 1, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;70;506;784;109;22
62;"Zespół Szkół Specjalnych i Placówek Oświatowych, ul. Lipska 2, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;51;551;494;86;25
63;"Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego, ul. Gajowa 60, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;71;618;606;126;40
64;"Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego, ul. Gajowa 60, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;78;694;663;170;41
65;"Publiczna Szkoła Podstawowa Nr 14 Integracyjna im. Jana Pawła II, ul. Wierzbicka 81/83, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;67;482;468;103;21
66;"Przedszkole Publiczne Nr 5 im. Tadeusza Kościuszki, ul. Czarnoleska 15, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;53;521;507;84;22
67;"Publiczna Szkoła Podstawowa Nr 17 im. Jana Kochanowskiego, ul. Czarnoleska 10, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;69;581;600;103;28
68;"Stowarzyszenie na rzecz osób niepełnosprawnych ""RAZEM"", ul. Sobótki 5, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;73;550;535;97;23
69;"Stowarzyszenie na rzecz osób niepełnosprawnych ""RAZEM"", ul. Sobótki 5, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;93;709;548;94;33
70;"Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego, ul. Trojańska 5, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;62;539;563;102;34
71;"Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego, ul. Trojańska 5, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;47;434;457;96;27
72;"Publiczna Szkoła Podstawowa Nr 25, ul. Starokrakowska 124/128, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;31;305;382;73;10
73;"Zespół Szkolno-Przedszkolny Nr 4, ul. Prospera Jarzyńskiego 3, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;44;443;370;63;18
74;"Zespół Szkół Technicznych im. Tadeusza Kościuszki, ul. Bolesława Limanowskiego 26/30, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;51;436;290;76;14
75;"IV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. dra Tytusa Chałubińskiego, ul. Mariacka 25, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;42;350;278;49;22
76;"Powiatowy Urząd Pracy, ul. ks. Andrzeja Łukasika 3, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;31;313;275;65;17
77;"Przedszkole Publiczne Nr 12, ul. Kujawska 19, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;43;352;351;64;12
78;"Uniwersytet Radomski im. Kazimierza Pułaskiego, Wydział Mechaniczny, ul. hm kpt Eugeniusza Stasieckiego 54, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;49;345;476;102;17
79;"Publiczna Szkoła Podstawowa Nr 2 im. Hansa Christiana Andersena, ul. Batalionów Chłopskich 16, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;32;509;519;98;65
80;"Przedszkole Publiczne Nr 19 z Oddziałami Integracyjnymi, ul. Batalionów Chłopskich 18, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;44;469;367;87;24
81;"Publiczna Szkoła Podstawowa Nr 26, ul. Wośnicka 125, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;24;522;348;71;11
82;"Publiczna Szkoła Podstawowa Nr 26, ul. Wośnicka 125, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;40;336;217;58;11
83;"Świetlica ""KOCUR"", ul. Wośnicka 32A, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;82;746;579;137;37
84;"Poradnia Psychologiczno-Pedagogiczna Nr 3, ul. Główna 3, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;75;625;531;92;22
85;"Mazowiecki Zarząd Dróg Wojewódzkich w Warszawie, Rejon Drogowy, ul. Wolanowska 61, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;41;448;456;85;21
86;"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, ul. Kielecka 2/6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;33;316;413;63;11
87;"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, ul. Kierzkowska 118, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;41;391;422;92;18
88;"Publiczna Szkoła Podstawowa Nr 22 z Oddziałami Integracyjnymi im. Mikołaja Reja, ul. Krucza 2/10, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;47;355;366;65;24
89;"Publiczna Szkoła Podstawowa nr 2 im. Hansa Christiana Andersena, ul. Batalionów Chłopskich 16, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;44;452;373;66;12
90;"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, ul. Kielecka 2/6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;77;747;624;100;22
91;"Publiczna Szkoła Podstawowa Nr 29 z Oddziałami Integracyjnymi im. Władysława Broniewskiego, ul. Ceglana 14, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;63;528;579;129;19
92;"Zespół Szkół Ekonomicznych, ul. Stanisława Wernera 22, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;35;336;398;67;16
93;"Miejski Ośrodek Kultury ""Amfiteatr"" Scena Obozisko, ul. Jana i Jędrzeja Śniadeckich 2, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;61;351;295;78;20
94;"Miejski Ośrodek Kultury ""Amfiteatr"", ul. Parkowa 1, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;48;391;375;65;15
95;"Dom Studenta Nr 3 ""Bliźniak"", ul. Akademicka 5, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;62;673;506;107;27
96;"Przedszkole Publiczne Nr 6, ul. Ignacego Paderewskiego 36, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;74;642;374;90;25
97;"Przedszkole Publiczne Nr 6, ul. Adama Rapackiego 4, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;47;598;399;100;14
98;"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, ul. Jana III Sobieskiego 12, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;73;596;619;115;30
99;"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Jagiellońskiej, ul. Jana III Sobieskiego 12, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;64;638;590;96;28
100;"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, ul. Jana III Sobieskiego 12, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;64;517;535;104;33
101;"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, ul. Piastowska 17, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;65;732;615;119;24
102;"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, ul. Piastowska 17, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;87;703;683;129;28
103;"Zespół Szkolno-Przedszkolny Nr 1, ul. Ofiar Firleja 14, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;95;675;667;160;20
104;"Publiczna Szkoła Podstawowa Nr 25, ul. Starokrakowska 124/128, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;37;358;385;101;18
105;"Zespół Szkolno-Przedszkolny Nr 1, ul. Ofiar Firleja 14, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;52;300;426;84;23
106;"Publiczna Szkoła Podstawowa Nr 6 z Oddziałami Integracyjnymi im. Orła Białego, ul. Adama Rapackiego 24, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;112;1008;501;184;45
107;"Przedszkole Publiczne Nr 13, ul. Garbarska 59/67, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;30;257;229;63;9
108;"Dom Kultury ""Idalin"", ul. Bluszczowa 4/8, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;30;212;262;50;12
109;"Zespół Szkół Ekonomicznych, ul. Stanisława Wernera 22, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;67;429;389;102;14
110;"Radomski Szpital Specjalistyczny im. dr Tytusa Chałubińskiego, ul. Lekarska 4, 26-610 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;6;35;66;7;3
111;"Samodzielny Wojewódzki Publiczny Zespół Zakładów Psychiatrycznej Opieki Zdrowotnej im. dr. Barbary Borzym, ul. Krychnowicka 1, 26-607 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;10;15;55;11;7
112;"Areszt Śledczy, ul. Wolanowska 120, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;34;340;93;101;32
113;"Mazowiecki Szpital Specjalistyczny Sp. z o o., ul. Juliana Aleksandrowicza 5, 26-613 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;6;35;78;7;7
114;"Oddział Zewnętrzny Aresztu Śledczego, ul. Wincentego Witosa 62 A, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;5;30;5;10;4
115;"Radomskie Centrum Onkologii im. Bohaterów Radomskiego Czerwca '76, ul. Uniwersytecka 6, 26-600 Radom";146301;"m. Radom";"Radom";"mazowieckie";1;1;3;18;21;3;2
