"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"PURPUROWICZ Zbigniew - KW PRAWO I SPRAWIEDLIWOŚĆ";"PRUCNAL Janusz - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KALISZUK Ewa Monika - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ORZECHOWSKA Anna Maria - KW WIS";"STAROŃ Lidia Ewa - KWW LIDIA STAROŃ"
5;"Szkoła Podstawowa Nr 2 im. J. Dąbrowskiego, ul. Tadeusza Kościuszki 70, 10-553 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;138;57;498;8;190
6;"Wojewódzka Biblioteka Publiczna Wypożyczalnia Główna i Międzybiblioteczna, ul. Stare Miasto 33, 10-026 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;107;32;311;6;110
7;"Uniwersytet Warmińsko-Mazurski w Olsztynie Studium Języków Obcych, al. Aleja Obrońców Tobruku 3, 10-718 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;190;91;649;25;331
8;"Zespół Szkół Budowlanych im. Żołnierzy Armii Krajowej, ul. Żołnierska 15, 10-558 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;92;45;323;13;162
9;"Szkoła Podstawowa Nr 29 im. J. Liszewskiego, sala gimnastyczna korekcyjna nr 35 (parter), ul. Jarosława Iwaszkiewicza 44, 10-089 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;173;49;510;23;259
10;"Szkoła Podstawowa Nr 29 im. J. Liszewskiego stołówka (parter), ul. Jarosława Iwaszkiewicza 44, 10-089 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;179;62;647;14;281
11;"Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Olsztynie, al. Aleja Warszawska 89, 10-083 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;256;97;779;39;424
12;"Szkoła Podstawowa Nr 10 im. W. Broniewskiego, ul. Walentego Barczewskiego 11 A, 10-061 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;138;42;478;6;245
13;"Szkoła Podstawowa Nr 10 im. W. Broniewskiego, ul. Niepodległości 18, 10-045 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;181;92;613;22;349
14;"Szkoła Podstawowa Nr 14 sala gimnastyczna (parter), ul. Marii Konopnickiej 11, 10-168 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;178;40;457;4;225
15;"Szkoła Podstawowa Nr 14 stołówka (parter), ul. Marii Konopnickiej 11, 10-168 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;132;59;495;12;259
16;"Zespół Szkół Ogólnokształcących Nr 5, Mistrzostwa Sportowego im. Mariana Grzegorza Bublewicza, ul. Kazimierza Jagiellończyka 32, 10-062 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;181;77;729;10;322
17;"Szkoła Podstawowa Nr 7 im. L. Kruczkowskiego, ul. Aleja Przyjaciół 42, 10-148 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;154;64;749;12;197
18;"Stowarzyszenie Wyjątkowe Serce, Warsztat Terapii Zajęciowej, ul. Bałtycka 45, 10-175 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;247;71;708;18;269
19;"Zespół Szkolno-Przedszkolny Nr 1 Szkoła Podstawowa Nr 19, im. Mikołaja Kopernika stołówka, pomieszczenie nr 10 (parter), ul. Bałtycka 151, 11-041 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;206;74;682;17;331
20;"Zespół Szkolno-Przedszkolny Nr 1 Szkoła Podstawowa Nr 19, im. Mikołaja Kopernika sala gimnastyczna, ul. Bałtycka 151, 11-041 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;166;58;667;14;282
21;"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Teologii, ul. Kardynała Stanisława Hozjusza 15, 11-041 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;157;87;945;20;271
22;"Szkoła Podstawowa Nr 18 im. Orła Białego sala ćwiczeń korekcyjnych pomieszczenie nr 032, ul. Żytnia 71, 10-822 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;210;58;460;14;244
23;"Szkoła Podstawowa Nr 18 im. Orła Białego sala gimnastyczna pomieszczenie nr 031, ul. Żytnia 71, 10-822 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;202;73;559;19;283
24;"Miejska Biblioteka Publiczna Biblioteka Ekonomiczno-Techniczna, ul. Żytnia 71, 10-823 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;261;71;707;21;294
25;"Uniwersytet Warmińsko-Mazurski w Olsztynie Wydział Nauk Ekonomicznych, ul. Michała Oczapowskiego 4, 10-719 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;127;71;666;36;186
26;"Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk, ul. Juliana Tuwima 10, 10-748 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;160;73;688;17;201
27;"Uniwersytet Warmińsko-Mazurski w Olsztynie Wydział Nauki o Żywności, Katedra Żywienia Człowieka, ul. Słoneczna 45 F, 10-718 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;98;35;314;9;115
28;"Niepubliczna Szkoła Absolwent, ul. Jasna 2, 10-427 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;79;26;208;10;184
29;"Państwowe Liceum Sztuk Plastycznych im. Erica Mendelsohna, ul. Partyzantów 85, 10-527 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;94;47;313;8;169
30;"Regionalna Dyrekcja Lasów Państwowych, ul. Tadeusza Kościuszki 46/48, 10-959 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;124;49;372;11;212
31;"Szkoła Podstawowa Nr 15 im. W. Kętrzyńskiego, ul. Wojciecha Kętrzyńskiego 10, 10-507 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;123;62;404;23;241
32;"Szkoła Podstawowa Nr 311 z Oddziałami Dwujęzycznymi i Sportowymi stołówka (parter), ul. Kołobrzeska 9, 10-444 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;113;56;404;16;249
33;"Szkoła Podstawowa Nr 311 z Oddziałami Dwujęzycznymi i Sportowymi hol (parter), ul. Kołobrzeska 9, 10-444 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;152;73;563;23;318
34;"Szkoła Podstawowa Nr 3, im. Kawalerów Orderu Uśmiechu, ul. Kołobrzeska 13M, 10-445 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;97;44;327;18;183
35;"Zespół Szkół Chemicznych i Ogólnokształcących im. J. Śniadeckiego, ul. Kołobrzeska 29, 10-431 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;141;56;302;14;303
36;"Przedszkole Artystyczno-Teatralne „Dorotka”, ul. Świtezianki 2, 10-465 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;142;37;351;10;237
37;"Przedszkole Miejskie Nr 37, ul. Pana Tadeusza 12A, 10-461 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;145;56;391;13;298
38;"Zespół Szkół Mechaniczno-Energetycznych im. T. Kościuszki, al. Aleja Marszałka Józefa Piłsudskiego 61, 10-449 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;158;37;495;15;270
39;"Izba Administracji Skarbowej w Olsztynie, al. Aleja Marszałka Józefa Piłsudskiego 59 A, 10-950 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;112;45;416;7;195
40;"Zespół Szkół Ogólnokształcących Nr 2 IV Liceum Ogólnokształcące im. M. Skłodowskiej-Curie, al. Aleja Marszałka Józefa Piłsudskiego 56, 10-450 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;157;59;499;9;285
41;"Szkoła Podstawowa Nr 2 im. Jarosława Dąbrowskiego hol (parter), ul. Żołnierska 39, 10-561 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;144;46;501;14;266
42;"Szkoła Podstawowa Nr 2 im. Jarosława Dąbrowskiego stołówka (parter), ul. Żołnierska 39, 10-561 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;192;41;398;22;289
43;"Przedszkole Miejskie Nr 38, ul. Żołnierska 24, 10-561 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;151;39;466;16;290
44;"Zespół Szkół Gastronomiczno-Spożywczych, sala nr 1 (parter), ul. Żołnierska 49, 10-560 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;131;39;377;10;233
45;"Szkoła Podstawowa Nr 22 im. M. Dąbrowskiej, ul. Żołnierska 26, 10-561 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;157;70;411;19;242
46;"Przedszkole Miejskie Nr 17, ul. Wincentego Pstrowskiego 17a, 10-601 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;253;79;728;28;386
47;"Szkoła Podstawowa Nr 6 im. K. I. Gałczyńskiego, ul. Gdyńska 17, 10-608 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;256;80;655;14;310
48;"Zespół Szkół Gastronomiczno-Spożywczych, sala nr 24 (parter), ul. Żołnierska 49, 10-560 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;328;126;956;23;445
49;"Szkoła Podstawowa Nr 12, ul. Edwarda Turowskiego 3, 10-685 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;201;64;552;19;352
50;"Zespół Szkół Ogólnokształcących Nr 3, sala nr 12 (parter), ul. Melchiora Wańkowicza 1, 10-684 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;278;141;1322;24;525
51;"Przedszkole Miejskie Nr 32, ul. Stanisława Murzynowskiego 24, 10-684 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;180;52;480;11;358
52;"Spółdzielnia Mieszkaniowa ""Jaroty"", ul. Melchiora Wańkowicza 9, 10-684 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;179;61;753;24;389
53;"Zespół Szkół Ogólnokształcących Nr 3, sala nr 25 (parter), ul. Melchiora Wańkowicza 1, 10-684 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;150;44;423;13;282
54;"Społeczny Zespół Przedszkolno-Szkolny 101 w Olsztynie, sala szafirowa (parter), ul. Edwarda Mroza 25, 10-692 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;225;162;1113;46;589
55;"Społeczny Zespół Przedszkolno-Szkolny 101 w Olsztynie, sala poziomkowa (parter), ul. Edwarda Mroza 25, 10-692 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;170;81;768;47;403
56;"Miejska Biblioteka Publiczna Filia Nr 6, biblioteka dla dorosłych (parter), ul. Jarocka 65, 10-699 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;124;57;664;33;279
57;"Miejska Biblioteka Publiczna Filia Nr 6, biblioteka dla dzieci (parter), ul. Jarocka 65, 10-699 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;130;67;824;22;302
58;"Centrum Edukacji ""Oskar"" Przedszkole ""Patryk"", ul. Biskupa Tomasza Wilczyńskiego 18, 10-687 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;133;54;566;18;233
59;"Przedszkole Miejskie Nr 5, sala kraina uśmiechu (parter), ul. gen. Stanisława Maczka 11, 10-693 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;172;100;851;16;338
60;"Przedszkole Miejskie Nr 5, hol (I piętro), ul. gen. Stanisława Maczka 11, 10-693 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;193;114;1042;25;392
61;"Rada Osiedla „Generałów”, ul. gen. Tadeusza Kutrzeby 9/„S”, 10-693 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;183;93;642;19;386
62;"Szkoła Podstawowa Nr 30 im. M. Zientary-Malewskiej (stołówka-parter), ul. Pieczewska 10, 10-699 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;77;26;356;12;194
63;"Szkoła Podstawowa Nr 30 im. M. Zientary-Malewskiej, sala C 102 (muzyka)-parter, ul. Pieczewska 10, 10-699 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;147;83;685;17;362
64;"Spółdzielnia Mieszkaniowa „Jaroty” Administracja Osiedla Jaroty, ul. Kazimierza Jaroszyka 14, 10-687 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;172;59;690;21;407
65;"Spółdzielnia Mieszkaniowa „Jaroty” Administracja Osiedla Pieczewo, ul. Bolesława Jeziołowicza 11, 10-690 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;203;42;582;16;340
66;"Przedszkole Miejskie Nr 15 im. Wandy Chotomskiej, hol (parter), ul. Jana Boenigka 5, 10-686 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;204;64;512;15;394
67;"Przedszkole Miejskie Nr 15 im. Wandy Chotomskiej (hol po prawej stronie od wejścia głównego, parter), ul. Jana Boenigka 5, 10-686 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;178;53;536;14;388
68;"Szkoła Podstawowa Nr 33 im. Funduszu Narodów Zjednoczonych na Rzecz Dzieci UNICEF, sala nr 9 (parter), ul. Bolesława Jeziołowicza 2, 10-690 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;187;65;613;22;377
69;"Szkoła Podstawowa Nr 33 im. Funduszu Narodów Zjednoczonych na Rzecz Dzieci UNICEF, sala nr 16 (parter), ul. Bolesława Jeziołowicza 2, 10-690 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;148;39;448;16;267
70;"Szkoła Podstawowa Nr 34 im. Józefa Malewskiego, ul. Ernsta Wiecherta 14, 10-691 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;205;65;671;20;353
71;"AAI-Polska AIKIDO, ul. Immanuela Kanta 15A, 10-691 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;224;82;989;29;405
72;"Osiedlowy Dom Kultury S. M. „Jaroty”, Klub „Akant”, ul. Immanuela Kanta 11, 10-691 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;235;94;785;23;464
73;"Miejska Biblioteka Publiczna Filia nr 13, ul. Igora Sikiryckiego 9, 10-691 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;197;98;736;34;393
74;"Szkoła Podstawowa Nr 34, im. Józefa Malewskiego, ul. Johanna Gottfrieda Herdera 3, 10-691 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;252;86;798;24;475
75;"Szkoła Podstawowa Nr 1 im. R. Knosały, sala nr 11 (parter), ul. Stanisława Moniuszki 10, 10-275 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;142;50;356;15;236
76;"Szkoła Podstawowa Nr 13 im. Komisji Edukacji Narodowej, ul. Aleksandra Puszkina 11, 10-295 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;197;71;630;20;383
77;"Zespół Szkół Samochodowych im. A. M. Bocheńskiego, sala nr 111 (parter), al. Aleja Wojska Polskiego 17, 10-224 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;148;45;373;6;294
78;"Zespół Szkół Samochodowych im. A. M. Bocheńskiego, sala nr 102 (parter), al. Aleja Wojska Polskiego 17, 10-224 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;189;77;672;27;393
79;"Szkoła Podstawowa Nr 11 im. Hieronima Skurpskiego, ul. Jagiellońska 8, 10-271 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;151;89;553;19;407
80;"Centrum Edukacji i Inicjatyw Kulturalnych, ul. Parkowa 1, 10-233 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;65;29;377;8;163
81;"Centrum Edukacji „Oskar” Przedszkole „Patryk”, ul. Wiśniowa 11, 10-321 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;143;50;350;15;257
82;"Szkoła Podstawowa Nr 1 im. R. Knosały, sala nr 9 (parter), ul. Stanisława Moniuszki 10, 10-275 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;177;72;571;24;398
83;"Szkoła Podstawowa Nr 9, hol (parter), ul. Ludwika Zamenhofa 14, 10-280 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;222;112;755;40;574
84;"Szkoła Podstawowa Nr 9, sala gimnastyczna (parter), ul. Ludwika Zamenhofa 14, 10-280 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;295;112;918;29;545
85;"Szkoła Podstawowa Nr 5, im. Sybiraków, al. Aleja Sybiraków 3A, 10-256 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;109;56;345;19;316
86;"III Liceum Ogólnokształcące im. M. Kopernika, al. Aleja Sybiraków 3, 10-256 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;107;41;240;10;222
87;"Zespół Szkół Elektronicznych i Telekomunikacyjnych (bursa szkolna), ul. Bałtycka 37A, 10-144 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;131;31;408;17;221
88;"Miejski Szpital Zespolony w Olsztynie, ul. Niepodległości 44, 10-045 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;22;4;30;1;23
89;"Miejski Szpital Zespolony w Olsztynie, al. Aleja Wojska Polskiego 30, 10-226 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;5;1;6;0;4
90;"Wojewódzki Szpital Specjalistyczny w Olsztynie, ul. Żołnierska 18, 10-561 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;17;5;46;4;25
91;"Wojewódzki Zespół Lecznictwa Psychiatrycznego w Olsztynie, al. Aleja Wojska Polskiego 35, 10-228 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;24;11;18;3;39
92;"Szpital Kliniczny Ministerstwa Spraw Wewnętrznych i Administracji z Warmińsko-Mazurskim Centrum Onkologii w Olsztynie, al. Aleja Wojska Polskiego 37, 10-228 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;17;2;33;7;19
93;"Warmińsko-Mazurskie Centrum Chorób Płuc w Olsztynie, ul. Jagiellońska 78, 10-357 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;28;1;19;1;29
94;"Uniwersytecki Szpital Kliniczny w Olsztynie, al. Aleja Warszawska 30, 10-089 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;11;1;23;1;18
95;"Niepubliczny Zakład Opieki Zdrowotnej Ośrodek Mieszkalno-Rehabilitacyjny Polski Związek Niewidomych w Olsztynie, ul. Eugeniusza Paukszty 57, 10-685 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;33;3;14;4;35
96;"Dom Pomocy Społecznej „Kombatant”, ul. Juliana Fałata 23K, 10-211 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;14;3;10;2;29
97;"Dom Pomocy Społecznej LAURENTIUS, Dom Opieki LAURENTIUS, ul. Kardynała Stanisława Hozjusza 19, 11-041 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;7;0;14;1;13
98;"Dom Pomocy Społecznej w Olsztynie, ul. Bałtycka 37A, 10-144 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;2;2;11;2;2
99;"Dom Pomocy Społecznej „BARKA” w Olsztynie, ul. Jacka Kuronia 5, 10-165 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;9;1;0;1;7
100;"Areszt Śledczy w Olsztynie, al. Aleja Marszałka Józefa Piłsudskiego 3, 10-575 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;3;10;56;3;22
101;"Oddział Zewnętrzny Aresztu Śledczego w Olsztynie, ul. Opolska 42, 10-626 Olsztyn";286201;"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";1;1;24;19;143;16;17
